headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
sitten,sit,v%pr_3,Troilus and Criseyde; Book V 233,data/oxford_txts/TC5_oxford.txt,Who sit right now or stant in your presence?,BOTH,Present 3rd sg must end in -th,Who sit right now or stant in your presence?,Who sit right now or stant in youre presence,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Second Nun's Tale 179,data/oxford_txts/SNT_oxford.txt,And whan that ye Seint Urban han biholde,BOTH,Present plural must end in -en or -e,And whan that ye Seint Urban han biholde,And whan that ye Seint Urban han biholde,Present plural must end in -en or -e,Present plural must end in -en or -e
forbeden,forbede,v%pr_3,The Clerk's Tale 136,data/oxford_txts/ClT_oxford.txt,"For if it so bifelle, as God forbede",BOTH,Present 3rd sg must end in -th,"For if it so bifelle, as God forbede",For if it so bifelle as God forbede,Present 3rd sg must end in -th,Present 3rd sg must end in -th
vouchen_sauf,vouchesauf,v%pr_pl,The Canon's Yeoman's Tale 1246,data/oxford_txts/CYT_oxford.txt,"But, and ye vouchesauf° to techen me",BOTH,Present plural must end in -en or -e,"But, and ye vouchesauf° to techen me",But and ye vouchesauf to techen me,Present plural must end in -en or -e,Present plural must end in -en or -e
tellen,tel,v%inf,Book of the Duchess 710,data/oxford_txts/BD_oxford.txt,And whan I herd him tel this tale,BOTH,Infinitive must end in -en or -e,And whan I herd him tel this tale,And whan I herde hym tel thys tale,Infinitive must end in -en or -e,Infinitive must end in -en or -e
riden,rit,v%pr_3,The Knight's Tale 981,data/oxford_txts/KnT_oxford.txt,"Thus rit this duk, thus rit this conquerour",BOTH,Present 3rd sg must end in -th,"Thus rit this duk, thus rit this conquerour",Thus rit this duc thus rit this conquerour,Present 3rd sg must end in -th,Present 3rd sg must end in -th
fallen,falle,v%pr_3,Troilus and Criseyde; Book I 695,data/oxford_txts/TC1_oxford.txt,"For, and he falle, he hath noon help to rise’;",BOTH,Present 3rd sg must end in -th,"For, and he falle, he hath noon help to rise’;",For and he falle he hath non helpe to ryse,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The General Prologue 168,data/oxford_txts/GP_oxford.txt,Ful many a deintee hors hadde he in stable:,BOTH,"Weak pt sg must end in -ed, -d, or -t",Ful many a deintee hors hadde he in stable:,Ful many a deyntee hors hadde he in stable,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Shipman's Tale 386,data/oxford_txts/ShipT_oxford.txt,That ye han maad° a maner straungenesse°,BOTH,Present plural must end in -en or -e,That ye han maad° a maner straungenesse°,That ye han maad a manere straungenesse,Present plural must end in -en or -e,Present plural must end in -en or -e
don,do,v%inf,The Wife of Bath's Tale 1115,data/oxford_txts/WBT_oxford.txt,To do the gentil dedes that he can,BOTH,Infinitive must end in -en or -e,To do the gentil dedes that he can,To do the gentil dedes that he kan,Infinitive must end in -en or -e,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,The Clerk's Tale 1119,data/oxford_txts/ClT_oxford.txt,"Upon hir heed, they into halle hir broghte",BOTH,"Weak pt sg must end in -ed, -d, or -t","Upon hir heed, they into halle hir broghte",Upon hire heed they into halle hire broghte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
bringen,broughte,v%pt_3,Troilus and Criseyde; Book III 586,data/oxford_txts/TC3_oxford.txt,And wel avise him whom he broughte there;,BOTH,"Weak pt sg must end in -ed, -d, or -t",And wel avise him whom he broughte there;,And wel avyse hym whom he broughte there,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
dauen,dawe,v%pr_3,The Merchant's Tale 2195,data/oxford_txts/MerT_oxford.txt,"I prey to God, that never dawe° the day",BOTH,Present 3rd sg must end in -th,"I prey to God, that never dawe° the day",I prey to God that nevere dawe the day,Present 3rd sg must end in -th,Present 3rd sg must end in -th
houpen,houped,v%pt_pl,The Nun's Priest's Tale 3400,data/oxford_txts/NPT_oxford.txt,And therwithal thay skriked° and they houped;°,BOTH,Past plural must end in -en or -e,And therwithal thay skriked° and they houped;°,And therwithal they skriked and they howped,Past plural must end in -en or -e,Past plural must end in -en or -e
bringen,broghte,v%pt_3,The Franklin's Tale 1572,data/oxford_txts/FranT_oxford.txt,And broghte gold unto this philosophre,BOTH,"Weak pt sg must end in -ed, -d, or -t",And broghte gold unto this philosophre,And broghte gold unto this philosophre,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
sounen,souned,v%pt_pl,The Monk's Tale 2158,data/oxford_txts/MkT_oxford.txt,That° wiste° to what fin° his dremes souned.°,BOTH,Past plural must end in -en or -e,That° wiste° to what fin° his dremes souned.°,That wiste to what fyn his dremes sowned,Past plural must end in -en or -e,Past plural must end in -en or -e
seien,sey,v%pr_pl,Troilus and Criseyde; Book II 190,data/oxford_txts/TC2_oxford.txt,"“Ye sey right sooth, ywis,” quod Pandarus;",BOTH,Present plural must end in -en or -e,"“Ye sey right sooth, ywis,” quod Pandarus;",Ye sey right sooth ywys quod Pandarus,Present plural must end in -en or -e,Present plural must end in -en or -e
don,do,v%inf,The Summoner's Tale 1897,data/oxford_txts/SumT_oxford.txt,"To preye for the peple, and do servise",BOTH,Infinitive must end in -en or -e,"To preye for the peple, and do servise",To preye for the peple and do servyse,Infinitive must end in -en or -e,Infinitive must end in -en or -e
witen,woot,v%pr_pl,The Clerk's Tale 862,data/oxford_txts/ClT_oxford.txt,"My lord, ye woot that, in my fadres place",BOTH,Present plural must end in -en or -e,"My lord, ye woot that, in my fadres place",My lord ye woot that in my fadres place,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Squire's Tale 29,data/oxford_txts/SqT_oxford.txt,Hadde two sones on° Elpheta his wif,BOTH,"Weak pt sg must end in -ed, -d, or -t",Hadde two sones on° Elpheta his wif,Hadde two sones on Elpheta his wyf,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Pardoner's Tale 702,data/oxford_txts/PardT_oxford.txt,"Togidres° han thise three her trouthes° plight,°",BOTH,Present plural must end in -en or -e,"Togidres° han thise three her trouthes° plight,°",Togidres han thise thre hir trouthes plight,Present plural must end in -en or -e,Present plural must end in -en or -e
usen,used,v%pt_pl,The Prioress' Tale 499,data/oxford_txts/PrT_oxford.txt,Swich maner doctrine as men used there,BOTH,Past plural must end in -en or -e,Swich maner doctrine as men used there,Swich manere doctrine as men used there,Past plural must end in -en or -e,Past plural must end in -en or -e
haven,han,v%inf,House of Fame 1556,data/oxford_txts/HF_oxford.txt,And let our werkes han that name;,BOTH,Infinitive must end in -en or -e,And let our werkes han that name;,And let our werkes han that name,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,House of Fame 1831,data/oxford_txts/HF_oxford.txt,And han delit in wikkednes,BOTH,Present plural must end in -en or -e,And han delit in wikkednes,And han delyt in wikkednesse,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1694,data/oxford_txts/HF_oxford.txt,We han don wel with al our mighte;,BOTH,Present plural must end in -en or -e,We han don wel with al our mighte;,We han don wel with al our myght,Present plural must end in -en or -e,Present plural must end in -en or -e
reden,rede,v%pr_3,Troilus and Criseyde; Book IV 1364,data/oxford_txts/TC4_oxford.txt,"For which, as wisly God my soule rede",BOTH,Present 3rd sg must end in -th,"For which, as wisly God my soule rede",For which as wisly God my soule rede,Present 3rd sg must end in -th,Present 3rd sg must end in -th
moten,moot,v%pr_pl,The Clerk's Tale 474,data/oxford_txts/ClT_oxford.txt,For° any wele ye moot yourselven knowe.,BOTH,Present plural must end in -en or -e,For° any wele ye moot yourselven knowe.,For any wele ye moot youreselven knowe,Present plural must end in -en or -e,Present plural must end in -en or -e
folwen,folwe,v%pr_3,The Clerk's Tale 897,data/oxford_txts/ClT_oxford.txt,The folk hir folwe wepinge in hir weye,BOTH,Present 3rd sg must end in -th,The folk hir folwe wepinge in hir weye,The folk hire folwe wepynge in hir weye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,have,v%pr_3,The Merchant's Tale 1688,data/oxford_txts/MerT_oxford.txt,"“Fareth now wel,° God have yow in his grace.”°",BOTH,Present 3rd sg must end in -th,"“Fareth now wel,° God have yow in his grace.”°",Fareth now wel God have yow in his grace,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Tale 1155,data/oxford_txts/WBT_oxford.txt,And nil° himselven do no gentil dedis,BOTH,Infinitive must end in -en or -e,And nil° himselven do no gentil dedis,And nel hymselven do no gentil dedis,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%inf,The Merchant's Tale 1729,data/oxford_txts/MerT_oxford.txt,"And certeinly, I dar right wel seyn this",BOTH,Infinitive must end in -en or -e,"And certeinly, I dar right wel seyn this",And certeinly I dar right wel seyn this,Infinitive must end in -en or -e,Infinitive must end in -en or -e
bifallen,befalle,v%pr_3,Parliament of Fowls 664,data/oxford_txts/PF_oxford.txt,Fro yow this yeer; what after so befalle,BOTH,Present 3rd sg must end in -th,Fro yow this yeer; what after so befalle,Fro yow this yer what after so befalle,Present 3rd sg must end in -th,Present 3rd sg must end in -th
dien,deide,v%pt_3,Troilus and Criseyde; Book I 875,data/oxford_txts/TC1_oxford.txt,And wel nigh with the word for fere he deide.,BOTH,"Weak pt sg must end in -ed, -d, or -t",And wel nigh with the word for fere he deide.,And wel neigh with the word for feere he deide,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
helpen,help,v%pr_3,Troilus and Criseyde; Book II 1004,data/oxford_txts/TC2_oxford.txt,"God help me so, as I wolde outrely",BOTH,Present 3rd sg must end in -th,"God help me so, as I wolde outrely",God help me so as I wolde outrely,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book II 1438,data/oxford_txts/TC2_oxford.txt,To han som of your bretheren here with yow,BOTH,Infinitive must end in -en or -e,To han som of your bretheren here with yow,To han some of youre bretheren here with yow,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book II 101,data/oxford_txts/TC2_oxford.txt,And we han herd how that king Laius deide,BOTH,Present plural must end in -en or -e,And we han herd how that king Laius deide,And we han herd how that kyng Layus deyde,Present plural must end in -en or -e,Present plural must end in -en or -e
bifallen,bifalle,v%pr_3,Troilus and Criseyde; Book V 702,data/oxford_txts/TC5_oxford.txt,"To stele awey by nighte, and it bifalle",BOTH,Present 3rd sg must end in -th,"To stele awey by nighte, and it bifalle",To stele awey by nyght and it bifalle,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Clerk's Tale 485,data/oxford_txts/ClT_oxford.txt,Thise wordes han they spoken doutelees;,BOTH,Present plural must end in -en or -e,Thise wordes han they spoken doutelees;,Thise wordes han they spoken doutelees,Present plural must end in -en or -e,Present plural must end in -en or -e
multiplien,multiplie,v%pr_3,The Prioress' Tale 689,data/oxford_txts/PrT_oxford.txt,On us his grete mercy multiplie,BOTH,Present 3rd sg must end in -th,On us his grete mercy multiplie,On us his grete mercy multiplie,Present 3rd sg must end in -th,Present 3rd sg must end in -th
yeven,yeve,v%pr_3,Troilus and Criseyde; Book V 1074,data/oxford_txts/TC5_oxford.txt,"Yet preye I God, so yeve yow right good day",BOTH,Present 3rd sg must end in -th,"Yet preye I God, so yeve yow right good day",Yet prey I God so yeve yow right good day,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%inf,Book of the Duchess 194,data/oxford_txts/BD_oxford.txt,And did as he had bede° him doon;,BOTH,Infinitive must end in -en or -e,And did as he had bede° him doon;,And dyde as he had bede hym doon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,Troilus and Criseyde; Book IV 1006,data/oxford_txts/TC4_oxford.txt,"That ben purveied; but nedely, as they seyn",BOTH,Present plural must end in -en or -e,"That ben purveied; but nedely, as they seyn",That ben purveyed but nedly as they sayn,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%pr_pl,Troilus and Criseyde; Book IV 999,data/oxford_txts/TC4_oxford.txt,"That it shal come; but they seyn, that therfore",BOTH,Present plural must end in -en or -e,"That it shal come; but they seyn, that therfore",That it shal come but they seyn that therfore,Present plural must end in -en or -e,Present plural must end in -en or -e
helpen,help,v%pr_3,Troilus and Criseyde; Book III 1621,data/oxford_txts/TC3_oxford.txt,God help me so; but tak now not agreef,BOTH,Present 3rd sg must end in -th,God help me so; but tak now not agreef,God help me so but tak now nat agrief,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,seyn,v%inf,Troilus and Criseyde; Book III 1622,data/oxford_txts/TC3_oxford.txt,"That I shal seyn, be war of this mischeef",BOTH,Infinitive must end in -en or -e,"That I shal seyn, be war of this mischeef",That I shal seyn be war of this meschief,Infinitive must end in -en or -e,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,The Clerk's Tale 686,data/oxford_txts/ClT_oxford.txt,But to Boloigne he tendrely it broghte.,BOTH,"Weak pt sg must end in -ed, -d, or -t",But to Boloigne he tendrely it broghte.,But to Boloigne he tendrely it broghte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1705,data/oxford_txts/TC3_oxford.txt,Han goon som bypath in despit of me;,BOTH,Present plural must end in -en or -e,Han goon som bypath in despit of me;,Han gon som bipath in dispit of me,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,hadde,v%pt_3,Troilus and Criseyde; Book III 535,data/oxford_txts/TC3_oxford.txt,Hadde hereupon eek made gret ordenaunce,BOTH,"Weak pt sg must end in -ed, -d, or -t",Hadde hereupon eek made gret ordenaunce,Hadde hereupon ek mad gret ordinaunce,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
divinen,devine,v%pr_3,House of Fame 14,data/oxford_txts/HF_oxford.txt,Devine he;° for I certeinly,BOTH,Present 3rd sg must end in -th,Devine he;° for I certeinly,Devyne he for I certeinly,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Tale 962,data/oxford_txts/WBT_oxford.txt,She nolde do that vileinie or sinne,BOTH,Infinitive must end in -en or -e,She nolde do that vileinie or sinne,She nolde do that vileynye or synne,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book III 445,data/oxford_txts/TC3_oxford.txt,And wolde of that him missed han ben sesed;,BOTH,Infinitive must end in -en or -e,And wolde of that him missed han ben sesed;,And wold of that hym missed han ben sesed,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,don,v%inf,The Squire's Tale 46,data/oxford_txts/SqT_oxford.txt,Don crien° thurghout Sarray his citee,BOTH,Infinitive must end in -en or -e,Don crien° thurghout Sarray his citee,Doon cryen thurghout Sarray his citee,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%inf,Book of the Duchess 904,data/oxford_txts/BD_oxford.txt,"But thus much dar I seyn, that she",BOTH,Infinitive must end in -en or -e,"But thus much dar I seyn, that she",But thus moche dar I sayn that she,Infinitive must end in -en or -e,Infinitive must end in -en or -e
helpen,help,v%pr_3,The Franklin's Tale 1470,data/oxford_txts/FranT_oxford.txt,"“Nay, nay,” quod she, “God help me so, as wis,°",BOTH,Present 3rd sg must end in -th,"“Nay, nay,” quod she, “God help me so, as wis,°",Nay nay quod she God helpe me so as wys,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,The Physician's Tale 233,data/oxford_txts/PhyT_oxford.txt,"About his nekke, as she was wont to do:",BOTH,Infinitive must end in -en or -e,"About his nekke, as she was wont to do:",Aboute his nekke as she was wont to do,Infinitive must end in -en or -e,Infinitive must end in -en or -e
bireven,berafte,v%pt_3,Parliament of Fowls 87,data/oxford_txts/PF_oxford.txt,Berafte me° my book for lakke of light,BOTH,"Weak pt sg must end in -ed, -d, or -t",Berafte me° my book for lakke of light,Berafte me my bok for lak of lyght,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%pr_pl,The Clerk's Tale 481,data/oxford_txts/ClT_oxford.txt,"They seyn, to hem it is greet shame and wo",BOTH,Present plural must end in -en or -e,"They seyn, to hem it is greet shame and wo",They seyn to hem it is greet shame and wo,Present plural must end in -en or -e,Present plural must end in -en or -e
helpen,help,v%pr_3,Troilus and Criseyde; Book V 392,data/oxford_txts/TC5_oxford.txt,"God help me so, the beste is thus to done.",BOTH,Present 3rd sg must end in -th,"God help me so, the beste is thus to done.",God helpe me so the beste is thus to doone,Present 3rd sg must end in -th,Present 3rd sg must end in -th
leien,leyn,v%pr_pl,The Manciple's Tale 222,data/oxford_txts/MancT_oxford.txt,Men leyn that oon as lowe as lith that other.°,BOTH,Present plural must end in -en or -e,Men leyn that oon as lowe as lith that other.°,Men leyn that oon as lowe as lith that oother,Present plural must end in -en or -e,Present plural must end in -en or -e
stonden,stant,v%pr_3,The Shipman's Tale 120,data/oxford_txts/ShipT_oxford.txt,“Dar I nat tell how that it stant with me.,BOTH,Present 3rd sg must end in -th,“Dar I nat tell how that it stant with me.,Dar I nat telle how that it stant with me,Present 3rd sg must end in -th,Present 3rd sg must end in -th
comen,come,v%pt_3,House of Fame 1823,data/oxford_txts/HF_oxford.txt,"¶Tho come ther lepinge in a route,°",BOTH,Strong pt sg must not end in -en or -e,"¶Tho come ther lepinge in a route,°",Tho come ther lepynge in a route,Strong pt sg must not end in -en or -e,Strong pt sg must not end in -en or -e
don,do,v%inf,House of Fame 664,data/oxford_txts/HF_oxford.txt,To do thee som disport° and game,BOTH,Infinitive must end in -en or -e,To do thee som disport° and game,To do the som disport and game,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Nun's Priest's Tale 3120,data/oxford_txts/NPT_oxford.txt,"By God, I hadde lever° than my sherte",BOTH,"Weak pt sg must end in -ed, -d, or -t","By God, I hadde lever° than my sherte",By God I hadde levere than my sherte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
slen,slain,v%ppl,The Franklin's Tale 1389,data/oxford_txts/FranT_oxford.txt,Whan that hir fader slain was on a night,BOTH,Strong participle must end in -en or -e,Whan that hir fader slain was on a night,Whan that hir fader slayn was on a nyght,Strong participle must end in -en or -e,Strong participle must end in -en or -e
don,do,v%inf,Troilus and Criseyde; Book II 1691,data/oxford_txts/TC2_oxford.txt,“If that she vouche sauf for to do so.”,BOTH,Infinitive must end in -en or -e,“If that she vouche sauf for to do so.”,If that she vouche sauf for to do so,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,The General Prologue 766,data/oxford_txts/GP_oxford.txt,"Fain wolde I doon yow mirthe, wiste I how.",BOTH,Infinitive must end in -en or -e,"Fain wolde I doon yow mirthe, wiste I how.",Fayn wolde I doon yow myrthe wiste I how,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,Troilus and Criseyde; Book IV 1373,data/oxford_txts/TC4_oxford.txt,"“Lo, Troilus, men seyn that hard it is",BOTH,Present plural must end in -en or -e,"“Lo, Troilus, men seyn that hard it is",Lo Troilus men seyn that hard it is,Present plural must end in -en or -e,Present plural must end in -en or -e
helpen,help,v%pr_3,Troilus and Criseyde; Book II 590,data/oxford_txts/TC2_oxford.txt,"“As help me God, ye shenden every deel!”",BOTH,Present 3rd sg must end in -th,"“As help me God, ye shenden every deel!”",As helpe me God ye shenden every deel,Present 3rd sg must end in -th,Present 3rd sg must end in -th
fighten,fight,v%pr_3,Parliament of Fowls 103,data/oxford_txts/PF_oxford.txt,"The riche, of gold; the knight fight with his foon;°",BOTH,Present 3rd sg must end in -th,"The riche, of gold; the knight fight with his foon;°",The riche of gold the knyght fyght with his fon,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,has,v%pr_3,The Reeve's Tale 4203,data/oxford_txts/RvT_oxford.txt,Yet has my felaw somwhat for his harm;,BOTH,Present 3rd sg must end in -th,Yet has my felaw somwhat for his harm;,Yet has my felawe somwhat for his harm,Present 3rd sg must end in -th,Present 3rd sg must end in -th
bisechen,bisoght,v%pt_pl,The Reeve's Tale 4118,data/oxford_txts/RvT_oxford.txt,"But, for the love of God, they him bisoght",BOTH,Past plural must end in -en or -e,"But, for the love of God, they him bisoght",But for the love of God they hym bisoght,Past plural must end in -en or -e,Past plural must end in -en or -e
seien,sey,v%inf,The Clerk's Tale 355,data/oxford_txts/ClT_oxford.txt,"And eek whan I sey ‘ye,’ ne sey nat ‘nay,’",BOTH,Infinitive must end in -en or -e,"And eek whan I sey ‘ye,’ ne sey nat ‘nay,’",And eek whan I sey ye ne sey nat nay,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%inf,The Wife of Bath's Prologue 585,data/oxford_txts/WBPro_oxford.txt,"¶“But now sir, lat me see, what I shal seyn?",BOTH,Infinitive must end in -en or -e,"¶“But now sir, lat me see, what I shal seyn?",But now sire lat me se what I shal seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,The Manciple's Tale 278,data/oxford_txts/MancT_oxford.txt,"O rakel° hand, to doon so foule amis!",BOTH,Infinitive must end in -en or -e,"O rakel° hand, to doon so foule amis!",O rakel hand to doon so foule amys,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%inf,The Squire's Tale 163,data/oxford_txts/SqT_oxford.txt,Ther° he is hurt: this is as muche to seyn,BOTH,Infinitive must end in -en or -e,Ther° he is hurt: this is as muche to seyn,Ther he is hurt this is as muche to seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
helpen,help,v%pr_3,Book of the Duchess 1205,data/oxford_txts/BD_oxford.txt,"And eke, as help me God withalle",BOTH,Present 3rd sg must end in -th,"And eke, as help me God withalle",And eke as helpe me God withal,Present 3rd sg must end in -th,Present 3rd sg must end in -th
biginnen,bigonne,v%pt_3,The Franklin's Tale 1015,data/oxford_txts/FranT_oxford.txt,But sodeinly bigonne revel° newe,BOTH,Strong pt sg must not end in -en or -e,But sodeinly bigonne revel° newe,But sodeynly bigonne revel newe,Strong pt sg must not end in -en or -e,Strong pt sg must not end in -en or -e
sen,see,v%pr_3,The Summoner's Tale 2169,data/oxford_txts/SumT_oxford.txt,Til atte laste he seide: “God yow see!”°,BOTH,Present 3rd sg must end in -th,Til atte laste he seide: “God yow see!”°,Til atte laste he seyde God yow see,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Pardoner's Tale 836,data/oxford_txts/PardT_oxford.txt,"To sleen the thridde, as ye han herd me seye.",BOTH,Present plural must end in -en or -e,"To sleen the thridde, as ye han herd me seye.",To sleen the thridde as ye han herd me seye,Present plural must end in -en or -e,Present plural must end in -en or -e
cesen,cesse,v%pr_3,Troilus and Criseyde; Book II 483,data/oxford_txts/TC2_oxford.txt,"But cesse cause, ay cesseth maladie.",BOTH,Present 3rd sg must end in -th,"But cesse cause, ay cesseth maladie.",But cesse cause ay cesseth maladie,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Clerk's Tale 379,data/oxford_txts/ClT_oxford.txt,"Hir heres° han they kembd, that lay untressed°",BOTH,Present plural must end in -en or -e,"Hir heres° han they kembd, that lay untressed°",Hir heris han they kembd that lay untressed,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book II 414,data/oxford_txts/TC2_oxford.txt,"“Allas! I wolde han trusted, doutelees",BOTH,Infinitive must end in -en or -e,"“Allas! I wolde han trusted, doutelees",Allas I wolde han trusted douteles,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,House of Fame 958,data/oxford_txts/HF_oxford.txt,To lete a fole° han governaunce,BOTH,Infinitive must end in -en or -e,To lete a fole° han governaunce,To lete a fool han governaunce,Infinitive must end in -en or -e,Infinitive must end in -en or -e
letten,lette,v%pt_3,The Clerk's Tale 389,data/oxford_txts/ClT_oxford.txt,"And to his paleis, er° he lenger lette,°",BOTH,"Weak pt sg must end in -ed, -d, or -t","And to his paleis, er° he lenger lette,°",And to his paleys er he lenger lette,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
holden,halt,v%pr_3,Troilus and Criseyde; Book III 1764,data/oxford_txts/TC3_oxford.txt,"And lost were al, that Love halt now tohepe.",BOTH,Present 3rd sg must end in -th,"And lost were al, that Love halt now tohepe.",And lost were al that Love halt now tohepe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%inf,The Knight's Tale 2470,data/oxford_txts/KnT_oxford.txt,"Now weep namore, I shal doon diligence",BOTH,Infinitive must end in -en or -e,"Now weep namore, I shal doon diligence",Now weep namoore I shal doon diligence,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,Troilus and Criseyde; Book IV 1584,data/oxford_txts/TC4_oxford.txt,"Men seyn, ‘The suffraunt overcometh,’ pardee;",BOTH,Present plural must end in -en or -e,"Men seyn, ‘The suffraunt overcometh,’ pardee;",Men seyn The suffrant overcomith parde,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%pr_pl,The Canon's Yeoman's Tale 903,data/oxford_txts/CYT_oxford.txt,"For, as men seyn, he can doon craftily;°",BOTH,Present plural must end in -en or -e,"For, as men seyn, he can doon craftily;°",For as men seyn he kan doon craftily,Present plural must end in -en or -e,Present plural must end in -en or -e
fordon,fordo,v%pr_3,The Shipman's Tale 127,data/oxford_txts/ShipT_oxford.txt,Fordo° yourself; but telleth me your grief;,BOTH,Present 3rd sg must end in -th,Fordo° yourself; but telleth me your grief;,Fordo youreself but telleth me youre grief,Present 3rd sg must end in -th,Present 3rd sg must end in -th
reden,ret,v%pr_3,Troilus and Criseyde; Book II 413,data/oxford_txts/TC2_oxford.txt,"Ret me to love, and sholde it me defende?",BOTH,Present 3rd sg must end in -th,"Ret me to love, and sholde it me defende?",Ret me to love and sholde it me defende,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%inf,The Franklin's Tale 1523,data/oxford_txts/FranT_oxford.txt,Than doon so heigh a cherlish° wrecchednesse,BOTH,Infinitive must end in -en or -e,Than doon so heigh a cherlish° wrecchednesse,Than doon so heigh a cherlyssh wrecchednesse,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,sayn,v%inf,The Nun's Priest's Tale 3021,data/oxford_txts/NPT_oxford.txt,"My gold caused my mordre, sooth° to sayn’;",BOTH,Infinitive must end in -en or -e,"My gold caused my mordre, sooth° to sayn’;",My gold caused my mordre sooth to sayn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,The Franklin's Tale 1366,data/oxford_txts/FranT_oxford.txt,Rather than with hir body doon trespas?°,BOTH,Infinitive must end in -en or -e,Rather than with hir body doon trespas?°,Rather than with hir body doon trespas,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,have,v%pr_3,The Clerk's Tale 242,data/oxford_txts/ClT_oxford.txt,For thogh the peple have no greet insight,BOTH,Present 3rd sg must end in -th,For thogh the peple have no greet insight,For thogh the peple have no greet insight,Present 3rd sg must end in -th,Present 3rd sg must end in -th
