headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
helpen,help,v%pr_3,The Wife of Bath's Prologue 805,data/oxford_txts/WBPro_oxford.txt,"As help me God, I shal thee never smite;°",BOTH,Present 3rd sg must end in -eth,"As help me God, I shal thee never smite;°",As help me God I shal thee nevere smyte,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
answeren,answerde,v%pt_3,The Miller's Tale 3843,data/oxford_txts/MilT_oxford.txt,For what so° that this carpenter answerde,BOTH,"Weak pt sg must end in -ed, -d, or -t",For what so° that this carpenter answerde,For what so that this carpenter answerde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Knight's Tale 3034,data/oxford_txts/KnT_oxford.txt,Thanne may I seyn that al this thing moot° deie.,BOTH,Infinitive must end in -en or -e,Thanne may I seyn that al this thing moot° deie.,Thanne may I seyn that al this thyng moot deye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book III 268,data/oxford_txts/TC3_oxford.txt,"Among the peple, as who seith, halwed is;",BOTH,Present 3rd sg must end in -eth,"Among the peple, as who seith, halwed is;",Among the peeple as who seyth halwed is,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%inf,The Wife of Bath's Prologue 798,data/oxford_txts/WBPro_oxford.txt,"He was agast,° and wolde han fled his way",BOTH,Infinitive must end in -en or -e,"He was agast,° and wolde han fled his way",He was agast and wolde han fled his way,Infinitive must end in -en or -e,Infinitive must end in -en or -e
fetten,fette,v%pt_3,The Shipman's Tale 293,data/oxford_txts/ShipT_oxford.txt,¶Thes hundred franks he fette° forth anon,BOTH,"Weak pt sg must end in -ed, -d, or -t",¶Thes hundred franks he fette° forth anon,Thise hundred frankes he fette forth anon,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,Troilus and Criseyde; Book I 27,data/oxford_txts/TC1_oxford.txt,Han felt that Love dorste yow displese;,BOTH,Present plural must end in -en or -e,Han felt that Love dorste yow displese;,Han felt that Love dorste yow displese,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Merchant's Tale 1331,data/oxford_txts/MerT_oxford.txt,That wif is mannes help and his confort,BOTH,Present 3rd sg must end in -eth,That wif is mannes help and his confort,That wyf is mannes helpe and his confort,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,Troilus and Criseyde; Book III 1272,data/oxford_txts/TC3_oxford.txt,That thilke boundes may no blisse pace,BOTH,Present 3rd sg must end in -eth,That thilke boundes may no blisse pace,That thilke boundes may no blisse pace,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Wife of Bath's Prologue 475,data/oxford_txts/WBPro_oxford.txt,Hath me biraft° my beautee and my pith;°,BOTH,Present 3rd sg must end in -eth,Hath me biraft° my beautee and my pith;°,Hath me biraft my beautee and my pith,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Miller's Tale 3463,data/oxford_txts/MilT_oxford.txt,He shal be rated of° his studying,BOTH,Present 3rd sg must end in -eth,He shal be rated of° his studying,He shal be rated of his studiyng,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Canon's Yeoman's Tale 1353,data/oxford_txts/CYT_oxford.txt,What shal this receit° coste? telleth now!”,BOTH,Present 3rd sg must end in -eth,What shal this receit° coste? telleth now!”,What shal this receite coste Telleth now,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Book of the Duchess 603,data/oxford_txts/BD_oxford.txt,And eek my rest; my wele is wo.,BOTH,Present 3rd sg must end in -eth,And eek my rest; my wele is wo.,And eke my reste my wele is woo,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
heren,herde,v%pt_3,The General Prologue 221,data/oxford_txts/GP_oxford.txt,Ful swetely herde he confessioun,BOTH,"Weak pt sg must end in -ed, -d, or -t",Ful swetely herde he confessioun,Ful swetely herde he confessioun,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book I 762,data/oxford_txts/TC1_oxford.txt,Swich is delit of foles to biwepe,BOTH,Present 3rd sg must end in -eth,Swich is delit of foles to biwepe,Swych is delit of foles to bywepe,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
blenden,blent,v%pr_3,The Canon's Yeoman's Tale 1391,data/oxford_txts/CYT_oxford.txt,This multiplying° blent° so many oon,BOTH,Present 3rd sg must end in -eth,This multiplying° blent° so many oon,This multiplying blent so many oon,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1399,data/oxford_txts/CYT_oxford.txt,But to hir purpos° shul they nevere atteine.,BOTH,Present plural must end in -en or -e,But to hir purpos° shul they nevere atteine.,But to hir purpos shul they nevere atteyne,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book IV 1141,data/oxford_txts/TC4_oxford.txt,That nolde han rewed on hir peines smerte.,BOTH,Infinitive must end in -en or -e,That nolde han rewed on hir peines smerte.,That nolde han rewed on hire peynes smerte,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Prologue 107,data/oxford_txts/WBPro_oxford.txt,"But Crist, that of perfeccioun is welle,°",BOTH,Present 3rd sg must end in -eth,"But Crist, that of perfeccioun is welle,°",But Crist that of perfeccion is welle,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,sey,v%inf,The Squire's Tale 600,data/oxford_txts/SqT_oxford.txt,"Who can sey bet than he, who can do werse?",BOTH,Infinitive must end in -en or -e,"Who can sey bet than he, who can do werse?",Who kan sey bet than he who kan do werse,Infinitive must end in -en or -e,Infinitive must end in -en or -e
smerten,smerte,v%pr_3,Troilus and Criseyde; Book V 62,data/oxford_txts/TC5_oxford.txt,What wonder is though that hir sore smerte,BOTH,Present 3rd sg must end in -eth,What wonder is though that hir sore smerte,What wonder is though that hire sore smerte,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,Troilus and Criseyde; Book I 536,data/oxford_txts/TC1_oxford.txt,"The deeth, for I, whil that my lif may laste",BOTH,Present 3rd sg must end in -eth,"The deeth, for I, whil that my lif may laste",The deth for I whil that my lyf may laste,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The Miller's Tale 3848,data/oxford_txts/MilT_oxford.txt,"They seid, “The man is wood, my leve° brother”;",BOTH,Present 3rd sg must end in -eth,"They seid, “The man is wood, my leve° brother”;",They seyde The man is wood my leeve brother,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
helpen,help,v%pr_3,Troilus and Criseyde; Book II 1126,data/oxford_txts/TC2_oxford.txt,"Or, help me God, so pleinly for to seyne",BOTH,Present 3rd sg must end in -eth,"Or, help me God, so pleinly for to seyne",Or helpe me God so pleynly for to seyne,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
yeven,yeve,v%pr_3,Troilus and Criseyde; Book V 1074,data/oxford_txts/TC5_oxford.txt,"Yet preye I God, so yeve yow right good day",BOTH,Present 3rd sg must end in -eth,"Yet preye I God, so yeve yow right good day",Yet prey I God so yeve yow right good day,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
heren,herde,v%pt_3,The Prioress' Tale 518,data/oxford_txts/PrT_oxford.txt,He Alma redemptoris° herde singe,BOTH,"Weak pt sg must end in -ed, -d, or -t",He Alma redemptoris° herde singe,He Alma redemptoris herde synge,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Franklin's Tale 963,data/oxford_txts/FranT_oxford.txt,"And hadde yknowen him of time yore,°",BOTH,"Weak pt sg must end in -ed, -d, or -t","And hadde yknowen him of time yore,°",And hadde yknowen hym of tyme yoore,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,hath,v%pr_3,The Reeve's Tale 4093,data/oxford_txts/RvT_oxford.txt,He half a busshel of hir flour hath take,BOTH,Present 3rd sg must end in -eth,He half a busshel of hir flour hath take,He half a busshel of hir flour hath take,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,seith,v%pr_3,Troilus and Criseyde; Book III 268,data/oxford_txts/TC3_oxford.txt,"Among the peple, as who seith, halwed is;",BOTH,Present 3rd sg must end in -eth,"Among the peple, as who seith, halwed is;",Among the peeple as who seyth halwed is,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
witen,woot,v%pr_3,The Merchant's Tale 1444,data/oxford_txts/MerT_oxford.txt,"That woot namore of it than woot my page,°",BOTH,Present 3rd sg must end in -eth,"That woot namore of it than woot my page,°",That woot namoore of it than woot my page,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
gon,goon,v%inf,House of Fame 1569,data/oxford_txts/HF_oxford.txt,"And bad that he shuld faste goon,°",BOTH,Infinitive must end in -en or -e,"And bad that he shuld faste goon,°",And bad that he shulde faste goon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
gon,go,v%inf,The Merchant's Tale 1436,data/oxford_txts/MerT_oxford.txt,And go streight to the devel whan I die.,BOTH,Infinitive must end in -en or -e,And go streight to the devel whan I die.,And go streight to the devel whan I dye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
mouen,may,v%pr_3,Troilus and Criseyde; Book IV 1367,data/oxford_txts/TC4_oxford.txt,That al this thing ne may yow not suffise.,BOTH,Present 3rd sg must end in -eth,That al this thing ne may yow not suffise.,That al this thyng ne may yow nat suffise,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,seith,v%pr_3,The Summoner's Tale 2040,data/oxford_txts/SumT_oxford.txt,And to the thridde knight right thus he seith,BOTH,Present 3rd sg must end in -eth,And to the thridde knight right thus he seith,And to the thridde knyght right thus he seith,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,The Wife of Bath's Tale 1132,data/oxford_txts/WBT_oxford.txt,"But temporel° thing, that man may hurte° and maime.°",BOTH,Present 3rd sg must end in -eth,"But temporel° thing, that man may hurte° and maime.°",But temporel thyng that man may hurte and mayme,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_pl,House of Fame 1759,data/oxford_txts/HF_oxford.txt,Thogh we may not the body have,BOTH,Present plural must end in -en or -e,Thogh we may not the body have,Thogh we may not the body have,Present plural must end in -en or -e,Present plural must end in -en or -e
mouen,may,v%pr_3,Troilus and Criseyde; Book II 763,data/oxford_txts/TC2_oxford.txt,"By alle right, it may do me no shame.”",BOTH,Present 3rd sg must end in -eth,"By alle right, it may do me no shame.”",By alle right it may do me no shame,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
don,doth,v%pr_3,Troilus and Criseyde; Book II 853,data/oxford_txts/TC2_oxford.txt,This doth me so to vertu for to entende,BOTH,Present 3rd sg must end in -eth,This doth me so to vertu for to entende,This dooth me so to vertu for t entende,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
willen,wol,v%pr_pl,The Nun's Priest's Tale 3284,data/oxford_txts/NPT_oxford.txt,"Seid, “Gentil sire, allas! Wher wol ye gon?",BOTH,Present plural must end in -en or -e,"Seid, “Gentil sire, allas! Wher wol ye gon?",Seyde Gentil sire allas wher wol ye gon,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Knight's Tale 1727,data/oxford_txts/KnT_oxford.txt,For this is he that cam unto thy gate,BOTH,Present 3rd sg must end in -eth,For this is he that cam unto thy gate,For this is he that cam unto thy gate,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Knight's Tale 2278,data/oxford_txts/KnT_oxford.txt,That to the sacrifice longen° shal;,BOTH,Present 3rd sg must end in -eth,That to the sacrifice longen° shal;,That to the sacrifice longen shal,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book III 321,data/oxford_txts/TC3_oxford.txt,"No wonder is, so God me sende hele",BOTH,Present 3rd sg must end in -eth,"No wonder is, so God me sende hele",No wonder is so God me sende hele,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
listen,leste,v%pr_3,Troilus and Criseyde; Book II 1449,data/oxford_txts/TC2_oxford.txt,For she may leden Paris as hir leste.,BOTH,Present 3rd sg must end in -eth,For she may leden Paris as hir leste.,For she may leden Paris as hire leste,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,sayn,v%inf,The Nun's Priest's Tale 3046,data/oxford_txts/NPT_oxford.txt,What sholde I more unto this tale sayn?,BOTH,Infinitive must end in -en or -e,What sholde I more unto this tale sayn?,What sholde I moore unto this tale sayn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,be,v%pr_3,The Clerk's Tale 351,data/oxford_txts/ClT_oxford.txt,"I sey this, be ye redy° with good herte",BOTH,Present 3rd sg must end in -eth,"I sey this, be ye redy° with good herte",I seye this be ye redy with good herte,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_pl,Parliament of Fowls 608,data/oxford_txts/PF_oxford.txt,"This is my reed,° sin they may not acorde;",BOTH,Present plural must end in -en or -e,"This is my reed,° sin they may not acorde;",This is my red syn they may nat acorde,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book II 204,data/oxford_txts/TC2_oxford.txt,Therto he is the freendlieste man,BOTH,Present 3rd sg must end in -eth,Therto he is the freendlieste man,Therto he is the frendlieste man,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
grinden,grint,v%pr_3,The Wife of Bath's Prologue 389,data/oxford_txts/WBPro_oxford.txt,"Whoso that first to mille comth, first grint;°",BOTH,Present 3rd sg must end in -eth,"Whoso that first to mille comth, first grint;°",Whoso that first to mille comth first grynt,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_pl,Troilus and Criseyde; Book V 893,data/oxford_txts/TC5_oxford.txt,Shal been agast that Grekes wol hem shende.,BOTH,Present plural must end in -en or -e,Shal been agast that Grekes wol hem shende.,Shal ben agast that Grekes wol hem shende,Present plural must end in -en or -e,Present plural must end in -en or -e
shulen,shal,v%pr_3,Troilus and Criseyde; Book IV 1399,data/oxford_txts/TC4_oxford.txt,Desir of gold shal so his sowle blende,BOTH,Present 3rd sg must end in -eth,Desir of gold shal so his sowle blende,Desir of gold shal so his soule blende,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,The Merchant's Tale 2406,data/oxford_txts/MerT_oxford.txt,Ther may ful many a sighte yow bigile.°,BOTH,Present 3rd sg must end in -eth,Ther may ful many a sighte yow bigile.°,Ther may ful many a sighte yow bigile,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
forgon,forgoon,v%inf,House of Fame 1856,data/oxford_txts/HF_oxford.txt,That other nil I noght forgoon.°,BOTH,Infinitive must end in -en or -e,That other nil I noght forgoon.°,That other nyl y noght forgoon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
graunten,graunte,v%pr_3,Troilus and Criseyde; Book III 310,data/oxford_txts/TC3_oxford.txt,"As thus: I pose, a womman graunte me",BOTH,Present 3rd sg must end in -eth,"As thus: I pose, a womman graunte me",As thus I pose a womman grante me,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
listen,leste,v%pr_3,Troilus and Criseyde; Book II 1110,data/oxford_txts/TC2_oxford.txt,"Game in min hood, but herkneth, if yow leste;",BOTH,Present 3rd sg must end in -eth,"Game in min hood, but herkneth, if yow leste;",Game in myn hood but herkneth if yow lest,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The Canon's Yeoman's Tale 918,data/oxford_txts/CYT_oxford.txt,In helle wher that he is lord and sire,BOTH,Present 3rd sg must end in -eth,In helle wher that he is lord and sire,In helle where that he is lord and sire,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The Second Nun's Tale 264,data/oxford_txts/SNT_oxford.txt,But now at erst° in trouthe our dwelling is.”,BOTH,Present 3rd sg must end in -eth,But now at erst° in trouthe our dwelling is.”,But now at erst in trouthe oure dwellyng is,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
gon,goth,v%pr_3,The Miller's Tale 3601,data/oxford_txts/MilT_oxford.txt,¶This sely carpenter goth forth his wey.,BOTH,Present 3rd sg must end in -eth,¶This sely carpenter goth forth his wey.,This sely carpenter goth forth his wey,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
durren,dorste,v%pt_3,Troilus and Criseyde; Book III 1554,data/oxford_txts/TC3_oxford.txt,"In swich a plit, she dorste make him chere.",BOTH,"Weak pt sg must end in -ed, -d, or -t","In swich a plit, she dorste make him chere.",In swich a plit she dorste make hym cheere,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
answeren,answerde,v%pt_3,The Knight's Tale 1124,data/oxford_txts/KnT_oxford.txt,"Dispitously° he loked, and answerde:",BOTH,"Weak pt sg must end in -ed, -d, or -t","Dispitously° he loked, and answerde:",Dispitously he looked and answerde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
gon,gon,v%pr_pl,The Clerk's Tale 420,data/oxford_txts/ClT_oxford.txt,"Gon to Saluce, upon hir to biholde.°",BOTH,Present plural must end in -en or -e,"Gon to Saluce, upon hir to biholde.°",Goon to Saluce upon hire to biholde,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Merchant's Tale 1642,data/oxford_txts/MerT_oxford.txt,Yet is ther so parfit felicitee,BOTH,Present 3rd sg must end in -eth,Yet is ther so parfit felicitee,Yet is ther so parfit felicitee,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,seith,v%pr_pl,The Shipman's Tale 37,data/oxford_txts/ShipT_oxford.txt,"And he again, he seith nat ones nay",BOTH,Present plural must end in -en or -e,"And he again, he seith nat ones nay",And he agayn he seith nat ones nay,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book III 1208,data/oxford_txts/TC3_oxford.txt,"Now yeldeth yow, for other boot is noon.”",BOTH,Present 3rd sg must end in -eth,"Now yeldeth yow, for other boot is noon.”",Now yeldeth yow for other bote is non,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Clerk's Tale 993,data/oxford_txts/ClT_oxford.txt,That hem to seen the peple hath caught plesaunce,BOTH,Present 3rd sg must end in -eth,That hem to seen the peple hath caught plesaunce,That hem to seen the peple hath caught plesaunce,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
wenden,wente,v%pt_1,Parliament of Fowls 253,data/oxford_txts/PF_oxford.txt,"The god Priapus saw I, as I wente",BOTH,"Weak pt sg must end in -ed, -d, or -t","The god Priapus saw I, as I wente",The god Priapus saw I as I wente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
willen,wol,v%pr_3,Book of the Duchess 249,data/oxford_txts/BD_oxford.txt,Yif he wol make me slepe a lite,BOTH,Present 3rd sg must end in -eth,Yif he wol make me slepe a lite,Yif he wol make me slepe a lyte,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,Troilus and Criseyde; Book IV 499,data/oxford_txts/TC4_oxford.txt,"For which, for what that ever may bifalle",BOTH,Present 3rd sg must end in -eth,"For which, for what that ever may bifalle",For which for what that evere may byfalle,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Second Nun's Tale 282,data/oxford_txts/SNT_oxford.txt,"The world hath wist° what it is worth, certein",BOTH,Present 3rd sg must end in -eth,"The world hath wist° what it is worth, certein",The world hath wist what it is worth certeyn,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
casten,caste,v%pt_3,The Knight's Tale 2807,data/oxford_txts/KnT_oxford.txt,But on his lady yet caste he his yë;,BOTH,"Weak pt sg must end in -ed, -d, or -t",But on his lady yet caste he his yë;,But on his lady yet caste he his ye,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book V 671,data/oxford_txts/TC5_oxford.txt,"And thennes comth this eir, that is so sote",BOTH,Present 3rd sg must end in -eth,"And thennes comth this eir, that is so sote",And thennes comth this eyr that is so soote,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
listen,list,v%pr_3,Troilus and Criseyde; Book II 1016,data/oxford_txts/TC2_oxford.txt,"“And if thee list, than maystow us saluwe",BOTH,Present 3rd sg must end in -eth,"“And if thee list, than maystow us saluwe",And if the list than maystow us salue,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
pleien,pley,v%inf,Book of the Duchess 662,data/oxford_txts/BD_oxford.txt,Ful craftier to pley she was,BOTH,Infinitive must end in -en or -e,Ful craftier to pley she was,Ful craftier to pley she was,Infinitive must end in -en or -e,Infinitive must end in -en or -e
shulen,shal,v%pr_3,The General Prologue 187,data/oxford_txts/GP_oxford.txt,As Austin bit? How shal the world be served?,BOTH,Present 3rd sg must end in -eth,As Austin bit? How shal the world be served?,As Austyn bit How shal the world be served,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
durren,durste,v%pt_1,Book of the Duchess 1217,data/oxford_txts/BD_oxford.txt,I durste° nat ones loke hir on,BOTH,"Weak pt sg must end in -ed, -d, or -t",I durste° nat ones loke hir on,I durste nat ones loke hir on,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
moten,moot,v%pr_pl,The Clerk's Tale 474,data/oxford_txts/ClT_oxford.txt,For° any wele ye moot yourselven knowe.,BOTH,Present plural must end in -en or -e,For° any wele ye moot yourselven knowe.,For any wele ye moot youreselven knowe,Present plural must end in -en or -e,Present plural must end in -en or -e
lien,lay,v%pt_pl,Book of the Duchess 508,data/oxford_txts/BD_oxford.txt,And lay so colde upon his herte;,BOTH,Past plural must end in -en or -e,And lay so colde upon his herte;,And lay so colde upon hys herte,Past plural must end in -en or -e,Past plural must end in -en or -e
lien,lith,v%pr_3,The Nun's Priest's Tale 3045,data/oxford_txts/NPT_oxford.txt,Harrow!° allas! her lith my felaw slain!’,BOTH,Present 3rd sg must end in -eth,Harrow!° allas! her lith my felaw slain!’,Harrow Allas Heere lith my felawe slayn,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,Troilus and Criseyde; Book V 613,data/oxford_txts/TC5_oxford.txt,For sorwe of which min herte shal tocleve.,BOTH,Present 3rd sg must end in -eth,For sorwe of which min herte shal tocleve.,For sorwe of which myn herte shal tocleve,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
gon,go,v%inf,Troilus and Criseyde; Book IV 474,data/oxford_txts/TC4_oxford.txt,"Whan I am deed, I wol go wone in pine;",BOTH,Infinitive must end in -en or -e,"Whan I am deed, I wol go wone in pine;",Whan I am ded I wol go wone in pyne,Infinitive must end in -en or -e,Infinitive must end in -en or -e
brennen,brente,v%pt_3,The Knight's Tale 2403,data/oxford_txts/KnT_oxford.txt,For thilke fir that whilom brente° thee,BOTH,"Weak pt sg must end in -ed, -d, or -t",For thilke fir that whilom brente° thee,For thilke fyr that whilom brente thee,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Canon's Yeoman's Tale 895,data/oxford_txts/CYT_oxford.txt,"And seyn, that if that they espied° were",BOTH,Infinitive must end in -en or -e,"And seyn, that if that they espied° were",And seyn that if that they espied were,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%inf,Troilus and Criseyde; Book IV 167,data/oxford_txts/TC4_oxford.txt,"And seyn, that “Thorugh thy medling is yblowe",BOTH,Infinitive must end in -en or -e,"And seyn, that “Thorugh thy medling is yblowe",And seyn that thorugh thy medlynge is iblowe,Infinitive must end in -en or -e,Infinitive must end in -en or -e
speken,speke,v%pr_3,The Manciple's Tale 324,data/oxford_txts/MancT_oxford.txt,For man sholde him avise° what he speke.,BOTH,Present 3rd sg must end in -eth,For man sholde him avise° what he speke.,For man sholde hym avyse what he speeke,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book II 1743,data/oxford_txts/TC2_oxford.txt,"Whil folk is blent, lo, al the time is wonne!",BOTH,Present 3rd sg must end in -eth,"Whil folk is blent, lo, al the time is wonne!",While folk is blent lo al the tyme is wonne,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The General Prologue 332,data/oxford_txts/GP_oxford.txt,"Whit was his berd, as is the dayesie.",BOTH,Present 3rd sg must end in -eth,"Whit was his berd, as is the dayesie.",Whit was his berd as is the dayesye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
connen,can,v%pr_3,Troilus and Criseyde; Book IV 1695,data/oxford_txts/TC4_oxford.txt,For mannes heed imaginen ne can,BOTH,Present 3rd sg must end in -eth,For mannes heed imaginen ne can,For mannes hed ymagynen ne kan,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,seith,v%pr_3,The Second Nun's Tale 120,data/oxford_txts/SNT_oxford.txt,"This maiden bright Cecilie, as hir lif seith",BOTH,Present 3rd sg must end in -eth,"This maiden bright Cecilie, as hir lif seith",This mayden bright Cecilie as hir lif seith,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Nun's Priest's Tale 3094,data/oxford_txts/NPT_oxford.txt,Men dreme of thing that never was ne shal.°,BOTH,Present 3rd sg must end in -eth,Men dreme of thing that never was ne shal.°,Men dreme of thyng that nevere was ne shal,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,Troilus and Criseyde; Book V 690,data/oxford_txts/TC5_oxford.txt,“That I was born! Wel may min herte longe,BOTH,Present 3rd sg must end in -eth,“That I was born! Wel may min herte longe,That I was born Wel may myn herte longe,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Knight's Tale 1089,data/oxford_txts/KnT_oxford.txt,"Hath yeven us this, although we hadde it sworn;°",BOTH,Present 3rd sg must end in -eth,"Hath yeven us this, although we hadde it sworn;°",Hath yeven us this although we hadde it sworn,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,Parliament of Fowls 151,data/oxford_txts/PF_oxford.txt,"For what that on° may hale,° that other let°—",BOTH,Present 3rd sg must end in -eth,"For what that on° may hale,° that other let°—",For what that oon may hale that other let,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
don,do,v%inf,The Wife of Bath's Tale 1155,data/oxford_txts/WBT_oxford.txt,And nil° himselven do no gentil dedis,BOTH,Infinitive must end in -en or -e,And nil° himselven do no gentil dedis,And nel hymselven do no gentil dedis,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,be,v%pr_3,Troilus and Criseyde; Book III 1256,data/oxford_txts/TC3_oxford.txt,After thyself next heried be she,BOTH,Present 3rd sg must end in -eth,After thyself next heried be she,After thiself next heried be she,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
writen,write,v%pr_3,Troilus and Criseyde; Book V 1299,data/oxford_txts/TC5_oxford.txt,"And if she write, thou shalt ful sone see",BOTH,Present 3rd sg must end in -eth,"And if she write, thou shalt ful sone see",And if she write thow shalt ful sone yse,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
