OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
A capitayn sholde lyve in sobrenesse.,A capitain shoulde live in sobrenesse.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 582,,10,10,A capitayn sholde lyve in sobrenesse,A capitain shoulde live in sobrenesse,u SuS ux S u SuSx,u SuS ux Su S uxSx,a@indef_art capitain@n shulen@v1%pt_3 liven@v1%inf in@prep sobrenesse@n,a@indef_art capitain@n shulen@v1%pt_3 liven@v1%inf in@prep sobrenesse@n,
"And over al this, avyseth yow right wel","And over al this, aviseth yow° right wel",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 583,,10,10,And over al this avyseth yow right wel,And over al this aviseth yow right wel,u Su S u Su S u S,u Su S u SuS x u S,and@conj over@prep al@gram_adj this@pron avisen@v%imp you@pron%pl_obj righte@adv wel@adv,and@conj over@prep al@gram_adj this@pron avisen@v%imp you@pron%pl_obj righte@adv wel@adv,
What was comaunded unto Lamuel --,What was comaunded unto Lamuel—,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 584,,9,9,What was comaunded unto Lamuel,What was comaunded unto Lamuel,S u SuS uS uS,S u SuS uS uS,what@pron ben@v%pt_3 commaunden@v%ppl unto@prep lamuel@n#propn --@dash,what@pron ben@v%pt_3 commaunden@v%ppl unto@prep lamuel@n#propn --@dash,
"Nat Samuel, but Lamuel, seye I;","Nat Samuel, but Lamuel seye I—",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 585,,9,9,Nat Samuel but Lamuel seye I,Nat Samuel but Lamuel seye I,S uS u Su Su S,S uS u Su Su S,not@adv samuel@n#propn but@conj lamuel@n#propn seien@v1%pr_1 ich@pron%nom,not@adv samuel@n#propn but@conj lamuel@n#propn seien@v1%pr_1 ich@pron%nom,
"Redeth the Bible, and fynde it expresly","Redeth the Bible, and finde it expresly",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 586,,10,10,Redeth the Bible and fynde it expresly,Redeth the Bible and finde it expresly,uS u Su S u S uS,uS u Su S ux S uS,reden@v1%imp the@def_art bible@n and@conj finden@v%imp hit@pron expresseli@adv,reden@v1%imp the@def_art bible@n and@conj finden@v%imp hit@pron expresseli@adv,
Of wyn-yevyng to hem that han justise.,Of win-yeving° to hem that han justise.°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 587,,0,10,Of wynyevyng to hem that han justise,Of winyeving to hem that han justise,      ,u SuS u S u S uSx,of@prep win-yevinge@ger to@prep hem@pron%pl_obj that@pron haven@v%pr_pl justice@n,of@prep win-yevinge@ger to@prep hem@pron%pl_obj that@pron haven@v%pr_pl justice@n,
"Namoore of this, for it may wel suffise.","Namore of this, for it may wel suffise.",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 588,,10,10,Namoore of this for it may wel suffise,Namore of this for it may wel suffise,uSx u S u S u S uSx,uSx u S u S u S uSx,no_more@n of@prep this@pron for@conj hit@pron mouen@v3%pr_3 wel@adv suffisen@v%inf,no_more@n of@prep this@pron for@conj hit@pron mouen@v3%pr_3 wel@adv suffisen@v%inf,
And now that I have spoken of glotonye,¶And now that I have spoke of glotonie,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 589,DIFF,10,10,And now that I have spoken of glotonye,And now that I have spoke of glotonie,u S u S ux Su S uSx,u S u S ux Sx u SuS,and@conj nou@conj that@part ich@pron%nom haven@v%pr_1 speken@v%ppl of@prep glotonie@n,and@conj nou@conj that@part ich@pron%nom haven@v%pr_1 speken@v%ppl of@prep glotonie@n,green
Now wol I yow deffenden hasardrye.,Now wol I yow defenden° hasardrie.°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 590,,9,10,Now wol I yow deffenden hasardrye,Now wol I yow defenden hasardrie,S u S u SuS uSx,u S u S uSu SuS,nou@adv willen@v%pr_1 ich@pron%nom you@pron%pl_obj defenden@v%inf hasardrie@n,nou@adv willen@v%pr_1 ich@pron%nom you@pron%pl_obj defenden@v%inf hasardrie@n,
Hasard is verray mooder of lesynges,"Hasard is verray° moder of lesinges,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 591,,10,10,Hasard is verray mooder of lesynges,Hasard is verray moder of lesinges,uS u Su Su S uS,uS u Su Su S uSx,hasard@n#propn ben@v%pr_3 verrei@adj moder@n of@prep lesinge@ger2%pl,hasard@n#propn ben@v%pr_3 verrei@adj moder@n of@prep lesinge@ger2%pl,
"And of deceite, and cursed forswerynges","And of deceite, and cursed forsweringes,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 592,,10,10,And of deceite and cursed forswerynges,And of deceite and cursed forsweringes,u S uSu S uS uSx,u S uSu S uS uxSx,and@conj of@prep deceite@n and@conj cursed@ppl#adj forswering@ger%pl,and@conj of@prep deceite@n and@conj cursed@ppl#adj forswering@ger%pl,
"Blaspheme of Crist, manslaughtre, and wast also","Blaspheme° of Crist, manslaughtre, and wast° also",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 593,,10,10,Blaspheme of Crist manslaughtre and wast also,Blaspheme of Crist manslaughtre and wast also,uSx u S uSx u S uS,uSx u S uSx u S uS,blasfemie@n of@prep crist@n#propn man-slaughter@n and@conj waste@n also@adv,blasfemie@n of@prep crist@n#propn man-slaughter@n and@conj waste@n also@adv,
Of catel and of tyme; and forthermo,Of catel° and of time; and forthermo,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 594,,10,10,Of catel and of tyme and forthermo,Of catel and of time and forthermo,u Su S u S u SuS,u Su S u Sx u SuS,of@prep catel@n and@conj of@prep time@n and@conj further_more@adv,of@prep catel@n and@conj of@prep time@n and@conj further_more@adv,
It is repreeve and contrarie of honour,It is repreve° and contrarie of honour,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 595,,0,0,It is repreeve and contrarie of honour,It is repreve and contrarie of honour,      ,      ,hit@pron ben@v%pr_3 repreve@n and@conj contrarie@adj of@prep honour@n,hit@pron ben@v%pr_3 repreve@n and@conj contrarie@adj of@prep honour@n,
For to ben holde a commune hasardour.,For to ben holde° a commune hasardour.°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 596,,10,10,For to ben holde a commune hasardour,For to ben holde a commune hasardour,u S u Sx u Sux SuS,u S u Sx u Sux SuS,for@prep#adv to@part ben@v%inf holden@v1%ppl a@indef_art commune@adj hasardour@n,for@prep#adv to@part ben@v%inf holden@v1%ppl a@indef_art commune@adj hasardour@n,
And ever the hyer he is of estaat,And ever the hyer he is of estaat,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 597,,10,10,And ever the hyer he is of estaat,And ever the hyer he is of estaat,u Su S u S u S uS,u Su S u S u S uS,and@conj ever@adv the@adv heigh@adj%comp he@pron1%nom ben@v%pr_3 of@prep estat@n,and@conj ever@adv the@adv heigh@adj%comp he@pron1%nom ben@v%pr_3 of@prep estat@n,
The moore is he yholden desolaat.,The more is he holden desolaat.°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 598,,10,10,The moore is he yholden desolaat,The more is he holden desolaat,u Su S u Su SuS,u Su S u Su SuS,the@adv more@adv%comp ben@v%pr_3 he@pron1%nom iholden@v%ppl desolate@adj,the@adv more@adv%comp ben@v%pr_3 he@pron1%nom iholden@v%ppl desolate@adj,
If that a prynce useth hasardrye,"If that a prince useth hasardrie,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 599,,0,10,If that a prynce useth hasardrye,If that a prince useth hasardrie,     ,u S u Su Su SuS,if@conj that@part a@indef_art prince@n usen@v%pr_3 hasardrie@n,if@conj that@part a@indef_art prince@n usen@v%pr_3 hasardrie@n,
In alle governaunce and policye,In alle governaunce and policie°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 600,,10,10,In alle governaunce and policye,In alle governaunce and policie,u Su SuSu S uSx,u Su SuSx u SuS,in@prep al@gram_adj governaunce@n and@conj policie@n,in@prep al@gram_adj governaunce@n and@conj policie@n,
"He is, as by commune opinioun","He is, as by commune opinoun",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 601,,9,9,He is as by commune opinioun,He is as by commune opinoun,S u S  uSx uSuS,S u S  uSu SuS,he@pron1%nom ben@v%pr_3 as@conj bi@prep commune@adj opinioun@n,he@pron1%nom ben@v%pr_3 as@conj bi@prep commune@adj opinioun@n,
Yholde the lasse in reputacioun.,Yholde° the lasse° in reputacioun.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 602,,9,9,Yholde the lasse in reputacioun,Yholde the lasse in reputacioun,Sx u Sx u SuSuS,Sx u Sx u SuSuS,iholden@v%ppl the@adv lesse@adv%comp in@prep reputacioun@n,iholden@v%ppl the@adv lesse@adv%comp in@prep reputacioun@n,
"Stilboun, that was a wys embassadour","Stilbon,° that was a wis embassadour",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 603,,9,10,Stilboun that was a wys embassadour,Stilbon that was a wis embassadour,Su S u S  uSuS,uS u S u S uSuS,stilboun@n#propn that@pron ben@v%pt_3 a@indef_art wise@adj ambassadour@n,stilboun@n#propn that@pron ben@v%pt_3 a@indef_art wise@adj ambassadour@n,
Was sent to Corynthe in ful greet honour,"Was sent to Corinthe, in ful greet honour",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 604,,10,10,Was sent to Corynthe in ful greet honour,Was sent to Corinthe in ful greet honour,u S u Su S u S uS,u S u Sux S u S uS,ben@v%pt_3 senden@v2%ppl to@prep corinthe@n#propn in@prep ful@adv gret@adj honour@n,ben@v%pt_3 senden@v2%ppl to@prep corinthe@n#propn in@prep ful@adv gret@adj honour@n,
Fro Lacidomye to make hire alliaunce.,"Fro Lacidome,° to make hir alliaunce.",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 605,,10,10,Fro Lacidomye to make hire alliaunce,Fro Lacidome to make hir alliaunce,u SuSx u Sx ux SuSx,u SuSx u Sx u SuSx,from@prep lacedomie@n#propn to@part maken@v1%inf here@pron%pl_gen alliaunce@n,from@prep lacedomie@n#propn to@part maken@v1%inf here@pron%pl_gen alliaunce@n,
"And whan he cam, hym happede, par chaunce","And whan he cam, him happede,° par° chaunce",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 606,,0,9,And whan he cam hym happede par chaunce,And whan he cam him happede par chaunce,       ,S u S u S uSx u Sx,and@conj whan@adv&conj he@pron1%nom comen@v%pt_3 him@pron%obj happen@v1%pt_3 par@prep chaunce@n,and@conj whan@adv&conj he@pron1%nom comen@v%pt_3 him@pron%obj happen@v1%pt_3 par@prep chaunce@n,
That alle the gretteste that were of that lond,That all the grettest that were of that lond,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 607,,10,10,That alle the gretteste that were of that lond,That all the grettest that were of that lond,u Su S uSx u xx S u S,u S u Su S ux S u S,that@conj al@gram_adj the@def_art gret@adj%sup that@pron ben@v%pt_pl of@prep that@art&gram_adj lond@n,that@conj al@gram_adj the@def_art gret@adj%sup that@pron ben@v%pt_pl of@prep that@art&gram_adj lond@n,
Pleyynge atte hasard he hem fond.,Pleyinge atte hasard° he hem fond.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 608,,9,10,Pleyynge atte hasard he hem fond,Pleyinge atte hasard he hem fond,Su Su Su S u S,uSu Su Su S u S,pleien@v1%prp_abs atte@prep hasard@n he@pron1%nom hem@pron%pl_obj finden@v%pt_3,pleien@v1%prp_abs atte@prep hasard@n he@pron1%nom hem@pron%pl_obj finden@v%pt_3,
"For which, as soone as it myghte be","For which, as sone as it mighte be",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 609,,0,10,For which as soone as it myghte be,For which as sone as it mighte be,       ,u S u Su S u Su S,for@prep which@pron as@conj sone@adv as@conj hit@pron mouen@v3%pt_3 ben@v%inf,for@prep which@pron as@conj sone@adv as@conj hit@pron mouen@v3%pt_3 ben@v%inf,
He stal hym hoom agayn to his contree,He stal him° hoom again to his contree,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 610,,9,10,He stal hym hoom agayn to his contree,He stal him hoom again to his contree,S u  S uS u S uS,u S u S uS u S uS,he@pron1%nom stelen@v%pt_3 him@pron%obj hom@adv ayen@adv to@prep his@pron1%gen contree@n,he@pron1%nom stelen@v%pt_3 him@pron%obj hom@adv ayen@adv to@prep his@pron1%gen contree@n,
"And seyde, """"Ther wol I nat lese my name","And seide, “Ther wol I nat lese my name;",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 611,,10,10,And seyde Ther wol I nat lese my name,And seide Ther wol I nat lese my name,u Su S u S u Su  Sx,u Su S u S u Su  Sx,and@conj seien@v1%pt_3 ther@adv willen@v%pr_1 ich@pron%nom not@adv lesen@v4%inf min@pron%gen name@n,and@conj seien@v1%pt_3 ther@adv willen@v%pr_1 ich@pron%nom not@adv lesen@v4%inf min@pron%gen name@n,
Ne I wol nat take on me so greet defame,"N’I wol nat° take on me so greet defame,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 612,DIFF,10,10,Ne I wol nat take on me so greet defame,NI wol nat take on me so greet defame,u S u S ux S x u S uSx,u S u Su S x u S uSx,ne@conj1 ich@pron%nom willen@v%pr_1 not@adv taken@v%inf on@prep me@pron2%obj so@adv gret@adj defame@n,ne@conj1 willen@v%pr_1 not@adv taken@v%inf on@prep me@pron2%obj so@adv gret@adj defame@n,green
Yow for to allie unto none hasardours.,Yow for t’allie unto° none hasardours.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 613,DIFF,10,10,Yow for to allie unto none hasardours,Yow for tallie unto none hasardours,u S x uS uS ux SuS,u S uS uS ux SuS,you@pron%pl_obj for@prep#adv to@part allien@v%inf unto@prep non@gram_adj hasardour@n%pl,you@pron%pl_obj for@prep#adv  unto@prep non@gram_adj hasardour@n%pl,green
Sendeth othere wise embassadours;,Sendeth othere wise embassadours;,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 614,,10,10,Sendeth othere wise embassadours,Sendeth othere wise embassadours,uS uSu Sx uSuS,uS uSu Sx uSuS,senden@v2%imp other@gram_adj wise@adj ambassadour@n%pl,senden@v2%imp other@gram_adj wise@adj ambassadour@n%pl,
"For, by my trouthe, me were levere dye","For, by my trouthe, me were lever° die",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 615,,0,0,For by my trouthe me were levere dye,For by my trouthe me were lever die,       ,       ,for@conj bi@prep min@pron%gen treuth@n me@pron2%obj ben@v%pt_3 lef@adj%comp dien@v%inf,for@conj bi@prep min@pron%gen treuth@n me@pron2%obj ben@v%pt_3 lef@adj%comp dien@v%inf,
Than I yow sholde to hasardours allye.,Than I yow shold to hasardours allie.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 616,,10,10,Than I yow sholde to hasardours allye,Than I yow shold to hasardours allie,u S u Su S uSu Sx,u S u S u SuS uS,than@conj ich@pron%nom you@pron%pl_obj shulen@v1%pt_3 to@prep hasardour@n%pl allien@v%inf,than@conj ich@pron%nom you@pron%pl_obj shulen@v1%pt_3 to@prep hasardour@n%pl allien@v%inf,
"For ye, that been so glorious in honours",For ye that been so glorious in honours,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 617,,10,10,For ye that been so glorious in honours,For ye that been so glorious in honours,u S u S u Su S uS,u S u S u Su S uS,for@conj ye@pron%pl_nom that@pron ben@v%pr_pl so@adv glorious@adj in@prep honour@n%pl,for@conj ye@pron%pl_nom that@pron ben@v%pr_pl so@adv glorious@adj in@prep honour@n%pl,
Shul nat allyen yow with hasardours,Shul nat allien yow with hasardours,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 618,,9,10,Shul nat allyen yow with hasardours,Shul nat allien yow with hasardours,S u Su S u SuS,u S uSu S u SuS,shulen@v1%pr_pl not@adv allien@v%inf you@pron%pl_obj with@prep hasardour@n%pl,shulen@v1%pr_pl not@adv allien@v%inf you@pron%pl_obj with@prep hasardour@n%pl,
"As by my wyl, ne as by my tretee.","As by my wil, ne as by my tretee.”°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 619,,0,0,As by my wyl ne as by my tretee,As by my wil ne as by my tretee,        ,        ,as@conj bi@prep min@pron%gen wille@n ne@conj1 as@conj bi@prep min@pron%gen trete@n2,as@conj bi@prep min@pron%gen wille@n ne@conj1 as@conj bi@prep min@pron%gen trete@n2,
"This wise philosophre, thus seyde hee.",This wise philosophre thus seide he.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 620,,10,10,This wise philosophre thus seyde hee,This wise philosophre thus seide he,u Su SuSu S ux S,u Su SuSu S ux S,this@gram_adj wise@adj philosophre@n thus@adv seien@v1%pt_3 he@pron1%nom,this@gram_adj wise@adj philosophre@n thus@adv seien@v1%pt_3 he@pron1%nom,
Looke eek that to the kyng Demetrius,"¶Loke eek that, to the king Demetrius",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 621,,9,10,Looke eek that to the kyng Demetrius,Loke eek that to the king Demetrius,Sx u S u S  uSuS,ux S u S u S uSuS,loken@v2%imp ek@adv that@conj to@prep the@def_art king@n demetrius@n#propn,loken@v2%imp ek@adv that@conj to@prep the@def_art king@n demetrius@n#propn,
"The kyng of Parthes, as the book seith us","The king of Parthes, as the book seith us",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 622,,9,10,The kyng of Parthes as the book seith us,The king of Parthes as the book seith us,S  u Su S u S u S,u S u Su S u S u S,the@def_art king@n of@prep parthes@n%pl as@conj the@def_art bok@n1 seien@v1%pr_3 us@pron%pl_obj,the@def_art king@n of@prep parthes@n%pl as@conj the@def_art bok@n1 seien@v1%pr_3 us@pron%pl_obj,
Sente him a paire of dees of gold in scorn,Sente him a paire of dees° of gold in scorn,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 623,,10,10,Sente him a paire of dees of gold in scorn,Sente him a paire of dees of gold in scorn,ux S u Sx u S u S u S,ux S u Sx u S u S u S,senden@v2%pt_3 him@pron%obj a@indef_art paire@n1 of@prep de@n%pl of@prep gold@n in@prep scorn@n,senden@v2%pt_3 him@pron%obj a@indef_art paire@n1 of@prep de@n%pl of@prep gold@n in@prep scorn@n,
For he hadde used hasard ther-biforn;,For he hadde used hasard therbiforn;°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 624,,10,10,For he hadde used hasard therbiforn,For he hadde used hasard therbiforn,u S ux Su Su SuS,u S ux Su Su SuS,for@conj he@pron1%nom haven@v%pt_3 usen@v%ppl hasard@n ther-biforen@adv,for@conj he@pron1%nom haven@v%pt_3 usen@v%ppl hasard@n ther-biforen@adv,
For which he heeld his glorie or his renoun,For which he heeld° his glorie or his renoun,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 625,,10,10,For which he heeld his glorie or his renoun,For which he heeld his glorie or his renoun,u S u S u Su S u xS,u S u S u Su S u xS,for@prep which@pron he@pron1%nom holden@v1%pt_3 his@pron1%gen glorie@n or@conj his@pron1%gen renoun@n,for@prep which@pron he@pron1%nom holden@v1%pt_3 his@pron1%gen glorie@n or@conj his@pron1%gen renoun@n,
At no value or reputacioun.,At no value or reputacioun.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 626,,10,10,At no value or reputacioun,At no value or reputacioun,u S uS u SuSuS,u S uS u SuSuS,at@prep no@gram_adj valeu@n or@conj reputacioun@n,at@prep no@gram_adj valeu@n or@conj reputacioun@n,
Lordes may fynden oother maner pley,Lordes may finden other maner pley°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 627,,9,10,Lordes may fynden oother maner pley,Lordes may finden other maner pley,Su S u Su Su S,uS u Su Su Su S,lord@n%pl mouen@v3%pr_3 finden@v%inf other@gram_adj manere@n#adj pleie@n,lord@n%pl mouen@v3%pr_3 finden@v%inf other@gram_adj manere@n#adj pleie@n,
Honest ynough to dryve the day awey.,Honeste° ynough to drive the day awey.°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 628,,9,10,Honest ynough to dryve the day awey,Honeste ynough to drive the day awey,Su S u S u S uS,uSu S u Sx u S uS,honeste@adj inough@adv to@part driven@v%inf the@def_art dai@n awei@adv,honeste@adj inough@adv to@part driven@v%inf the@def_art dai@n awei@adv,
Now wol I speke of othes false and grete,¶Now wol I speke of othes false and grete,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 629,,10,10,Now wol I speke of othes false and grete,Now wol I speke of othes false and grete,u S u Su S ux Sx u Sx,u S u Su S ux Sx u Sx,nou@adv willen@v%pr_1 ich@pron%nom speken@v%inf of@prep oth@n%pl fals@adj and@conj gret@adj,nou@adv willen@v%pr_1 ich@pron%nom speken@v%inf of@prep oth@n%pl fals@adj and@conj gret@adj,
"A word or two, as olde bookes trete.","A word or two, as olde bokes trete.°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 630,,10,10,A word or two as olde bookes trete,A word or two as olde bokes trete,u S u S u Su Su Sx,u S u S u Su Su Sx,a@indef_art word@n or@conj two@num_adj as@conj olde@adj bok@n1%pl treten@v%pr_pl,a@indef_art word@n or@conj two@num_adj as@conj olde@adj bok@n1%pl treten@v%pr_pl,
Gret sweryng is a thyng abhominable,Gret swering is a thing abhominable,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 631,,0,10,Gret sweryng is a thyng abhominable,Gret swering is a thing abhominable,     ,u Su S u S uSuSx,gret@adj sweringe@ger ben@v%pr_3 a@indef_art thing@n abhominable@adj,gret@adj sweringe@ger ben@v%pr_3 a@indef_art thing@n abhominable@adj,
And fals sweryng is yet moore reprevable.,And false swering is yet more reprevable.°,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 632,,10,10,And fals sweryng is yet moore reprevable,And false swering is yet more reprevable,u S u S u Su SuSx,u Su Su S x ux SuSx,and@conj fals@adj sweringe@ger ben@v%pr_3 yet@adv more@adv%comp reprevable@adj,and@conj fals@adj sweringe@ger ben@v%pr_3 yet@adv more@adv%comp reprevable@adj,
The heighe God forbad sweryng at al,"The heighe God forbad swering at al,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 633,,0,10,The heighe God forbad sweryng at al,The heighe God forbad swering at al,      ,u Su S uS uS u S,the@def_art heigh@adj god@n1#propn forbeden@v%pt_3 sweringe@ger at@prep al@gram_adjas_n,the@def_art heigh@adj god@n1#propn forbeden@v%pt_3 sweringe@ger at@prep al@gram_adjas_n,
Witnesse on Mathew; but in special,Witnesse on° Mathew; but in special,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 634,,10,10,Witnesse on Mathew but in special,Witnesse on Mathew but in special,uSx u Su S u SuS,uSx u Su S u SuS,witnessen@v%imp on@prep mathew@n#propn but@conj in@prep speciale@n,witnessen@v%imp on@prep mathew@n#propn but@conj in@prep speciale@n,
Of sweryng seith the hooly Jeremye,Of swering seith the holy Jeremie,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 635,,0,9,Of sweryng seith the hooly Jeremye,Of swering seith the holy Jeremie,     ,S uS u S u SuS,of@prep sweringe@ger seien@v1%pr_3 the@def_art holi@adj2 jeremye@n#propn,of@prep sweringe@ger seien@v1%pr_3 the@def_art holi@adj2 jeremye@n#propn,
"Thou shalt swere sooth thyne othes, and nat lye","“Thou shalt sey sooth thin othes, and nat lie",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 636,DIFF,10,10,Thou shalt swere sooth thyne othes and nat lye,Thou shalt sey sooth thin othes and nat lie,u S ux S u Su S u S,u S u S u Su S u S,thou@pron%nom shulen@v1%pr_2 sweren@v%inf sothe@adv thin@pron%gen oth@n%pl and@conj not@adv lien@v2%inf,thou@pron%nom shulen@v1%pr_2 seien@v1%inf sothe@adv thin@pron%gen oth@n%pl and@conj not@adv lien@v2%inf,green
"And swere in doom and eek in rightwisnesse"""";","And swere in dome,° and eek in rightwisnesse”;°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 637,,10,10,And swere in doom and eek in rightwisnesse,And swere in dome and eek in rightwisnesse,u Sx u S u S u SuSx,u Sx u Sx u S u SuSx,and@conj sweren@v%inf in@prep dom@n and@conj ek@adv in@prep right-wisnesse@n,and@conj sweren@v%inf in@prep dom@n and@conj ek@adv in@prep right-wisnesse@n,
