OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Sownynge in vertu and in gentillesse.,Souninge in° vertu and in gentillesse.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 54,,9,10,Sownynge in vertu and in gentillesse,Souninge in vertu and in gentillesse,Su S ux S u SuSx,uSu S ux S u SuSx,sounen@v%prp_abs in@prep vertu@n and@conj in@prep gentilesse@n,sounen@v%prp_abs in@prep vertu@n and@conj in@prep gentilesse@n,
Shamefast she was in maydens shamefastnesse,Shamfast° she was in maidens shamfastnesse,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 55,,0,10,Shamefast she was in maydens shamefastnesse,Shamfast she was in maidens shamfastnesse,     ,uS u S u Su SuSx,shamefaste@adj she@pron%nom ben@v%pt_3 in@prep maiden@n%gen shamefastnesse@n,shamefaste@adj she@pron%nom ben@v%pt_3 in@prep maiden@n%gen shamefastnesse@n,
"Constant in herte, and evere in bisynesse","Constant in herte, and ever in bisinesse°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 56,,10,10,Constant in herte and evere in bisynesse,Constant in herte and ever in bisinesse,uS u Su S uxx S uSx,uS u Sx u S u SuSx,constaunt@adj in@prep herte@n and@conj ever@adv in@prep bisinesse@n,constaunt@adj in@prep herte@n and@conj ever@adv in@prep bisinesse@n,
To dryve hire out of ydel slogardye.,To drive hir out of idel slogardie.°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 57,,9,10,To dryve hire out of ydel slogardye,To drive hir out of idel slogardie,S u Su S u S uSx,u Sx u S u Su SuS,to@part driven@v%inf hire@pron2%fem_obj oute@adv#prep of@prep idel@adj slogardie@n,to@part driven@v%inf hire@pron2%fem_obj oute@adv#prep of@prep idel@adj slogardie@n,
Bacus hadde of hir mouth right no maistrie;,Bacus hadde of hir mouth right no maistrie;°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 58,,10,10,Bacus hadde of hir mouth right no maistrie,Bacus hadde of hir mouth right no maistrie,uS ux S u S u S uS,uS ux S u S u S uS,bachus@n#propn haven@v%pt_3 of@prep hire@pron1%fem_gen mouth@n righte@adv no@gram_adj maistrie@n,bachus@n#propn haven@v%pt_3 of@prep hire@pron1%fem_gen mouth@n righte@adv no@gram_adj maistrie@n,
For wyn and youthe dooth Venus encresse,For win and youthe doon° Venus° encrece,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 59,DIFF,9,10,For wyn and youthe dooth Venus encresse,For win and youthe doon Venus encrece,S  u Su S uS uSx,u S u Su S uS uSx,for@conj win@n and@conj youth@n don@v1%pr_3 venus@n#propn encresen@v%inf,for@conj win@n and@conj youth@n don@v1%v3 venus@n#propn encresen@v%inf,green
As men in fyr wol casten oille or greesse.,As men in fir wol casten° oile or grece.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 60,DIFF,9,10,As men in fyr wol casten oille or greesse,As men in fir wol casten oile or grece,S u S  u Su Sx u Sx,u S u S u Su Sx u Sx,as@conj man@n%pl in@prep fir@n willen@v%pr_pl casten@v%inf oile@n or@conj grese@n,as@conj man@n%pl in@prep fir@n willen@v%pr_pl casten@v%inf oile@n or@conj grese@n,green
"And of hir owene vertu, unconstreyned","And of hir owene vertu, unconstreined",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 61,,10,10,And of hir owene vertu unconstreyned,And of hir owene vertu unconstreined,u S u Sux Su SuSx,u S u Sux Su SuSx,and@conj of@prep hire@pron1%fem_gen ouen@adj vertu@n unconstreined@adj,and@conj of@prep hire@pron1%fem_gen ouen@adj vertu@n unconstreined@adj,
She hath ful ofte tyme syk hire feyned,"She hath ful ofte time sik hir feined,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 62,,0,10,She hath ful ofte tyme syk hire feyned,She hath ful ofte time sik hir feined,       ,u S u Su Su S u Sx,she@pron%nom haven@v%pr_3 ful@adv ofte@adj time@n sik@adj hire@pron2%fem_obj feinen@v%ppl,she@pron%nom haven@v%pr_3 ful@adv ofte@adj time@n sik@adj hire@pron2%fem_obj feinen@v%ppl,
For that she wolde fleen the compaignye,For that° she wolde fleen° the companie,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 63,,0,10,For that she wolde fleen the compaignye,For that she wolde fleen the companie,      ,u S u Su S u SuS,for@conj that@part she@pron%nom willen@v%pt_3 flen@v1%inf the@def_art compaignie@n,for@conj that@part she@pron%nom willen@v%pt_3 flen@v1%inf the@def_art compaignie@n,
Where likly was to treten of folye,Wher likly was to treten° of folie,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 64,,9,9,Where likly was to treten of folye,Wher likly was to treten of folie,Su S u S uS u Sx,S u S u Su S uS,wher@adv&conj likli@adj ben@v%pt_3 to@part treten@v%inf of@prep folie@n,wher@adv&conj likli@adj ben@v%pt_3 to@part treten@v%inf of@prep folie@n,
"As is at feestes, revels, and at daunces","As is at festes, revels, and at daunces",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 65,,10,10,As is at feestes revels and at daunces,As is at festes revels and at daunces,u S u Su Su S u Sx,u S u Su Su S u Sx,as@conj ben@v%pr_3 at@prep feste@n%pl revel@n1%pl and@conj at@prep daunce@n%pl,as@conj ben@v%pr_3 at@prep feste@n%pl revel@n1%pl and@conj at@prep daunce@n%pl,
That been occasions of daliaunces.,That been occasions of° daliaunces.°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 66,,10,10,That been occasions of daliaunces,That been occasions of daliaunces,u S uSuS u SuSx,u S uSuS u SuSx,that@pron ben@v%pr_pl occasioun@n%pl of@prep daliaunce@n%pl,that@pron ben@v%pr_pl occasioun@n%pl of@prep daliaunce@n%pl,
Swich thynges maken children for to be,Swich thinges maken children for to be,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 67,,9,10,Swich thynges maken children for to be,Swich thinges maken children for to be,S u Su Su S u S,u Su Su Su S u S,swich@gram_adj thing@n%pl maken@v1%pr_pl child@n%pl for@prep#adv to@part ben@v%inf,swich@gram_adj thing@n%pl maken@v1%pr_pl child@n%pl for@prep#adv to@part ben@v%inf,
"To soone rype and boold, as men may se","To sone ripe° and bold, as men may see",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 68,,10,10,To soone rype and boold as men may se,To sone ripe and bold as men may see,u Su S u S u S u S,u Su Sx u S u S u S,to@adv2 sone@adv ripe@adj and@conj bold@adj as@conj man@n%pl mouen@v3%pr_pl sen@v1%inf,to@adv2 sone@adv ripe@adj and@conj bold@adj as@conj man@n%pl mouen@v3%pr_pl sen@v1%inf,
Which is ful perilous and hath been yoore.,"Which is ful perilous, and hath ben yore.°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 69,,10,10,Which is ful perilous and hath been yoore,Which is ful perilous and hath ben yore,u S u SuS u S u Sx,u S u SuS u S u Sx,which@pron ben@v%pr_3 ful@adv perilous@adj and@conj haven@v%pr_3 ben@v%ppl yor@adv,which@pron ben@v%pr_3 ful@adv perilous@adj and@conj haven@v%pr_3 ben@v%ppl yor@adv,
For al to soone may she lerne loore,For al to sone may she lerne lore°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 70,,10,10,For al to soone may she lerne loore,For al to sone may she lerne lore,u S u Su S u Su Sx,u S u Su S u Su Sx,for@conj al@adv to@adv2 sone@adv mouen@v3%pr_3 she@pron%nom lernen@v%inf lore@n2,for@conj al@adv to@adv2 sone@adv mouen@v3%pr_3 she@pron%nom lernen@v%inf lore@n2,
"Of booldnesse, whan she woxen is a wyf.","Of boldnesse, whan she woxe is° a wif.",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 71,DIFF,9,10,Of booldnesse whan she woxen is a wyf,Of boldnesse whan she woxe is a wif,S uSu S u Sx u S ,u Sux S u Su S u S,of@prep boldnesse@n whan@adv&conj she@pron%nom waxen@v1%ppl ben@v%pr_3 a@indef_art wif@n,of@prep boldnesse@n whan@adv&conj she@pron%nom waxen@v1%ppl ben@v%pr_3 a@indef_art wif@n,green
"And ye maistresses, in youre olde lyf","¶And ye maistresses° in your olde lif,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 72,,9,10,And ye maistresses in youre olde lyf,And ye maistresses in your olde lif,S u SuS u Su Sx ,u S uSu S u Su S,and@conj ye@pron%pl_nom maistresse@n%pl in@prep your@pron%pl_gen olde@adj lif@n,and@conj ye@pron%pl_nom maistresse@n%pl in@prep your@pron%pl_gen olde@adj lif@n,
That lordes doghtres han in governaunce,That lordes doghtres han in governaunce,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 73,,10,10,That lordes doghtres han in governaunce,That lordes doghtres han in governaunce,u Su Su S u SuSx,u Su Su S u SuSx,that@pron lord@n%gen doughter@n%pl haven@v%pr_pl in@prep governaunce@n,that@pron lord@n%gen doughter@n%pl haven@v%pr_pl in@prep governaunce@n,
Ne taketh of my wordes no displesaunce.,Ne taketh of° my wordes no displesaunce;°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 74,,10,10,Ne taketh of my wordes no displesaunce,Ne taketh of my wordes no displesaunce,u Su S  uS u SuSx,u Su S  uS u SuSx,ne@adv taken@v%imp of@prep min@pron%gen word@n%pl no@gram_adj displesaunce@n,ne@adv taken@v%imp of@prep min@pron%gen word@n%pl no@gram_adj displesaunce@n,
Thenketh that ye been set in governynges,Thenketh that ye ben set in governinges°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 75,,10,10,Thenketh that ye been set in governynges,Thenketh that ye ben set in governinges,uS u S u S u SuS,uS u S u S u SuSx,thinken@v2%imp that@conj ye@pron%pl_nom ben@v%pr_pl setten@v%ppl in@prep governinge@ger%pl,thinken@v2%imp that@conj ye@pron%pl_nom ben@v%pr_pl setten@v%ppl in@prep governinge@ger%pl,
Of lordes doghtres oonly for two thynges:,"Of lordes doghtres, only for two thinges:",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 76,,9,10,Of lordes doghtres oonly for two thynges,Of lordes doghtres only for two thinges,S uS uS u S u S,u Su Su S u S uS,of@prep lord@n%gen doughter@n%pl onli@adv for@prep two@num_adj thing@n%pl,of@prep lord@n%gen doughter@n%pl onli@adv for@prep two@num_adj thing@n%pl,
Outher for ye han kept youre honestee,"Outher° for ye han kept your honestee,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 77,,10,10,Outher for ye han kept youre honestee,Outher for ye han kept your honestee,uS u x S u Su SuS,uS u S u S u SuS,outher@conj for@conj ye@pron%pl_nom haven@v%pr_pl kepen@v%ppl your@pron%pl_gen honeste@n,outher@conj for@conj ye@pron%pl_nom haven@v%pr_pl kepen@v%ppl your@pron%pl_gen honeste@n,
Or elles ye han falle in freletee,"Or elles ye han falle in freletee,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 78,,10,10,Or elles ye han falle in freletee,Or elles ye han falle in freletee,u Su S u Sx u SuS,u Su S u Sx u SuS,or@conj elles@adv ye@pron%pl_nom haven@v%pr_pl fallen@v%ppl in@prep frelete@n,or@conj elles@adv ye@pron%pl_nom haven@v%pr_pl fallen@v%ppl in@prep frelete@n,
And knowen wel ynough the olde daunce,"And knowen wel ynough the olde daunce,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 79,,9,9,And knowen wel ynough the olde daunce,And knowen wel ynough the olde daunce,S uS u S u Su Sx,S uS u S u Su Sx,and@conj knouen@v%pr_pl wel@adv inough@adv the@def_art olde@adj daunce@n,and@conj knouen@v%pr_pl wel@adv inough@adv the@def_art olde@adj daunce@n,
And han forsaken fully swich meschaunce,And han forsaken fully swich meschaunce°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 80,,9,9,And han forsaken fully swich meschaunce,And han forsaken fully swich meschaunce,S u SuS u S uSx,S u SuS u S uSx,and@conj haven@v%pr_pl forsaken@v%ppl fulli@adv swich@gram_adj mischaunce@n,and@conj haven@v%pr_pl forsaken@v%ppl fulli@adv swich@gram_adj mischaunce@n,
"For everemo; therfore, for Cristes sake","For evermo; therfore, for Cristes sake",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 81,,10,10,For everemo therfore for Cristes sake,For evermo therfore for Cristes sake,u SuSu Sux S ux Sx,u SuS uSu S ux Sx,for@prep ever-mor@adv ther-fore@adv for@prep crist@n#propn%gen sake@n,for@prep ever-mor@adv ther-fore@adv for@prep crist@n#propn%gen sake@n,
To teche hem vertu looke that ye ne slake.,To teche hem vertu loke that ye ne slake.°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 82,,10,10,To teche hem vertu looke that ye ne slake,To teche hem vertu loke that ye ne slake,u Su S uS ux S x u Sx,u Su S uS ux S x u Sx,to@part techen@v%inf hem@pron%pl_obj vertu@n loken@v2%imp that@conj ye@pron%pl_nom ne@adv slaken@v1%pr_pl,to@part techen@v%inf hem@pron%pl_obj vertu@n loken@v2%imp that@conj ye@pron%pl_nom ne@adv slaken@v1%pr_pl,
"A theef of venysoun, that hath forlaft","A theef of venisoun,° that hath forlaft°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 83,,9,10,A theef of venysoun that hath forlaft,A theef of venisoun that hath forlaft,S u S uS u S uS,u S u SuS u S uS,a@indef_art thef@n2 of@prep venesoun@n that@pron haven@v%pr_3 forleven@v1%ppl,a@indef_art thef@n2 of@prep venesoun@n that@pron haven@v%pr_3 forleven@v1%ppl,
His likerousnesse and al his olde craft,"His likerousnesse,° and al his olde craft",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 84,,10,10,His likerousnesse and al his olde craft,His likerousnesse and al his olde craft,u SuSux S u S ux S,u SuSux S u S ux S,his@pron1%gen likerousnesse@n and@conj al@gram_adj his@pron1%gen olde@adj craft@n1,his@pron1%gen likerousnesse@n and@conj al@gram_adj his@pron1%gen olde@adj craft@n1,
Kan kepe a forest best of any man.,Can kepe° a forest best of any man.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 85,,10,10,Kan kepe a forest best of any man,Can kepe a forest best of any man,u Su S uS u S u S,u Su S uS u S u S,connen@v%pr_3 kepen@v%inf a@indef_art forest@n best@adv%sup of@prep ani@gram_adj man@n,connen@v%pr_3 kepen@v%inf a@indef_art forest@n best@adv%sup of@prep ani@gram_adj man@n,
"Now kepeth wel, for if ye wole, ye kan.","Now kepeth hem° wel, for if ye wol,° ye can;",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 86,DIFF,10,10,Now kepeth wel for if ye wole ye kan,Now kepeth hem wel for if ye wol ye can,u Su S u S u Su x S,u Su S u S u S u x S,nou@adv kepen@v%imp wel@adv for@conj if@conj ye@pron%pl_nom willen@v%pr_pl ye@pron%pl_nom connen@v%pr_pl,nou@adv kepen@v%imp hem@pron%pl_obj wel@adv for@conj if@conj ye@pron%pl_nom willen@v%pr_pl ye@pron%pl_nom connen@v%pr_pl,green
Looke wel that ye unto no vice assente,Loke wel that ye unto no vice assente,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 87,,10,10,Looke wel that ye unto no vice assente,Loke wel that ye unto no vice assente,ux S u S uS u Sx uSx,ux S u S uS u Sx uSx,loken@v2%imp wel@adv that@conj ye@pron%pl_nom unto@prep no@gram_adj vice@n assenten@v%pr_pl,loken@v2%imp wel@adv that@conj ye@pron%pl_nom unto@prep no@gram_adj vice@n assenten@v%pr_pl,
Lest ye be dampned for youre wikke entente;,Lest ye be dampned for your wikke entente;,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 88,,10,10,Lest ye be dampned for youre wikke entente,Lest ye be dampned for your wikke entente,u S u Su S ux Sx uSx,u S u Su S u Sx uSx,leste@conj ye@pron%pl_nom ben@v%pr_pl dampnen@v%ppl for@prep your@pron%pl_gen wikke@adj entente@n,leste@conj ye@pron%pl_nom ben@v%pr_pl dampnen@v%ppl for@prep your@pron%pl_gen wikke@adj entente@n,
"For whoso dooth, a traitour is, certeyn.","For whoso doth, a traitour is certein.",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 89,,10,10,For whoso dooth a traitour is certeyn,For whoso doth a traitour is certein,u Su S u Su S uS,u Su S u Su S uS,for@conj who-so@pron%nom don@v1%pr_3 a@indef_art traitour@n ben@v%pr_3 certain@adv,for@conj who-so@pron%nom don@v1%pr_3 a@indef_art traitour@n ben@v%pr_3 certain@adv,
And taketh kep of that that I shal seyn:,And taketh kepe of that° that I shal seyn;,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 90,,10,10,And taketh kep of that that I shal seyn,And taketh kepe of that that I shal seyn,u Su S u S u S u S,u Su Sx u S u S u S,and@conj taken@v%imp kep@n of@prep that@pron that@pron ich@pron%nom shulen@v1%pr_1 seien@v1%inf,and@conj taken@v%imp kep@n of@prep that@pron that@pron ich@pron%nom shulen@v1%pr_1 seien@v1%inf,
Of alle tresons sovereyn pestilence,Of alle tresons soverein° pestilence°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 91,,10,10,Of alle tresons sovereyn pestilence,Of alle tresons soverein pestilence,u Su Su SuS xuSx,u Su Su SuS xuSx,of@prep al@gram_adj treisoun@n%pl soverain@adj pestilence@n,of@prep al@gram_adj treisoun@n%pl soverain@adj pestilence@n,
Is whan a wight bitrayseth innocence.,Is whan a wight bitraiseth° innocence.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 92,,10,10,Is whan a wight bitrayseth innocence,Is whan a wight bitraiseth innocence,u S u S uSu SuSx,u S u S uSu SuSx,ben@v%pr_3 whan@adv&conj a@indef_art wight@n bitraishen@v%pr_3 innocence@n,ben@v%pr_3 whan@adv&conj a@indef_art wight@n bitraishen@v%pr_3 innocence@n,
Ye fadres and ye moodres eek also,Ye fadres and ye modres eek also,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 93,,10,10,Ye fadres and ye moodres eek also,Ye fadres and ye modres eek also,u Su S u Su S uS,u Su S u Su S uS,ye@pron%pl_nom fader@n%pl and@conj ye@pron%pl_nom moder@n%pl ek@adv also@adv,ye@pron%pl_nom fader@n%pl and@conj ye@pron%pl_nom moder@n%pl ek@adv also@adv,
"Though ye han children, be it oon or mo","Though ye han children, be it oon or mo",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 94,,10,10,Though ye han children be it oon or mo,Though ye han children be it oon or mo,u S u Su S u S u S,u S u Su S u S u S,though@conj ye@pron%pl_nom haven@v%pr_pl child@n%pl ben@v%pr_3 hit@pron on@num_adj or@conj mo@n,though@conj ye@pron%pl_nom haven@v%pr_pl child@n%pl ben@v%pr_3 hit@pron on@num_adj or@conj mo@n,
Youre is the charge of al hir surveiaunce,Your° is the charge° of al hir surveiaunce,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 95,,10,10,Youre is the charge of al hir surveiaunce,Your is the charge of al hir surveiaunce,ux S u Sx u S u SuSx,u S u Sx u S u SuSx,youres@pron%pl ben@v%pr_3 the@def_art charge@n of@prep al@gram_adj here@pron%pl_gen surveiaunce@n,youres@pron%pl ben@v%pr_3 the@def_art charge@n of@prep al@gram_adj here@pron%pl_gen surveiaunce@n,
Whil that they been under youre governaunce.,Whil that they been under your governaunce.°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 96,,10,10,Whil that they been under youre governaunce,Whil that they been under your governaunce,u S u S uS ux SuSx,u S u S uS u SuSx,whil@conj that@part thei@pron%pl_nom ben@v%pr_pl under@prep your@pron%pl_gen governaunce@n,whil@conj that@part thei@pron%pl_nom ben@v%pr_pl under@prep your@pron%pl_gen governaunce@n,
"Beth war, if by ensample of youre lyvynge",Beth war° if by ensample of your livinge,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 97,,9,9,Beth war if by ensample of youre lyvynge,Beth war if by ensample of your livinge,S u S  uSu S ux S,S u S  uSx u S uSx,ben@v%imp ware@adj if@conj bi@prep ensaumple@n of@prep your@pron%pl_gen livinge@ger,ben@v%imp ware@adj if@conj bi@prep ensaumple@n of@prep your@pron%pl_gen livinge@ger,
Or by youre necligence in chastisynge,Or by your necligence in chastisinge,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 98,,10,9,Or by youre necligence in chastisynge,Or by your necligence in chastisinge,u  Su SuSu S uSx,S  u SuSx u SuSx,or@conj bi@prep your@pron%pl_gen necligence@n in@prep chastisinge@ger,or@conj bi@prep your@pron%pl_gen necligence@n in@prep chastisinge@ger,
That they ne perisse; for I dar wel seye,That they ne perisse;° for I dar wel seye,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 99,,10,10,That they ne perisse for I dar wel seye,That they ne perisse for I dar wel seye,u S u Sux S u S u Sx,u S u Sux S u S u Sx,that@conj thei@pron%pl_nom ne@adv perishen@v%pr_pl for@conj ich@pron%nom durren@v%pr_1 wel@adv seien@v1%inf,that@conj thei@pron%pl_nom ne@adv perishen@v%pr_pl for@conj ich@pron%nom durren@v%pr_1 wel@adv seien@v1%inf,
"If that they doon, ye shul it deere abeye.","If that they doon, ye shul it dere abeie.°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 100,,10,10,If that they doon ye shul it deere abeye,If that they doon ye shul it dere abeie,u S u S u S u Sx uSx,u S u S u S u Sx uS,if@conj that@part thei@pron%pl_nom don@v1%pr_pl ye@pron%pl_nom shulen@v1%pr_pl hit@pron dere@adv abien@v%inf,if@conj that@part thei@pron%pl_nom don@v1%pr_pl ye@pron%pl_nom shulen@v1%pr_pl hit@pron dere@adv abien@v%inf,
Under a shepherde softe and necligent,Under a shepherd softe and necligent,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 101,,10,10,Under a shepherde softe and necligent,Under a shepherd softe and necligent,uS u Sux Sx u SuS,uS u Su Sx u SuS,under@prep a@indef_art shep-herde@n softe@adj and@conj necligent@adj,under@prep a@indef_art shep-herde@n softe@adj and@conj necligent@adj,
The wolf hath many a sheep and lamb torent.,The wolf hath many a sheep and lamb torent.°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 102,,10,10,The wolf hath many a sheep and lamb torent,The wolf hath many a sheep and lamb torent,u S u S u S u S uS,u S u S u S u S uS,the@def_art wolf@n haven@v%pr_3 mani@gram_adj a@indef_art shep@n and@conj lomb@n torenden@v%ppl,the@def_art wolf@n haven@v%pr_3 mani@gram_adj a@indef_art shep@n and@conj lomb@n torenden@v%ppl,
Suffiseth oon ensample now as heere,Suffiseth oon ensample° now as here,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 103,,10,10,Suffiseth oon ensample now as heere,Suffiseth oon ensample now as here,uSu S uSu S u Sx,uSu S uSu S u Sx,suffisen@v%pr_3 on@num_adj ensaumple@n nou@adv as@conj her@adv,suffisen@v%pr_3 on@num_adj ensaumple@n nou@adv as@conj her@adv,
For I moot turne agayn to my matere.,For I mot turne again to my matere.°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 104,,10,10,For I moot turne agayn to my matere,For I mot turne again to my matere,u S u Su Su S  uSx,u S u Su Su S  uSx,for@conj ich@pron%nom moten@v2%pr_1 turnen@v%inf ayen@adv to@prep min@pron%gen matere@n,for@conj ich@pron%nom moten@v2%pr_1 turnen@v%inf ayen@adv to@prep min@pron%gen matere@n,
"This mayde, of which I wol this tale expresse","¶This maide, of which I wol this tale expresse,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 105,,10,10,This mayde of which I wol this tale expresse,This maide of which I wol this tale expresse,u Sx u S u S u Sx uSx,u Sx u S u S u Sx uSx,this@gram_adj maide@n of@prep which@pron ich@pron%nom willen@v%pr_1 this@gram_adj tale@n expressen@v%inf,this@gram_adj maide@n of@prep which@pron ich@pron%nom willen@v%pr_1 this@gram_adj tale@n expressen@v%inf,
So kepte hirself hir neded no maistresse,"So kepte° hirself, hir neded no maistresse;",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 106,,10,10,So kepte hirself hir neded no maistresse,So kepte hirself hir neded no maistresse,u Su Su S ux S uSx,u Su Su S ux S uSx,so@adv kepen@v%pt_3 hire-self@pron hire@pron2%fem_obj neden@v2%pt_3 no@gram_adj maistresse@n,so@adv kepen@v%pt_3 hire-self@pron hire@pron2%fem_obj neden@v2%pt_3 no@gram_adj maistresse@n,
