OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Ne fynde yow nat repleet of humours hoote.,Ne find yow nat repleet° of humours hote;,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2957,,10,10,Ne fynde yow nat repleet of humours hoote,Ne find yow nat repleet of humours hote,u Sx u S uS u Su Sx,u S u S uS u Su Sx,ne@adv finden@v%pr_pl you@pron%pl_obj not@adv replete@ppl_abs of@prep humour@n%pl hot@adj,ne@adv finden@v%pr_pl you@pron%pl_obj not@adv replete@ppl_abs of@prep humour@n%pl hot@adj,
"And if it do, I dar wel leye a grote","And if it do, I dar wel leye° a grote,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2958,,10,10,And if it do I dar wel leye a grote,And if it do I dar wel leye a grote,u S u S u S u S u Sx,u S u S u S u S u Sx,and@conj if@conj hit@pron don@v1%pr_3 ich@pron%nom durren@v%pr_1 wel@adv leien@v1%inf a@indef_art grot@n3,and@conj if@conj hit@pron don@v1%pr_3 ich@pron%nom durren@v%pr_1 wel@adv leien@v1%inf a@indef_art grot@n3,
That ye shul have a fevere terciane,"That ye shul have a fever terciane,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2959,,10,10,That ye shul have a fevere terciane,That ye shul have a fever terciane,u S u Sx u Sux SuSx,u S u Sx u Su SuSx,that@conj ye@pron%pl_nom shulen@v1%pr_pl haven@v%inf a@indef_art fever@n tercian@adj,that@conj ye@pron%pl_nom shulen@v1%pr_pl haven@v%inf a@indef_art fever@n tercian@adj,
Or an agu that may be youre bane.,"Or an agu,° that may be youre bane.°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2960,,10,10,Or an agu that may be youre bane,Or an agu that may be youre bane,u S uS u S u Su Sx,u S uS u S u Su Sx,or@conj a@indef_art ague@n that@pron mouen@v3%pr_3 ben@v%inf your@pron%pl_gen bane@n,or@conj a@indef_art ague@n that@pron mouen@v3%pr_3 ben@v%inf your@pron%pl_gen bane@n,
A day or two ye shul have digestyves,A day or two ye shul have digestives°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2961,,10,10,A day or two ye shul have digestyves,A day or two ye shul have digestives,u S u S u S ux SuSx,u S u S u S ux SuSx,a@indef_art dai@n or@conj two@num_adj ye@pron%pl_nom shulen@v1%pr_pl haven@v%inf digestif@n%pl,a@indef_art dai@n or@conj two@num_adj ye@pron%pl_nom shulen@v1%pr_pl haven@v%inf digestif@n%pl,
"Of wormes, er ye take youre laxatyves","Of wormes, er ye take your laxatives",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2962,,10,10,Of wormes er ye take youre laxatyves,Of wormes er ye take your laxatives,u Su S u Sx ux SuSx,u Su S u Sx u SuSx,of@prep worm@n%pl er@conj1 ye@pron%pl_nom taken@v%pr_pl your@pron%pl_gen laxatif@n%pl,of@prep worm@n%pl er@conj1 ye@pron%pl_nom taken@v%pr_pl your@pron%pl_gen laxatif@n%pl,
"Of lawriol, centaure, and fumetere","Of lauriol,° centaure,° and fumetere,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2963,DIFF,10,10,Of lawriol centaure and fumetere,Of lauriol centaure and fumetere,u SuS uSx u SuSx,u SuS uSx u SuSx,of@prep laurel@n centorie@n and@conj fumetere@n,of@prep laurel@n centorie@n and@conj fumetere@n,green
"Or elles of ellebor, that groweth there","Or elles of ellebor,° that groweth there",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2964,,10,10,Or elles of ellebor that groweth there,Or elles of ellebor that groweth there,u Su S uSu S uS xx,u Su S uSu S uS xx,or@conj elles@adv of@prep ellebre@n that@pron grouen@v%pr_3 ther@adv,or@conj elles@adv of@prep ellebre@n that@pron grouen@v%pr_3 ther@adv,
"Of katapuce, or of gaitrys beryis","Of catapuce,° or of gaitres beriis,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2965,,10,10,Of katapuce or of gaitrys beryis,Of catapuce or of gaitres beriis,u SuSx u S uS xuS,u SuSx u S uS uS,of@prep catapuce@n or@conj of@prep gaitris@n%gen berie@n%pl,of@prep catapuce@n or@conj of@prep gaitris@n%gen berie@n%pl,
"Of herbe yve, growyng in oure yeerd, ther mery is;","Of erbe ive,° growing in our yerd, that mery° is;",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2966,DIFF,10,0,Of herbe yve growyng in oure yeerd ther mery is,Of erbe ive growing in our yerd that mery is,u Sx ux Su S ux S u xx S,         ,of@prep herbe@n ivi@n grouen@v%prp_abs in@prep oure@pron%pl_gen yerd@n ther@adv mirie@adj ben@v%pr_3,of@prep herbe@n ivi@n grouen@v%prp_abs in@prep oure@pron%pl_gen yerd@n that@conj mirie@adj ben@v%pr_3,green
Pekke hem up right as they growe and ete hem yn.,"Pekke hem right as they growe, and ete hem in.",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2967,DIFF,0,10,Pekke hem up right as they growe and ete hem yn,Pekke hem right as they growe and ete hem in,          ,ux S u S u Sx u Sx u S,pekken@v%imp hem@pron%pl_obj up@adv righte@adv as@conj thei@pron%pl_nom grouen@v%pr_pl and@conj eten@v%imp hem@pron%pl_obj in@adv,pekken@v%imp hem@pron%pl_obj righte@adv as@conj thei@pron%pl_nom grouen@v%pr_pl and@conj eten@v%imp hem@pron%pl_obj in@adv,green
"Be myrie, housbonde, for youre fader kyn!","Be mery, housbond, for your° fader° kin!",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2968,,10,10,Be myrie housbonde for youre fader kyn,Be mery housbond for your fader kin,u Su Sux S ux Su S,u Su Su S u Su S,ben@v%imp mirie@adj hous-bonde@n for@prep your@pron%pl_gen fader@n%gen kin@n,ben@v%imp mirie@adj hous-bonde@n for@prep your@pron%pl_gen fader@n%gen kin@n,
Dredeth no dreem; I kan sey yow namoore.,Dredeth no dreem; I can say yow namore.”,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2969,,10,10,Dredeth no dreem I kan sey yow namoore,Dredeth no dreem I can say yow namore,uS u S u S u S uSx,uS u S u S u S uSx,dreden@v%imp no@gram_adj drem@n2 ich@pron%nom connen@v%pr_1 seien@v1%inf you@pron%pl_obj no_more@n,dreden@v%imp no@gram_adj drem@n2 ich@pron%nom connen@v%pr_1 seien@v1%inf you@pron%pl_obj no_more@n,
"Madame,"""" quod he, """"graunt mercy of youre loore.","¶“Madame,” quod he, “graunt mercy° of° your lore.°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2970,,10,10,Madame quod he graunt mercy of youre loore,Madame quod he graunt mercy of your lore,uSx u S u Su S ux Sx,uSx u S u Su S u Sx,ma-dame@n quethen@v%pt_3 he@pron1%nom graunt@adj merci@n1 of@prep your@pron%pl_gen lore@n2,ma-dame@n quethen@v%pt_3 he@pron1%nom graunt@adj merci@n1 of@prep your@pron%pl_gen lore@n2,
"But nathelees, as touchyng daun Catoun","But nathelees, as touching° daun Catoun",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2971,,10,10,But nathelees as touchyng daun Catoun,But nathelees as touching daun Catoun,u SuS u Su S uS,u SuS u Su S uS,but@conj no-the-lesse@adv as@conj touchinge@prep daun@n#adj catoun@n1#propn,but@conj no-the-lesse@adv as@conj touchinge@prep daun@n#adj catoun@n1#propn,
That hath of wysdom swich a greet renoun,That hath of wisdom such a greet renoun,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2972,,10,10,That hath of wysdom swich a greet renoun,That hath of wisdom such a greet renoun,u S u Su S u S uS,u S u Su S u S uS,that@pron haven@v%pr_3 of@prep wisdom@n swich@gram_adj a@indef_art gret@adj renoun@n,that@pron haven@v%pr_3 of@prep wisdom@n swich@gram_adj a@indef_art gret@adj renoun@n,
Though that he bad no dremes for to drede,Though that he bad no dremes for to drede,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2973,,10,10,Though that he bad no dremes for to drede,Though that he bad no dremes for to drede,u S u S u Su S u Sx,u S u S u Su S u Sx,though@conj that@part he@pron1%nom bidden@v%pt_3 no@gram_adj drem@n2%pl for@prep#adv to@part dreden@v%inf,though@conj that@part he@pron1%nom bidden@v%pt_3 no@gram_adj drem@n2%pl for@prep#adv to@part dreden@v%inf,
"By God, men may in olde bookes rede","By God, men may in olde bokes rede°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2974,,10,10,By God men may in olde bookes rede,By God men may in olde bokes rede,u S u S u Su Su Sx,u S u S u Su Su Sx,bi@prep god@n1#propn man@n%pl mouen@v3%pr_pl in@prep olde@adj bok@n1%pl reden@v1%inf,bi@prep god@n1#propn man@n%pl mouen@v3%pr_pl in@prep olde@adj bok@n1%pl reden@v1%inf,
Of many a man moore of auctorite,"Of many a man, more of auctoritee°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2975,,10,10,Of many a man moore of auctorite,Of many a man more of auctoritee,u Su S u Sx u SuSx,u Sx u S ux S uSuS,of@prep mani@gram_adj a@indef_art man@n more@adj%comp of@prep auctorite@n,of@prep mani@gram_adj a@indef_art man@n more@adj%comp of@prep auctorite@n,
"Than evere Caton was, so moot I thee","Than ever Catoun was, so mote I thee,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2976,,10,10,Than evere Caton was so moot I thee,Than ever Catoun was so mote I thee,u Sux Su S u S u S,u Su Su S u Sx u S,than@conj ever@adv catoun@n1#propn ben@v%pt_3 so@adv moten@v2%pr_1 ich@pron%nom then@v%inf,than@conj ever@adv catoun@n1#propn ben@v%pt_3 so@adv moten@v2%pr_1 ich@pron%nom then@v%inf,
That al the revers seyn of this sentence,That al the revers seyn of his sentence,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2977,DIFF,10,10,That al the revers seyn of this sentence,That al the revers seyn of his sentence,u S u Su S u S uSx,u S u Su S u S uSx,that@pron al@gram_adj the@def_art reverse@n seien@v1%pr_pl of@prep this@gram_adj sentence@n,that@pron al@gram_adj the@def_art reverse@n seien@v1%pr_pl of@prep his@pron1%gen sentence@n,green
And han wel founden by experience,And han wel founden by experience,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2978,,10,10,And han wel founden by experience,And han wel founden by experience,u S u Su S uSuSx,u S u Su S uSuSx,and@conj haven@v%pr_pl wel@adv finden@v%ppl bi@prep experience@n,and@conj haven@v%pr_pl wel@adv finden@v%ppl bi@prep experience@n,
That dremes been significaciouns,"That dremes ben significaciouns,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2979,,10,10,That dremes been significaciouns,That dremes ben significaciouns,u Su S uSuSuS,u Su S uSuSuS,that@conj drem@n2%pl ben@v%pr_pl significacioun@n%pl,that@conj drem@n2%pl ben@v%pr_pl significacioun@n%pl,
As wel of joye as of tribulaciouns,As wel of joye as tribulaciouns,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2980,DIFF,0,10,As wel of joye as of tribulaciouns,As wel of joye as tribulaciouns,      ,u S u S u SuSuS,as@conj wel@adv of@prep joie@n as@conj of@prep tribulacioun@n%pl,as@conj wel@adv of@prep joie@n as@conj tribulacioun@n%pl,green
That folk enduren in this lif present.,That folk enduren in this lif present.,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2981,,10,10,That folk enduren in this lif present,That folk enduren in this lif present,u S uSu S u S uS,u S uSu S u S uS,that@pron folk@n enduren@v%pr_pl in@prep this@gram_adj lif@n presente@adj,that@pron folk@n enduren@v%pr_pl in@prep this@gram_adj lif@n presente@adj,
Ther nedeth make of this noon argument;,Ther nedeth° make of this noon argument;,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2982,,10,10,Ther nedeth make of this noon argument,Ther nedeth make of this noon argument,u Su Sx u S u SuS,u Su Sx u S u SuS,ther@adv neden@v2%pr_3 maken@v1%inf of@prep this@gram_adj non@gram_adj argument@n,ther@adv neden@v2%pr_3 maken@v1%inf of@prep this@gram_adj non@gram_adj argument@n,
The verray preeve sheweth it in dede.,The verray° preve° sheweth it in dede.,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2983,,10,10,The verray preeve sheweth it in dede,The verray preve sheweth it in dede,u Su Su Su S u Sx,u Su Su Su S u Sx,the@def_art verrei@adj preve@n sheuen@v1%pr_3 hit@pron in@prep dede@n,the@def_art verrei@adj preve@n sheuen@v1%pr_3 hit@pron in@prep dede@n,
Oon of the gretteste auctour that men rede,¶“Oon of the gretteste auctours° that men rede,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2984,DIFF,10,10,Oon of the gretteste auctour that men rede,Oon of the gretteste auctours that men rede,u S u Sux Su S u Sx,u S u Sux Su S u Sx,on@pron of@prep the@def_art gret@adj%sup auctour@n that@pron man@n%pl reden@v1%pr_pl,on@pron of@prep the@def_art gret@adj%sup auctour@n%pl that@pron man@n%pl reden@v1%pr_pl,green
Seith thus: that whilom two felawes wente,"Seith thus, that whilom° two felawes wente",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2985,,10,10,Seith thus that whilom two felawes wente,Seith thus that whilom two felawes wente,u S u Su S uSu Sx,u S u Su S uSu Sx,seien@v1%pr_3 thus@adv that@conj whilom@adv two@num_adj felaue@n%pl wenden@v%pt_pl,seien@v1%pr_3 thus@adv that@conj whilom@adv two@num_adj felaue@n%pl wenden@v%pt_pl,
"On pilgrimage, in a ful good entente","On pilgrimage, in a ful good entente;",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2986,,10,10,On pilgrimage in a ful good entente,On pilgrimage in a ful good entente,u SuSx u S u S uSx,u SuSx u S u S uSx,on@prep pilgrimage@n in@prep a@indef_art ful@adv god@adj entente@n,on@prep pilgrimage@n in@prep a@indef_art ful@adv god@adj entente@n,
"And happed so, they coomen in a toun","And happed so,° thay come into a toun",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2987,DIFF,10,10,And happed so they coomen in a toun,And happed so thay come into a toun,u Su S u Su S u S,u Su S u Sx uS u S,and@conj happen@v1%pt_3 so@adv thei@pron%pl_nom comen@v%pt_pl in@prep a@indef_art toun@n,and@conj happen@v1%pt_3 so@adv thei@pron%pl_nom comen@v%pr_pl in-to@prep a@indef_art toun@n,green
Wher as ther was swich congregacioun,Wheras° ther was swich congregacioun°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2988,DIFF,10,10,Wher as ther was swich congregacioun,Wheras ther was swich congregacioun,u S u S u SuSuS,uS u S u SuSuS,wher@adv&conj as@conj ther@adv ben@v%pt_3 swich@gram_adj congregacioun@n,wher-as@adv ther@adv ben@v%pt_3 swich@gram_adj congregacioun@n,green
"Of peple, and eek so streit of herbergage","Of peple, and eek so streit° of herbergage,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2989,,10,10,Of peple and eek so streit of herbergage,Of peple and eek so streit of herbergage,u Sx u S u S u SuSx,u Sx u S u S u SuSx,of@prep peple@n and@conj ek@adv so@adv streit@adj of@prep herbergage@n,of@prep peple@n and@conj ek@adv so@adv streit@adj of@prep herbergage@n,
That they ne founde as muche as o cotage,That they ne founde as muche as o° cotage,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2990,,10,10,That they ne founde as muche as o cotage,That they ne founde as muche as o cotage,u S u Sx u Sx u S uSx,u S u Sx u Sx u S uSx,that@conj thei@pron%pl_nom ne@adv finden@v%pt_pl as@conj muche@n as@conj o@num_adj cotage@n,that@conj thei@pron%pl_nom ne@adv finden@v%pt_pl as@conj muche@n as@conj o@num_adj cotage@n,
In which they bothe myghte ylogged bee.,In which they bothe mighte ylogged° be.,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2991,,10,10,In which they bothe myghte ylogged bee,In which they bothe mighte ylogged be,u S u Su Sx uSu S,u S u Su Sx uSu S,in@prep which@pron thei@pron%pl_nom bothe@num_adj mouen@v3%pt_pl loggen@v%ppl ben@v%inf,in@prep which@pron thei@pron%pl_nom bothe@num_adj mouen@v3%pt_pl loggen@v%ppl ben@v%inf,
Wherfore they mosten of necessitee,"Wherfor thay mosten,° of necessitee",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2992,,10,10,Wherfore they mosten of necessitee,Wherfor thay mosten of necessitee,uSx u Su S uSuS,uS u Su S uSuS,wher-for@adv thei@pron%pl_nom moten@v2%pt_pl of@prep necessite@n,wher-for@adv thei@pron%pl_nom moten@v2%pt_pl of@prep necessite@n,
"As for that nyght, departen compaignye;","As for that night, departen° compaignie;",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2993,,0,10,As for that nyght departen compaignye,As for that night departen compaignie,     ,u S u S uSu SuS,as@conj for@prep that@art&gram_adj night@n departen@v%inf compaignie@n,as@conj for@prep that@art&gram_adj night@n departen@v%inf compaignie@n,
And ech of hem gooth to his hostelrye,"And ech of hem goth to his hostelrie,°",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2994,,0,10,And ech of hem gooth to his hostelrye,And ech of hem goth to his hostelrie,       ,u S u S u S u SuS,and@conj ech@pron of@prep hem@pron%pl_obj gon@v%pr_3 to@prep his@pron1%gen hostelrie@n,and@conj ech@pron of@prep hem@pron%pl_obj gon@v%pr_3 to@prep his@pron1%gen hostelrie@n,
And took his loggyng as it wolde falle.,And took his logging as it wolde falle.°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2995,,10,10,And took his loggyng as it wolde falle,And took his logging as it wolde falle,u S u Su S u Su Sx,u S u Su S u Su Sx,and@conj taken@v%pt_3 his@pron1%gen logginge@ger as@conj hit@pron willen@v%pt_3 fallen@v%inf,and@conj taken@v%pt_3 his@pron1%gen logginge@ger as@conj hit@pron willen@v%pt_3 fallen@v%inf,
That oon of hem was logged in a stalle,That oon of hem° was logged in a stalle,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2996,,10,10,That oon of hem was logged in a stalle,That oon of hem was logged in a stalle,u S u S u Su S u Sx,u S u S u Su S u Sx,that@art&gram_adj on@pron of@prep hem@pron%pl_obj ben@v%pt_3 loggen@v%ppl in@prep a@indef_art stalle@n,that@art&gram_adj on@pron of@prep hem@pron%pl_obj ben@v%pt_3 loggen@v%ppl in@prep a@indef_art stalle@n,
"Fer in a yeerd, with oxen of the plough;","Fer° in a yerd,° with oxen of the plough;",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2997,,10,10,Fer in a yeerd with oxen of the plough,Fer in a yerd with oxen of the plough,u S u S u Su S u S,u S u Su S ux S u S,fer@adv in@prep a@indef_art yerd@n with@prep oxe@n of@prep the@def_art plough@n,fer@adv in@prep a@indef_art yerd@n with@prep oxe@n of@prep the@def_art plough@n,
That oother man was logged wel ynough,That other man was logged wel ynough,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2998,,10,10,That oother man was logged wel ynough,That other man was logged wel ynough,u Su S u Su S uS,u Su S u Su S uS,that@art&gram_adj other@gram_adj man@n ben@v%pt_3 loggen@v%ppl wel@adv inough@adv,that@art&gram_adj other@gram_adj man@n ben@v%pt_3 loggen@v%ppl wel@adv inough@adv,
As was his aventure or his fortune,"As was his aventure,° or his fortune",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 2999,,10,10,As was his aventure or his fortune,As was his aventure or his fortune,u S u SuSx u S uSx,u S u SuSx u S uSx,as@conj ben@v%pt_3 his@pron1%gen aventure@n or@conj his@pron1%gen fortune@n,as@conj ben@v%pt_3 his@pron1%gen aventure@n or@conj his@pron1%gen fortune@n,
That us governeth alle as in commune.,That us governeth alle as in commune.°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3000,,10,10,That us governeth alle as in commune,That us governeth alle as in commune,u S uSu Sx u S uSx,u S uSu Sx u S uSx,that@pron us@pron%pl_obj governen@v%pr_3 al@gram_adj as@conj in@prep commune@adj#n,that@pron us@pron%pl_obj governen@v%pr_3 al@gram_adj as@conj in@prep commune@adj#n,
"And so bifel that, longe er it were day","¶“And so bifel that, longe er° it were day",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3001,,10,10,And so bifel that longe er it were day,And so bifel that longe er it were day,u S uS u Sx u S ux S,u S uS u Sx u S ux S,and@conj so@adv bifallen@v%pt_3 that@conj longe@adv er@conj1 hit@pron ben@v%pt_3 dai@n,and@conj so@adv bifallen@v%pt_3 that@conj longe@adv er@conj1 hit@pron ben@v%pt_3 dai@n,
"This man mette in his bed, ther as he lay","This man mette in his bed, theras° he lay",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3002,DIFF,10,10,This man mette in his bed ther as he lay,This man mette in his bed theras he lay,u S ux S u S u S u S,u S ux S u S uS u S,this@gram_adj man@n meten@v3%pt_3 in@prep his@pron1%gen bed@n1 ther@adv as@conj he@pron1%nom lien@v1%pt_3,this@gram_adj man@n meten@v3%pt_3 in@prep his@pron1%gen bed@n1 ther-as@adv he@pron1%nom lien@v1%pt_3,green
How that his felawe gan upon hym calle,How that his felaw gan upon him calle,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3003,,10,10,How that his felawe gan upon hym calle,How that his felaw gan upon him calle,u S u Sux S uS u Sx,u S u Su S uS u Sx,hou@adv&conj that@part his@pron1%gen felaue@n ginnen@v%pt_3 upon@prep him@pron%obj callen@v%inf,hou@adv&conj that@part his@pron1%gen felaue@n ginnen@v%pt_3 upon@prep him@pron%obj callen@v%inf,
"And seyde, `Allas, for in an oxes stalle","And seide, ‘Allas! for in an oxes stalle",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3004,,10,10,And seyde Allas for in an oxes stalle,And seide Allas for in an oxes stalle,u Sx uS u S u Su Sx,u Sx uS u S u Su Sx,and@conj seien@v1%pt_3 alas@interj for@conj in@prep a@indef_art oxe@n%gen stalle@n,and@conj seien@v1%pt_3 alas@interj for@conj in@prep a@indef_art oxe@n%gen stalle@n,
This nyght I shal be mordred ther I lye!,This night I shal be mordred ther° I lie.,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3005,,10,10,This nyght I shal be mordred ther I lye,This night I shal be mordred ther I lie,u S u S u Su S u S,u S u S u Su S u S,this@gram_adj night@n ich@pron%nom shulen@v1%pr_1 ben@v%inf mortheren@v%ppl ther@adv ich@pron%nom lien@v1%pr_1,this@gram_adj night@n ich@pron%nom shulen@v1%pr_1 ben@v%inf mortheren@v%ppl ther@adv ich@pron%nom lien@v1%pr_1,
"Now help me, deere brother, or I dye.","Now help me, dere brother, er I die;",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3006,,10,10,Now help me deere brother or I dye,Now help me dere brother er I die,u S u Su Su S u S,u S u Su Su S u S,nou@adv helpen@v%imp me@pron2%obj dere@adj1 brother@n or@conj ich@pron%nom dien@v%pr_1,nou@adv helpen@v%imp me@pron2%obj dere@adj1 brother@n or@conj ich@pron%nom dien@v%pr_1,
In alle haste com to me!' he sayde.,"In alle haste com to me,’ he saide.",data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3007,,10,10,In alle haste com to me he sayde,In alle haste com to me he saide,u Su Su S u S u Sx,u Su Su S u S u Sx,in@prep al@gram_adj haste@n comen@v%imp to@prep me@pron2%obj he@pron1%nom seien@v1%pt_3,in@prep al@gram_adj haste@n comen@v%imp to@prep me@pron2%obj he@pron1%nom seien@v1%pt_3,
This man out of his sleep for feere abrayde;,This man out of his sleep for fere abraide;°,data/riverside_cats/NPT_riv.cat,data/oxford_txts/NPT_oxford.txt,data/csvs/NPT,The Nun's Priest's Tale 3008,,10,10,This man out of his sleep for feere abrayde,This man out of his sleep for fere abraide,u S u S u S u Sx uSx,u S u S u S u Sx uSx,this@gram_adj man@n oute@adv#prep of@prep his@pron1%gen slep@n for@prep fer@n1 abreiden@v1%pt_3,this@gram_adj man@n oute@adv#prep of@prep his@pron1%gen slep@n for@prep fer@n1 abreiden@v1%pt_3,
