headword,word,tag,line_number,filename,context,text_type
don,doon,v%inf,Troilus and Criseyde; Book III 1478,data/oxford_txts/TC3_oxford.txt,"“What shal I doon, for certes, I not how",OXFORD
gon,go,v%pr_pl,Troilus and Criseyde; Book III 1516,data/oxford_txts/TC3_oxford.txt,"To turne ayein, soone after that ye go",OXFORD
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1559,data/oxford_txts/TC3_oxford.txt,Han litel laiser had to slepe and mete;,OXFORD
connen,can,v%pr_pl,Troilus and Criseyde; Book III 1563,data/oxford_txts/TC3_oxford.txt,"This mery morwe, nece, how can ye fare?”",OXFORD
gon,go,v%inf,Troilus and Criseyde; Book III 1580,data/oxford_txts/TC3_oxford.txt,But of this thing right to the effect to go,OXFORD
seien,seyn,v%inf,Troilus and Criseyde; Book III 1622,data/oxford_txts/TC3_oxford.txt,"That I shal seyn, be war of this mischeef",OXFORD
gon,go,v%inf,Troilus and Criseyde; Book III 1677,data/oxford_txts/TC3_oxford.txt,But plainly to the effect right for to go,OXFORD
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1705,data/oxford_txts/TC3_oxford.txt,Han goon som bypath in despit of me;,OXFORD
gon,go,v%inf,Troilus and Criseyde; Book III 1762,data/oxford_txts/TC3_oxford.txt,And if that Love ought lete his bridel go,OXFORD
gon,gon,v%inf,Troilus and Criseyde; Book III 1781,data/oxford_txts/TC3_oxford.txt,The smale bestes leet he gon biside.,OXFORD
seien,seyn,v%inf,Troilus and Criseyde; Book III 1793,data/oxford_txts/TC3_oxford.txt,"For sooth to seyn, he lost held every wight",OXFORD
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1811,data/oxford_txts/TC3_oxford.txt,That ye thus fer han deined me to gide,OXFORD
seien,seyn,v%inf,The Physician's Tale 11,data/oxford_txts/PhyT_oxford.txt,"As though she wolde seyn, “Lo!° I, Nature",OXFORD
seien,seyn,v%inf,The Physician's Tale 15,data/oxford_txts/PhyT_oxford.txt,"Or grave,° or peinte; for I dar wel seyn",OXFORD
presumen,presumed,v%pt_pl,The Physician's Tale 18,data/oxford_txts/PhyT_oxford.txt,If they presumed me to countrefete.,OXFORD
seien,seyn,v%inf,The Physician's Tale 49,data/oxford_txts/PhyT_oxford.txt,"Though° she were wis as Pallas, dar I seyn",OXFORD
mouen,may,v%pr_pl,The Physician's Tale 68,data/oxford_txts/PhyT_oxford.txt,"To sone ripe° and bold, as men may see",OXFORD
haven,han,v%pr_pl,The Physician's Tale 77,data/oxford_txts/PhyT_oxford.txt,"Outher° for ye han kept your honestee,°",OXFORD
haven,han,v%pr_pl,The Physician's Tale 78,data/oxford_txts/PhyT_oxford.txt,"Or elles ye han falle in freletee,°",OXFORD
haven,han,v%pr_pl,The Physician's Tale 80,data/oxford_txts/PhyT_oxford.txt,And han forsaken fully swich meschaunce°,OXFORD
seien,seyn,v%inf,The Physician's Tale 90,data/oxford_txts/PhyT_oxford.txt,And taketh kepe of that° that I shal seyn;,OXFORD
haven,han,v%pr_pl,The Physician's Tale 94,data/oxford_txts/PhyT_oxford.txt,"Though ye han children, be it oon or mo",OXFORD
don,doon,v%pr_pl,The Physician's Tale 100,data/oxford_txts/PhyT_oxford.txt,"If that they doon, ye shul it dere abeie.°",OXFORD
shulen,shul,v%pr_pl,The Physician's Tale 152,data/oxford_txts/PhyT_oxford.txt,As ye shul here it after openly,OXFORD
shulen,shul,v%pr_pl,The Physician's Tale 177,data/oxford_txts/PhyT_oxford.txt,The sentence° of it was as ye shul here.,OXFORD
haven,han,v%pr_pl,The Physician's Tale 230,data/oxford_txts/PhyT_oxford.txt,Han herd; nat nedeth° for to telle it more.,OXFORD
don,do,v%inf,The Physician's Tale 233,data/oxford_txts/PhyT_oxford.txt,"About his nekke, as she was wont to do:",OXFORD
gon,gon,v%pr_pl,The Physician's Tale 267,data/oxford_txts/PhyT_oxford.txt,For which unto this Apius they gon,OXFORD
connen,can,v%pr_pl,The Canon's Yeoman's Tale 773,data/oxford_txts/CYT_oxford.txt,For alle our sleightes° we can nat conclude.°,OXFORD
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 803,data/oxford_txts/CYT_oxford.txt,"To bringe aboute our purpos, if we may.",OXFORD
haven,han,v%inf,The Canon's Yeoman's Tale 831,data/oxford_txts/CYT_oxford.txt,He shal no good han that him may suffise;,OXFORD
comen,com,v%inf,The Canon's Yeoman's Tale 835,data/oxford_txts/CYT_oxford.txt,"Lat him com forth, and lerne multiplie;°",OXFORD
seien,seyn,v%inf,The Canon's Yeoman's Tale 851,data/oxford_txts/CYT_oxford.txt,"This is to seyn, they faillen bothe two.",OXFORD
haven,had,v%pt_pl,The Canon's Yeoman's Tale 864,data/oxford_txts/CYT_oxford.txt,"For had we him,° than wer we siker ynow.°",OXFORD
ben,wer,v%pt_pl,The Canon's Yeoman's Tale 864,data/oxford_txts/CYT_oxford.txt,"For had we him,° than wer we siker ynow.°",OXFORD
disseveren,dissever,v%inf,The Canon's Yeoman's Tale 875,data/oxford_txts/CYT_oxford.txt,"That futur temps° hath maad men to dissever,°",OXFORD
connen,can,v%pr_pl,The Canon's Yeoman's Tale 877,data/oxford_txts/CYT_oxford.txt,"Yet of that art they can nat wexen sadde,°",OXFORD
gon,goon,v%pr_pl,The Canon's Yeoman's Tale 884,data/oxford_txts/CYT_oxford.txt,"And evermore, wher that ever° they goon",OXFORD
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 885,data/oxford_txts/CYT_oxford.txt,Men may hem knowe by smel of brimstoon;,OXFORD
listen,list,v%pr_pl,The Canon's Yeoman's Tale 891,data/oxford_txts/CYT_oxford.txt,"If that men list,° this folk they knowe may.",OXFORD
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 891,data/oxford_txts/CYT_oxford.txt,"If that men list,° this folk they knowe may.",OXFORD
willen,wol,v%pr_pl,The Canon's Yeoman's Tale 894,data/oxford_txts/CYT_oxford.txt,They right anon° wol rownen° in his ere,OXFORD
seien,seyn,v%inf,The Canon's Yeoman's Tale 895,data/oxford_txts/CYT_oxford.txt,"And seyn, that if that they espied° were",OXFORD
seien,seyn,v%inf,The Canon's Yeoman's Tale 902,data/oxford_txts/CYT_oxford.txt,"Now he is goon, I dar seyn boldely—",OXFORD
seien,seyn,v%pr_pl,The Canon's Yeoman's Tale 903,data/oxford_txts/CYT_oxford.txt,"For, as men seyn, he can doon craftily;°",OXFORD
don,doon,v%inf,The Canon's Yeoman's Tale 903,data/oxford_txts/CYT_oxford.txt,"For, as men seyn, he can doon craftily;°",OXFORD
witen,wit,v%pr_pl,The Canon's Yeoman's Tale 906,data/oxford_txts/CYT_oxford.txt,And wit° ye how? ful ofte it happeth so,OXFORD
mouen,mow,v%pr_pl,The Canon's Yeoman's Tale 909,data/oxford_txts/CYT_oxford.txt,Our walles mow° nat make hem resistence,OXFORD
gon,goon,v%pr_pl,The Canon's Yeoman's Tale 911,data/oxford_txts/CYT_oxford.txt,"They percen so, and thurgh the wal they goon",OXFORD
swepen,sweep,v%inf,The Canon's Yeoman's Tale 936,data/oxford_txts/CYT_oxford.txt,"As usage° is, lat sweep the floor as swithe,°",OXFORD
haven,han,v%pr_pl,The Canon's Yeoman's Tale 943,data/oxford_txts/CYT_oxford.txt,"Yet is ther heer, though that we han nat al.",OXFORD
haven,han,v%inf,The Canon's Yeoman's Tale 953,data/oxford_txts/CYT_oxford.txt,"And but° I do, sirs, lat me han the wite;°",OXFORD
seien,sey,v%inf,The Canon's Yeoman's Tale 956,data/oxford_txts/CYT_oxford.txt,"But, be it hoot or cold, I dar sey this",OXFORD
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 970,data/oxford_txts/CYT_oxford.txt,"That shul ye knowe, er that I fro yow wende,°",OXFORD
gon,goon,v%pr_pl,The Canon's Yeoman's Tale 987,data/oxford_txts/CYT_oxford.txt,And yet men ride and goon ful many a mile,OXFORD
witen,woot,v%pr_pl,The Canon's Yeoman's Tale 1001,data/oxford_txts/CYT_oxford.txt,But eek for other mo;° ye woot wel how,OXFORD
willen,wol,v%pr_pl,The Canon's Yeoman's Tale 1006,data/oxford_txts/CYT_oxford.txt,"Save only this, if ye wol herkne me",OXFORD
hongen,hang,v%inf,The Canon's Yeoman's Tale 1029,data/oxford_txts/CYT_oxford.txt,Another day do hang me by the hals!”°,OXFORD
seien,sey,v%inf,The Canon's Yeoman's Tale 1041,data/oxford_txts/CYT_oxford.txt,To swich a man I can never sey nay.”,OXFORD
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1053,data/oxford_txts/CYT_oxford.txt,Sin ye so goodlich° han been unto me,OXFORD
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1059,data/oxford_txts/CYT_oxford.txt,"Taketh good heed,° ye shul wel seen at eye,°",OXFORD
willen,wol,v%pr_pl,The Canon's Yeoman's Tale 1061,data/oxford_txts/CYT_oxford.txt,"“Ye,” quod the preest, “ye, sir, and wol ye° so?",OXFORD
gon,go,v%inf,The Canon's Yeoman's Tale 1082,data/oxford_txts/CYT_oxford.txt,"Wherfor, to go to the conclusioun",OXFORD
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1099,data/oxford_txts/CYT_oxford.txt,"Of metals, which ye han herd me reherce",OXFORD
gon,gon,v%inf,The Canon's Yeoman's Tale 1102,data/oxford_txts/CYT_oxford.txt,"¶“Sir,” quod he to the preest, “lat° your man gon°",OXFORD
shulen,shal,v%pr_pl,The Canon's Yeoman's Tale 1105,data/oxford_txts/CYT_oxford.txt,"And whan he comth, as faste° shal ye see",OXFORD
gon,go,v%inf,The Canon's Yeoman's Tale 1115,data/oxford_txts/CYT_oxford.txt,That he anon might go to his werkinge.,OXFORD
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1125,data/oxford_txts/CYT_oxford.txt,"For ye shul seen heer, by experience",OXFORD
gon,gon,v%pr_pl,The Canon's Yeoman's Tale 1143,data/oxford_txts/CYT_oxford.txt,And to hir° labour speedily they gon.,OXFORD
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1155,data/oxford_txts/CYT_oxford.txt,Shul werche al thing° which that shal heer be do.”°,OXFORD
sitten,sit,v%pr_pl,The Canon's Yeoman's Tale 1195,data/oxford_txts/CYT_oxford.txt,"Sit we doun, and lat us mery make.”°",OXFORD
haven,han,v%inf,The Canon's Yeoman's Tale 1209,data/oxford_txts/CYT_oxford.txt,"That is an ingot, if I may han hap.°",OXFORD
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1211,data/oxford_txts/CYT_oxford.txt,"Ful of water, and ye shul see wel thanne",OXFORD
haven,han,v%inf,The Canon's Yeoman's Tale 1213,data/oxford_txts/CYT_oxford.txt,"And yet, for° ye shul han no misbileve°",OXFORD
gon,go,v%inf,The Canon's Yeoman's Tale 1216,data/oxford_txts/CYT_oxford.txt,"But go with yow, and com with yow agein.”",OXFORD
comen,com,v%inf,The Canon's Yeoman's Tale 1216,data/oxford_txts/CYT_oxford.txt,"But go with yow, and com with yow agein.”",OXFORD
seien,seyn,v%inf,The Canon's Yeoman's Tale 1217,data/oxford_txts/CYT_oxford.txt,"The chambre dore, shortly for to seyn",OXFORD
vouchen_sauf,vouchesauf,v%pr_pl,The Canon's Yeoman's Tale 1246,data/oxford_txts/CYT_oxford.txt,"But, and ye vouchesauf° to techen me",OXFORD
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 1250,data/oxford_txts/CYT_oxford.txt,"The second time, that ye may taken hede",OXFORD
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1256,data/oxford_txts/CYT_oxford.txt,And do therwith as ye han doon er this,OXFORD
willen,wol,v%pr_pl,The Canon's Yeoman's Tale 1283,data/oxford_txts/CYT_oxford.txt,"¶Now goode sirs, what wol ye bet than wel?°",OXFORD
seien,seyn,v%inf,The Canon's Yeoman's Tale 1285,data/oxford_txts/CYT_oxford.txt,"Supposing° noght but treuthe, soth to seyn",OXFORD
gon,gon,v%inf,The Canon's Yeoman's Tale 1331,data/oxford_txts/CYT_oxford.txt,"And thanne seid the chanon, “Lat us gon",OXFORD
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1332,data/oxford_txts/CYT_oxford.txt,"With thes three teines, which that we han wroght",OXFORD
putten,put,v%pt_pl,The Canon's Yeoman's Tale 1338,data/oxford_txts/CYT_oxford.txt,"They wente, and put thes teines in assay°",OXFORD
seien,sey,v%inf,The Canon's Yeoman's Tale 1339,data/oxford_txts/CYT_oxford.txt,"To° fir and hamer; might no man sey nay,°",OXFORD
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1361,data/oxford_txts/CYT_oxford.txt,"Ye shul pay fourty pound, so God me save!",OXFORD
paien,pay,v%inf,The Canon's Yeoman's Tale 1361,data/oxford_txts/CYT_oxford.txt,"Ye shul pay fourty pound, so God me save!",OXFORD
haven,han,v%inf,The Canon's Yeoman's Tale 1368,data/oxford_txts/CYT_oxford.txt,"¶“Sir preest,” he seide, “I kepe han no loos°",OXFORD
haven,han,v%inf,The Canon's Yeoman's Tale 1372,data/oxford_txts/CYT_oxford.txt,"By God, they wolden han so greet envie",OXFORD
seien,sey,v%pr_pl,The Canon's Yeoman's Tale 1375,data/oxford_txts/CYT_oxford.txt,"“God it forbed!” quod the preest, “What sey ye?”",OXFORD
connen,can,v%pr_pl,The Canon's Yeoman's Tale 1395,data/oxford_txts/CYT_oxford.txt,"In this craft, that men can nat com therby,°",OXFORD
comen,com,v%inf,The Canon's Yeoman's Tale 1395,data/oxford_txts/CYT_oxford.txt,"In this craft, that men can nat com therby,°",OXFORD
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1399,data/oxford_txts/CYT_oxford.txt,But to hir purpos° shul they nevere atteine.,OXFORD
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1407,data/oxford_txts/CYT_oxford.txt,"O! fy! for shame! they that han been brent,°",OXFORD
connen,can,v%pr_pl,The Canon's Yeoman's Tale 1408,data/oxford_txts/CYT_oxford.txt,Allas! can they nat flee the fires hete?°,OXFORD
gon,goon,v%inf,The Canon's Yeoman's Tale 1416,data/oxford_txts/CYT_oxford.txt,As for to goon besides° in the weye.,OXFORD
connen,can,v%pr_pl,The Canon's Yeoman's Tale 1418,data/oxford_txts/CYT_oxford.txt,If that youre eyen can nat seen aright,OXFORD
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 1422,data/oxford_txts/CYT_oxford.txt,But wasten al that ye may rape° and renne.°,OXFORD
don,doon,v%pr_pl,The Canon's Yeoman's Tale 1425,data/oxford_txts/CYT_oxford.txt,"For, if ye doon, your thrift° is goon ful clene.°",OXFORD
slen,slain,v%ppl,The Canon's Yeoman's Tale 1436,data/oxford_txts/CYT_oxford.txt,"Ne dyeth nat, but if that° he be slain",OXFORD
seien,sayn,v%inf,The Canon's Yeoman's Tale 1437,data/oxford_txts/CYT_oxford.txt,With his brother; and that is for to sayn,OXFORD
sweren,sworn,v%ppl,The Canon's Yeoman's Tale 1464,data/oxford_txts/CYT_oxford.txt,"The philosophres sworn were everichoon,°",OXFORD
gon,goon,v%inf,The Canon's Yeoman's Tale 1475,data/oxford_txts/CYT_oxford.txt,"I rede,° as for the beste, lete it goon.",OXFORD
gon,gon,v%inf,The Second Nun's Tale 141,data/oxford_txts/SNT_oxford.txt,"The night cam, and to bedde most° she gon",OXFORD
shulen,shul,v%pr_pl,The Second Nun's Tale 170,data/oxford_txts/SNT_oxford.txt,"“If that yow list,° the angel shul ye see",OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 179,data/oxford_txts/SNT_oxford.txt,And whan that ye Seint Urban han biholde,OXFORD
shulen,shul,v%pr_pl,The Second Nun's Tale 182,data/oxford_txts/SNT_oxford.txt,"Than shul ye see that angel, er ye twinne.”°",OXFORD
haven,han,v%inf,The Second Nun's Tale 234,data/oxford_txts/SNT_oxford.txt,"Sey what thee list,° and thou shalt han thy bone.”°",OXFORD
haven,han,v%inf,The Second Nun's Tale 237,data/oxford_txts/SNT_oxford.txt,I pray yow that my brother may han grace,OXFORD
knouen,know,v%inf,The Second Nun's Tale 238,data/oxford_txts/SNT_oxford.txt,"To know the trouthe, as I do in this place.”",OXFORD
gon,go,v%inf,The Second Nun's Tale 250,data/oxford_txts/SNT_oxford.txt,The savour mighte in me no depper go.,OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 253,data/oxford_txts/SNT_oxford.txt,"Valerian seid, “Two corones han we",OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 255,data/oxford_txts/SNT_oxford.txt,Which that thin yën han no might° to see;,OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 262,data/oxford_txts/SNT_oxford.txt,"“In dremes,” quod Valerian, “han we be",OXFORD
mouen,may,v%pr_pl,The Second Nun's Tale 294,data/oxford_txts/SNT_oxford.txt,And after that she seide as ye may here:,OXFORD
shulen,shul,v%pr_pl,The Second Nun's Tale 318,data/oxford_txts/SNT_oxford.txt,Algate° ybrend° in this world shul we be!”,OXFORD
mouen,may,v%pr_pl,The Second Nun's Tale 332,data/oxford_txts/SNT_oxford.txt,That ther was other lif ther men may wone.”°,OXFORD
mouen,may,v%pr_pl,The Second Nun's Tale 341,data/oxford_txts/SNT_oxford.txt,Three persones may ther right wel be.”,OXFORD
don,doon,v%inf,The Second Nun's Tale 346,data/oxford_txts/SNT_oxford.txt,"To doon mankinde plein remissioun,°",OXFORD
seien,seyn,v%inf,The Second Nun's Tale 358,data/oxford_txts/SNT_oxford.txt,It were ful hard by ordre for to seyn,OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 386,data/oxford_txts/SNT_oxford.txt,“Ye han for sothe ydoon a greet bataille,OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 387,data/oxford_txts/SNT_oxford.txt,"Your cours is doon, your feith han ye conserved",OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 389,data/oxford_txts/SNT_oxford.txt,"The rightful juge, which that ye han served",OXFORD
don,doon,v%inf,The Second Nun's Tale 392,data/oxford_txts/SNT_oxford.txt,Men ladde hem forth to doon the sacrifise.,OXFORD
don,doon,v%inf,The Second Nun's Tale 413,data/oxford_txts/SNT_oxford.txt,"Doon sacrifice,° and Jupiter encense.",OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 428,data/oxford_txts/SNT_oxford.txt,"“Ye han bigon your question folily,”°",OXFORD
biginnen,bigon,v%ppl,The Second Nun's Tale 428,data/oxford_txts/SNT_oxford.txt,"“Ye han bigon your question folily,”°",OXFORD
asken,axed,v%pt_pl,The Second Nun's Tale 430,data/oxford_txts/SNT_oxford.txt,In oo demande; ye axed lewedly.”°,OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 445,data/oxford_txts/SNT_oxford.txt,Han thus comanded and maad ordinaunce,OXFORD
haven,han,v%inf,The Second Nun's Tale 446,data/oxford_txts/SNT_oxford.txt,That every Cristen wight° shal han penaunce°,OXFORD
don,do,v%inf,The Second Nun's Tale 459,data/oxford_txts/SNT_oxford.txt,"Do sacrifice, or cristendom reneye",OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 470,data/oxford_txts/SNT_oxford.txt,"“Han noght our mighty princes to me yeven,°",OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 480,data/oxford_txts/SNT_oxford.txt,"Thou seyst, thy princes han thee yeven might",OXFORD
seien,seyn,v%inf,The Second Nun's Tale 484,data/oxford_txts/SNT_oxford.txt,"But thou mayst seyn,° thy princes han thee maked",OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 484,data/oxford_txts/SNT_oxford.txt,"But thou mayst seyn,° thy princes han thee maked",OXFORD
don,doon,v%inf,The Second Nun's Tale 530,data/oxford_txts/SNT_oxford.txt,That no man sholde doon man swich penaunce°,OXFORD
don,do,v%inf,The Second Nun's Tale 532,data/oxford_txts/SNT_oxford.txt,This tormentour ne dorste° do namore.,OXFORD
haven,han,v%pr_pl,The Second Nun's Tale 536,data/oxford_txts/SNT_oxford.txt,With shetes han the blood ful faire yhent.°,OXFORD
haven,han,v%inf,The Second Nun's Tale 543,data/oxford_txts/SNT_oxford.txt,To han respit three dayes and namo,OXFORD
don,do,v%inf,The Second Nun's Tale 545,data/oxford_txts/SNT_oxford.txt,"Thise soules, lo! and that I might do werche°",OXFORD
don,doon,v%pr_pl,The Second Nun's Tale 553,data/oxford_txts/SNT_oxford.txt,Men doon to Crist and to his seint servise.,OXFORD
slen,slain,v%ppl,Book of the Duchess 26,data/oxford_txts/BD_oxford.txt,"Hath slain° my spirit of quiknesse,°",OXFORD
don,do,v%inf,Book of the Duchess 29,data/oxford_txts/BD_oxford.txt,So I not° what is best to do.,OXFORD
helen,heel,v%inf,Book of the Duchess 40,data/oxford_txts/BD_oxford.txt,That may me heel; but that is done.°,OXFORD
passen,pass,v%pr_pl,Book of the Duchess 41,data/oxford_txts/BD_oxford.txt,Pass we over until efte;°,OXFORD
loven,loved,v%pt_pl,Book of the Duchess 56,data/oxford_txts/BD_oxford.txt,Whil° men loved the lawe of kinde.°,OXFORD
comen,com,v%ppl,Book of the Duchess 135,data/oxford_txts/BD_oxford.txt,"¶Whan he was com, she bad him thus:",OXFORD
haven,had,v%pt_pl,Book of the Duchess 172,data/oxford_txts/BD_oxford.txt,They had good leiser° for to route°,OXFORD
lien,lay,v%pt_pl,Book of the Duchess 176,data/oxford_txts/BD_oxford.txt,And som lay naked in her bedde,OXFORD
gon,goon,v%inf,Book of the Duchess 187,data/oxford_txts/BD_oxford.txt,“Juno bad thow shuldest goon”—,OXFORD
don,doon,v%inf,Book of the Duchess 188,data/oxford_txts/BD_oxford.txt,And tolde him what he shulde doon,OXFORD
gon,goon,v%inf,Book of the Duchess 193,data/oxford_txts/BD_oxford.txt,"Out of his slepe, and gan to goon",OXFORD
don,doon,v%inf,Book of the Duchess 194,data/oxford_txts/BD_oxford.txt,And did as he had bede° him doon;,OXFORD
shulen,shul,v%pr_pl,Book of the Duchess 205,data/oxford_txts/BD_oxford.txt,Ye shul me never on live yse.°,OXFORD
birien,bury,v%pr_pl,Book of the Duchess 207,data/oxford_txts/BD_oxford.txt,"Bury my body, for suche a tide°",OXFORD
pleien,pley,v%inf,Book of the Duchess 239,data/oxford_txts/BD_oxford.txt,And yet me list right evel to pley—,OXFORD
dien,dey,v%inf,Book of the Duchess 240,data/oxford_txts/BD_oxford.txt,“Rather then that I shulde dey°,OXFORD
neden,need,v%inf,Book of the Duchess 256,data/oxford_txts/BD_oxford.txt,Him thar not need° to turnen ofte.,OXFORD
don,do,v%inf,Book of the Duchess 259,data/oxford_txts/BD_oxford.txt,I wol do peint° with pure golde,OXFORD
peinten,peint,v%inf,Book of the Duchess 259,data/oxford_txts/BD_oxford.txt,I wol do peint° with pure golde,OXFORD
maken,mak,v%inf,Book of the Duchess 263,data/oxford_txts/BD_oxford.txt,If he can mak me slepe sone,OXFORD
don,do,v%inf,Book of the Duchess 268,data/oxford_txts/BD_oxford.txt,"That is his goddesse, I shal so° do",OXFORD
slepen,sleep,v%inf,Book of the Duchess 274,data/oxford_txts/BD_oxford.txt,"To sleep, that right upon my booke",OXFORD
fortunen,fortuned,v%pt_pl,Book of the Duchess 288,data/oxford_txts/BD_oxford.txt,Suche mervailes fortuned than)°,OXFORD
areden,ared,v%inf,Book of the Duchess 289,data/oxford_txts/BD_oxford.txt,"I trowe, ared° my dremes even.°",OXFORD
waken,waked,v%ppl,Book of the Duchess 294,data/oxford_txts/BD_oxford.txt,"And loked forth, for I was waked",OXFORD
singen,song,v%pt_pl,Book of the Duchess 304,data/oxford_txts/BD_oxford.txt,Had herd; for somme of hem song lowe,OXFORD
singen,sing,v%inf,Book of the Duchess 318,data/oxford_txts/BD_oxford.txt,"To sing, for ech of hem him peined",OXFORD
sparen,spared,v%pt_pl,Book of the Duchess 320,data/oxford_txts/BD_oxford.txt,They ne spared not hir throtes.,OXFORD
seien,seyn,v%inf,Book of the Duchess 321,data/oxford_txts/BD_oxford.txt,"And, soth to seyn, my chambre was",OXFORD
willen,wold,v%pt_pl,Book of the Duchess 351,data/oxford_txts/BD_oxford.txt,How they wold slee the hert° with strengthe,OXFORD
hien,hied,v%pt_pl,Book of the Duchess 363,data/oxford_txts/BD_oxford.txt,And hied hem° to the forest faste,OXFORD
gon,go,v%pr_pl,Book of the Duchess 371,data/oxford_txts/BD_oxford.txt,Go we faste!” and gan to ride.,OXFORD
comen,cam,v%pt_pl,Book of the Duchess 372,data/oxford_txts/BD_oxford.txt,Whan we cam to the forest side,OXFORD
don,doon,v%inf,Book of the Duchess 374,data/oxford_txts/BD_oxford.txt,As to huntinge fel to doon.°,OXFORD
haven,had,v%pt_pl,Book of the Duchess 404,data/oxford_txts/BD_oxford.txt,"Had mad hir dwelling ther, I trowe;°",OXFORD
failen,fail,v%inf,Book of the Duchess 441,data/oxford_txts/BD_oxford.txt,Yet shulde he fail to rekene evene,OXFORD
mouen,may,v%pr_pl,Book of the Duchess 485,data/oxford_txts/BD_oxford.txt,"So good, that men may wel yse °",OXFORD
feinten,faint,v%inf,Book of the Duchess 488,data/oxford_txts/BD_oxford.txt,His sorwful hert gan faste faint,OXFORD
lien,lay,v%pt_pl,Book of the Duchess 508,data/oxford_txts/BD_oxford.txt,And lay so colde upon his herte;,OXFORD
seien,sayn,v%inf,Book of the Duchess 514,data/oxford_txts/BD_oxford.txt,"¶But at the last, to sayn right sothe",OXFORD
seien,seyn,v%inf,Book of the Duchess 520,data/oxford_txts/BD_oxford.txt,"I herd thee not, to seyn the sothe",OXFORD
willen,wol,v%pr_pl,Book of the Duchess 546,data/oxford_txts/BD_oxford.txt,"But, sir, oo° thinge wol ye here?°",OXFORD
maken,mak,v%inf,Book of the Duchess 553,data/oxford_txts/BD_oxford.txt,"For, by my trouth,° to mak you hool,°",OXFORD
helen,heel,v%inf,Book of the Duchess 571,data/oxford_txts/BD_oxford.txt,Ne° heel me may no phisicien,OXFORD
seien,seyn,v%inf,Book of the Duchess 596,data/oxford_txts/BD_oxford.txt,"May seyn, he hath ymet with sorwe;",OXFORD
tellen,tel,v%inf,Book of the Duchess 598,data/oxford_txts/BD_oxford.txt,¶“Allas! and I wol tel the why;,OXFORD
seien,sey,v%inf,Book of the Duchess 651,data/oxford_txts/BD_oxford.txt,"Trowest thou?° by our Lorde, I wol thee sey.”°",OXFORD
pleien,play,v%inf,Book of the Duchess 656,data/oxford_txts/BD_oxford.txt,Allas! I couth no lenger play,OXFORD
pleien,pley,v%inf,Book of the Duchess 662,data/oxford_txts/BD_oxford.txt,Ful craftier to pley she was,OXFORD
knouen,know,v%ppl,Book of the Duchess 666,data/oxford_txts/BD_oxford.txt,Ykoude and know° the jeupardies°,OXFORD
drauen,draw,v%ppl,Book of the Duchess 682,data/oxford_txts/BD_oxford.txt,I wolde have draw the same draught.°,OXFORD
sweren,swer,v%inf,Book of the Duchess 684,data/oxford_txts/BD_oxford.txt,I dar wel swer she took the beste!,OXFORD
dien,dey,v%inf,Book of the Duchess 692,data/oxford_txts/BD_oxford.txt,But live and dey° right in this thoght.,OXFORD
tellen,tel,v%inf,Book of the Duchess 710,data/oxford_txts/BD_oxford.txt,And whan I herd him tel this tale,OXFORD
don,do,v%inf,Book of the Duchess 719,data/oxford_txts/BD_oxford.txt,Of noght° that Fortune coude do.”,OXFORD
haven,had,v%pt_pl,Book of the Duchess 723,data/oxford_txts/BD_oxford.txt,Thogh ye had lost the ferses° twelve,OXFORD
mortheren,mordred,v%pt_pl,Book of the Duchess 724,data/oxford_txts/BD_oxford.txt,And° ye for sorwe mordred° yourselve,OXFORD
shulen,shold,v%pt_pl,Book of the Duchess 725,data/oxford_txts/BD_oxford.txt,Ye shold be dampned in this cas,OXFORD
