headword,word,tag,line_number,filename,context,text_type,reason
shulen,shal,v%pr_3,Troilus and Criseyde; Book II 1456,data/oxford_txts/TC2_oxford.txt,"He shal be swich, right as we wole him have.",OXFORD,Present 3rd sg must end in -th
shulen,shal,v%pr_3,Troilus and Criseyde; Book II 1459,data/oxford_txts/TC2_oxford.txt,"“Sire, al this shal be doon,” quod Pandarus;",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1468,data/oxford_txts/TC2_oxford.txt,Is now aboute eftsones for to plete,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1471,data/oxford_txts/TC2_oxford.txt,"“What is he more aboute, me to drecche",OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_3,Troilus and Criseyde; Book II 1484,data/oxford_txts/TC2_oxford.txt,"For ought he can, whan that so he biginne.”",OXFORD,Present 3rd sg must end in -th
biginnen,biginne,v%pr_3,Troilus and Criseyde; Book II 1484,data/oxford_txts/TC2_oxford.txt,"For ought he can, whan that so he biginne.”",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1497,data/oxford_txts/TC2_oxford.txt,"And seide him, “Now is time, if that thou conne",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1498,data/oxford_txts/TC2_oxford.txt,"To bere thee wel tomorwe, and al is wonne.",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1508,data/oxford_txts/TC2_oxford.txt,That for hir love is that I fare amis;,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1520,data/oxford_txts/TC2_oxford.txt,“Sey that thy fever is wont thee for to take,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1523,data/oxford_txts/TC2_oxford.txt,"For, pardee, sik is he that is in sorwe.",OXFORD,Present 3rd sg must end in -th
shulen,shal,v%pr_3,Troilus and Criseyde; Book II 1526,data/oxford_txts/TC2_oxford.txt,Thy grace she shal fully ther conferme.”,OXFORD,Present 3rd sg must end in -th
wenden,wente,v%pt_3,Troilus and Criseyde; Book II 1537,data/oxford_txts/TC2_oxford.txt,And Troilus to paleis wente blive.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
wenden,wente,v%pt_3,Troilus and Criseyde; Book II 1540,data/oxford_txts/TC2_oxford.txt,And to Deiphebus hous at night he wente.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,Troilus and Criseyde; Book II 1547,data/oxford_txts/TC2_oxford.txt,That ye han herd Pandare er this devise.,OXFORD,Present plural must end in -en or -e
witen,woot,v%pr_3,Troilus and Criseyde; Book II 1551,data/oxford_txts/TC2_oxford.txt,"God woot, that he it grauntede anonright",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1564,data/oxford_txts/TC2_oxford.txt,But flee we now prolixitee best is,OXFORD,Present 3rd sg must end in -th
gon,go,v%inf,Troilus and Criseyde; Book II 1565,data/oxford_txts/TC2_oxford.txt,"For love of God, and lat us faste go",OXFORD,Infinitive must end in -en or -e
feden,fedde,v%pt_3,Troilus and Criseyde; Book II 1570,data/oxford_txts/TC2_oxford.txt,And fedde hem wel with al that mighte like.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,don,v%pr_pl,Troilus and Criseyde; Book II 1584,data/oxford_txts/TC2_oxford.txt,"As folk don yet, whan som wight hath bigonne",OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book II 1587,data/oxford_txts/TC2_oxford.txt,"“He is, he can, that fewe lordes conne.”",OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_3,Troilus and Criseyde; Book II 1587,data/oxford_txts/TC2_oxford.txt,"“He is, he can, that fewe lordes conne.”",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1593,data/oxford_txts/TC2_oxford.txt,For who is that ne wolde hir glorifie,OXFORD,Present 3rd sg must end in -th
don,don,v%inf,Troilus and Criseyde; Book II 1594,data/oxford_txts/TC2_oxford.txt,To mowen swich a knight don live or die?,OXFORD,Infinitive must end in -en or -e
willen,wol,v%pr_pl,Troilus and Criseyde; Book II 1601,data/oxford_txts/TC2_oxford.txt,"And seide to Deiphebus, “Wol ye goon",OXFORD,Present plural must end in -en or -e
gon,goon,v%inf,Troilus and Criseyde; Book II 1601,data/oxford_txts/TC2_oxford.txt,"And seide to Deiphebus, “Wol ye goon",OXFORD,Infinitive must end in -en or -e
gon,go,v%pr_pl,Troilus and Criseyde; Book II 1605,data/oxford_txts/TC2_oxford.txt,"Took first the tale, and seide, “Go we blive”;",OXFORD,Present plural must end in -en or -e
biholden,bihelde,v%pt_3,Troilus and Criseyde; Book II 1606,data/oxford_txts/TC2_oxford.txt,And goodly on Criseyde she bihelde,OXFORD,Strong pt sg must not end in -en or -e
yeven,yeve,v%pr_3,Troilus and Criseyde; Book II 1609,data/oxford_txts/TC2_oxford.txt,"And yeve me sorwe, but he shal it rewe",OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book II 1610,data/oxford_txts/TC2_oxford.txt,"If that I may, and alle folk be trewe.”",OXFORD,Present 3rd sg must end in -th
stonden,stant,v%pr_3,Troilus and Criseyde; Book II 1613,data/oxford_txts/TC2_oxford.txt,"“My lordes and my ladies, it stant thus;",OXFORD,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book II 1614,data/oxford_txts/TC2_oxford.txt,"What sholde I lenger,” quod he, “do yow dwelle?”",OXFORD,Infinitive must end in -en or -e
ben,be,v%pr_3,Troilus and Criseyde; Book II 1620,data/oxford_txts/TC2_oxford.txt,"“Anhonged be swich oon, were he my brother;",OXFORD,Present 3rd sg must end in -th
witen,it,v%pr_3,Troilus and Criseyde; Book II 1627,data/oxford_txts/TC2_oxford.txt,"I mene, Ector? or woot it Troilus?”",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_pl,Troilus and Criseyde; Book II 1628,data/oxford_txts/TC2_oxford.txt,"He seide, “Ye, but wol ye now me here?",OXFORD,Present plural must end in -en or -e
tellen,tolde,v%pt_3,Troilus and Criseyde; Book II 1631,data/oxford_txts/TC2_oxford.txt,"She tolde hirself him al this, er she wente.",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
wenden,wente,v%pt_3,Troilus and Criseyde; Book II 1631,data/oxford_txts/TC2_oxford.txt,"She tolde hirself him al this, er she wente.",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book II 1633,data/oxford_txts/TC2_oxford.txt,"By cause, lo, that she a lady is;",OXFORD,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book II 1635,data/oxford_txts/TC2_oxford.txt,"And do yow wite, and that anoon, ywis",OXFORD,Infinitive must end in -en or -e
haven,have,v%pr_3,Troilus and Criseyde; Book II 1638,data/oxford_txts/TC2_oxford.txt,"“God have thy soule, ybrought have I thy bere!”",OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book II 1642,data/oxford_txts/TC2_oxford.txt,"And seide hem, “So there be no taryinge",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,Troilus and Criseyde; Book II 1643,data/oxford_txts/TC2_oxford.txt,"Ne more pres, he wol wel that ye bringe",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1644,data/oxford_txts/TC2_oxford.txt,"Crisëyda, my lady, that is here;",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,Troilus and Criseyde; Book II 1645,data/oxford_txts/TC2_oxford.txt,"And as he may enduren, he wol here.",OXFORD,Present 3rd sg must end in -th
witen,woot,v%pr_pl,Troilus and Criseyde; Book II 1646,data/oxford_txts/TC2_oxford.txt,"“But wel ye woot, the chaumbre is but lite",OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book II 1646,data/oxford_txts/TC2_oxford.txt,"“But wel ye woot, the chaumbre is but lite",OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_3,Troilus and Criseyde; Book II 1647,data/oxford_txts/TC2_oxford.txt,And fewe folk may lightly make it warm;,OXFORD,Present 3rd sg must end in -th
loken,loketh,v%pr_pl,Troilus and Criseyde; Book II 1648,data/oxford_txts/TC2_oxford.txt,Now loketh ye (for I wol have no wite,OXFORD,Present plural must end in -en or -e
ben,be,v%pr_3,Troilus and Criseyde; Book II 1651,data/oxford_txts/TC2_oxford.txt,Wher it be bet she bide til eftsones;,OXFORD,Present 3rd sg must end in -th
biden,bide,v%pr_3,Troilus and Criseyde; Book II 1651,data/oxford_txts/TC2_oxford.txt,Wher it be bet she bide til eftsones;,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1652,data/oxford_txts/TC2_oxford.txt,"Now loketh ye, that knowen what to doon is.",OXFORD,Present 3rd sg must end in -th
wenden,wente,v%pt_3,Troilus and Criseyde; Book II 1654,data/oxford_txts/TC2_oxford.txt,That no wight in ne wente but ye tweie,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
connen,can,v%pr_3,Troilus and Criseyde; Book II 1656,data/oxford_txts/TC2_oxford.txt,"Reherce hir cas, unlik that she can seye;",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1660,data/oxford_txts/TC2_oxford.txt,"“And eek, for she is straunge, he wol forbere",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,Troilus and Criseyde; Book II 1660,data/oxford_txts/TC2_oxford.txt,"“And eek, for she is straunge, he wol forbere",OXFORD,Present 3rd sg must end in -th
thurven,thar,v%pr_3,Troilus and Criseyde; Book II 1661,data/oxford_txts/TC2_oxford.txt,"His ese, which that him thar nought for yow;",OXFORD,Present 3rd sg must end in -th
witen,woot,v%pr_3,Troilus and Criseyde; Book II 1679,data/oxford_txts/TC2_oxford.txt,"Receiveth wrong, as woot wel here Pandare",OXFORD,Present 3rd sg must end in -th
gon,goon,v%inf,Troilus and Criseyde; Book II 1684,data/oxford_txts/TC2_oxford.txt,"Quod Troilus, “As sone as I may goon",OXFORD,Infinitive must end in -en or -e
haven,have,v%pr_3,Troilus and Criseyde; Book II 1686,data/oxford_txts/TC2_oxford.txt,"Have God my trouthe, hir cause to sustene.”",OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book II 1688,data/oxford_txts/TC2_oxford.txt,"Quod Pandarus, “And it your wille be",OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_3,Troilus and Criseyde; Book II 1689,data/oxford_txts/TC2_oxford.txt,"That she may take hir leve, er that she go?”",OXFORD,Present 3rd sg must end in -th
gon,go,v%pr_3,Troilus and Criseyde; Book II 1689,data/oxford_txts/TC2_oxford.txt,"That she may take hir leve, er that she go?”",OXFORD,Present 3rd sg must end in -th
vouchen,vouche,v%pr_3,Troilus and Criseyde; Book II 1691,data/oxford_txts/TC2_oxford.txt,“If that she vouche sauf for to do so.”,OXFORD,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book II 1691,data/oxford_txts/TC2_oxford.txt,“If that she vouche sauf for to do so.”,OXFORD,Infinitive must end in -en or -e
gon,goon,v%inf,Troilus and Criseyde; Book II 1711,data/oxford_txts/TC2_oxford.txt,"That al was wel, and out he gan to goon",OXFORD,Infinitive must end in -en or -e
mouen,may,v%pr_pl,Troilus and Criseyde; Book II 1720,data/oxford_txts/TC2_oxford.txt,"Hem alle three, and, whan ye may goodly",OXFORD,Present plural must end in -en or -e
gon,go,v%pr_pl,Troilus and Criseyde; Book II 1724,data/oxford_txts/TC2_oxford.txt,"Quod tho Criseyde, “Go we, uncle dere”;",OXFORD,Present plural must end in -en or -e
wenden,wente,v%pt_3,Troilus and Criseyde; Book II 1725,data/oxford_txts/TC2_oxford.txt,And arm in arm inward with him she wente,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book II 1731,data/oxford_txts/TC2_oxford.txt,"And in what plit oon is, God him amende!",OXFORD,Present 3rd sg must end in -th
amenden,amende,v%pr_3,Troilus and Criseyde; Book II 1731,data/oxford_txts/TC2_oxford.txt,"And in what plit oon is, God him amende!",OXFORD,Present 3rd sg must end in -th
defenden,defende,v%pr_3,Troilus and Criseyde; Book II 1733,data/oxford_txts/TC2_oxford.txt,"Nece, I conjure and heighly yow defende",OXFORD,Present 3rd sg must end in -th
senden,sende,v%pr_3,Troilus and Criseyde; Book II 1734,data/oxford_txts/TC2_oxford.txt,"On his half, which that sowle us alle sende",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1737,data/oxford_txts/TC2_oxford.txt,“Fi on the devel! thenk which oon he is,OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_pl,Troilus and Criseyde; Book II 1740,data/oxford_txts/TC2_oxford.txt,"That wol ye bothe seyn, whan ye ben oon.",OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,Troilus and Criseyde; Book II 1740,data/oxford_txts/TC2_oxford.txt,"That wol ye bothe seyn, whan ye ben oon.",OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book II 1743,data/oxford_txts/TC2_oxford.txt,"Whil folk is blent, lo, al the time is wonne!",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 1743,data/oxford_txts/TC2_oxford.txt,"Whil folk is blent, lo, al the time is wonne!",OXFORD,Present 3rd sg must end in -th
durren,dar,v%pr_pl,Troilus and Criseyde; Book II 1747,data/oxford_txts/TC2_oxford.txt,"Than dar ye nought, and why? for she, and she",OXFORD,Present plural must end in -en or -e
shulen,shal,v%pr_3,Troilus and Criseyde; Book II 1757,data/oxford_txts/TC2_oxford.txt,"Of love; O mighty God, what shal he seye?",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1712,data/oxford_txts/SumT_oxford.txt,"To preche, and eek to begge, it is no doute.°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1719,data/oxford_txts/SumT_oxford.txt,Ther° as divine service is honoured,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1720,data/oxford_txts/SumT_oxford.txt,Nat ther as it is° wasted and devoured,OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,The Summoner's Tale 1723,data/oxford_txts/SumT_oxford.txt,"Thanked be God, in wele° and habundaunce.",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1730,data/oxford_txts/SumT_oxford.txt,Ful hard it is with fleshhook° or with oules°,OXFORD,Present 3rd sg must end in -th
wenden,wente,v%pt_3,The Summoner's Tale 1734,data/oxford_txts/SumT_oxford.txt,With qui cum patre° forth his wey he wente.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
listen,list,v%pr_3,The Summoner's Tale 1748,data/oxford_txts/SumT_oxford.txt,"Or elles what yow list,° we may nat chese;",OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_pl,The Summoner's Tale 1748,data/oxford_txts/SumT_oxford.txt,"Or elles what yow list,° we may nat chese;",OXFORD,Present plural must end in -en or -e
yeven,yaf,v%pt_pl,The Summoner's Tale 1756,data/oxford_txts/SumT_oxford.txt,"And what° men yaf° hem, leide it on his bak.",OXFORD,Past plural must end in -en or -e
wenden,wente,v%pt_3,The Summoner's Tale 1765,data/oxford_txts/SumT_oxford.txt,"¶So longe he wente hous by hous, til he",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
yelden,yelde,v%pr_3,The Summoner's Tale 1772,data/oxford_txts/SumT_oxford.txt,"“Thomas,” quod he, “God yelde° yow, ful ofte",OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Summoner's Tale 1782,data/oxford_txts/SumT_oxford.txt,“How han ye fare° sith° that March bigan?,OXFORD,Present plural must end in -en or -e
blessen,blesse,v%pr_3,The Summoner's Tale 1787,data/oxford_txts/SumT_oxford.txt,"And for oure other frendes, God hem blesse!",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1791,data/oxford_txts/SumT_oxford.txt,"For it is hard to° yow, as I suppose",OXFORD,Present 3rd sg must end in -th
seien,seyn,v%pr_pl,The Summoner's Tale 1794,data/oxford_txts/SumT_oxford.txt,"For lettre sleeth,° so as we clerkes seyn.",OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 1796,data/oxford_txts/SumT_oxford.txt,And spende hir good° ther° it is resonable,OXFORD,Present 3rd sg must end in -th
ben,she,v%pr_3,The Summoner's Tale 1797,data/oxford_txts/SumT_oxford.txt,And ther I saugh our dame;° a! where is she?”,OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,The Summoner's Tale 1798,data/oxford_txts/SumT_oxford.txt,"¶“Yond in the yerd° I trowe° that she be,”",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Summoner's Tale 1799,data/oxford_txts/SumT_oxford.txt,"Seid this man, “and she wol come anon.”°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1806,data/oxford_txts/SumT_oxford.txt,As he that is your servant every deel.°,OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,The Summoner's Tale 1807,data/oxford_txts/SumT_oxford.txt,"Thanked be God, that yow yaf° soule and lif",OXFORD,Present 3rd sg must end in -th
saven,save,v%pr_3,The Summoner's Tale 1809,data/oxford_txts/SumT_oxford.txt,"In al the chirche, God so save me!”",OXFORD,Present 3rd sg must end in -th
amenden,amend,v%pr_3,The Summoner's Tale 1810,data/oxford_txts/SumT_oxford.txt,"¶“Ye, God amend defautes,° sir,” quod she",OXFORD,Present 3rd sg must end in -th
preien,prey,v%inf,The Summoner's Tale 1814,data/oxford_txts/SumT_oxford.txt,"I wolde prey yow that ye nat yow greve,°",OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 1818,data/oxford_txts/SumT_oxford.txt,"In shrift,° in preching is my diligence",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1822,data/oxford_txts/SumT_oxford.txt,To sprede his word is set al min entente.”,OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_3,The Summoner's Tale 1826,data/oxford_txts/SumT_oxford.txt,Though that he have al that he can desire.,OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Summoner's Tale 1837,data/oxford_txts/SumT_oxford.txt,What wol ye dine?° I wol go theraboute.”°,OXFORD,Present plural must end in -en or -e
gon,go,v%inf,The Summoner's Tale 1837,data/oxford_txts/SumT_oxford.txt,What wol ye dine?° I wol go theraboute.”°,OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 1847,data/oxford_txts/SumT_oxford.txt,"To wake, that my stomak° is destroyed.",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1852,data/oxford_txts/SumT_oxford.txt,My child is deed withinne° thise wikes two,OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Summoner's Tale 1856,data/oxford_txts/SumT_oxford.txt,"I dar wel seyn that, er that half an hour",OXFORD,Infinitive must end in -en or -e
wissen,wisse,v%pr_3,The Summoner's Tale 1858,data/oxford_txts/SumT_oxford.txt,"In min avisioun,° so God me wisse!°",OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Summoner's Tale 1860,data/oxford_txts/SumT_oxford.txt,That han been trewe freres fifty yeer;,OXFORD,Present plural must end in -en or -e
mouen,may,v%pr_pl,The Summoner's Tale 1861,data/oxford_txts/SumT_oxford.txt,"They may now, God be thanked of his lone,°",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Summoner's Tale 1876,data/oxford_txts/SumT_oxford.txt,We han° this worldes lust° al in despit.°,OXFORD,Present plural must end in -en or -e
willen,wol,v%pr_3,The Summoner's Tale 1879,data/oxford_txts/SumT_oxford.txt,"Whoso wol preye, he moot° faste and be clene,°",OXFORD,Present 3rd sg must end in -th
moten,moot,v%pr_3,The Summoner's Tale 1879,data/oxford_txts/SumT_oxford.txt,"Whoso wol preye, he moot° faste and be clene,°",OXFORD,Present 3rd sg must end in -th
gon,gon,v%inf,The Summoner's Tale 1896,data/oxford_txts/SumT_oxford.txt,Into the temple whan they sholde gon,OXFORD,Infinitive must end in -en or -e
don,do,v%inf,The Summoner's Tale 1897,data/oxford_txts/SumT_oxford.txt,"To preye for the peple, and do servise",OXFORD,Infinitive must end in -en or -e
mouen,may,v%pr_pl,The Summoner's Tale 1911,data/oxford_txts/SumT_oxford.txt,And therfor may ye see that our preyeres—,OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Summoner's Tale 1918,data/oxford_txts/SumT_oxford.txt,"¶“But herkne° now, Thomas, what I shal seyn.",OXFORD,Infinitive must end in -en or -e
mouen,may,v%pr_pl,The Summoner's Tale 1924,data/oxford_txts/SumT_oxford.txt,And so forth al the gospel may ye seen,OXFORD,Present plural must end in -en or -e
ben,be,v%pr_3,The Summoner's Tale 1925,data/oxford_txts/SumT_oxford.txt,"Wher° it be liker° our professioun,°",OXFORD,Present 3rd sg must end in -th
seien,sey,v%pr_pl,The Summoner's Tale 1933,data/oxford_txts/SumT_oxford.txt,Whan they for soules sey the psalm of Davit,OXFORD,Present plural must end in -en or -e
seien,sey,v%pr_pl,The Summoner's Tale 1934,data/oxford_txts/SumT_oxford.txt,"Lo, ‘buf!’° they sey, ‘cor meum eructavit!’°",OXFORD,Present plural must end in -en or -e
gon,go,v%inf,The Summoner's Tale 1942,data/oxford_txts/SumT_oxford.txt,"Thomas! Thomas! so mote I ride or go,°",OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 1943,data/oxford_txts/SumT_oxford.txt,And by that lord that clepid° is Seint Yve,OXFORD,Present 3rd sg must end in -th
preien,pray,v%pr_pl,The Summoner's Tale 1945,data/oxford_txts/SumT_oxford.txt,In our chapitre° pray we day and night,OXFORD,Present plural must end in -en or -e
senden,sende,v%pr_3,The Summoner's Tale 1946,data/oxford_txts/SumT_oxford.txt,"To Crist, that he thee sende hele° and might,°",OXFORD,Present 3rd sg must end in -th
helpen,help,v%pr_3,The Summoner's Tale 1949,data/oxford_txts/SumT_oxford.txt,"As help me Crist, as I, in fewe° yeres",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1958,data/oxford_txts/SumT_oxford.txt,Your inconstance° is your confusioun.°,OXFORD,Present 3rd sg must end in -th
holden,hold,v%pr_pl,The Summoner's Tale 1959,data/oxford_txts/SumT_oxford.txt,"Hold ye° than me, or elles our covent",OXFORD,Present plural must end in -en or -e
preien,pray,v%inf,The Summoner's Tale 1960,data/oxford_txts/SumT_oxford.txt,To pray for yow ben insufficient?,OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 1962,data/oxford_txts/SumT_oxford.txt,Your maladie is for° we han to lite.,OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Summoner's Tale 1962,data/oxford_txts/SumT_oxford.txt,Your maladie is for° we han to lite.,OXFORD,Present plural must end in -en or -e
gon,go,v%inf,The Summoner's Tale 1965,data/oxford_txts/SumT_oxford.txt,"‘A! yif that frere a peny, and lat him go!’",OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 1969,data/oxford_txts/SumT_oxford.txt,Is more strong than whan it is toscatered.°,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1969,data/oxford_txts/SumT_oxford.txt,Is more strong than whan it is toscatered.°,OXFORD,Present 3rd sg must end in -th
preien,prey,v%inf,The Summoner's Tale 1976,data/oxford_txts/SumT_oxford.txt,To prey for yow is ay° so diligent,OXFORD,Infinitive must end in -en or -e
willen,wol,v%pr_pl,The Summoner's Tale 1978,data/oxford_txts/SumT_oxford.txt,"Thomas! if ye wol lernen for to wirche,°",OXFORD,Present plural must end in -en or -e
mouen,may,v%pr_pl,The Summoner's Tale 1979,data/oxford_txts/SumT_oxford.txt,Of buildinge up of chirches may ye finde,OXFORD,Present plural must end in -en or -e
ben,be,v%pr_3,The Summoner's Tale 1980,data/oxford_txts/SumT_oxford.txt,"If° it be good, in Thomas lif of Inde.",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1984,data/oxford_txts/SumT_oxford.txt,"Your wif, that is so meke and pacient.",OXFORD,Present 3rd sg must end in -th
listen,leste,v%pr_3,The Summoner's Tale 1985,data/oxford_txts/SumT_oxford.txt,"And therfor, Thomas, trow° me if thee leste,°",OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,The Summoner's Tale 1989,data/oxford_txts/SumT_oxford.txt,‘Within thin hous ne be thou no leoun;,OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Summoner's Tale 1997,data/oxford_txts/SumT_oxford.txt,That twenty thousand men han lost hir lives,OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 2003,data/oxford_txts/SumT_oxford.txt,"As womman is, whan she hath caught an ire;°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 2004,data/oxford_txts/SumT_oxford.txt,Vengeance is thanne al that they desire.,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 2007,data/oxford_txts/SumT_oxford.txt,And to himself it is destruccion.,OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_3,The Summoner's Tale 2009,data/oxford_txts/SumT_oxford.txt,"Can sey, how ire engendreth° homicide.",OXFORD,Present 3rd sg must end in -th
seien,sey,v%inf,The Summoner's Tale 2009,data/oxford_txts/SumT_oxford.txt,"Can sey, how ire engendreth° homicide.",OXFORD,Infinitive must end in -en or -e
seien,sey,v%inf,The Summoner's Tale 2011,data/oxford_txts/SumT_oxford.txt,I coude of ire sey so muche sorwe,OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 2015,data/oxford_txts/SumT_oxford.txt,"It is greet harm and, certes, gret pitee",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 2022,data/oxford_txts/SumT_oxford.txt,Anon the knight bifor the juge is broght,OXFORD,Present 3rd sg must end in -th
slen,slain,v%ppl,The Summoner's Tale 2023,data/oxford_txts/SumT_oxford.txt,"That seide thus, ‘Thou hast thy felaw slain",OXFORD,Strong participle must end in -en or -e
chargen,charge,v%pr_3,The Summoner's Tale 2026,data/oxford_txts/SumT_oxford.txt,"‘Go lede him to the deeth, I charge thee.’",OXFORD,Present 3rd sg must end in -th
slen,slain,v%ppl,The Summoner's Tale 2032,data/oxford_txts/SumT_oxford.txt,"They seiden, ‘Lord, the knight ne hath nat slain",OXFORD,Strong participle must end in -en or -e
shulen,shul,v%pr_pl,The Summoner's Tale 2034,data/oxford_txts/SumT_oxford.txt,"‘Ye shul be deed,’ quod he, ‘so moot I thrive!°",OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 2035,data/oxford_txts/SumT_oxford.txt,"That is to seyn, bothe oon, and two, and three!’",OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Summoner's Tale 2035,data/oxford_txts/SumT_oxford.txt,"That is to seyn, bothe oon, and two, and three!’",OXFORD,Infinitive must end in -en or -e
