headword,word,tag,line_number,filename,context,text_type,reason
seien,seyn,v%inf,Troilus and Criseyde; Book III 1024,data/oxford_txts/TC3_oxford.txt,"To seyn right thus, ‘Ye, jalousie is love!’",OXFORD,Infinitive must end in -en or -e
helpen,help,v%pr_3,Troilus and Criseyde; Book III 1058,data/oxford_txts/TC3_oxford.txt,But now help God to quenchen al this sorwe,OXFORD,Present 3rd sg must end in -th
heren,herde,v%pt_3,Troilus and Criseyde; Book III 1065,data/oxford_txts/TC3_oxford.txt,"This Troilus, whan he hir wordes herde",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
asterten,asterte,v%pt_3,Troilus and Criseyde; Book III 1070,data/oxford_txts/TC3_oxford.txt,For every teer which that Criseyde asterte,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,Troilus and Criseyde; Book III 1081,data/oxford_txts/TC3_oxford.txt,What mighte he seyn? he felte he nas but deed,OXFORD,Infinitive must end in -en or -e
shitten,shette,v%pt_3,Troilus and Criseyde; Book III 1086,data/oxford_txts/TC3_oxford.txt,Therwith the sorwe so his herte shette,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
ginnen,gan,v%pt_pl,Troilus and Criseyde; Book III 1115,data/oxford_txts/TC3_oxford.txt,"They gan to frote, and wete his temples tweine",OXFORD,Past plural must end in -en or -e
don,do,v%inf,Troilus and Criseyde; Book III 1127,data/oxford_txts/TC3_oxford.txt,"What, Troilus! wol ye do thus, for shame?”",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book III 1160,data/oxford_txts/TC3_oxford.txt,She mighte on him han loked at the leste;,OXFORD,Infinitive must end in -en or -e
menen,mene,v%pr_3,Troilus and Criseyde; Book III 1164,data/oxford_txts/TC3_oxford.txt,"What harm was that, sin I non ivel mene?",OXFORD,Present 3rd sg must end in -th
dien,deide,v%pt_3,Troilus and Criseyde; Book III 1171,data/oxford_txts/TC3_oxford.txt,"Lest she be wrooth, him thoughte his herte deide;",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,Troilus and Criseyde; Book III 1178,data/oxford_txts/TC3_oxford.txt,"That is to seyn, that I foryeve al this;",OXFORD,Infinitive must end in -en or -e
henten,hente,v%pt_3,Troilus and Criseyde; Book III 1187,data/oxford_txts/TC3_oxford.txt,He hir in armes faste to him hente.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
answeren,answerde,v%pt_3,Troilus and Criseyde; Book III 1209,data/oxford_txts/TC3_oxford.txt,To that Criseyde answerde thus anoon,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,Troilus and Criseyde; Book III 1215,data/oxford_txts/TC3_oxford.txt,Ful bittre drink; and for to han gladnesse,OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1260,data/oxford_txts/TC3_oxford.txt,"As I, which ye han brought fro cares colde.",OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,Troilus and Criseyde; Book III 1266,data/oxford_txts/TC3_oxford.txt,"Yet were al lost, that dar I wel seyn, certes",OXFORD,Infinitive must end in -en or -e
don,do,v%inf,Troilus and Criseyde; Book III 1292,data/oxford_txts/TC3_oxford.txt,"To do me live, if that yow liste, or sterve",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1312,data/oxford_txts/TC3_oxford.txt,"But juggeth, ye that han ben at the feste",OXFORD,Present plural must end in -en or -e
yeven,yeve,v%pr_3,Troilus and Criseyde; Book III 1385,data/oxford_txts/TC3_oxford.txt,"And live in wo, ther God yeve hem mischaunce",OXFORD,Present 3rd sg must end in -th
avauncen,avaunce,v%pr_3,Troilus and Criseyde; Book III 1386,data/oxford_txts/TC3_oxford.txt,And every lover in his trouthe avaunce!,OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,Troilus and Criseyde; Book III 1389,data/oxford_txts/TC3_oxford.txt,"As hadde Mida, ful of coveitise;",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1451,data/oxford_txts/TC3_oxford.txt,That night and love han stole and faste ywryen,OXFORD,Present plural must end in -en or -e
quenchen,quenche,v%pr_3,Troilus and Criseyde; Book III 1456,data/oxford_txts/TC3_oxford.txt,"Ther God thy light so quenche, for his grace?",OXFORD,Present 3rd sg must end in -th
yeven,yeve,v%pr_3,Troilus and Criseyde; Book III 1470,data/oxford_txts/TC3_oxford.txt,"I bidde God, so yeve yow bothe sorwe!”",OXFORD,Present 3rd sg must end in -th
don,doon,v%inf,Troilus and Criseyde; Book III 1478,data/oxford_txts/TC3_oxford.txt,"“What shal I doon, for certes, I not how",OXFORD,Infinitive must end in -en or -e
answeren,answerde,v%pt_3,Troilus and Criseyde; Book III 1492,data/oxford_txts/TC3_oxford.txt,To that Criseyde answerde right anoon,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
clothen,cledde,v%pt_3,Troilus and Criseyde; Book III 1521,data/oxford_txts/TC3_oxford.txt,"This Troilus up roos, and faste him cledde",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
graunten,graunte,v%pr_3,Troilus and Criseyde; Book III 1526,data/oxford_txts/TC3_oxford.txt,Ther God us graunte sounde and sone to mete!”,OXFORD,Present 3rd sg must end in -th
answeren,answerde,v%pt_3,Troilus and Criseyde; Book III 1527,data/oxford_txts/TC3_oxford.txt,To which no word for sorwe she answerde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
faren,ferde,v%pt_3,Troilus and Criseyde; Book III 1529,data/oxford_txts/TC3_oxford.txt,And Troilus unto his palais ferde,OXFORD,Strong pt sg must not end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1559,data/oxford_txts/TC3_oxford.txt,Han litel laiser had to slepe and mete;,OXFORD,Present plural must end in -en or -e
connen,can,v%pr_pl,Troilus and Criseyde; Book III 1563,data/oxford_txts/TC3_oxford.txt,"This mery morwe, nece, how can ye fare?”",OXFORD,Present plural must end in -en or -e
yeven,yeve,v%pr_3,Troilus and Criseyde; Book III 1565,data/oxford_txts/TC3_oxford.txt,"Fox that ye been, God yeve your herte care!",OXFORD,Present 3rd sg must end in -th
helpen,helpe,v%pr_3,Troilus and Criseyde; Book III 1566,data/oxford_txts/TC3_oxford.txt,"God helpe me so, ye caused al this fare",OXFORD,Present 3rd sg must end in -th
wenden,wente,v%pt_3,Troilus and Criseyde; Book III 1581,data/oxford_txts/TC3_oxford.txt,"Whan time was, hom til hir hous she wente",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
setten,sette,v%pt_3,Troilus and Criseyde; Book III 1589,data/oxford_txts/TC3_oxford.txt,And doun upon his beddes side him sette.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_3,Troilus and Criseyde; Book III 1616,data/oxford_txts/TC3_oxford.txt,And Pandarus ful sobrely him herde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
helpen,help,v%pr_3,Troilus and Criseyde; Book III 1621,data/oxford_txts/TC3_oxford.txt,God help me so; but tak now not agreef,OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,Troilus and Criseyde; Book III 1622,data/oxford_txts/TC3_oxford.txt,"That I shal seyn, be war of this mischeef",OXFORD,Infinitive must end in -en or -e
knouen,knewe,v%pt_3,Troilus and Criseyde; Book III 1696,data/oxford_txts/TC3_oxford.txt,"Gan for to aproche, as they by signes knewe",OXFORD,Strong pt sg must not end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1705,data/oxford_txts/TC3_oxford.txt,Han goon som bypath in despit of me;,OXFORD,Present plural must end in -en or -e
haven,hadde,v%pt_3,Troilus and Criseyde; Book III 1731,data/oxford_txts/TC3_oxford.txt,In any other lady hadde yset,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
holden,halt,v%pr_3,Troilus and Criseyde; Book III 1747,data/oxford_txts/TC3_oxford.txt,"Halt peples joined, as him list hem gie",OXFORD,Present 3rd sg must end in -th
holden,halt,v%pr_3,Troilus and Criseyde; Book III 1764,data/oxford_txts/TC3_oxford.txt,"And lost were al, that Love halt now tohepe.",OXFORD,Present 3rd sg must end in -th
twisten,twiste,v%pr_3,Troilus and Criseyde; Book III 1769,data/oxford_txts/TC3_oxford.txt,"And hertes colde, hem wolde I that he twiste",OXFORD,Present 3rd sg must end in -th
faren,ferde,v%pt_3,Troilus and Criseyde; Book III 1791,data/oxford_txts/TC3_oxford.txt,And glad was he if any wight wel ferde,OXFORD,Strong pt sg must not end in -en or -e
heren,herde,v%pt_3,Troilus and Criseyde; Book III 1792,data/oxford_txts/TC3_oxford.txt,"That lover was, whan he it wiste or herde.",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,Troilus and Criseyde; Book III 1793,data/oxford_txts/TC3_oxford.txt,"For sooth to seyn, he lost held every wight",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1811,data/oxford_txts/TC3_oxford.txt,That ye thus fer han deined me to gide,OXFORD,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Physician's Tale 5,data/oxford_txts/PhyT_oxford.txt,¶This knight a doghter hadde by his wif,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Physician's Tale 6,data/oxford_txts/PhyT_oxford.txt,No children hadde he mo in al his lif.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Physician's Tale 11,data/oxford_txts/PhyT_oxford.txt,"As though she wolde seyn, “Lo!° I, Nature",OXFORD,Infinitive must end in -en or -e
beten,bete,v%pr_3,The Physician's Tale 14,data/oxford_txts/PhyT_oxford.txt,"Pigmalion noght, though he ay forge° and bete,°",OXFORD,Present 3rd sg must end in -th
peinten,peinte,v%pr_3,The Physician's Tale 15,data/oxford_txts/PhyT_oxford.txt,"Or grave,° or peinte; for I dar wel seyn",OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Physician's Tale 15,data/oxford_txts/PhyT_oxford.txt,"Or grave,° or peinte; for I dar wel seyn",OXFORD,Infinitive must end in -en or -e
presumen,presumed,v%pt_pl,The Physician's Tale 18,data/oxford_txts/PhyT_oxford.txt,If they presumed me to countrefete.,OXFORD,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Physician's Tale 31,data/oxford_txts/PhyT_oxford.txt,In which that Nature hadde swich delit.°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Physician's Tale 49,data/oxford_txts/PhyT_oxford.txt,"Though° she were wis as Pallas, dar I seyn",OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Physician's Tale 51,data/oxford_txts/PhyT_oxford.txt,No countrefeted° termes hadde she,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Physician's Tale 77,data/oxford_txts/PhyT_oxford.txt,"Outher° for ye han kept your honestee,°",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Physician's Tale 78,data/oxford_txts/PhyT_oxford.txt,"Or elles ye han falle in freletee,°",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Physician's Tale 80,data/oxford_txts/PhyT_oxford.txt,And han forsaken fully swich meschaunce°,OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Physician's Tale 90,data/oxford_txts/PhyT_oxford.txt,And taketh kepe of that° that I shal seyn;,OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Physician's Tale 94,data/oxford_txts/PhyT_oxford.txt,"Though ye han children, be it oon or mo",OXFORD,Present plural must end in -en or -e
greven,greve,v%pr_3,The Physician's Tale 186,data/oxford_txts/PhyT_oxford.txt,"By witness, lord, so that° it nat yow greve.°",OXFORD,Present 3rd sg must end in -th
seien,seye,v%pr_3,The Physician's Tale 187,data/oxford_txts/PhyT_oxford.txt,"She nis his doghter nat,° what so he seye;",OXFORD,Present 3rd sg must end in -th
haven,have,v%pr_3,The Physician's Tale 199,data/oxford_txts/PhyT_oxford.txt,“I deme° anon this cherl his servant have;°,OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Physician's Tale 230,data/oxford_txts/PhyT_oxford.txt,Han herd; nat nedeth° for to telle it more.,OXFORD,Present plural must end in -en or -e
don,do,v%inf,The Physician's Tale 233,data/oxford_txts/PhyT_oxford.txt,"About his nekke, as she was wont to do:",OXFORD,Infinitive must end in -en or -e
henten,hente,v%pt_3,The Physician's Tale 255,data/oxford_txts/PhyT_oxford.txt,"Hir heed of smoot,° and by the top° it hente,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
forsaken,forsake,v%pr_3,The Physician's Tale 286,data/oxford_txts/PhyT_oxford.txt,"Forsaketh° sinne, er sinne yow forsake.",OXFORD,Present 3rd sg must end in -th
feinten,feinte,v%pr_3,The Canon's Yeoman's Tale 753,data/oxford_txts/CYT_oxford.txt,I blow the fir til that° min herte feinte.°,OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_pl,The Canon's Yeoman's Tale 773,data/oxford_txts/CYT_oxford.txt,For alle our sleightes° we can nat conclude.°,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 831,data/oxford_txts/CYT_oxford.txt,He shal no good han that him may suffise;,OXFORD,Infinitive must end in -en or -e
comen,com,v%inf,The Canon's Yeoman's Tale 835,data/oxford_txts/CYT_oxford.txt,"Lat him com forth, and lerne multiplie;°",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 851,data/oxford_txts/CYT_oxford.txt,"This is to seyn, they faillen bothe two.",OXFORD,Infinitive must end in -en or -e
loken,looke,v%pr_3,The Canon's Yeoman's Tale 861,data/oxford_txts/CYT_oxford.txt,"To reise° a feend, al looke he never so rowe.°",OXFORD,Present 3rd sg must end in -th
haven,had,v%pt_pl,The Canon's Yeoman's Tale 864,data/oxford_txts/CYT_oxford.txt,"For had we him,° than wer we siker ynow.°",OXFORD,Past plural must end in -en or -e
ben,wer,v%pt_pl,The Canon's Yeoman's Tale 864,data/oxford_txts/CYT_oxford.txt,"For had we him,° than wer we siker ynow.°",OXFORD,Past plural must end in -en or -e
disseveren,dissever,v%inf,The Canon's Yeoman's Tale 875,data/oxford_txts/CYT_oxford.txt,"That futur temps° hath maad men to dissever,°",OXFORD,Infinitive must end in -en or -e
connen,can,v%pr_pl,The Canon's Yeoman's Tale 877,data/oxford_txts/CYT_oxford.txt,"Yet of that art they can nat wexen sadde,°",OXFORD,Present plural must end in -en or -e
listen,list,v%pr_pl,The Canon's Yeoman's Tale 891,data/oxford_txts/CYT_oxford.txt,"If that men list,° this folk they knowe may.",OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 895,data/oxford_txts/CYT_oxford.txt,"And seyn, that if that they espied° were",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 902,data/oxford_txts/CYT_oxford.txt,"Now he is goon, I dar seyn boldely—",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,The Canon's Yeoman's Tale 903,data/oxford_txts/CYT_oxford.txt,"For, as men seyn, he can doon craftily;°",OXFORD,Present plural must end in -en or -e
don,doon,v%inf,The Canon's Yeoman's Tale 903,data/oxford_txts/CYT_oxford.txt,"For, as men seyn, he can doon craftily;°",OXFORD,Infinitive must end in -en or -e
witen,wit,v%pr_pl,The Canon's Yeoman's Tale 906,data/oxford_txts/CYT_oxford.txt,And wit° ye how? ful ofte it happeth so,OXFORD,Present plural must end in -en or -e
sheuen,shewe,v%pr_3,The Canon's Yeoman's Tale 916,data/oxford_txts/CYT_oxford.txt,Though that the feend noght in our sighte him shewe,OXFORD,Present 3rd sg must end in -th
swepen,sweep,v%inf,The Canon's Yeoman's Tale 936,data/oxford_txts/CYT_oxford.txt,"As usage° is, lat sweep the floor as swithe,°",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Canon's Yeoman's Tale 943,data/oxford_txts/CYT_oxford.txt,"Yet is ther heer, though that we han nat al.",OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 953,data/oxford_txts/CYT_oxford.txt,"And but° I do, sirs, lat me han the wite;°",OXFORD,Infinitive must end in -en or -e
seien,sey,v%inf,The Canon's Yeoman's Tale 956,data/oxford_txts/CYT_oxford.txt,"But, be it hoot or cold, I dar sey this",OXFORD,Infinitive must end in -en or -e
forbeden,forbed,v%pr_3,The Canon's Yeoman's Tale 996,data/oxford_txts/CYT_oxford.txt,And God forbed that al a compaignie,OXFORD,Present 3rd sg must end in -th
witen,woot,v%pr_pl,The Canon's Yeoman's Tale 1001,data/oxford_txts/CYT_oxford.txt,But eek for other mo;° ye woot wel how,OXFORD,Present plural must end in -en or -e
wenden,wente,v%pt_3,The Canon's Yeoman's Tale 1017,data/oxford_txts/CYT_oxford.txt,"For bord° ne clothing, wente he never so gaye;°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Canon's Yeoman's Tale 1018,data/oxford_txts/CYT_oxford.txt,And spending silver hadde he right ynow.°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
bringen,broghte,v%pt_3,The Canon's Yeoman's Tale 1021,data/oxford_txts/CYT_oxford.txt,That broghte this preest to confusioun.°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
hongen,hang,v%inf,The Canon's Yeoman's Tale 1029,data/oxford_txts/CYT_oxford.txt,Another day do hang me by the hals!”°,OXFORD,Infinitive must end in -en or -e
wenden,wente,v%pt_3,The Canon's Yeoman's Tale 1032,data/oxford_txts/CYT_oxford.txt,"And took his leve, and wente forth his weye,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,sey,v%inf,The Canon's Yeoman's Tale 1041,data/oxford_txts/CYT_oxford.txt,To swich a man I can never sey nay.”,OXFORD,Infinitive must end in -en or -e
forbeden,forbed,v%pr_3,The Canon's Yeoman's Tale 1046,data/oxford_txts/CYT_oxford.txt,"Into my grave, and elles° God forbed;",OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1053,data/oxford_txts/CYT_oxford.txt,Sin ye so goodlich° han been unto me,OXFORD,Present plural must end in -en or -e
forbeden,forbede,v%pr_3,The Canon's Yeoman's Tale 1064,data/oxford_txts/CYT_oxford.txt,"Quod the chanon, “and elles° God forbede!”",OXFORD,Present 3rd sg must end in -th
delen,delte,v%pt_3,The Canon's Yeoman's Tale 1074,data/oxford_txts/CYT_oxford.txt,¶Noght wiste° this preest with whom that he delte,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1099,data/oxford_txts/CYT_oxford.txt,"Of metals, which ye han herd me reherce",OXFORD,Present plural must end in -en or -e
aspien,espie,v%pr_3,The Canon's Yeoman's Tale 1138,data/oxford_txts/CYT_oxford.txt,"Our privetee,° that no man us espie",OXFORD,Present 3rd sg must end in -th
setten,sette,v%pt_3,The Canon's Yeoman's Tale 1145,data/oxford_txts/CYT_oxford.txt,Upon the fir anon sette this thing,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
bringen,broghte,v%pt_3,The Canon's Yeoman's Tale 1168,data/oxford_txts/CYT_oxford.txt,"Herafterward, which that he with him broghte;",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
abiden,abit,v%pr_3,The Canon's Yeoman's Tale 1175,data/oxford_txts/CYT_oxford.txt,"He is so variaunt,° he abit° nowher.",OXFORD,Present 3rd sg must end in -th
sitten,sit,v%pr_pl,The Canon's Yeoman's Tale 1195,data/oxford_txts/CYT_oxford.txt,"Sit we doun, and lat us mery make.”°",OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 1209,data/oxford_txts/CYT_oxford.txt,"That is an ingot, if I may han hap.°",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 1213,data/oxford_txts/CYT_oxford.txt,"And yet, for° ye shul han no misbileve°",OXFORD,Infinitive must end in -en or -e
comen,com,v%inf,The Canon's Yeoman's Tale 1216,data/oxford_txts/CYT_oxford.txt,"But go with yow, and com with yow agein.”",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 1217,data/oxford_txts/CYT_oxford.txt,"The chambre dore, shortly for to seyn",OXFORD,Infinitive must end in -en or -e
vouchen_sauf,vouchesauf,v%pr_pl,The Canon's Yeoman's Tale 1246,data/oxford_txts/CYT_oxford.txt,"But, and ye vouchesauf° to techen me",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1256,data/oxford_txts/CYT_oxford.txt,And do therwith as ye han doon er this,OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 1285,data/oxford_txts/CYT_oxford.txt,"Supposing° noght but treuthe, soth to seyn",OXFORD,Infinitive must end in -en or -e
henten,hente,v%pt_3,The Canon's Yeoman's Tale 1325,data/oxford_txts/CYT_oxford.txt,"And hidde it, and him hente° by the breest",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1332,data/oxford_txts/CYT_oxford.txt,"With thes three teines, which that we han wroght",OXFORD,Present plural must end in -en or -e
putten,put,v%pt_pl,The Canon's Yeoman's Tale 1338,data/oxford_txts/CYT_oxford.txt,"They wente, and put thes teines in assay°",OXFORD,Past plural must end in -en or -e
seien,sey,v%inf,The Canon's Yeoman's Tale 1339,data/oxford_txts/CYT_oxford.txt,"To° fir and hamer; might no man sey nay,°",OXFORD,Infinitive must end in -en or -e
dien,deide,v%pt_3,The Canon's Yeoman's Tale 1351,data/oxford_txts/CYT_oxford.txt,"“For love of God, that for us alle deide",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
paien,pay,v%inf,The Canon's Yeoman's Tale 1361,data/oxford_txts/CYT_oxford.txt,"Ye shul pay fourty pound, so God me save!",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 1368,data/oxford_txts/CYT_oxford.txt,"¶“Sir preest,” he seide, “I kepe han no loos°",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 1372,data/oxford_txts/CYT_oxford.txt,"By God, they wolden han so greet envie",OXFORD,Infinitive must end in -en or -e
forbeden,forbed,v%pr_3,The Canon's Yeoman's Tale 1375,data/oxford_txts/CYT_oxford.txt,"“God it forbed!” quod the preest, “What sey ye?”",OXFORD,Present 3rd sg must end in -th
seien,sey,v%pr_pl,The Canon's Yeoman's Tale 1375,data/oxford_txts/CYT_oxford.txt,"“God it forbed!” quod the preest, “What sey ye?”",OXFORD,Present plural must end in -en or -e
blenden,blent,v%pr_3,The Canon's Yeoman's Tale 1391,data/oxford_txts/CYT_oxford.txt,This multiplying° blent° so many oon,OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_pl,The Canon's Yeoman's Tale 1395,data/oxford_txts/CYT_oxford.txt,"In this craft, that men can nat com therby,°",OXFORD,Present plural must end in -en or -e
comen,com,v%inf,The Canon's Yeoman's Tale 1395,data/oxford_txts/CYT_oxford.txt,"In this craft, that men can nat com therby,°",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1407,data/oxford_txts/CYT_oxford.txt,"O! fy! for shame! they that han been brent,°",OXFORD,Present plural must end in -en or -e
connen,can,v%pr_pl,The Canon's Yeoman's Tale 1408,data/oxford_txts/CYT_oxford.txt,Allas! can they nat flee the fires hete?°,OXFORD,Present plural must end in -en or -e
connen,can,v%pr_pl,The Canon's Yeoman's Tale 1418,data/oxford_txts/CYT_oxford.txt,If that youre eyen can nat seen aright,OXFORD,Present plural must end in -en or -e
lakken,lakke,v%pr_3,The Canon's Yeoman's Tale 1419,data/oxford_txts/CYT_oxford.txt,Look that your minde lakke noght his sight.,OXFORD,Present 3rd sg must end in -th
slen,slain,v%ppl,The Canon's Yeoman's Tale 1436,data/oxford_txts/CYT_oxford.txt,"Ne dyeth nat, but if that° he be slain",OXFORD,Strong participle must end in -en or -e
seien,sayn,v%inf,The Canon's Yeoman's Tale 1437,data/oxford_txts/CYT_oxford.txt,With his brother; and that is for to sayn,OXFORD,Infinitive must end in -en or -e
don,do,v%pr_3,The Canon's Yeoman's Tale 1445,data/oxford_txts/CYT_oxford.txt,"And if he do, he is a lewed° man.",OXFORD,Present 3rd sg must end in -th
multiplien,multiplie,v%pr_3,The Canon's Yeoman's Tale 1479,data/oxford_txts/CYT_oxford.txt,Thogh that he multiplie terme of his live.°,OXFORD,Present 3rd sg must end in -th
stonden,stant,v%pr_3,The Second Nun's Tale 173,data/oxford_txts/SNT_oxford.txt,“That fro this toun ne stant but miles three,OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Second Nun's Tale 179,data/oxford_txts/SNT_oxford.txt,And whan that ye Seint Urban han biholde,OXFORD,Present plural must end in -en or -e
haten,hate,v%pr_3,The Second Nun's Tale 231,data/oxford_txts/SNT_oxford.txt,But he be chaast° and hate vileinyë.°,OXFORD,Present 3rd sg must end in -th
haven,han,v%inf,The Second Nun's Tale 234,data/oxford_txts/SNT_oxford.txt,"Sey what thee list,° and thou shalt han thy bone.”°",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Second Nun's Tale 237,data/oxford_txts/SNT_oxford.txt,I pray yow that my brother may han grace,OXFORD,Infinitive must end in -en or -e
knouen,know,v%inf,The Second Nun's Tale 238,data/oxford_txts/SNT_oxford.txt,"To know the trouthe, as I do in this place.”",OXFORD,Infinitive must end in -en or -e
comen,com,v%pr_3,The Second Nun's Tale 242,data/oxford_txts/SNT_oxford.txt,And with that word Tiburce his brother com.,OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_1,The Second Nun's Tale 249,data/oxford_txts/SNT_oxford.txt,For though I hadde hem in min hondes two,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Second Nun's Tale 253,data/oxford_txts/SNT_oxford.txt,"Valerian seid, “Two corones han we",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 255,data/oxford_txts/SNT_oxford.txt,Which that thin yën han no might° to see;,OXFORD,Present plural must end in -en or -e
answeren,answerde,v%pt_3,The Second Nun's Tale 260,data/oxford_txts/SNT_oxford.txt,"Tiburce answerde, “Seistow this to me",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Second Nun's Tale 262,data/oxford_txts/SNT_oxford.txt,"“In dremes,” quod Valerian, “han we be",OXFORD,Present plural must end in -en or -e
heren,herde,v%pt_3,The Second Nun's Tale 290,data/oxford_txts/SNT_oxford.txt,"And she gan kisse his brest, that herde this",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
answeren,answerde,v%pt_3,The Second Nun's Tale 319,data/oxford_txts/SNT_oxford.txt,To whom Cecile answerde boldely,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
answeren,answerde,v%pt_3,The Second Nun's Tale 333,data/oxford_txts/SNT_oxford.txt,"To whom answerde Tiburce, “O suster dere",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Second Nun's Tale 346,data/oxford_txts/SNT_oxford.txt,"To doon mankinde plein remissioun,°",OXFORD,Infinitive must end in -en or -e
wenden,wente,v%pt_3,The Second Nun's Tale 350,data/oxford_txts/SNT_oxford.txt,With Valerian to pope Urban he wente,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
