headword,word,line_number,filename,context,is_elided,is_final
ouen,owne,Troilus and Criseyde; Book I 51,data/oxford_txts/TC1_oxford.txt,As though I were hir owne brother dere.,False,False
neue,newe,Troilus and Criseyde; Book I 157,data/oxford_txts/TC1_oxford.txt,"With newe grene, of lusty Ver the prime",False,False
blind,blinde,Troilus and Criseyde; Book I 202,data/oxford_txts/TC1_oxford.txt,O verrey foles! nice and blinde be ye;,False,False
proud,proude,Troilus and Criseyde; Book I 225,data/oxford_txts/TC1_oxford.txt,So ferde it by this fers and proude knight;,False,False
wise,wise,Troilus and Criseyde; Book I 233,data/oxford_txts/TC1_oxford.txt,"Ye wise, proude, and worthy folkes alle",False,False
bitter,bittre,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False
swete,swete,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False
dere,dere,Troilus and Criseyde; Book I 535,data/oxford_txts/TC1_oxford.txt,"O mercy, dere herte, and help me from",False,False
long,longe,Troilus and Criseyde; Book I 718,data/oxford_txts/TC1_oxford.txt,"As I best can, gon sithen longe while.",False,False
dere,dere,Troilus and Criseyde; Book I 810,data/oxford_txts/TC1_oxford.txt,What! many a man hath love ful dere ybought,False,False
wise,wise,Troilus and Criseyde; Book I 976,data/oxford_txts/TC1_oxford.txt,For this have I herd seide of wise ylered,False,False
ded,dede,Troilus and Criseyde; Book I 1083,data/oxford_txts/TC1_oxford.txt,Dede were his japes and his crueltee,False,False
