headword,forms,following_rules,violating_rules,total,compliance_pct
durren,"['dorst', 'durst', 'durste', 'darst', 'darstow', 'dur', 'dorste', 'dar']",156,3,159,98.11
durring,['durring'],0,1,1,0.0
dusken,['dusked'],1,0,1,100.0
dwellen,"['dwelten', 'dwelle', 'dwelleth', 'dwelte', 'dwelled', 'dwelt', 'dwellen']",104,0,104,100.0
dwellinge,"['dwellinge', 'dwelling']",1,8,9,11.11
ebben,['ebben'],1,0,1,100.0
eilen,"['eiled', 'aileth', 'eile', 'eileth', 'ailen', 'what']",20,0,20,100.0
eken,"['eche', 'eched']",5,0,5,100.0
embaumen,['embaume'],1,0,1,100.0
embelishen,['embelisshed'],1,0,1,100.0
embosen,['embosed'],1,0,1,100.0
embracen,"['enbraced', 'embrace', 'embraceth', 'enbrace']",13,0,13,100.0
embrouden,"['enbrouden', 'enbrouded', 'embrouded']",3,0,3,100.0
empeiren,['empeire'],1,0,1,100.0
emplastren,['emplastre'],1,0,1,100.0
empoisounen,['empoisoned'],2,0,2,100.0
empoisouning,['empoisoning'],0,2,2,0.0
emprenten,"['emprented', 'enprented']",3,0,3,100.0
emprenting,['emprenting'],0,1,1,0.0
empten,"['empte', 'empten']",2,0,2,100.0
enchaunten,"['enchaunten', 'enchanted']",2,0,2,100.0
enclinen,['encline'],3,0,3,100.0
enclosen,"['enclosed', 'enclosen']",3,0,3,100.0
encombren,"['encombre', 'encombred']",2,0,2,100.0
encorporing,['encorporing'],0,1,1,0.0
encresen,"['encrece', 'encrees', 'encresen', 'encresse', 'encreseth', 'encrese', 'encreesseth', 'encressed', 'encresed', 'encressen']",23,0,23,100.0
enden,"['ende', 'ended', 'enden', 'endeth']",17,0,17,100.0
endinge,['ending'],0,2,2,0.0
enditen,"['enditeth', 'endite', 'enditen']",35,0,35,100.0
enduren,"['endureth', 'endure', 'endurest', 'endured', 'enduren']",59,0,59,100.0
enforcen,['enforce'],2,0,2,100.0
enfourmen,['enformed'],1,0,1,100.0
engendren,"['engendreth', 'engendren', 'engendred']",8,0,8,100.0
enginen,['engined'],1,0,1,100.0
enhabiten,['enhabit'],1,0,1,100.0
enhauncen,"['enhaunced', 'enhauncen', 'enhaunsed']",5,0,5,100.0
enhorten,['enhorte'],2,0,2,100.0
enluminen,['enlumined'],1,0,1,100.0
enluting,['enluting'],0,1,1,0.0
enointen,['anoint'],1,0,1,100.0
enqueren,"['enquered', 'enquere', 'enqueren']",12,0,12,100.0
enquering,['enqueringe'],1,0,1,100.0
enselen,['enseled'],1,0,1,100.0
ensuren,['ensure'],1,0,1,100.0
entamen,['entame'],1,0,1,100.0
entenden,"['entende', 'entend', 'entended', 'entendeth', 'entendeden']",14,1,15,93.33
enterchaungen,"['entrechaungeden', 'entrechaunged']",2,0,2,100.0
entercomunen,['entrecomunen'],1,0,1,100.0
entermeten,"['entremette', 'entermeten']",2,0,2,100.0
enterparten,['entreparten'],1,0,1,100.0
entitelen,['entitled'],1,0,1,100.0
entren,"['entren', 'entre', 'entred']",6,0,6,100.0
entriken,['entriketh'],1,0,1,100.0
entringe,['entring'],0,2,2,0.0
entunen,['entune'],1,0,1,100.0
envenimen,"['envenime', 'envenimed']",3,0,3,100.0
enveniming,['enveniminge'],1,0,1,100.0
envolupen,['envoluped'],1,0,1,100.0
ermen,['erme'],1,0,1,100.0
escapen,"['escaped', 'escape', 'escapen', 'escapeth']",14,0,14,100.0
escheuen,"['eschew', 'eschue', 'eschewe', 'eschewed', 'eschuwe', 'eschewen']",10,0,10,100.0
escheuinge,['eschewing'],0,1,1,0.0
esen,"['ease', 'esen', 'esed', 'ese']",15,0,15,100.0
esing,['esing'],0,1,1,0.0
eten,"['eten', 'eteth', 'eet', 'et', 'ete']",36,0,36,100.0
exciten,"['excited', 'exciteth']",2,0,2,100.0
excusen,"['excusen', 'excuseth', 'excuse', 'excused']",18,1,19,94.74
executen,"['execut', 'executeth']",2,0,2,100.0
exercisen,"['excercise', 'exercise']",3,0,3,100.0
exilen,['exile'],1,0,1,100.0
exiling,['exiling'],0,1,1,0.0
expellen,['expelle'],1,0,1,100.0
expounen,"['expouned', 'expounde', 'expoune', 'expounden']",10,0,10,100.0
expressen,"['expresse', 'expressed']",6,0,6,100.0
extenden,['extenden'],1,0,1,100.0
failen,"['faileth', 'fail', 'falleth', 'failled', 'failleth', 'faillen', 'failed', 'faille', 'faile', 'failen', 'failest']",35,1,36,97.22
failinge,['failing'],0,1,1,0.0
fallen,"['fallen', 'fel', 'falle', 'fallest', 'falleth', 'yfalle', 'fil', 'fille', 'felle', 'fellen', 'fill', 'yfallen', 'falles', 'fillen', 'fal']",244,2,246,99.19
fallinge,"['fallinge', 'falling']",1,5,6,16.67
falsen,"['fals', 'falsest', 'falsen', 'falsed']",10,1,11,90.91
falteren,['faltren'],1,0,1,100.0
faren,"['fareth', 'fares', 'faren', 'fare', 'yfare', 'ferd', 'ferde', 'ferden', 'farest', 'far']",91,2,93,97.85
farsen,['farsed'],1,0,1,100.0
fastnen,['festne'],1,0,1,100.0
fatten,['fatte'],1,0,1,100.0
fecchen,"['fecche', 'fecchen']",17,0,17,100.0
fecching,['fecching'],0,1,1,0.0
feden,"['fedde', 'fed', 'fede']",9,0,9,100.0
feffen,"['feffed', 'feffe']",2,0,2,100.0
feinen,"['yfeined', 'feined', 'feineth', 'fained', 'feinest', 'feine']",28,0,28,100.0
feining,['feining'],0,3,3,0.0
feinten,"['feintest', 'feinte', 'faint']",3,1,4,75.0
feinting,['feinting'],0,1,1,0.0
fellen,"['feld', 'felle']",2,0,2,100.0
ferting,['farting'],0,1,1,0.0
festen,"['festen', 'festeth', 'feste']",6,0,6,100.0
festinge,['festeyinge'],1,0,1,100.0
feteren,"['fetered', 'fettred']",3,0,3,100.0
fetten,"['fette', 'yfet', 'fet']",18,0,18,100.0
fighten,"['foughten', 'foghte', 'foughte', 'fight', 'fighte', 'faught', 'fighten', 'foghten']",31,0,31,100.0
fightinge,['fighting'],0,1,1,0.0
figuringe,['figuringe'],1,0,1,100.0
fillen,"['fille', 'filled', 'fild']",3,0,3,100.0
finden,"['fint', 'finden', 'finds', 'fond', 'found', 'findeth', 'finde', 'founden', 'founde', 'fonde', 'find']",275,3,278,98.92
finding,['finding'],0,1,1,0.0
fingering,['fingeringe'],1,0,1,100.0
firen,['yfired'],1,0,1,100.0
fishen,"['fisshe', 'fisshen', 'fisshed']",6,0,6,100.0
fixen,['fix'],1,0,1,100.0
flatering,['flateringe'],2,0,2,100.0
fleming,['fleminge'],1,0,1,100.0
flien,"['fleen', 'flee', 'flowen', 'fleigh', 'flough', 'fley', 'fleeth', 'flen']",20,0,20,100.0
flikeren,['flikered'],1,0,1,100.0
flitten,['flitted'],1,0,1,100.0
flouen,['flowen'],1,0,1,100.0
fnesen,['fneseth'],1,0,1,100.0
fnorten,"['snorteth', 'snoreth']",2,0,2,100.0
foinen,"['foineth', 'foinen', 'foine']",3,0,3,100.0
folwen,"['folwen', 'folwed', 'folwest', 'folwe', 'yfolowed', 'folow', 'folwede', 'folweth', 'folewed']",40,2,42,95.24
fonden,"['fonde', 'fond']",13,2,15,86.67
fongen,['fonge'],1,0,1,100.0
forbeden,"['forbede', 'forbet', 'forbode', 'forbedeth', 'forbed', 'forbad']",31,0,31,100.0
forberen,"['forbere', 'forbar']",7,0,7,100.0
forcutten,['forcutteth'],1,0,1,100.0
fordon,"['fordoon', 'fordo', 'fordide']",10,2,12,83.33
fore-bisnen,['forbise'],1,0,1,100.0
fore-seing,['forseinge'],1,0,1,100.0
fore-witen,"['forwot', 'forwoot']",3,0,3,100.0
fore-witing,['forwiting'],0,1,1,0.0
forgen,"['forge', 'forgeth']",4,0,4,100.0
forgon,"['forgoth', 'forgo', 'foryede', 'forgoon', 'forgon']",7,7,14,50.0
forkerven,['forkerveth'],1,0,1,100.0
forlesen,"['forlorn', 'forlore']",4,0,4,100.0
forleten,['forlete'],2,0,2,100.0
formen,"['yformed', 'formed', 'forme']",11,0,11,100.0
forsaken,"['forsake', 'forsaken', 'forsook']",16,0,16,100.0
forshapen,['forshapen'],1,0,1,100.0
forsleuthen,['forsleuthen'],1,0,1,100.0
forsweren,"['forswore', 'forsworn']",5,0,5,100.0
forswering,['forswering'],0,1,1,0.0
forthinken,"['forthinke', 'forthinketh']",2,0,2,100.0
fortunen,"['fortunen', 'fortunest', 'fortuned']",2,1,3,66.67
forwrappen,['forwrapped'],1,0,1,100.0
foryelden,['foryelde'],2,0,2,100.0
foryeten,"['foryat', 'forgate', 'foryeteth', 'forgete', 'foryete', 'not', 'forgat', 'forget', 'forgeten', 'foryeten']",28,0,28,100.0
foryeven,"['foryiveth', 'forgaf', 'foryaf', 'foryeven', 'foryeve', 'foryive']",22,0,22,100.0
foryeving,['forgiving'],0,1,1,0.0
fostren,"['yfostred', 'fostreth', 'fostre', 'fostred']",14,0,14,100.0
fostring,['fostring'],0,1,1,0.0
frainen,"['freined', 'fraineth', 'freine']",3,0,3,100.0
fraughten,['fraught'],1,0,1,100.0
froten,"['froteth', 'frote']",2,0,2,100.0
frothen,['frothen'],1,0,1,100.0
ful-fillen,"['fulfild', 'fulfelle', 'fulfill', 'fulfille', 'fulfilled']",20,1,21,95.24
furtheren,"['forthred', 'forthren', 'furthered', 'forthre', 'fortheren', 'furthereth']",13,0,13,100.0
furthering,['furthering'],0,1,1,0.0
gabben,['gabbe'],4,0,4,100.0
gaderen,"['gadrede', 'gadered', 'gadereth']",4,0,4,100.0
galen,['gale'],2,0,2,100.0
gamen,['gamed'],1,0,1,100.0
gapen,"['gape', 'gapeth']",3,0,3,100.0
gasen,['gazed'],1,0,1,100.0
gauren,"['gauren', 'gaure', 'gaureth']",6,0,6,100.0
geinen,"['gaineth', 'gained']",4,0,4,100.0
gelden,['gelde'],1,0,1,100.0
gessen,['gesse'],55,0,55,100.0
giden,"['gide', 'gideth', 'gided']",14,0,14,100.0
gidinge,['giding'],0,1,1,0.0
gien,['gie'],14,0,14,100.0
ginglen,['ginglen'],1,0,1,100.0
ginnen,"['ginneth', 'goon', 'ginnen', 'gan', 'ginne', 'gonnen', 'gunnen', 'gunne', 'gonne']",571,4,575,99.3
ginninge,"['ginning', 'ginninge']",1,2,3,33.33
giterninge,['giterninge'],1,0,1,100.0
gladen,"['glade', 'gladded', 'gladde', 'gladede', 'gladen', 'gladeth', 'gladed']",27,0,27,100.0
glasen,"['glase', 'yglased']",2,0,2,100.0
glasinge,['glasinge'],1,0,1,100.0
glenten,['glente'],1,0,1,100.0
gliden,"['gliden', 'glide', 'glood']",8,0,8,100.0
glimsinge,['glimsing'],0,1,1,0.0
gliteren,"['gliteren', 'glitered']",2,0,2,100.0
glorifien,['glorifie'],2,0,2,100.0
glosen,"['glose', 'yglosed', 'glosen']",9,0,9,100.0
glosinge,['glosinge'],1,0,1,100.0
gnauen,"['gnawen', 'gnawe']",3,0,3,100.0
goinge,['goinge'],3,0,3,100.0
gon,"['goon', 'gon', 'go', 'gas', 'agon', 'gane', 'gost', 'geeth', 'goth', 'goost', 'ygo', 'gooth', 'ygon', 'agoon']",348,190,538,64.68
gonen,['ganeth'],1,0,1,100.0
governen,"['governed', 'governeth', 'governe']",13,0,13,100.0
governinge,['governing'],0,3,3,0.0
graspen,"['graspe', 'graspeth']",2,0,2,100.0
graunten,"['graunted', 'graunteth', 'grauntede', 'graunten', 'grant', 'ygraunted', 'graunte', 'grante', 'granten']",56,2,58,96.55
grauntinge,['graunting'],0,1,1,0.0
greithen,['greithen'],1,0,1,100.0
greven,"['greved', 'greve', 'greveth', 'greven']",26,0,26,100.0
grindinge,['grinding'],0,1,1,0.0
groininge,['groining'],0,1,1,0.0
gronen,"['gronen', 'grone', 'groneth']",12,0,12,100.0
groninge,['groning'],0,1,1,0.0
gropen,"['grope', 'groped', 'gropeth']",6,0,6,100.0
grouen,"['growe', 'ygrowen', 'growed', 'groweth', 'grew', 'growen']",14,0,14,100.0
grounden,['grounded'],1,0,1,100.0
grucchen,"['grucche', 'gruccheth', 'grucchen']",8,0,8,100.0
grucchinge,['grucching'],0,1,1,0.0
grunten,['gronte'],1,0,1,100.0
guerdonen,['guerdon'],0,2,2,0.0
guerdoning,['guerdoninge'],2,0,2,100.0
hakken,"['hakketh', 'hakke']",2,0,2,100.0
halen,"['hale', 'haleth']",2,0,2,100.0
halouen,['yhalowed'],1,0,1,100.0
halten,"['halten', 'halte']",2,0,2,100.0
halwen,['halwed'],2,0,2,100.0
hamelen,['hameled'],1,0,1,100.0
happenen,['happen'],1,0,1,100.0
harden,['yharded'],1,0,1,100.0
hardinge,['harding'],0,1,1,0.0
harmen,"['harme', 'harmed']",2,0,2,100.0
harminge,['harming'],0,1,1,0.0
harpen,['harpe'],1,0,1,100.0
harpinge,['harping'],0,1,1,0.0
hasten,"['haste', 'hasteth', 'hasten']",8,0,8,100.0
haten,"['hate', 'haten', 'hateth', 'hatede', 'hated']",18,0,18,100.0
haven,"['had', 'hadden', 'hath', 'that', 'hade', 'have', 'haddest', 'ofte', 'hadde', 'not', 'adde', 'haveth', 'yhad', 'has', 'han', 'hast', 'is', 'haven']",2270,505,2775,81.8
helmen,['helmed'],2,0,2,100.0
helpen,"['help', 'heelp', 'holpen', 'holpe', 'helpeth', 'helpen', 'helpe', 'halp']",115,0,115,100.0
helpinge,"['helpinge', 'helping']",2,2,4,50.0
henten,"['hente', 'henten', 'hent']",46,0,46,100.0
heren,"['here', 'herde', 'herden', 'heere', 'hereth', 'heer', 'heren', 'herd']",323,3,326,99.08
heriinge,['heryinge'],1,0,1,100.0
herkenen,"['herkeneth', 'herknen', 'herkene', 'herkned', 'herkne']",16,0,16,100.0
heten,['het'],1,0,1,100.0
heven,"['haf', 'heve', 'hevest', 'heven']",4,0,4,100.0
hiden,"['hide', 'hit', 'yhid', 'hid', 'hed', 'hidde', 'hiden']",43,0,43,100.0
hien,"['hyest', 'hie', 'hyed', 'hye', 'hied', 'hieth']",17,1,18,94.44
hindren,"['hindren', 'hindrest']",2,0,2,100.0
hiren,['hired'],1,0,1,100.0
hitten,"['hit', 'hitte']",4,0,4,100.0
hondlen,['handle'],3,0,3,100.0
hongen,"['heeng', 'hangen', 'hongen', 'hongeth', 'hange', 'heng', 'henge', 'hanged', 'hangeth', 'hang', 'honge']",40,2,42,95.24
honginge,['hanging'],0,2,2,0.0
honouren,"['honoureth', 'honoured', 'honoure', 'honouren']",19,1,20,95.0
hoppen,"['hoppe', 'hoppen']",2,0,2,100.0
houlen,['howleth'],1,0,1,100.0
houpen,['houped'],0,1,1,0.0
housinge,['housinge'],1,0,1,100.0
hummen,['humme'],1,0,1,100.0
hunten,"['honten', 'hunten', 'hunte', 'hunteth', 'hunted']",13,0,13,100.0
huntinge,"['huntinge', 'hunting']",2,11,13,15.38
hurlen,['hurlest'],1,0,1,100.0
hurtelen,"['hurtleth', 'hurtlen']",2,0,2,100.0
hurten,"['yhurt', 'hert', 'hurte', 'hurt']",18,0,18,100.0
iben,"['ybeen', 'ybe']",6,0,6,100.0
ibringen,"['ybroght', 'ybrought']",15,0,15,100.0
ifinden,"['yfinde', 'yfounde', 'founde']",12,0,12,100.0
igon,"['ago', 'ygoon', 'ygon', 'ygo']",12,0,12,100.0
igreten,['grette'],1,0,1,100.0
ihenten,['yhent'],2,0,2,100.0
iheren,['yhere'],2,0,2,100.0
iholden,"['yholde', 'holden']",6,0,6,100.0
ikepen,['ykept'],1,0,1,100.0
ikissen,['ykist'],1,0,1,100.0
iknitten,['yknet'],1,0,1,100.0
iknouen,"['yknowe', 'yknowen']",11,0,11,100.0
ileden,['ylad'],1,0,1,100.0
ileien,"['ylaid', 'yleid']",4,0,4,100.0
imaginen,"['imaginen', 'imagining', 'ymagined', 'imagined']",6,1,7,85.71
imagininge,['imagining'],0,1,1,0.0
imaken,"['ymaked', 'ymaad', 'ymad']",11,0,11,100.0
impressen,"['impresse', 'impressen']",4,0,4,100.0
in-knette,['inknette'],1,0,1,100.0
incominge,['incomminge'],1,0,1,100.0
infecten,"['enfecteth', 'infecte', 'infect']",5,0,5,100.0
inhelden,['inhelde'],1,0,1,100.0
inimen,['ynome'],3,0,3,100.0
ipassen,['ypassed'],1,0,1,100.0
ipreien,['yprayed'],1,0,1,100.0
ireden,['yred'],1,0,1,100.0
irennen,"['yronnen', 'yronne']",10,0,10,100.0
isechen,['soght'],1,0,1,100.0
iseien,"['ysaide', 'said', 'ysaid']",3,0,3,100.0
isenden,"['sent', 'ysent']",5,0,5,100.0
isetten,['yset'],4,0,4,100.0
ishapen,"['yshape', 'yshapen']",6,0,6,100.0
ishenden,['yshent'],1,0,1,100.0
isheuen,['yshewed'],1,0,1,100.0
ishriven,['yshrive'],1,0,1,100.0
isouen,['ysowe'],1,0,1,100.0
ispeden,['ysped'],1,0,1,100.0
ispeken,"['yspoken', 'yspoke']",2,0,2,100.0
istinten,['ystint'],1,0,1,100.0
istonden,['ystonde'],1,0,1,100.0
iswounen,['yswowned'],1,0,1,100.0
itaken,"['ytaken', 'ytake']",12,0,12,100.0
itechen,['ytaught'],3,0,3,100.0
itellen,['ytold'],2,0,2,100.0
ithen,['ythee'],2,0,2,100.0
iturnen,['yturned'],2,0,2,100.0
iwerken,"['wroght', 'ywroght', 'ywrought', 'ywroghte']",6,0,6,100.0
iwinnen,['ywonne'],5,0,5,100.0
janglen,"['jangle', 'janglen', 'jangleth', 'janglest']",6,0,6,100.0
janglinge,['jangling'],0,2,2,0.0
japen,"['japen', 'japedest', 'japed', 'yjaped', 'jape']",17,0,17,100.0
jo,['jo'],1,0,1,100.0
jouken,['jouken'],1,0,1,100.0
jugen,"['juggen', 'juged', 'juge', 'juggeth']",6,0,6,100.0
juparten,['juparten'],1,0,1,100.0
justen,"['justeth', 'juste', 'justen', 'jousteth']",7,0,7,100.0
justinge,['justing'],0,1,1,0.0
kemben,"['kembd', 'kembed', 'kembde', 'kembeth', 'kempt']",7,0,7,100.0
kepen,"['kept', 'kepen', 'kepe', 'keep', 'kepeth', 'kepte', 'kep']",124,3,127,97.64
kepinge,['keping'],0,2,2,0.0
kerven,"['carf', 'kerveth', 'corve', 'corven', 'kerve']",11,0,11,100.0
kervinge,['kerving'],0,1,1,0.0
killen,['kille'],5,0,5,100.0
kissen,"['kissen', 'kist', 'kisseth', 'kiss', 'keste', 'kesse', 'kiste', 'kisse']",59,3,62,95.16
kissinge,['kissing'],0,2,2,0.0
kithen,"['kid', 'kidde', 'kithed', 'kitheth', 'kithe']",10,0,10,100.0
kneden,['knede'],1,0,1,100.0
knelen,"['kneleth', 'ykneled', 'kneled', 'knele']",15,1,16,93.75
knitten,"['knet', 'knitte', 'knetteth', 'knette', 'knit', 'knittest']",16,0,16,100.0
knokken,"['knokked', 'knokketh', 'knokken', 'knokke']",9,0,9,100.0
knouen,"['know', 'knewen', 'knowest', 'knew', 'knoweth', 'knewe', 'knowen', 'knowe']",266,8,274,97.08
knouinge,"['knowinge', 'knowing']",5,2,7,71.43
knoulechinge,"['knowlachinge', 'knowleching']",1,1,2,50.0
labouren,"['laboure', 'labouren', 'laboureth', 'laboured']",10,0,10,100.0
laden,['lade'],1,0,1,100.0
lakken,"['lakketh', 'lakkede', 'lakke', 'lakken', 'lakked']",21,0,21,100.0
languishen,['languissheth'],2,0,2,100.0
languishinge,['languisshing'],0,2,2,0.0
lasen,['laced'],1,0,1,100.0
lasinge,['lacing'],0,1,1,0.0
laughen,"['laughe', 'laughen', 'laugheth', 'laugh', 'lough', 'loughe']",43,1,44,97.73
launchen,['launcheth'],1,0,1,100.0
lepen,"['leep', 'lepe', 'lepte']",13,0,13,100.0
leren,"['lered', 'lere']",23,0,23,100.0
lernen,"['lerne', 'lerned', 'lern', 'lernen']",29,3,32,90.62
lerninge,"['lerninge', 'lerning']",3,1,4,75.0
lessen,['lessen'],1,0,1,100.0
leten,"['late', 'lete', 'leet', 'lat', 'laten', 'leten', 'let']",119,1,120,99.17
letten,"['letten', 'letteth', 'lette', 'lat', 'lettest', 'letted', 'let']",37,0,37,100.0
liften,"['lifte', 'lifteth']",2,0,2,100.0
liftinge,['lifting'],0,1,1,0.0
lissen,"['ylissed', 'lissed', 'lisse', 'lissen']",4,0,4,100.0
livinge,"['livinge', 'living']",7,3,10,70.0
loggen,"['logged', 'ylogged']",3,0,3,100.0
logginge,['logging'],0,1,1,0.0
lokinge,"['loking', 'looking', 'lokinge']",2,17,19,10.53
lullen,"['lulleth', 'lulled']",3,0,3,100.0
lusten,"['lust', 'list', 'luste']",10,0,10,100.0
madden,['madde'],2,0,2,100.0
maimen,['maime'],1,0,1,100.0
maintenen,"['maintene', 'mainteine']",3,0,3,100.0
makinge,"['making', 'makinge']",1,5,6,16.67
manacen,"['manaceth', 'manace']",2,0,2,100.0
manacinge,['manasinge'],1,0,1,100.0
marien,['maried'],2,0,2,100.0
martiren,['martyreth'],1,0,1,100.0
masen,"['maze', 'mased']",3,0,3,100.0
masken,['ymasked'],1,0,1,100.0
medlen,"['ymedled', 'medle', 'medeleth']",3,0,3,100.0
medlinge,['medling'],0,1,1,0.0
melten,"['molte', 'melte', 'malt']",4,0,4,100.0
menden,['mende'],2,0,2,100.0
mesuren,['mesured'],1,0,1,100.0
meven,"['meve', 'meved', 'moeved']",4,0,4,100.0
mevinge,"['moevinge', 'movinge']",3,0,3,100.0
minen,['mine'],3,0,3,100.0
misaccounten,['misacounted'],1,0,1,100.0
misavisen,['misavise'],1,0,1,100.0
misbeden,['misboden'],1,0,1,100.0
miscarien,['miscarie'],1,0,1,100.0
misconceiven,['misconceiveth'],1,0,1,100.0
misconstruen,['misconstrue'],1,0,1,100.0
misdemen,['misdemeth'],1,0,1,100.0
misfallen,['misfille'],1,0,1,100.0
misforyeven,['misforyaf'],1,0,1,100.0
misgien,['misgied'],1,0,1,100.0
misgon,"['misgon', 'misgo', 'misgoon']",3,0,3,100.0
mishappen,"['mishappe', 'mishapped']",2,0,2,100.0
misleden,['misledden'],1,0,1,100.0
mislien,['mislay'],1,0,1,100.0
mismetren,['mismetre'],1,0,1,100.0
misseien,"['misseye', 'misseyest', 'misseid', 'misseide', 'missaid']",6,0,6,100.0
missitten,['missatte'],1,0,1,100.0
misspeken,['misspak'],1,0,1,100.0
mistaken,['mistake'],1,0,1,100.0
mistrusten,"['mistrusten', 'mistruste', 'mistrusted']",4,0,4,100.0
miswenden,['miswent'],1,0,1,100.0
miswriten,['miswrite'],1,0,1,100.0
mocchen,['mucche'],1,0,1,100.0
modifien,['modifie'],1,0,1,100.0
mokeren,['mokre'],1,0,1,100.0
mornen,"['morne', 'moorneth', 'morneth', 'moorne']",5,0,5,100.0
morninge,"['moorning', 'moorninge']",1,2,3,33.33
mortheren,"['mordre', 'mordred']",10,1,11,90.91
mortheringe,['mordring'],0,1,1,0.0
mortifien,['mortifie'],2,0,2,100.0
moteren,['motre'],1,0,1,100.0
moulen,"['moulen', 'mowled']",2,0,2,100.0
multiplien,['multiplie'],11,0,11,100.0
multipliinge,['multiplying'],0,1,1,0.0
murmuren,['murmureden'],1,0,1,100.0
murmuringe,['murmuringe'],1,0,1,100.0
musen,"['muse', 'mused']",2,0,2,100.0
nailen,['naille'],1,0,1,100.0
nappen,['nappeth'],1,0,1,100.0
nemnen,"['nempne', 'nempned', 'nempnen']",3,0,3,100.0
neuen,"['newed', 'newe']",2,0,2,100.0
nevenen,['nevene'],4,0,4,100.0
nighten,['nighte'],2,0,2,100.0
nimen,"['nomen', 'nome', 'nam']",7,0,7,100.0
nodden,['nodde'],1,0,1,100.0
nombren,"['noumbre', 'nombred']",2,0,2,100.0
norishen,['norished'],1,0,1,100.0
norishinge,"['norisshinge', 'norishinge', 'norissing']",2,1,3,66.67
not-writen,['notwrite'],1,0,1,100.0
notifien,"['notified', 'notifie']",2,0,2,100.0
obeien,"['obeie', 'obeyed', 'obeide', 'obeyeth', 'obeye']",21,0,21,100.0
obligen,"['obliged', 'oblige']",2,0,2,100.0
observen,['observe'],1,0,1,100.0
occupien,"['occupie', 'occupieth']",5,0,5,100.0
of-shouven,['ofshowve'],1,0,1,100.0
offenden,"['offende', 'offendeth', 'offenden', 'offended']",10,0,10,100.0
offren,"['offre', 'offren']",4,0,4,100.0
offringe,"['offring', 'offringe']",2,2,4,50.0
oftaken,['oftaken'],1,0,1,100.0
onen,['oned'],1,0,1,100.0
openen,"['opned', 'open', 'opened']",4,1,5,80.0
opposen,['opposen'],1,0,1,100.0
oppressen,"['oppresse', 'oppressed']",7,0,7,100.0
ordeinen,['ordeined'],3,0,3,100.0
ouen,"['oght', 'ouhten', 'owe', 'ought', 'ouht', 'ouhte', 'oghte', 'owen', 'oughte', 'oghten', 'oughtest', 'owest']",83,0,83,100.0
outbresten,['outbreste'],1,0,1,100.0
outbringen,['outbringe'],1,0,1,100.0
outcacchen,['outcaughte'],1,0,1,100.0
outcasten,['outcast'],1,0,1,100.0
outen,"['out', 'outen', 'oute']",3,1,4,75.0
outraien,['outraye'],1,0,1,100.0
outsterten,['outsterte'],1,0,1,100.0
overbiden,['overbide'],1,0,1,100.0
overblouen,['overblowe'],1,0,1,100.0
overcasten,['overcaste'],1,0,1,100.0
overcomen,"['overcom', 'overcometh', 'overcome']",10,0,10,100.0
overgon,"['overgone', 'overgo']",2,0,2,100.0
overladen,['overlade'],1,0,1,100.0
overloken,['overloked'],1,0,1,100.0
overmacchen,['overmacche'],1,0,1,100.0
overrechen,['overraughte'],1,0,1,100.0
overshaken,['overshake'],3,0,3,100.0
oversheten,['overshette'],1,0,1,100.0
overskippen,['overskipte'],1,0,1,100.0
overspreden,"['oversprede', 'oversprat', 'overspradd', 'overspradde']",5,0,5,100.0
overspringen,['overspringe'],1,0,1,100.0
overtaken,['overtoke'],1,0,1,100.0
overthrouen,['overthrowe'],3,0,3,100.0
paien,"['paide', 'payen', 'paied', 'paye', 'paid', 'ypaied', 'payed', 'pay', 'ypayed']",36,0,36,100.0
parten,"['parted', 'partest', 'parteth', 'part', 'parten', 'parte']",11,0,11,100.0
partinge,['parting'],0,1,1,0.0
passen,"['pass', 'passen', 'paste', 'passed', 'past', 'passeth', 'passe', 'pace']",111,1,112,99.11
peinen,"['peined', 'peinen', 'paineth', 'peine', 'peineth']",14,0,14,100.0
peinten,"['peint', 'peinten', 'peinte', 'peinted']",25,3,28,89.29
percen,"['percen', 'perced', 'perceth', 'perce']",8,0,8,100.0
percinge,['percinge'],1,0,1,100.0
performen,"['performed', 'parfournest', 'parfourne', 'performe', 'parfourned']",10,0,10,100.0
perishen,['perisse'],1,0,1,100.0
perseveren,"['persevere', 'persevereth']",2,0,2,100.0
perturben,"['pertourbe', 'perturben']",2,0,2,100.0
perturbinge,['perturbinge'],1,0,1,100.0
picchen,['pighte'],2,0,2,100.0
pinchen,"['pinched', 'pinche', 'pinchen']",3,0,3,100.0
pinen,"['pined', 'pineth', 'pine']",3,0,3,100.0
pipen,"['pipe', 'pipen']",4,0,4,100.0
pissen,"['pissed', 'pisse']",3,0,3,100.0
plaunten,['planted'],2,0,2,100.0
pledinge,['pledinge'],1,0,1,100.0
pleiinge,"['pleying', 'pleyinge', 'playing']",2,2,4,50.0
pleinen,"['pleined', 'pleinen', 'ypleined', 'pleineth', 'pleine']",57,0,57,100.0
pleininge,['pleyninge'],1,0,1,100.0
pleiten,"['plited', 'plite']",2,0,2,100.0
plesen,"['plesed', 'plesen', 'plese', 'yplesed']",40,0,40,100.0
pleten,['plete'],1,0,1,100.0
pletinge,['pleding'],0,1,1,0.0
plicchen,"['plight', 'plighte']",4,0,4,100.0
plighten,"['plight', 'plighte', 'yplight', 'plighten']",10,0,10,100.0
plukken,['plukke'],1,0,1,100.0
portraien,"['purtreied', 'portreye', 'portrey', 'purtreye']",4,0,4,100.0
