text,original_scansion,predicted_scansion,dataset_split,filename,match
She may unto a knave child atteine,u S uS u Su S uSx,u S uS u Su S uSx,train,ClT_gui_complete.csv,yes
O Cedasus it is ful greet pitee,u SuS u S u S uS,u SuS u S u S uS,train,FranT_gui_complete.csv,yes
O Lord the pine I dide hem and the wo,u S u Sx u Sx u S u S,u S u Sx u Sx u S u S,train,WBPro_gui_complete.csv,yes
Sir quod this boy it nedeth neveradel,u S u S u Su SxuS,u S u S u Su SxuS,train,PardT_gui_complete.csv,yes
O traitours homicide o wikkednesse,u Su SuSx u SuSx,u Su SuSx u SuSx,train,PardT_gui_complete.csv,yes
And tipped was his tail and bothe his eres,u Su S u S u Sx u Sx,u Su S u S u Sx u Su,train,NPT_gui_complete.csv,no
Inasmuche as I maked yow aferd,uSux S u Su S uS,ux S u Su S uS,train,NPT_gui_complete.csv,no
By me that am al redy at your heste,u S u S u Su S u Sx,u S u S u Su S u Sx,train,SqT_gui_complete.csv,yes
How that in lordshipe is no sikernesse,u S u Sux S u SuSx,u S u SuS u S xS,train,MkT_gui_complete.csv,no
Is ther no ship of so many as I see,u S u S u S ux S u S,u S u S u S ux S u S,train,FranT_gui_complete.csv,yes
For love of Cipris thou me nought ne lette,u Sx u Su S u S u Sx,u Sx u Su S u S u Sx,train,TC3_gui_complete.csv,yes
And namely of wifhood the livinge,u SuS u Su S uSx,u SuS u Su S uSx,train,LGW_FPro_gui_complete.csv,yes
As I am mortal if I late or yerne,u x S uS u S ux S uSx,u S u Su u S ux S uSx,train,TC3_gui_complete.csv,no
Thing that is seid is seid and forth it gooth,u S u S u S u S u S,u S u S u S u S u S,train,MancT_gui_complete.csv,yes
I can not trow that she wol write ayein,u S u S u S u Sx uS,u S u S u S u Sx uS,train,TC5_gui_complete.csv,yes
Who may avaunte hir bet of hevinesse,u S uSx u S u SuSx,u S uSx S u u SuSx,train,Anelida_gui_complete.csv,no
And wel I woot as ye goon by the weye,u S u S u S u S u S,u S u S u S u S u S,train,GP_gui_complete.csv,yes
For which in fewe wordes seide he thus,u S u Su Su Sx u S,u S u Su Su Sx u S,train,FranT_gui_complete.csv,yes
Allas quod he thus foul a wrecchednesse,uS u S u S u SuSx,uS u S u S u SuSx,train,TC5_gui_complete.csv,yes
Beth nought to hasty in this hote fare,u S u Su S u Su Sx,u S u Su S u Sx Sx,train,TC4_gui_complete.csv,no
And he answerde and seide thus Madame,u S uSx u Su S uSx,u S uSx u Sx S uSx,train,NPT_gui_complete.csv,no
She hath it kist ful ofte for his sake,u S u S u Su S u Sx,u S u S u Su S u Sx,train,LGW_gui_complete.csv,yes
And doun again and yeldeth up the gost,u S uS u Su S u S,u S uS u Su S u S,train,LGW_gui_complete.csv,yes
He poureth pesen upon the hacches slider,u Su Su Su S ux Sx,u Su Su Su S ux Su,train,LGW_gui_complete.csv,no
Whoso that can may rede hem as they write,uS u S u Sx u S u Sx,uS u S u Sx u S u Sx,train,TC1_gui_complete.csv,yes
And was in purpos ever to be trewe,u S u Su Su S u Sx,u S u Su Su S u Sx,train,TC4_gui_complete.csv,yes
And therwithal his hand in his he leith,u SuS u S u S u S,u SuS u S u S u S,train,SumT_gui_complete.csv,yes
The same wind hath blowe awey your fey,u Su S u Sx uS u S,u Su S u Sx uS u S,train,LGW_gui_complete.csv,yes
The dede sleep for wery bisinesse,u Su S u Su SuSx,u Sx u S Su SuSx,train,MilT_gui_complete.csv,no
Seint Julian he was in his contree,u SuS u S u S uS,u SuS u S u S uS,train,GP_gui_complete.csv,yes
Whan that she saw the castel brende,u S u S u Su Sx,u S u S u Su Sx,train,HF_gui_complete.csv,yes
Bitwixe his peple and him thus seid the bulle,uSx u Sx u S u S u Sx,uSx u Sx u S u S u Sx,train,ClT_gui_complete.csv,yes
May nought endure on it to see for brighte,u S uSx u S u S u Sx,u S uSx u S u S u Sx,train,TC2_gui_complete.csv,yes
Or his goddesse dame Juno,u S uSu Sx uS,u S uSx Sx uS,train,BD_gui_complete.csv,no
Cassandre Eleine or any of the frape,uSx uSx u Su S u Sx,uSx uSx u Sx u S Sx,train,TC3_gui_complete.csv,no
And forthi if it happe in any wise,u Su S u Sx u Su Sx,u Su S u Sx u Su Sx,train,TC2_gui_complete.csv,yes
I shuld be deed ther wer non other weye,u S u S u S u Su S,u S u S u S u Su S,train,CYT_gui_complete.csv,yes
Love hir so hote of foul affeccioun,ux S u Sx u S uSuS,ux S u Sx u S uSuS,train,MLT_gui_complete.csv,yes
My peple me constreineth for to take,u Su S uSu S u Sx,u Su S u S u Sx,train,ClT_gui_complete.csv,no
But welaway al this nas but a mase,u SuS u S u S u Sx,u SuS u S u S u Sx,train,TC5_gui_complete.csv,yes
The maistresse of my wit and nothing I,u Sux S u S u Su S,u Sux S u S u Su S,train,LGW_FPro_gui_complete.csv,yes
Which these ilke lovers leden,u Su Sx uS uS,u Sx Sx uS Su,train,HF_gui_complete.csv,no
And som time dooth hem Theseus to reste,u S ux S u SuS u Sx,u S ux S u SuS u Sx,train,KnT_gui_complete.csv,yes
Of king Minos that in hir chambres grete,u S uS u S u Su Sx,u S uS u S u Su Sx,train,LGW_gui_complete.csv,yes
I saye right as I have seide,u S u S u Su Sx,u S u S u Sx Sx,train,BD_gui_complete.csv,no
Requere nought that is ayein hir name,uSu S u S uS u Sx,ux S u S uS u Sx,train,TC1_gui_complete.csv,no
And is ybet at every tounes ende,u S uS u SuS ux Sx,u S uS u SuS ux Sx,train,FriPro_gui_complete.csv,yes
But at laste of Tarquiny she hem tolde,u S ux S uSu S u Sx,u S ux S uSu S u Sx,train,LGW_gui_complete.csv,yes
Unnethe mighte they the statut holde,uSu Su S u Su Sx,uSu Su S u Su Sx,train,WBPro_gui_complete.csv,yes
Allas Custance thou hast no champioun,uS uSx u S u SuS,uS uSx S u u SuS,train,MLT_gui_complete.csv,no
How wonnen was the regne of Femenie,u Su S u Sx u SuS,u Su S u Sx u SuS,train,KnT_gui_complete.csv,yes
Dredful to kinges and to emperoures,uS u Su S u SuSx,ux u Su S u SuSx,train,MkT_gui_complete.csv,no
Rewest on every rewful in distresse,uS u Sxu Su S uSx,uS u Sxu ux S Sux,train,MLT_gui_complete.csv,no
She sette her doun on knees and thus she saide,u Sx u S u S u S u Sx,u Sx u S u S u S u Sx,train,MLT_gui_complete.csv,yes
And telle yow as pleinly as I can,u Su S u Su S u S,u Su S u Su S u S,train,KnT_gui_complete.csv,yes
Fulfilled of al vertue and honour,uSu S u Su S uS,uSu S u Su S uS,train,LGW_FPro_gui_complete.csv,yes
At every time whan they dorste so,u SuS ux S u Su S,u SuS ux S u Sx S,train,LGW_gui_complete.csv,no
I spak to him and seide him how that he,u S u S u Sx u S u S,u S u S u Sx u S u S,train,WBPro_gui_complete.csv,yes
Hir preyere is of ful greet reverence,u Sux S u S u SuSx,u Sux u u S u SuSx,train,SumT_gui_complete.csv,no
Al were he short or long or blak or whit,u Sx u S u S u S u S,u Sx u S u S u S u S,train,WBPro_gui_complete.csv,yes
And seide Nece ysee who cometh here ride,u Sx ux Su S uS ux Sx,u Sx Sx Su S ux ux Sx,train,TC2_gui_complete.csv,no
But al another thenketh his ledere,u S uSu Su S uSx,u S uSu Su S u,train,TC4_gui_complete.csv,no
Eek in some lond were al the gamen shent,u S ux S ux S u Su S,u S ux S ux S u Su S,train,TC2_gui_complete.csv,yes
Of Troilus to Venus heryinge,u SuS u Su SuSx,u SuS u Su Sx,train,TC3_gui_complete.csv,no
Receiven wel how sore that me smerte,uSu S u Su S u Sx,uSu S u Su S u Sx,train,TC3_gui_complete.csv,yes
Now queen of comfort sith thou art that same,u S u Su S u S u Sx,u S u Su S u S u Sx,train,ABC_gui_complete.csv,yes
As for to honoure hir goddes ful devoute,u S u Sux S ux S uSx,u S u Sux u ux S uSx,train,TC1_gui_complete.csv,no
So wircheth now in so discreet a wise,u Su S u S uS u Sx,u Su S u S uS u Sx,train,TC3_gui_complete.csv,yes
Adoun the steire anoonright tho she wente,uS u Sx uSu S u Sx,uS u SuS uSu S u Sx,train,TC2_gui_complete.csv,no
Tristram Isoude Paris and Achilles,uS uSx uS u SuS,uS uSx uS u SuS,train,PF_gui_complete.csv,yes
Bad his ministres fecchen openly,u S uSu Su SuS,u S Sx Sx SuS,train,SNT_gui_complete.csv,no
By God quod he I singe nat amis,u S u S u Su S uS,u S u S u Sx u Su,train,MancT_gui_complete.csv,no
But natheles he gladded him in this,u SuS u Su S u S,u SuS u Su S u S,train,TC5_gui_complete.csv,yes
And with thy manhod letten al this grame,u S u Su Su S u Sx,u S u Su Su S u Sx,train,TC4_gui_complete.csv,yes
And Mars yaf to hir coroun reed pardee,u S u S u Su S uS,u S u S u Su S uS,train,LGW_FPro_gui_complete.csv,yes
Ascaunce that craft is so light to lere,uSu S u S u S u Sx,uSu S u S u S u Sx,train,CYT_gui_complete.csv,yes
And taughte him sodeinly that he by slighte,u Sx u SuS u S u Sx,u Sx u SuS u S u Sx,train,PhyT_gui_complete.csv,yes
Whereas he shoon ful pale I dar wel seyn,xuS u S u Sx u S u S,uSx u S u Sx u S u S,train,FranT_gui_complete.csv,no
In a brest plat and in a light gipoun,u S u S u S u S uS,u S u S u S u S uS,train,KnT_gui_complete.csv,yes
And stille he stant under the shotwindowe,u Sx u S uS u SuSx,u Sx u S uS u SuSx,train,MilT_gui_complete.csv,yes
And so bifel by aventure or cas,u S uS u SuSx u S,u S uS u SuSx u S,train,KnT_gui_complete.csv,yes
But lak of pursuit make it in thy slouthe,u S u Su Sx u S u Sx,u S u Su Sx u S u Sx,train,TC2_gui_complete.csv,yes
As fer as any wight hath ever ywent,u S u Su S u S uS,u S u Su u u S Su,train,TC5_gui_complete.csv,no
And seye Leve moder leet me in,S u Su Su S u S,u S ux Su S u S,train,PardT_gui_complete.csv,no
As olde bokes maken mencioun,u Su Su Su SuS,u Sx Su Su SuS,train,MancT_gui_complete.csv,no
I failed nevere of my trouthe as yit,u Su Sux S u Sx u S,u Su Sux S u Sx u S,train,FranT_gui_complete.csv,yes
If that I may yon wenche wil I swive,u S u S u Su S u Sx,u S u S u Su S u Sx,train,RvT_gui_complete.csv,yes
But natheles although that thou be dulle,u SuS uS u S u Sx,u SuS uS u S u Sx,train,PF_gui_complete.csv,yes
That in an ile that called was Colcos,u S u Sx u Su S uS,u S u Sx u Su S uS,train,LGW_gui_complete.csv,yes
Wommen may go now saufly up and doun,uS u S u Su S u S,uS u S u Su S u S,train,WBT_gui_complete.csv,yes
To love hir best the more it me deliteth,u Sx u S u Sx u x SuS,u Sx u S u Sx u S SuS,train,TC3_gui_complete.csv,no
Withouten noise or clateringe of belles,uSu Sx u SuSx u Sx,uSu Sx u SuSx u Su,train,SumT_gui_complete.csv,no
The juge answerde Of this in his absence,u Sx uSx u S u S uSx,u Sx uSx u S u S uSx,train,PhyT_gui_complete.csv,yes
Er that he coude his felawshippe finde,u S u Sx u SuSu Sx,u S u Sx u S Sx,train,LGW_gui_complete.csv,no
Founde oon the best and lengest time abiden,ux S u S u Su Sx uSu,ux S u S u Su Sx uSu,train,TC1_gui_complete.csv,yes
To helpen him bere up the charge,u Su S ux S u Sx,u Su S ux S u Sx,train,HF_gui_complete.csv,yes
I can no termes of astrologie,u S u Su S uSuS,u S u Su S uSu,train,FranT_gui_complete.csv,no
But have hir in await for evermo,u Sx u S uS u SuS,u Sx u S uS u SuS,train,MkT_gui_complete.csv,yes
Allas the wo allas the peines stronge,uS u S uS u Su Sx,uS u S uS u Su Sx,train,KnT_gui_complete.csv,yes
Nas never seen ne shal ben eft,u Su S u S u S,u Su S u S u S,train,HF_gui_complete.csv,yes
She was a worthy womman al hir live,u S u Su Su S u Sx,u S u Su Su S u Sx,train,GP_gui_complete.csv,yes
Wherfore to yow my lord the juge I preye,uSx u S u S u Sx u S,uSx u S u S u Sx u S,train,PhyT_gui_complete.csv,yes
Ful swetely herde he confessioun,u SuS ux S uSuS,u SuS ux S uSuS,train,GP_gui_complete.csv,yes
Er that I ferther in this tale pace,u S u Su S u Su Sx,u S u Su S u Sx Sx,train,GP_gui_complete.csv,no
And with that worde he to the wimpel sterte,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,train,LGW_gui_complete.csv,yes
Lo how a woman doth amis,u S u Su S uS,u S u Su S uS,train,HF_gui_complete.csv,yes
Of wexe and tow that whan he gapeth faste,u Sx u S u S u Su Sx,u Sx u S u S u Su Sx,train,LGW_gui_complete.csv,yes
Yis quod this somnour pay anon lat se,u S u Su S uS u S,u S u Su S uS u S,train,FriT_gui_complete.csv,yes
But Antenor he shal com hoom to toune,u SuS u S u S u Sx,u SuS u S u S u Sx,train,TC4_gui_complete.csv,yes
Suche routhe hath he of thy distresse,ux Sx u S u S uSx,ux Sx u S u S uSx,train,HF_gui_complete.csv,yes
And seide thus By God that sit above,u Su S u S u S uSx,u Su S u S u S uSx,train,KnT_gui_complete.csv,yes
Now whoso seith so mote he never ythee,u Su S u Sx u S uS,u Su S u Sx u S uS,train,TC2_gui_complete.csv,yes
And prevely took arrivage,u SuS u SuSx,u SuS u Sxx,train,HF_gui_complete.csv,no
But wel finde I she dide him this plesaunce,u S ux S u Sx u S uSx,u S ux S u Sx u S uSx,train,TC3_gui_complete.csv,yes
And seyn that if that they espied were,u S u S u S uSu Sx,u S u S u S uSu Sx,train,CYT_gui_complete.csv,yes
For unto shrewes joye it is and ese,u Su Su Su S u S xx,u Su Su Su S u S xx,train,CYT_gui_complete.csv,yes
Com forth my white spouse out of doute,u S u Su Su S u Sx,u S u Sx Su S u Sx,train,MerT_gui_complete.csv,no
Of any lord that is in Engelond,u Su S u S u SuS,u Su S u S u S,train,GP_gui_complete.csv,no
To drie him with and therfor wex his pride,u S u S u Su S u Sx,u S u S u Su S u Sx,train,MkT_gui_complete.csv,yes
So faste that ther may it noon arace,u Su S u S u S uSx,u Su S u S u S uSx,train,TC5_gui_complete.csv,yes
That is and was and ever shal,u S u S u Su S,u S u S u Su S,train,HF_gui_complete.csv,yes
Spak than Eleine and seide Pandarus,u S uSx u Su SuS,u S uSx u Sx SuS,train,TC2_gui_complete.csv,no
Love is noght old as whan that it is newe,ux S u S u S u S u Sx,ux S u S u S u S u Sx,train,ClT_gui_complete.csv,yes
And is his tresour and his gold in cofre,u S u Su S u S u Sx,u S u Su S u S u Sx,train,LGW_FPro_gui_complete.csv,yes
But nathelees I see your trewe entente,u SuS u S u Sx uSx,u SuS u S u Sx uSx,train,ClT_gui_complete.csv,yes
It may noght gon as ye wolde in this weye,u S u S u S ux S u S,u S u S u S ux S u S,train,PF_gui_complete.csv,yes
And howso she hath hard ben herbiforn,u Su S u S u SuS,u Su x u S u Sx,train,TC2_gui_complete.csv,no
In this world here and cause of armonie,u S u Sx u Sx u SuS,u S u Sx u Sx u Su,train,PF_gui_complete.csv,no
The goos seide Al this nis not worth a flie,u S ux S u S u S u S,u S ux S u S u S u S,train,PF_gui_complete.csv,yes
And al the remenant I wol lete it slippe,u S u Sxu S u Sx u Sx,u S u Sxu u S Sx u Sx,train,LGW_gui_complete.csv,no
That ye for any sorwe or any drede,u S u Su Sx u Su Sx,u S u Su Sx u Su Sx,train,ShipT_gui_complete.csv,yes
For unto swich a worthy man as he,u Su S u Su S u S,u Su S u Su S u S,train,GP_gui_complete.csv,yes
Conseil to axe of any that is here,uS u Sx u Su S u Sx,uS u Sx u Su S u Sx,train,MerT_gui_complete.csv,yes
Daun Salomon as wise clerkes seyn,u SuS u Su Su S,u SuS u Sx Su S,train,MancT_gui_complete.csv,no
O tonge allas so often herebiforn,u Sx uS u Su xSuS,u Sx uS u Sx Sxx,train,TC3_gui_complete.csv,no
And with som wisdom ye his sorwes bete,u S u Su S u Su Sx,u S u Su S u Su Sx,train,TC4_gui_complete.csv,yes
Therto he is the freendlieste man,uS u S u SuSu S,uS u S u Sx u,train,TC2_gui_complete.csv,no
Comanded him and faste he blew the fir,uSu S u Sx u S u S,uSu S u Sx u S u S,train,CYT_gui_complete.csv,yes
Upon a piler stonde on high,uS u Su Sx u S,uS u Su Sx u S,train,HF_gui_complete.csv,yes
And blew it est and west and southe,u S u S u S u Sx,u S u S u S u Sx,train,HF_gui_complete.csv,yes
But men might touch the arwe or com therby,u S u S u Sx u S uS,u S u S u Sx u S uS,train,FranT_gui_complete.csv,yes
And sholdest as by linage and by right,u Su S u Sux S u S,u uS S S Sux S u S,train,LGW_gui_complete.csv,no
For hoom to goon it may nought wel bitide,u S u S u S u S uSx,u S u S u S u S uSx,train,TC3_gui_complete.csv,yes
Of thinges that to comen been pardee,u Su S u Su S uS,u Su S u Su S uS,train,TC4_gui_complete.csv,yes
Wherfore I am and wol be ay redy,uSx u S u S u S uS,uSx u S u S u S ux,train,TC1_gui_complete.csv,no
And over al this if any lady bright,u Sx u S u Su Su S,u Su S u S Sx Su S,train,SqT_gui_complete.csv,no
As burned gold it shoon to see,u Su S u S u S,u Su S u S u S,train,HF_gui_complete.csv,yes
Every cercle causinge other,uSu Sx uSx uS,u Sx Sux S,train,HF_gui_complete.csv,no
That wedded been I trow that it be so,u Su S u S u S u S,u Su S u S u S u S,train,MerPro_gui_complete.csv,yes
He mighte doon it gessing no malice,u Su S u Su S uSx,u Sx S u Su S uSx,train,LGW_FPro_gui_complete.csv,no
It shal be doon quod Simkin by my fay,u S u S u Su S u S,u S u S u Su S u S,train,RvT_gui_complete.csv,yes
How that me thinketh quod she So God me speede,u S x uS u S u S u Sx,u S x uS u S u S u Sx,train,SumT_gui_complete.csv,yes
That there as thou now brought art into blisse,u Sx u S u S u Su Sx,u Sx u S u S u Su Sx,train,TC3_gui_complete.csv,yes
Biforen in his celle fantastik,uSu S u Su SuS,uSu S u Sx SuS,train,KnT_gui_complete.csv,no
Til we be deed or elles that we pleye,u S u S u Su S u S,u S u S u Su S u S,train,ShipT_gui_complete.csv,yes
Quod Pandarus now is it time I wende,u SuS u S u Sx u Sx,u SuS u S u Sx u Sx,train,TC2_gui_complete.csv,yes
But certeinly er he cam fully there,u SuS u S u Su Sx,u SuS u S u Su Sx,train,WBT_gui_complete.csv,yes
If I discreven wolde hir hevinesse,u S uSu Sx u SuSx,u S uSu Sx u SuSx,train,TC4_gui_complete.csv,yes
My cours that hath so wide for to turne,u S u S u Su S u Sx,u S u S u Su S u Sx,train,KnT_gui_complete.csv,yes
To Rome I trowe sikerly,u Sx u Su SuS,u Sx u Sx SuS,train,HF_gui_complete.csv,no
He on a day in open audience,u S u S u Su SuSx,u S u S u Su SuSx,train,ClT_gui_complete.csv,yes
Quod she to hirselve tho,S u S uSu S,u x S u S,train,HF_gui_complete.csv,no
And in this derke cave yif her leste,u S u Su Su S u Sx,u S u Su Su S u Sx,train,LGW_gui_complete.csv,yes
Hir mouth ful smal and therto softe and reed,u S u S u Su Sx u S,u S u S u Su Sx u S,train,GP_gui_complete.csv,yes
Have I hadde oft within the yonder walles,ux S ux S uS u Su Sx,ux S ux S uS u Su Sx,train,TC5_gui_complete.csv,yes
Anoon that I may goon about thy nede,uS u S u S uS u Sx,uS u S u S uS u Sx,train,TC1_gui_complete.csv,yes
They ne spared not hir throtes,u S uS u S uS,u S uS u S uS,train,BD_gui_complete.csv,yes
Had of him routhe and that they seyen sholde,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,train,TC5_gui_complete.csv,yes
Noot I not how but sin that I was wrought,u S u S u S u S u S,u S u S u S u S u S,train,TC5_gui_complete.csv,yes
Wel oughte I sterve in wanhope and distresse,u Sx u Sx u Sux S uSx,u Sx u Sx u Sux u Sux,train,KnT_gui_complete.csv,no
Lo brother quod the feend what tolde I thee,u Su S u S u Sx u S,u Su S u S u Sx u S,train,FriT_gui_complete.csv,yes
But for a litel speche avisely,u S u Su Sx uSuS,u S u Su Sx Sx,train,MancT_gui_complete.csv,no
O gode God how gentil and how kinde,u Su S u Su S u Sx,u Su u u Su S u Sx,train,ClT_gui_complete.csv,no
Was false whiche a fool she was,u Su Sx u S u S,u Su Sx u S u S,train,BD_gui_complete.csv,yes
That thereas day with labour wolde us breste,u SuS u S uS ux S xx,u SuS u S uS ux S ux,train,TC3_gui_complete.csv,no
The oule eek that of dethe the bode bringeth,u Sx u S u Sx u Sx uS,u Sx u S u Sx u Sx Su,train,PF_gui_complete.csv,no
Was thorughout Troye yfled with preste winges,u SuS uS uS u xx Sx,u SuS uS ux S xx Sx,train,TC4_gui_complete.csv,no
This Pandarus ful deed and pale of hewe,u SuS u S u Sx u Sx,u SuS u S u Sx u Sx,train,TC4_gui_complete.csv,yes
On us his grete mercy multiplie,u S u Su Su SuS,u S u Sx Su SuS,train,PrT_gui_complete.csv,no
And ofte times giltelees pardee,u Su Su SuS uS,u Sx Su SuS uS,train,KnT_gui_complete.csv,no
Of figures of poetrie,u SuS u SuS,u Sux u xS,train,HF_gui_complete.csv,no
My fader as ye knowen wel pardee,u Su S u Su S uS,u Su S u Su S uS,train,TC4_gui_complete.csv,yes
As of a fevre or other greet siknesse,u S u Sx u Su S uSx,u S u Sx u Su S uSx,train,TC3_gui_complete.csv,yes
Of thilke yeer how that it with him stood,u Su S u S u S u S,u Su S u S u S S u,train,ShipT_gui_complete.csv,no
In every bush or under every tree,u SuS u S ux Sxu S,u SuS u S uS uxS S,train,WBT_gui_complete.csv,no
That hadde a firreed cherubinnes face,u Sx u Su SuSu Sx,u Sx u Su S Sx,train,GP_gui_complete.csv,no
Now is he fals alas and causeles,u S u S uS u SuS,u S u S uS u SuS,train,Anelida_gui_complete.csv,yes
That semed welle of alle gentillesse,u Su Sx u Su SuSx,u Su Sx u Sx SuSx,train,SqT_gui_complete.csv,no
This tale was nat only told for yow,u Su S u Su S u S,u Su S u Su S u S,train,CYT_gui_complete.csv,yes
Nis nat gold as that I have herd it told,u S u S u S ux S u S,u S u S u S ux S u S,train,CYT_gui_complete.csv,yes
And for the love of God sin al my trist,u S u Sx u S u S u S,u S u Sx u S u S u S,train,TC3_gui_complete.csv,yes
Ne strenger was in feeld of alle thing,u Su S u S u Su S,u Su S u S u Sx u,train,MkT_gui_complete.csv,no
And loked on hir in a besy wise,u Su S u S u Su Sx,u Su S u S u Su Sx,train,TC2_gui_complete.csv,yes
And have my trouthe but thou finde it so,u Sx u Su S u Sx u S,u Sx u Su S u Sx u S,train,TC1_gui_complete.csv,yes
This strange knight that cam thus sodeinly,u Su S u S u SuS,u Sx u S S S SuS,train,SqT_gui_complete.csv,no
This ordinance is seid go God thee spede,u SuSx u S u S u Sx,u SuSx u S u S u Sx,train,MilT_gui_complete.csv,yes
Al was the timber of no strengthe,u S u Su S u Sx,u S u Su S u Sx,train,HF_gui_complete.csv,yes
Now certes yif ye wolde have in memorie,u Su S u Sx ux S uS,u Su S u Sx ux S uS,train,LGW_gui_complete.csv,yes
And dar nat ones putte forth his heed,u S u Su Su S u S,u S u Su Su S u S,train,SNT_gui_complete.csv,yes
This woful wight this Troilus that felte,u Su S u SuS u Sx,u Su S u SuS u Sx,train,TC4_gui_complete.csv,yes
And herupon ye may answere him sende,u SuS u S uSx u Sx,u SuS u S uSx u Sx,train,TC4_gui_complete.csv,yes
That stood ful mery upon an havenside,u S u Sx uS u SuSx,u S u Su Su S u,train,NPT_gui_complete.csv,no
And by him stoden alle these clerkes,u S u Su Sx ux Sx,u S u Su Sx ux Su,train,HF_gui_complete.csv,no
Of herbes precious and fine of hewe,u Su SuS u Sx u Sx,u Su SuS u Sx u Sx,train,SqT_gui_complete.csv,yes
And of his mercy may so for yow wirche,u S u Su S u S u Sx,u S u Su S u S u Sx,train,MerT_gui_complete.csv,yes
Nor axen more that may do yow disese,u Su Sx u S u S uSx,u Su Sx u S u S Sxx,train,TC2_gui_complete.csv,no
Bothe halle and chambres ech in his degree,ux Sx u Su S u S uS,ux Sx u Su S u S uS,train,ClT_gui_complete.csv,yes
And herte soor he seide as ye shul here,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,train,KnT_gui_complete.csv,yes
Ne pardee lorn am I nought fro yow yit,u Su S u S u S u S,u Su S u S u S u S,train,TC4_gui_complete.csv,yes
That in these women men may alday finde,u S ux Su S u Su Sx,u S ux Su S u Su Sx,train,LGW_gui_complete.csv,yes
For many hath she thus yblent,u Su S u S uS,u Su S u S Su,train,BD_gui_complete.csv,no
And in this hous ther ye me lady made,u S u S u S u Su Sx,u S u S u S u Su Sx,train,ClT_gui_complete.csv,yes
And in greet reverence and charitee,u S u SuSx u SuS,u S u SuSx u SuS,train,ClT_gui_complete.csv,yes
And certes if it nere to long to here,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,train,KnT_gui_complete.csv,yes
Ye loveres for the conningest of yow,u SuS u S uSx u S,u SuS u S uSx u S,train,TC1_gui_complete.csv,yes
Whan Diomede on horse gan him dresse,u SuSx u Su S u Sx,u SuSx u Su S u Sx,train,TC5_gui_complete.csv,yes
Noght longe time leve hit wel,u Su Su Sx u S,u Sx ux Sx u S,train,BD_gui_complete.csv,no
And hast ymaad thy rekeninges,u S uS u SuSx,u S uS u Sx,train,HF_gui_complete.csv,no
Now Mabely min owne moder dere,u SuS u Su Su Sx,u SuS u Sx uS Sx,train,FriT_gui_complete.csv,no
He taketh hir and kisseth hir ful ofte,u Su S u Su S u Sx,u Su S u Su S u Sx,train,MerT_gui_complete.csv,yes
And have it brought to swich plit as thou wost,u Sx u S u S u S u S,u Sx u S u S u S u S,train,TC3_gui_complete.csv,yes
And stal awey unto his companie,u S uS uS u SuS,u S uS uS u SuS,train,LGW_gui_complete.csv,yes
Right so ferd my lady dere,S u S u Su Sx,u S u u Su Sx,train,BD_gui_complete.csv,no
I am a man of litel sustenaunce,u S u S u Su SuSx,u S u S u Su Su,train,SumT_gui_complete.csv,no
My faire brid my swete cinamome,u Su S u Su SuSx,u Su S u Sx S,train,MilT_gui_complete.csv,no
Til at the laste Pandion thus seide,u S u Su SuS u Sx,u S u Sx SuS u Sx,train,LGW_gui_complete.csv,no
And gladly wolde he lerne and gladly teche,u Su Sx u Sx u Su Sx,u Su Sx u Sx u Su Sx,train,GP_gui_complete.csv,yes
Ful blisful may they singen whan they wake,u Su S u Su S u Sx,u Su S u Su S u Sx,train,PF_gui_complete.csv,yes
Seide Alle folk for Goddes love I preie,ux Su S u Su Sx u S,ux Su S u Su Sx u S,train,TC2_gui_complete.csv,yes
That to a thrifty houshold may suffise,u S u Su Su S uSx,u S u Su Su S uSx,train,ShipT_gui_complete.csv,yes
And neer he cam and kneled faire adoun,u S u S u Su Sx uS,u S u S u Su Sx uS,train,WBPro_gui_complete.csv,yes
And seide Who so wol nat sacrifise,u Su S u S u SuSx,u Sx u u S u SuSx,train,SNT_gui_complete.csv,no
I wol with Thomas speke a litel throwe,u S u Su Sx u Su Sx,u S u Su Sx u Su Sx,train,SumT_gui_complete.csv,yes
His wit his shap and eek his gentillesse,u S u S u S u SuSx,u S u S u S u SuSx,train,TC2_gui_complete.csv,yes
That first cam through his destinee,u S u S u SuS,u S u S u SuS,train,HF_gui_complete.csv,yes
I am a seedfoul oon the unworthieste,x u S uS u S uSuSx,u S u uS S u Su,train,PF_gui_complete.csv,no
For in this see the boot hath swich travaile,u S u S u S u S uSx,u S u S u S u S uSx,train,TC2_gui_complete.csv,yes
And wisse and teche thee aright,u Sx u Su S uS,u Sx u Su S uS,train,HF_gui_complete.csv,yes
For love of God which that us bothe made,u Sx u S u S u Su Sx,u Sx u S u S u Sx Sx,train,TC2_gui_complete.csv,no
In nouncertein ben al your observaunces,u SuS u S u SuSx,u SuS u S u SuSx,train,TC1_gui_complete.csv,yes
Or leste noght he bad her for to reste,u Su S u S u S u Sx,u Su S u S u S u Sx,train,LGW_gui_complete.csv,yes
Leseth no time as ferforth as ye may,uS u Sx u Su S u S,uS u Sx u Su S u S,train,MLPro_gui_complete.csv,yes
