text,original_scansion,predicted_scansion,dataset_split,filename,match
In honestee with swich a lord to dele,u SuS u S u S u Sx,u SuS u S u S u Sx,train,TC2_gui_complete.csv,yes
That was betwix hem til the day gan misse,u S uS u S u S u Sx,u S uS u S u S u Sx,train,PF_gui_complete.csv,yes
And whan that he this beste hath overcome,u S u S u Sx u SuSx,u S u S u Sx u SuSx,train,LGW_gui_complete.csv,yes
That thirled hadde horn and nerf and rinde,u Su Su S u S u Sx,u Su Su S u S u Sx,train,TC2_gui_complete.csv,yes
Ye woot right wel what ye bihighten me,u S u S u S uSu S,u S u S u S uSu S,train,FranT_gui_complete.csv,yes
She gropeth alwey forther with hir hond,u Su Su Su S u S,u Su Su Su S u S,train,RvT_gui_complete.csv,yes
No fors quod he now sir for Goddes sake,u S u S u S u Su Sx,u S u S u S u Su Sx,train,CYT_gui_complete.csv,yes
Ful ofte a day he swelte and seide Allas,u Sx u S u Sx u Sx uS,u Sx u S u Sx u Sx uu,train,KnT_gui_complete.csv,no
And of his tonge and of his hond also,u S u Sx u S u S uS,u S u Sx u S u u Su,train,WBPro_gui_complete.csv,no
Allas quod he thus foul a wrecchednesse,uS u S u S u SuSx,uS u S u S u SuSx,train,TC5_gui_complete.csv,yes
Had never swich sorwe as I tho,u Su S ux S u S,u Su S ux S x S,train,BD_gui_complete.csv,no
Bitwixen freendes in disputisoun,uSu Su S uSuS,uSu Su S uSuS,train,MerT_gui_complete.csv,yes
I was right glad and up anoon,u S u S u S uS,u S u S u S uS,train,BD_gui_complete.csv,yes
After the forme used in his langage,uS u Su Sx u S uSx,uS u Su Su S u Sux,train,SqT_gui_complete.csv,no
I sholde wene it were a bauderie,u Su Su S ux S uxS,u Su Su S xx S uxu,train,TC3_gui_complete.csv,no
Forgeten had the erthe his pore estate,uSu S u Su S ux xSx,uSu S u Su S ux xSx,train,LGW_FPro_gui_complete.csv,yes
The gentileste and eek the moste free,u SuSu S u S ux S,u SuSx S u S ux S,train,TC1_gui_complete.csv,no
That heleth seke folk of nightes sorwe,u Su Su S u Su Sx,u Su Su S u Su Sx,train,LGW_gui_complete.csv,yes
As wel as thee if that I sholde assente,u S u S u S u Sx uSx,u S u S u S u Sx uSx,train,TC2_gui_complete.csv,yes
As ye have in this covenant herd me rede,u S ux S u SuS u S xx,u S ux S u SuS u S xx,train,LGW_gui_complete.csv,yes
Ye lovers and your lewede observaunces,u Su S u Sux SuSx,u Su S u Sux SuSx,train,TC1_gui_complete.csv,yes
That he that night in armes wolde hir streine,u S u S u Su Sx u Sx,u S u S u Su Sx u Sx,train,MerT_gui_complete.csv,yes
Sin wel I woot I may hir not purchace,u S u S u S u S uSx,u S u S u S u S uSx,train,TC4_gui_complete.csv,yes
He bad to take him and anhange him faste,u S u Sx u S uSx u Sx,u S u Sx u S uSx u Sx,train,PhyT_gui_complete.csv,yes
A wikked tonge is worse than a feend,u Su Su S ux S u S,u Su Su S ux S u S,train,MancT_gui_complete.csv,yes
And ete also and drinke over hir might,u Su Su S ux Sx u S,u Su Su S ux Sx u S,train,PardT_gui_complete.csv,yes
For possible is sin thou hast hir presence,u Sux S u S u S uSx,u Sux S u S u S uSx,train,KnT_gui_complete.csv,yes
On knees she fil biforn Ector adoun,u S u S uS uS uS,u S u S uS uS uS,train,TC1_gui_complete.csv,yes
Trouthe and honour fredom and curteisie,ux S uS uS u SuS,ux S uS uS u SuS,train,GP_gui_complete.csv,yes
The chaumbre dore undide it him anoon,u Su Sx uSx u S uS,u Su Sx uSx S u uS,train,TC4_gui_complete.csv,no
Ne if she can hirself distorben it,u S u S uS uSu S,u S u S uS uSu S,train,TC4_gui_complete.csv,yes
This bargain is ful drive for we ben knit,u Su S u Sx u S u S,u Su S u Su S x x u,train,FranT_gui_complete.csv,no
Nat that I wilne for maistrie,u S u Su S uS,u S u Su S uS,train,HF_gui_complete.csv,yes
Lat it be stille and ber it forth with thee,u S u Sx u S u S u S,u S u Su S x u u S u,train,ClT_gui_complete.csv,no
What maner womman artow tho quod he,u Su Su Su S u S,u Su Su Su S u S,train,SNT_gui_complete.csv,yes
That it his limes and his skin totar,u S u Su S u S uS,u S u Su S u S uS,train,MkT_gui_complete.csv,yes
Terme of his lif what nedeth wordes mo,ux S u S u Su Su S,ux S u S u Su Su S,train,KnT_gui_complete.csv,yes
To seen hir but he may not contrefete,u S u S u S u SuSx,u S u S u S u SuSx,train,TC5_gui_complete.csv,yes
To reden on this book of wikked wives,u Su S u S u Su Sx,u Su S u S u Su Sx,train,WBPro_gui_complete.csv,yes
For gold ne silver that he to me lente,u S u Su S u S u Sx,u S u Su S u S u Sx,train,CYT_gui_complete.csv,yes
Glad poverte is an honest thing certein,u Sux S u Su S uS,u Sux S u Su S uS,train,WBT_gui_complete.csv,yes
That made hir for to slepe sone,u Su S u S ux Sx,u Su S u S ux Sx,train,BD_gui_complete.csv,yes
Thou hast me wounded in min herte O wif,u S u Su S u Sx u S,u S u Su S u Sx S u,train,MerT_gui_complete.csv,no
And rente adoun both wal and sparre and rafter,u Sx uS u S u Sx u Sx,u Sx uS u S u Sx u Sx,train,KnT_gui_complete.csv,yes
That in his bed ther daweth him no day,u S u S u Su S u S,u S u S u Su S u S,train,KnT_gui_complete.csv,yes
What sholde I lenger of this cas endite,u Su S ux S u S uSx,u Su S ux S u S uSx,train,FranT_gui_complete.csv,yes
No Cristen man so ofte of his degree,u Su S u Sx u S uS,u Su S u Sx u S uS,train,GP_gui_complete.csv,yes
Lordinges quod he now herkneth for the beste,uSu S u S uS u S xx,uSu S u S uS u S xx,train,GP_gui_complete.csv,yes
I wolde as wis God help me soo,u Su S u S u x S,u Su S u S u x S,train,BD_gui_complete.csv,yes
Holdeth expres again the wil of me,uS uS uS u S u S,uS SS uS u S u x,train,PhyT_gui_complete.csv,no
That heeld the regne after his fader day,u S u Su Su S ux S,u S u Su Su S ux S,train,MkT_gui_complete.csv,yes
Than evermore in langour thus to drie,u SuSx u Su S u S,u SuSx u Su S u S,train,TC5_gui_complete.csv,yes
That slough himself with a pilere,u S uS u S uSx,S u Su S S uSx,train,BD_gui_complete.csv,no
Whether mi lord be quik or deed,uS u S u S u S,uS u S u S u S,train,BD_gui_complete.csv,yes
Is ful of striving and of wrecchednesse,u S u Su S u SuSx,u S u Su S u SuSx,train,PardT_gui_complete.csv,yes
Shal al be dreint so hidous is the shour,u S u S u Su S u S,u S u S u Su S u S,train,MilT_gui_complete.csv,yes
Shal be min heir as I have ay supposed,u S u S u S ux S uSx,u S u S u S ux S uSu,train,ClT_gui_complete.csv,no
Somtime a castel al of lim and stoon,uSx u Su S u S u S,uSx u uS S u u S u,train,FranT_gui_complete.csv,no
Thurgh which they doon the devel sacrifise,u S u S u Su SuSx,u S u S u Su SuSx,train,PardT_gui_complete.csv,yes
And he for ferde loste his wit,u S u Su Sx u S,u S u Su Sx S u,train,HF_gui_complete.csv,no
And thus she sit and darketh wonder stille,u S u S u Su Su Sx,u S u S u Su Su Sx,train,LGW_gui_complete.csv,yes
What wiltow seyn thou wistest nat yet now,u Su S u Su S u S,u Su S u Su S u S,train,KnT_gui_complete.csv,yes
And Pandarus now woltow trowen me,u SuS u Su Su S,u SuS u Su Su x,train,TC5_gui_complete.csv,no
Hir thoughte hir cursed herte brast atwo,u Su S uS ux S uS,u Su S uS ux S uS,train,MLT_gui_complete.csv,yes
Now Janus god of entree thou him gide,u Su S u Su S u Sx,u Su S u Su S u Sx,train,TC2_gui_complete.csv,yes
Him that she cheest he shal hir have as swithe,u S u S u S u Sx u Sx,u S u S u S u Sx u ux,train,PF_gui_complete.csv,no
And maken in that lond som chevisaunce,u Su S u S u SuSx,u Su S u S u SuSx,train,LGW_gui_complete.csv,yes
And swote smellen floures white and rede,u Su Su Su Su S xx,u Su Su Su Su S xx,train,TC1_gui_complete.csv,yes
Unto Otes of that contre king,Su Su S u Su S,uu uS u S uS u,train,LGW_gui_complete.csv,no
Til in a temple he fond him allone,u S u Su S u S uSx,u S u Su S u S uSx,train,TC4_gui_complete.csv,yes
The time is come a knavechild she ber,u Su S ux S uSu x S,u Su S ux S uxS x x,train,MLT_gui_complete.csv,no
I see namoor but that I am fordo,u S uS u S u S uS,u S uS u S u S uS,train,FranT_gui_complete.csv,yes
That preveth wel it brest alday so ofte,u Su S u S uS u Sx,u Su S u S uS u Sx,train,TC3_gui_complete.csv,yes
Ne was so looth out of a toun to fare,u S u S u S u S u Sx,u S u S u S u S u Sx,train,TC5_gui_complete.csv,yes
For love is blind al day and may nat see,u Sx u S u S u S u S,u Sx u S u S u S u S,train,MerT_gui_complete.csv,yes
As ever she was shal I finde in som route,u Su x S u S ux S u Sx,u Su x u u S ux S u Sx,train,TC4_gui_complete.csv,no
Now wol I torne unto Arcite agein,u S u Su Sx uSx uS,u S u Sx SS uSx uS,train,KnT_gui_complete.csv,no
Ther as shinen sterres sevene,u S uS uS uSx,u S uS uS uxx,train,HF_gui_complete.csv,no
To wedding in the Cane of Galilee,u Su S u Sx u SuS,u Su S u Sx S uSu,train,WBPro_gui_complete.csv,no
Now herkne freend for thus it stant with me,u Su S u S u S u S,u Sx u S u S S u S,train,TC1_gui_complete.csv,no
How ye ne doon but holden me in honde,u S u S u Su S u Sx,u S u S u Su S u Sx,train,TC5_gui_complete.csv,yes
And whil I live a maide I wol thee serve,u S u Sx u Sx u S u Sx,u S u Sx u Sx u S u Sx,train,KnT_gui_complete.csv,yes
And loked forth for I was waked,u Su S u S u Sx,u Su S u S u Su,train,BD_gui_complete.csv,no
And knew the arising of his moone weel,u S u SuS u S ux S,u S u SuS u S ux S,train,FranT_gui_complete.csv,yes
If other cause aught doth yow for to dwelle,u Su Sx u S u S u Sx,u Su Sx u S u S u Sx,train,TC5_gui_complete.csv,yes
He shal han nat the lasse light pardee,u S u S u Su S uS,u S u S u Su S uS,train,WBPro_gui_complete.csv,yes
I have quod he on yow so greet a routhe,u Sx u S u S u S u Sx,u Sx u S u S u S u Sx,train,ShipT_gui_complete.csv,yes
The stork the wreker of avouterie,u S u Su S uSuS,u S u Su S uSxS,train,PF_gui_complete.csv,no
A shirreve hadde he been and a countour,u Sux Sx u S u S uS,u Sux uu S u S u Su,train,GP_gui_complete.csv,no
That for the smert he wende for to die,u S u S u Su S u S,u S u S u Su S u S,train,MilT_gui_complete.csv,yes
Comaunde it him and seide he doon it wolde,uSx u S u Sx u S u Sx,uSx u S u Sx u S u Sx,train,TC5_gui_complete.csv,yes
This Pandare that neigh malt for wo and routhe,u Sux S u S u S u Sx,u Sux S u S u S u Sx,train,TC1_gui_complete.csv,yes
And if I have er this I wol amende,u S u Sx u S u S uSx,u S u Sx u S x S uSx,train,TC2_gui_complete.csv,no
To thee that art the man that I best triste,u S u S u S u S u Sx,u S u S u S u S u Sx,train,TC3_gui_complete.csv,yes
And of min ordre ay til deeth me mete,u S u Su S u S u Sx,u S u Su S u S x Sx,train,TC4_gui_complete.csv,no
Right in his cherles termes wol I speke,u S u Su Su S u Sx,u S u Su Su S u Sx,train,RvPro_gui_complete.csv,yes
Eek Whoso wol han leef he leef mot lete,u Su S u S u S u Sx,u Su S u S u S u Sx,train,TC4_gui_complete.csv,yes
And seide Nece I have so greet a pine,u Su Su x Sx u S u Sx,u Su Sx x Sx u S u Sx,train,TC2_gui_complete.csv,no
Wonder to maken of fernasshen glas,uS u Su S uSu S,uS u Su S uSu S,train,SqT_gui_complete.csv,yes
Who can the pitous joye tellen al,u S u Su Su Su S,u S u Su Su Su S,train,MLT_gui_complete.csv,yes
His wise goost took ay of al swich hede,u Su S u S u S u Sx,u Sx x S u S S u Sx,train,TC3_gui_complete.csv,no
Yet coude I telle a thing to doon you pleie,u Sx u Sx u S u S u S,u Sx u Sx u S u S u S,train,TC2_gui_complete.csv,yes
And of the citee first was crouned king,u S u Su S u Su S,u S u Su S u Su S,train,KnT_gui_complete.csv,yes
Lordings I coude han told yow quod this Frere,uS u Su S u S u S xx,uS u Su S u S u S xx,train,FriT_gui_complete.csv,yes
With floures white blew yelowe and rede,u Su Su S uSu S xx,u Su Su S uSu S xx,train,PF_gui_complete.csv,yes
And wente his wey no lenger dorste he calle,u Su S u S ux Sx u Sx,u Su S u S ux Sx u Sx,train,MkT_gui_complete.csv,yes
Out at the dore and after that cam she,u S u Su S uS u S x,u S u Su S uS u S x,train,ClT_gui_complete.csv,yes
Or atte leste I love as wel as ye,u Su Sx u Sx u S u S,u Su Sx u Sx u u S u,train,PF_gui_complete.csv,no
For whom was maked moch compleinte,u S u Su S uSx,u S u Su S uSx,train,HF_gui_complete.csv,yes
With thornes venimous O heven queen,u Su SuS u Su S,u Su SuS u Sx S,train,ABC_gui_complete.csv,no
I may wel maken as it semeth me,u S u Su S u Su S,u S u Su S u Su x,train,TC4_gui_complete.csv,no
But dwelte at hoom and kepte wel his folde,u Su S u S ux S u Sx,u Su S u S ux S u Sx,train,GP_gui_complete.csv,yes
And if thou take a wif unto thin hold,u S u Sx u S uS u S,u S u Sx S u Sx u S,train,MerT_gui_complete.csv,no
That she nas slain and with a good entente,u S u S u S u S uSx,u S u S u S u S uSx,train,FranT_gui_complete.csv,yes
Allas I caitif whider may I flee,uS u Su Su S u S,uS u Su Su S u S,train,ABC_gui_complete.csv,yes
In armes with a thousand shippes wente,u Su S u Su Su Sx,u Su S u Su Su Sx,train,TC1_gui_complete.csv,yes
Of gold and he wold quite it him agein,u S u S u Sx u S uS,u S u S u Sx u S uS,train,CYT_gui_complete.csv,yes
For verray slouthe or othere wilful tecches,u Su Su S uxx Su Sx,u Su Su S uxx Su Sx,train,TC3_gui_complete.csv,yes
And we wol lord if that ye wol assente,u S u S u S u S uSx,u S u S u S u S uSx,train,ClT_gui_complete.csv,yes
Of tresour may we bothe with us lede,u Su S u Su S u Sx,u Su S u Sx S u xx,train,TC4_gui_complete.csv,no
What false theves wher ye wolde,u Su Su S u Sx,u Su Su S u Sx,train,HF_gui_complete.csv,yes
And witeth wel that bothe two ben vices,u Su S u Su S u Sx,u Su S u Su S u Sx,train,TC1_gui_complete.csv,yes
She ful devout and humble in hir corage,u S uS u Sx u S uSx,u S uS u Sx S u Sux,train,SNT_gui_complete.csv,no
Ne of his wo ne dorste he not biginne,u S u S u Sx u S uSx,u S u S u Sx u S uSx,train,TC1_gui_complete.csv,yes
And that I do no diligence,u S u S u SuSx,u S u S u SuSx,train,HF_gui_complete.csv,yes
Withouten nede ther I may stonde in grace,uSu Sx u S u Sx u Sx,uSu Sx x x u Sx u Sx,train,TC2_gui_complete.csv,no
And spices parted and the win agoon,u Su Su S u S uS,u Su Su S u S uS,train,LGW_gui_complete.csv,yes
Upon the left hand with a loud shoutinge,uS u S u S u S uSx,uS u S u S u S uSx,train,KnT_gui_complete.csv,yes
To translaten that olde clerkes writen,u SuS u Su Su Su,u SuS u Su Su Su,train,LGW_FPro_gui_complete.csv,yes
Discreet and prideles ay honurable,uS u SuS u SuSx,uS u SuS u SuSx,train,ClT_gui_complete.csv,yes
I vouche sauf quod he do what yow liste,u Su S u S u S u Sx,u Su S u S u S u Sx,train,TC2_gui_complete.csv,yes
Commendeth it and seith in this manere,uSu S u S u S uSx,uSx u u S u S uSx,train,SNT_gui_complete.csv,no
Noght wolde I tell how me is wo bigon,u Su S u S x u S uS,u Su S u S x u S uS,train,FranT_gui_complete.csv,yes
For though your love laste a sesoun,u S u Su Sx u xS,u S u Su Sx S xS,train,HF_gui_complete.csv,no
To that Criseyde answerde right anoon,u S uSu Sux S uS,u S uSu Sux S uS,train,TC3_gui_complete.csv,yes
Sone after that bigonne we to lepe,ux Su S uSu S u Sx,ux Su S uSu S u Sx,train,TC2_gui_complete.csv,yes
That I ne can imaginen a way,u S u S uSuS u S,u S u S uSuS u S,train,TC4_gui_complete.csv,yes
And pitee were I shulde sterve,u Su Su S ux Sx,u Su Su S ux Sx,train,BD_gui_complete.csv,yes
And bringe us to his heighe blisse Amen,u Su S u S ux Su Su,u Su S x S ux Sx Su,train,NPT_gui_complete.csv,no
And also on hir heed parde,S uS u S u Sx,S uS u u S ux,train,HF_gui_complete.csv,no
Whoso that goth algate she wol nat wante,uS u S uSu x S u Sx,uS u S uSu x S u ux,train,LGW_FPro_gui_complete.csv,no
This gentil monk answerde in this manere,u Su S uSu S u Sxx,S Su S uSu S u Sxx,train,ShipT_gui_complete.csv,no
But lest thow deme I truste not to thee,u S u Su S ux S u S,u S u Su S ux S u S,train,TC1_gui_complete.csv,yes
Som men wold seyn how that the child Maurice,u S u S u S u S uSx,u S u S u S u S uSx,train,MLT_gui_complete.csv,yes
The fame anon thurgh Rome toun is born,u Su Su S ux S u S,u Sx Su S ux S u S,train,MLT_gui_complete.csv,no
I shal nat spare for no curteisie,u S u Su S u SuS,u S u Su S u SuS,train,MerT_gui_complete.csv,yes
A false cherl quod he for Goddes bones,u Su S u S u Su Sx,u Su S u S u Su Sx,train,SumT_gui_complete.csv,yes
Seid this man and grope wel bihinde,S u S u Su S uSx,u S u u Su S uSx,train,SumT_gui_complete.csv,no
Of court and ben estatlich of manere,u S u S uSu S uSx,u S u S uSS u uxx,train,GP_gui_complete.csv,no
Hid this fro me thou fool quod Pandarus,u S u S u S u SuS,S u S x u S u SuS,train,TC1_gui_complete.csv,no
A Cook they hadde with hem for the nones,u S u Su S u S u Sx,u S u Su S u S u Sx,train,GP_gui_complete.csv,yes
But Hermengild lovede hir right as hir lif,u SuS uxx S u S u S,u SuS uxx S u S u S,train,MLT_gui_complete.csv,yes
A verray pestilence upon yow falle,u Su SuSx uS u Sx,u Su SuSx uS u ux,train,NPT_gui_complete.csv,no
She took hir leve and nedes wolde wende,u S u Su S uS ux Sx,u S u Su S uS ux Sx,train,TC3_gui_complete.csv,yes
I trowe it were a long thing for to here,u Su S ux S u S u S xx,u Su S ux S u S u S xx,train,TC3_gui_complete.csv,yes
Wheron she wolde apointe hir at the laste,uS u Sx uSx u S u Sx,uS u Sx uSx u S u Sx,train,TC2_gui_complete.csv,yes
Lo herte min al this is for to seyne,u Su S u S u S u Sx,u Su S u S u S u Sx,train,Anelida_gui_complete.csv,yes
For fals in love was he right as his sire,u S u Sx u S u S u Sx,u S u Sx u u S S u Sx,train,LGW_gui_complete.csv,no
Thanne is a wif the fruit of his tresor,ux S u S u S u S uS,ux S u S u S u S uS,train,MerT_gui_complete.csv,yes
And hath her sworn he wolde nat sojorne,u S u S u Su S uSx,u S u S u Su S uSx,train,LGW_gui_complete.csv,yes
The rose waxeth swote and smothe and softe,u Su Su Sx u Sx u Sx,u Su Su Sx u Sx u Sx,train,TC1_gui_complete.csv,yes
This is the point to speken short and plein,u S u S u Su S u S,u S u S u Su S u S,train,GP_gui_complete.csv,yes
I pray yow that ye take it nat agrief,u S u S u Sx u S uS,u S u S u Sx S u Sx,train,NPT_gui_complete.csv,no
Be as be may I take of it no cure,u S u S u Sx u S u Sx,u S u S u Sx u S u Sx,train,LGW_gui_complete.csv,yes
With iren tough and for to make it strong,u Su S u S u Sx u S,u Su S u S u Sx S u,train,KnT_gui_complete.csv,no
For him men demen hoot that men seen swete,u S u Su S u S u Sx,u S u Su S u S u Sx,train,TC2_gui_complete.csv,yes
And singen that it was a melodie,u Su S u S u SuS,u Su S u S u SuS,train,MancT_gui_complete.csv,yes
And therwithal she caste hir eyen doun,u SuS u Sx u Su S,u SuS u Sx u Su S,train,TC5_gui_complete.csv,yes
As I wel mene eek mene wel to me,u S u Su S ux S u S,u S u Su S ux u u x,train,TC3_gui_complete.csv,no
Tel me the rote good sir quod he tho,u S u Su S u S u S,u S u Sx S u S u S,train,CYT_gui_complete.csv,no
In swich a gise as I have seid above,u S u Su S x ux S uSx,u S u Su S x ux S uSx,train,SqT_gui_complete.csv,yes
His burthe himself his fate and eek nature,u Sx uS u Sx u S uSx,u Sx uS u Sx u S uSx,train,TC5_gui_complete.csv,yes
Hir over lippe wiped she so clene,u Su Su Su S u Sx,u Su Su Su S u Sx,train,GP_gui_complete.csv,yes
Under his tonge a trewe love he beer,uS u Su S ux Sx u S,uS u Su S ux Sx S u,train,MilT_gui_complete.csv,no
To tak the botel ther the poison was,u S u Su S u Su S,u S u Su S u Su S,train,PardT_gui_complete.csv,yes
And for his manhede and his governaunce,u S u Sux S u SuSx,u S u Sux S u SuSx,train,MancT_gui_complete.csv,yes
And whan that I had geten unto me,u S u S u Su Su S,u S u S u Su Su S,train,WBPro_gui_complete.csv,yes
Ther been two weyes outher deeth or shame,u S u Su Su S u Sx,S S u Su Su S u Sx,train,PhyT_gui_complete.csv,no
That trewe man that noble gentil knight,u Su S u Su Su S,u Su S u Su Su S,train,TC2_gui_complete.csv,yes
And he ful glad to doon him that servise,u S u S u S u S uSx,u S u S u S u S uSx,train,TC4_gui_complete.csv,yes
And therfore sin I knowe of loves peine,u Sux S u Su S ux Sx,u Sux S u Su S ux Sx,train,KnT_gui_complete.csv,yes
She may no while in chastitee abide,u S u Sx u SuS uSx,u S u Sx u uSu uSx,train,WBPro_gui_complete.csv,no
Through Juno that had herde hir bone,u Su S u Sx u Sx,u Su S u Sx u Sx,train,BD_gui_complete.csv,yes
Two woful wrecches been we two caitives,u Su Su S u S uSx,u Su Su S u S uSx,train,KnT_gui_complete.csv,yes
Nat was foryeten the porter Idelnesse,u S uSu S ux SuSx,u S uSu S ux SuSx,train,KnT_gui_complete.csv,yes
I trowe he with us be that ilke shrewe,u Su S u S u S ux Sx,u Su S u S u S ux Sx,train,CYT_gui_complete.csv,yes
Though it be good reherce it not to ofte,u S u S uSu S u x Sx,u S u S uSu S u S ux,train,TC2_gui_complete.csv,no
That she was holde of alle quenes flour,u S u Su S ux Su S,u S u Sx S ux Sx S,train,LGW_gui_complete.csv,no
I aske yow this man right of your grace,u Su S u S u S u Sx,u Su S u S u S u Sx,train,LGW_FPro_gui_complete.csv,yes
And of hir labour took hir sustenance,u S u Su S u SuSx,u S u Su S u SuSx,train,ClT_gui_complete.csv,yes
Lo how shulde I now telle al this,u S ux S u Sx u S,u S ux S u Sx S u,train,HF_gui_complete.csv,no
And yit him thoughte it mighte nat suffise,u S u Su S ux S uSx,u S u Su S ux S uSx,train,MkT_gui_complete.csv,yes
It fel that in the seventhe yeer in May,u S u S u Sux S u S,u S u S u Sux S u S,train,KnT_gui_complete.csv,yes
Longe time and at the laste,Su Sx u S u Sx,ux Sx u S u Sx,train,BD_gui_complete.csv,no
With wilde mares as faste as he may go,u Su Sx u Sx u S u S,u Su Sx u Sx S u S u,train,RvT_gui_complete.csv,no
For she was falle aslepe a lite wight,u S u Su Sux S ux S,u S u Sx uSx u Sx S,train,RvT_gui_complete.csv,no
Ne saw me for to rede or wisse,u S u S u Sx u Sx,u S u S u Sx u Sx,train,HF_gui_complete.csv,yes
Sin that ye been a baillif as am I,u S u S u Su S u S,u S u S u Su S u S,train,FriT_gui_complete.csv,yes
But times four the mone hath hid her face,u Su S u Sx u S u Sx,u Su S u Sx u u x Sx,train,LGW_gui_complete.csv,no
Hath yow laboured sith the night bigan,u S uSu S u S uS,u S uSu S u S uS,train,ShipT_gui_complete.csv,yes
And to be war fro falsnesse and fro vice,u S u S u Sux S u Sx,u S u S u Sux S u Sx,train,LGW_FPro_gui_complete.csv,yes
Ye shul it lern wherso ye wole or noon,u S u S uS u Sx u S,S S u S uS u Sx u u,train,FranT_gui_complete.csv,no
He mente thus that in soverein bontee,u Su S u S uxS uS,u Su S u S uxu xu,train,MerT_gui_complete.csv,no
And men cride in the strete See Troilus,u S ux S u Su S uS,u S ux S u Su S uS,train,TC2_gui_complete.csv,yes
And on thin auter wher I ride or go,u S u Su S u Sx u S,u S u Su S u Sx u S,train,KnT_gui_complete.csv,yes
Vomit upward ne dounward laxatif,uS uS u Su SuS,uS uS u Su SuS,train,KnT_gui_complete.csv,yes
Te deum was our song and nothing elles,u S u S u S uS uS,u S u S u S uS ux,train,SumT_gui_complete.csv,no
For of fortunes sharp adversitee,u S uSu S uSuS,u S uSu S uSuS,train,TC3_gui_complete.csv,yes
With pietee so wel repressed is,S uS u S uSu S,u uS u S uSx S,train,TC3_gui_complete.csv,no
This mirour and this ring that ye may see,u Su S u S u S u S,u Su S u S u S u S,train,SqT_gui_complete.csv,yes
This yeman gan a litel for to smile,u Su S u Su S u Sx,u Su S u Su S u Sx,train,FriT_gui_complete.csv,yes
But for he useth thinges for to make,u S u Su Su S u Sx,u S u Su Su S u Sx,train,LGW_FPro_gui_complete.csv,yes
Swelleth the brest of Arcite and the sore,uS u S u Sux S u Sx,uS u S u Sux S u Sx,train,KnT_gui_complete.csv,yes
O help and grace amonges al this prees,u S u Su Sux S u S,u S u Su SuS u S u,train,TC4_gui_complete.csv,no
Tel us swich thing as may our hertes glade,u S u S u S u Su Sx,u S u S u S u Su Sx,train,NPPro_gui_complete.csv,yes
Or wher bicomth it whan it is ago,u S uS u S u S uS,u S uS u S u S uS,train,TC2_gui_complete.csv,yes
He com anoon nought ones seide he Nay,u S uS u Su Sx u S,u S uS u Su Sx S u,train,TC3_gui_complete.csv,no
Unto this clifte as it was wont to be,uS u Sx u S u S u S,uS u Sx u S u u x u,train,LGW_gui_complete.csv,no
So fil it so as fame renneth wide,u S u S u Su Su Sx,u S u S u Su Su Sx,train,LGW_gui_complete.csv,yes
Madame Pertelot so have I blis,uSu SuS u Sx u S,uSu SuS u Sx x u,train,NPT_gui_complete.csv,no
If ich aright have taken of yow hede,u S uS ux Su S u Sx,u S uS ux Su S u Sx,train,TC5_gui_complete.csv,yes
Whiche that I can not nevene,Su S u S u Sxx,ux S u S u Sxx,train,HF_gui_complete.csv,no
That fresshe floures blewe and white and rede,u Su Su Su S ux S xx,u Su Su Su S ux S xx,train,TC2_gui_complete.csv,yes
Of al this thing the manere and the wise,u S u S u Sux S u Sx,u S u S u Sux S u Sx,train,TC2_gui_complete.csv,yes
Is riche although ye holde him but a knave,u Sx uS u Sx u S u Sx,u Sx uS u Sx u S u Sx,train,WBT_gui_complete.csv,yes
That I shal mete som thing for to fare,u S u Su S u S u Sx,u S u Su S u S u Sx,train,PF_gui_complete.csv,yes
God sente his foison at hir grete nede,u Su S uS u S ux Sx,u Sx u SS u S Sx Sx,train,MLT_gui_complete.csv,no
Er we departe I shal thee so wel wisse,u S uSx u S u S u Sx,u S uSx u u u S u Sx,train,FriT_gui_complete.csv,no
This messager comth fro the king again,u SuS u S u S uS,u SuS u S u S uS,train,MLT_gui_complete.csv,yes
Knew wel that Troye shold destroyed be,u S u Su S uSu S,u S u Su S uSu S,train,TC1_gui_complete.csv,yes
Of chapmen that hir moneie is hir plogh,u Su S u Su S u S,u Su S u Su S u S,train,ShipT_gui_complete.csv,yes
Though Mars shal helpe his knight yet nathelees,u S u Sx u S u SuS,u S u Sx S u S uSu,train,KnT_gui_complete.csv,no
And seide Lettre a blisful destenee,u Su Su S uS uxS,u Su Sx S uS xxS,train,TC2_gui_complete.csv,no
The pleinte that she made in hir distresse,u Su S u Sx u S uSx,u Su S u Sx u S uSx,train,TC4_gui_complete.csv,yes
That what for sorwe and love and for unreste,u S u Su S ux S u Sxx,u S u Su S ux S u Sxx,train,TC5_gui_complete.csv,yes
To God alone in herte thus sang she,u S uSu S ux S u S,u S uSu S ux S u S,train,SNT_gui_complete.csv,yes
But ye han pleyed tiraunt neigh to longe,u S u Su Su S u Sx,u S u Su Su S u Sx,train,TC2_gui_complete.csv,yes
As I have told yow hertofore,u S ux S u SuSx,u S ux S u SuSx,train,BD_gui_complete.csv,yes
And leide al smothe doun his heres,u Su S ux S u Sx,u Sx S ux S u xx,train,BD_gui_complete.csv,no
That hast this wintres weders overshake,u S u Su Su SuSx,u S u Su Su SuSx,train,PF_gui_complete.csv,yes
And with that word this faucon gan to crie,u S u S u Su S u S,u S u S u Su S u S,train,SqT_gui_complete.csv,yes
