headword,word,line_number,filename,context,is_elided,is_final,text_type,oxford_context,riverside_context
neue,newe,Troilus and Criseyde; Book V 121,data/oxford_txts/TC5_oxford.txt,"No wonder is, for it is to yow newe",False,True,BOTH,"No wonder is, for it is to yow newe",Ne wonder is for it is to yow newe
fin,fine,The Squire's Tale 640,data/oxford_txts/SqT_oxford.txt,"Of herbes precious, and fine° of hewe,°",True,False,BOTH,"Of herbes precious, and fine° of hewe,°",Of herbes preciouse and fyne of hewe
lef,leve,The Wife of Bath's Tale 1171,data/oxford_txts/WBT_oxford.txt,"And therfor, leve° housbond, I thus conclude",False,False,BOTH,"And therfor, leve° housbond, I thus conclude",And therfore leeve housbonde I thus conclude
neue,newe,The Manciple's Tale 359,data/oxford_txts/MancT_oxford.txt,"My son, be war, and be non auctour newe°",False,True,BOTH,"My son, be war, and be non auctour newe°",My sone be war and be noon auctour newe
whit,white,Troilus and Criseyde; Book II 51,data/oxford_txts/TC2_oxford.txt,"That fresshe floures, blewe, and white, and rede",True,False,BOTH,"That fresshe floures, blewe, and white, and rede",That fresshe floures blew and white and rede
olde,olde,Book of the Duchess 53,data/oxford_txts/BD_oxford.txt,"That clerkes° had, in olde time",False,False,BOTH,"That clerkes° had, in olde time",That clerkes had in olde tyme
ded,dede,Book of the Duchess 489,data/oxford_txts/BD_oxford.txt,And his spirites wexen dede;°,False,True,BOTH,And his spirites wexen dede;°,And his spirites wexen dede
gret,grete,Troilus and Criseyde; Book V 1250,data/oxford_txts/TC5_oxford.txt,"The blisful goddes, through hir grete might",False,False,BOTH,"The blisful goddes, through hir grete might",The blysful goddes thorugh here grete myght
gret,grete,Troilus and Criseyde; Book III 992,data/oxford_txts/TC3_oxford.txt,"Your grete trouthe, and servise every day",False,False,BOTH,"Your grete trouthe, and servise every day",Youre grete trouthe and servise every day
god,goode,The Wife of Bath's Prologue 431,data/oxford_txts/WBPro_oxford.txt,"¶“Than wolde I seye, ‘Goode lief,° taak keep°",False,False,BOTH,"¶“Than wolde I seye, ‘Goode lief,° taak keep°",Thanne wolde I seye Goode lief taak keep
fair,faire,Troilus and Criseyde; Book II 1670,data/oxford_txts/TC2_oxford.txt,"Now faire brother, beth al hool, I preie!”",False,False,BOTH,"Now faire brother, beth al hool, I preie!”",Now faire brother beth al hool I preye
god,goode,The Shipman's Tale 107,data/oxford_txts/ShipT_oxford.txt,I trowe° certes that our goode man,False,False,BOTH,I trowe° certes that our goode man,I trowe certes that oure goode man
brod,brode,The Miller's Tale 3315,data/oxford_txts/MilT_oxford.txt,And strouted° as a fanne large and brode;,False,True,BOTH,And strouted° as a fanne large and brode;,And strouted as a fanne large and brode
queinte,queinte,The Merchant's Tale 2061,data/oxford_txts/MerT_oxford.txt,O brotil° joye! o swete venim queinte!°,False,True,BOTH,O brotil° joye! o swete venim queinte!°,O brotil joye O sweete venym queynte
vein,veine,The Knight's Tale 2240,data/oxford_txts/KnT_oxford.txt,"Ne renoun° in this cas, ne veine glorie",False,False,BOTH,"Ne renoun° in this cas, ne veine glorie",Ne renoun in this cas ne veyne glorie
yong,yonge,The Clerk's Tale 419,data/oxford_txts/ClT_oxford.txt,"That men and wommen, as wel yonge as olde",True,False,BOTH,"That men and wommen, as wel yonge as olde",That men and wommen as wel yonge as olde
neue,newe,The Prioress' Tale 574,data/oxford_txts/PrT_oxford.txt,O cursed folk of Herodes al newe,False,True,BOTH,O cursed folk of Herodes al newe,O cursed folk of Herodes al newe
fair,faire,House of Fame 518,data/oxford_txts/HF_oxford.txt,"¶Now faire blisfull, O Cipris,°",False,False,BOTH,"¶Now faire blisfull, O Cipris,°",Now faire blisfull O Cipris
juste,juste,Troilus and Criseyde; Book II 527,data/oxford_txts/TC2_oxford.txt,"Ledest the fin, by juste purveiaunce",False,False,BOTH,"Ledest the fin, by juste purveiaunce",Ledest the fyn by juste purveiaunce
fair,faire,Troilus and Criseyde; Book III 2,data/oxford_txts/TC3_oxford.txt,Adorneth al the thridde hevene faire!,False,True,BOTH,Adorneth al the thridde hevene faire!,Adorneth al the thridde heven faire
wid,wide,The Squire's Tale 155,data/oxford_txts/SqT_oxford.txt,Al be his woundes never so° depe and wide.,False,True,BOTH,Al be his woundes never so° depe and wide.,Al be his woundes never so depe and wyde
god,gode,The Merchant's Tale 2281,data/oxford_txts/MerT_oxford.txt,"Wommen ful trewe, ful gode, and vertuous.",True,False,BOTH,"Wommen ful trewe, ful gode, and vertuous.",Wommen ful trewe ful goode and vertuous
quik,quike,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False,BOTH,"Nat fully quike,° ne fully dede they were",Nat fully quyke ne fully dede they were
glad,glade,House of Fame 645,data/oxford_txts/HF_oxford.txt,"Of Loves folk, if they be glade",False,True,BOTH,"Of Loves folk, if they be glade",Of Loves folk yf they be glade
heigh,hie,Troilus and Criseyde; Book III 1745,data/oxford_txts/TC3_oxford.txt,"Love, that his hestes hath in heven hie",False,True,BOTH,"Love, that his hestes hath in heven hie",Love that his hestes hath in hevene hye
streit,streite,The Friar's Tale 1426,data/oxford_txts/FriT_oxford.txt,My wages been ful streite° and ful smale.,True,False,BOTH,My wages been ful streite° and ful smale.,My wages been ful streite and ful smale
ded,dede,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False,BOTH,"Nat fully quike,° ne fully dede they were",Nat fully quyke ne fully dede they were
bright,brighte,The Pardoner's Tale 774,data/oxford_txts/PardT_oxford.txt,For that° the florins been so faire and brighte,False,True,BOTH,For that° the florins been so faire and brighte,For that the floryns been so faire and brighte
fin,fine,Troilus and Criseyde; Book V 421,data/oxford_txts/TC5_oxford.txt,“But sin of fine force I moot arise,False,False,BOTH,“But sin of fine force I moot arise,But syn of fyne force I mot arise
rounde,rounde,The Knight's Tale 2161,data/oxford_txts/KnT_oxford.txt,Couched with perles white and rounde and grete.,True,False,BOTH,Couched with perles white and rounde and grete.,Couched with perles white and rounde and grete
red,rede,Troilus and Criseyde; Book II 51,data/oxford_txts/TC2_oxford.txt,"That fresshe floures, blewe, and white, and rede",False,True,BOTH,"That fresshe floures, blewe, and white, and rede",That fresshe floures blew and white and rede
yong,yonge,The Pardoner's Tale 464,data/oxford_txts/PardT_oxford.txt,"Of yonge folk, that haunteden° folie",False,False,BOTH,"Of yonge folk, that haunteden° folie",Of yonge folk that haunteden folye
heigh,hie,The Reeve's Tale 3975,data/oxford_txts/RvT_oxford.txt,With buttoks brode and brestes rounde and hie,False,True,BOTH,With buttoks brode and brestes rounde and hie,With buttokes brode and brestes rounde and hye
long,longe,Book of the Duchess 79,data/oxford_txts/BD_oxford.txt,"Hom, for it was a longe terme.",False,False,BOTH,"Hom, for it was a longe terme.",Hom for it was a longe terme
ouen,owene,Troilus and Criseyde; Book V 154,data/oxford_txts/TC5_oxford.txt,Your owene aboven every creature.,True,False,BOTH,Your owene aboven every creature.,Youre owene aboven every creature
sore,sore,The Knight's Tale 1755,data/oxford_txts/KnT_oxford.txt,And sawe hir blody woundes wide and sore;,False,True,BOTH,And sawe hir blody woundes wide and sore;,And saugh hir blody woundes wyde and soore
muche,muche,The Manciple's Tale 325,data/oxford_txts/MancT_oxford.txt,"My son, ful ofte, for° to muche speche",False,False,BOTH,"My son, ful ofte, for° to muche speche",My sone ful ofte for to muche speche
fals,false,The Pardoner's Tale 759,data/oxford_txts/PardT_oxford.txt,"To sleen us yonge folk, thou false theef!”°",False,False,BOTH,"To sleen us yonge folk, thou false theef!”°",To sleen us yonge folk thou false theef
wid,wide,The General Prologue 93,data/oxford_txts/GP_oxford.txt,"Short was his gown, with sleves longe and wide.",False,True,BOTH,"Short was his gown, with sleves longe and wide.",Short was his gowne with sleves longe and wyde
olde,olde,The Canon's Yeoman's Tale 1067,data/oxford_txts/CYT_oxford.txt,"Stinketh, as witnessen thise olde wise;°",False,False,BOTH,"Stinketh, as witnessen thise olde wise;°",Stynketh as witnessen thise olde wyse
wise,wise,Troilus and Criseyde; Book III 942,data/oxford_txts/TC3_oxford.txt,"Is on yow two, and ye ben bothe wise",False,True,BOTH,"Is on yow two, and ye ben bothe wise",Is on yow two and ye ben bothe wise
whit,white,Troilus and Criseyde; Book III 1248,data/oxford_txts/TC3_oxford.txt,"Hir sides longe, fleshly, smothe, and white",False,True,BOTH,"Hir sides longe, fleshly, smothe, and white",Hire sydes longe flesshly smothe and white
neue,newe,Troilus and Criseyde; Book IV 416,data/oxford_txts/TC4_oxford.txt,And upon newe cas lith newe avis.,True,False,BOTH,And upon newe cas lith newe avis.,And upon newe cas lith newe avys
long,longe,The Shipman's Tale 216,data/oxford_txts/ShipT_oxford.txt,How longe time wol ye rekene° and caste°,False,False,BOTH,How longe time wol ye rekene° and caste°,How longe tyme wol ye rekene and caste
muche,muche,The Summoner's Tale 2011,data/oxford_txts/SumT_oxford.txt,I coude of ire sey so muche sorwe,False,False,BOTH,I coude of ire sey so muche sorwe,I koude of ire seye so muche sorwe
fair,faire,The Nun's Priest's Tale 2870,data/oxford_txts/NPT_oxford.txt,Was cleped° faire damisel° Pertelote.,False,False,BOTH,Was cleped° faire damisel° Pertelote.,Was cleped faire damoysele Pertelote
dep,depe,Book of the Duchess 165,data/oxford_txts/BD_oxford.txt,"Amid the valey, wonder depe.",False,True,BOTH,"Amid the valey, wonder depe.",Amydde the valey wonder depe
ouen,owne,The Wife of Bath's Prologue 449,data/oxford_txts/WBPro_oxford.txt,But I wol kepe it for your owne tooth.°,False,False,BOTH,But I wol kepe it for your owne tooth.°,But I wol kepe it for youre owene tooth
queinte,queinte,The Knight's Tale 2333,data/oxford_txts/KnT_oxford.txt,"But sodeinly she saugh a sighte queinte,°",False,True,BOTH,"But sodeinly she saugh a sighte queinte,°",But sodeynly she saugh a sighte queynte
god,gode,The Summoner's Tale 1882,data/oxford_txts/SumT_oxford.txt,"Suffisen° us, though they be nat ful gode.",False,True,BOTH,"Suffisen° us, though they be nat ful gode.",Suffisen us though they be nat ful goode
wise,wise,Troilus and Criseyde; Book I 233,data/oxford_txts/TC1_oxford.txt,"Ye wise, proude, and worthy folkes alle",False,False,BOTH,"Ye wise, proude, and worthy folkes alle",Ye wise proude and worthi folkes alle
smal,smale,Sir Thopas 760,data/oxford_txts/Thop_oxford.txt,Ther springen herbes grete and smale,False,True,BOTH,Ther springen herbes grete and smale,Ther spryngen herbes grete and smale
wid,wide,Book of the Duchess 861,data/oxford_txts/BD_oxford.txt,"Simple, of good mochel,° noght to wide;",False,True,BOTH,"Simple, of good mochel,° noght to wide;",Symple of good mochel noght to wyde
smal,smale,The Pardoner's Tale 478,data/oxford_txts/PardT_oxford.txt,"Fetis° and smale, and yonge fruitesteres,°",True,False,BOTH,"Fetis° and smale, and yonge fruitesteres,°",Fetys and smale and yonge frutesteres
wise,wise,The Clerk's Tale 438,data/oxford_txts/ClT_oxford.txt,So° wise and ripe° wordes hadde she,True,False,BOTH,So° wise and ripe° wordes hadde she,So wise and rype wordes hadde she
fain,fawe,The Wife of Bath's Prologue 220,data/oxford_txts/WBPro_oxford.txt,That ech of hem ful blisful was and fawe°,False,True,BOTH,That ech of hem ful blisful was and fawe°,That ech of hem ful blisful was and fawe
god,gode,House of Fame 1832,data/oxford_txts/HF_oxford.txt,As gode folk han in goodnes;,False,False,BOTH,As gode folk han in goodnes;,As goode folk han in godnesse
neue,newe,Parliament of Fowls 250,data/oxford_txts/PF_oxford.txt,Of newe flaume; and wel aspied I thenne,False,False,BOTH,Of newe flaume; and wel aspied I thenne,Of newe flaume and wel espyed I thenne
god,gode,The Merchant's Tale 2387,data/oxford_txts/MerT_oxford.txt,"“Ye maze,° maze, gode sire,” quod she",False,False,BOTH,"“Ye maze,° maze, gode sire,” quod she",Ye maze maze goode sire quod she
olde,olde,House of Fame 127,data/oxford_txts/HF_oxford.txt,"Of olde werke, then I saw ever.",False,False,BOTH,"Of olde werke, then I saw ever.",Of olde werk then I saugh ever
lef,leve,Troilus and Criseyde; Book V 307,data/oxford_txts/TC5_oxford.txt,"My swerd, min helm, and, leve brother dere",False,False,BOTH,"My swerd, min helm, and, leve brother dere",My swerd myn helm and leve brother deere
ouen,owne,The General Prologue 336,data/oxford_txts/GP_oxford.txt,For he was Epicurus owne sone,False,False,BOTH,For he was Epicurus owne sone,For he was Epicurus owene sone
smert,smerte,House of Fame 374,data/oxford_txts/HF_oxford.txt,And deide through the wounde smerte.°,False,True,BOTH,And deide through the wounde smerte.°,And deyde thorgh the wounde smerte
wise,wise,The General Prologue 313,data/oxford_txts/GP_oxford.txt,"He semed swich, his wordes weren so wise.",False,True,BOTH,"He semed swich, his wordes weren so wise.",He semed swich his wordes weren so wise
olde,olde,The Physician's Tale 72,data/oxford_txts/PhyT_oxford.txt,"¶And ye maistresses° in your olde lif,°",False,False,BOTH,"¶And ye maistresses° in your olde lif,°",And ye maistresses in youre olde lyf
neue,newe,Troilus and Criseyde; Book III 1404,data/oxford_txts/TC3_oxford.txt,And fallen in a newe joye anoon,False,False,BOTH,And fallen in a newe joye anoon,And fallen in a newe joye anoon
smal,smale,Troilus and Criseyde; Book IV 737,data/oxford_txts/TC4_oxford.txt,"She rente, and eek hir fingres longe and smale",False,True,BOTH,"She rente, and eek hir fingres longe and smale",She rente and ek hire fyngeres longe and smale
hard,harde,The Summoner's Tale 2228,data/oxford_txts/SumT_oxford.txt,"Lo, sires,” quod the lord, “with harde grace,°",False,False,BOTH,"Lo, sires,” quod the lord, “with harde grace,°",Lo sires quod the lord with harde grace
muche,muche,Troilus and Criseyde; Book III 638,data/oxford_txts/TC3_oxford.txt,"Criseyde, whiche that coude as muche good",False,False,BOTH,"Criseyde, whiche that coude as muche good",Criseyde which that koude as muche good
long,longe,Parliament of Fowls 230,data/oxford_txts/PF_oxford.txt,And upon pilers grete of jasper° longe°,False,True,BOTH,And upon pilers grete of jasper° longe°,And upon pilers greete of jasper longe
wroth,wrothe,Book of the Duchess 1294,data/oxford_txts/BD_oxford.txt,Ylich they were both glad and wrothe;°,False,True,BOTH,Ylich they were both glad and wrothe;°,Ylyche they were bothe glad and wrothe
neue,newe,Troilus and Criseyde; Book V 1269,data/oxford_txts/TC5_oxford.txt,I fele now so sharpe a newe peine,False,False,BOTH,I fele now so sharpe a newe peine,I fele now so sharp a newe peyne
ded,dede,Troilus and Criseyde; Book I 1083,data/oxford_txts/TC1_oxford.txt,Dede were his japes and his crueltee,False,False,BOTH,Dede were his japes and his crueltee,Dede were his japes and his cruelte
ouen,owene,The Monk's Tale 2008,data/oxford_txts/MkT_oxford.txt,With Goddes owene finger wroght° was he,False,False,BOTH,With Goddes owene finger wroght° was he,With Goddes owene fynger wroght was he
gret,grete,The Knight's Tale 2161,data/oxford_txts/KnT_oxford.txt,Couched with perles white and rounde and grete.,False,True,BOTH,Couched with perles white and rounde and grete.,Couched with perles white and rounde and grete
gret,grete,The Knight's Tale 2149,data/oxford_txts/KnT_oxford.txt,"Twenty and mo, as grete as any steer",True,False,BOTH,"Twenty and mo, as grete as any steer",Twenty and mo as grete as any steer
god,goode,The Canon's Yeoman's Tale 1295,data/oxford_txts/CYT_oxford.txt,"Now, goode sir, go forth thy wey and hy the.”°",False,False,BOTH,"Now, goode sir, go forth thy wey and hy the.”°",Now goode sire go forth thy wey and hy the
neue,newe,The General Prologue 457,data/oxford_txts/GP_oxford.txt,"Ful streite yteid, and shoos ful moiste and newe.",False,True,BOTH,"Ful streite yteid, and shoos ful moiste and newe.",Ful streite yteyd and shoes ful moyste and newe
yong,yonge,The Clerk's Tale 567,data/oxford_txts/ClT_oxford.txt,“Have heer again your litel yonge maide.°,False,False,BOTH,“Have heer again your litel yonge maide.°,Have heer agayn youre litel yonge mayde
long,longe,House of Fame 1484,data/oxford_txts/HF_oxford.txt,That bore hath up a longe while,False,False,BOTH,That bore hath up a longe while,That bore hath up a longe while
hot,hote,The Knight's Tale 2319,data/oxford_txts/KnT_oxford.txt,"That al hir hote love, and hir desir",False,False,BOTH,"That al hir hote love, and hir desir",That al hire hoote love and hir desir
long,longe,Troilus and Criseyde; Book I 832,data/oxford_txts/TC1_oxford.txt,"I be thy bote, or that it be ful longe",False,True,BOTH,"I be thy bote, or that it be ful longe",I be thi boote er that it be ful longe
glad,glade,Book of the Duchess 860,data/oxford_txts/BD_oxford.txt,"Debonair, goode, glade, and sadde,°",True,False,BOTH,"Debonair, goode, glade, and sadde,°",Debonaire goode glade and sadde
long,longe,Book of the Duchess 20,data/oxford_txts/BD_oxford.txt,Not longe time to endure,False,False,BOTH,Not longe time to endure,Nat longe tyme to endure
red,rede,Troilus and Criseyde; Book I 158,data/oxford_txts/TC1_oxford.txt,And swote smellen floures white and rede,False,True,BOTH,And swote smellen floures white and rede,And swote smellen floures white and rede
ouen,owne,House of Fame 1311,data/oxford_txts/HF_oxford.txt,Our owne gentil lady Fame,False,False,BOTH,Our owne gentil lady Fame,Our oune gentil lady Fame
prive,privee,The Miller's Tale 3295,data/oxford_txts/MilT_oxford.txt,"That but° ye waite wel° and been privee,°",False,True,BOTH,"That but° ye waite wel° and been privee,°",That but ye wayte wel and been privee
neue,newe,Troilus and Criseyde; Book V 1148,data/oxford_txts/TC5_oxford.txt,"Almost, ywis, al newe was my care.",False,False,BOTH,"Almost, ywis, al newe was my care.",Almoost ywys al newe was my care
chaste,chaste,The Summoner's Tale 1940,data/oxford_txts/SumT_oxford.txt,Of charitable and chaste bisy freres,False,False,BOTH,Of charitable and chaste bisy freres,Of charitable and chaste bisy freres
wise,wise,The General Prologue 569,data/oxford_txts/GP_oxford.txt,For to be wise in byinge of vitaille.,True,False,BOTH,For to be wise in byinge of vitaille.,For to be wise in byynge of vitaille
lef,leve,The Summoner's Tale 1751,data/oxford_txts/SumT_oxford.txt,"A dagon° of your blanket,° leve° dame",False,False,BOTH,"A dagon° of your blanket,° leve° dame",A dagon of youre blanket leeve dame
god,gode,House of Fame 1756,data/oxford_txts/HF_oxford.txt,"Worthy, wise, and gode also",True,False,BOTH,"Worthy, wise, and gode also",Worthy wise and goode also
queinte,queinte,The Canon's Yeoman's Tale 752,data/oxford_txts/CYT_oxford.txt,Our termes° been so clergial° and so queinte.°,False,True,BOTH,Our termes° been so clergial° and so queinte.°,Oure termes been so clergial and so queynte
lef,leve,The Second Nun's Tale 257,data/oxford_txts/SNT_oxford.txt,"So shaltow seen hem, leve° brother dere",False,False,BOTH,"So shaltow seen hem, leve° brother dere",So shaltow seen hem leeve brother deere
def,deve,The Second Nun's Tale 286,data/oxford_txts/SNT_oxford.txt,"For they been dombe,° and therto they been deve,°",False,True,BOTH,"For they been dombe,° and therto they been deve,°",For they been dombe and therto they been deve
heigh,hie,House of Fame 1020,data/oxford_txts/HF_oxford.txt,That never herde I thing so hie,False,True,BOTH,That never herde I thing so hie,That never herde I thing so hye
lef,leve,The Friar's Tale 1444,data/oxford_txts/FriT_oxford.txt,"But, leve brother, tel me than thy name,’",False,False,BOTH,"But, leve brother, tel me than thy name,’",But leeve brother tel me thanne thy name
yong,yonge,The Pardoner's Tale 759,data/oxford_txts/PardT_oxford.txt,"To sleen us yonge folk, thou false theef!”°",False,False,BOTH,"To sleen us yonge folk, thou false theef!”°",To sleen us yonge folk thou false theef
ouen,owene,The Pardoner's Tale 834,data/oxford_txts/PardT_oxford.txt,And pleye at dees right at our owene wille.”,False,False,BOTH,And pleye at dees right at our owene wille.”,And pleye at dees right at oure owene wille
juste,juste,House of Fame 719,data/oxford_txts/HF_oxford.txt,And stant eek in so juste° a place,True,False,BOTH,And stant eek in so juste° a place,And stant eke in so juste a place
long,longe,The Pardoner's Tale 726,data/oxford_txts/PardT_oxford.txt,As longe time as° it is Goddes wille.,False,False,BOTH,As longe time as° it is Goddes wille.,As longe tyme as it is Goddes wille
ouen,owene,The Clerk's Tale 504,data/oxford_txts/ClT_oxford.txt,Your owene thing;° werketh after your wille.,False,False,BOTH,Your owene thing;° werketh after your wille.,Youre owene thyng werketh after youre wille
foul,foule,Troilus and Criseyde; Book III 1321,data/oxford_txts/TC3_oxford.txt,"Awey, thou foule daunger and thou fere",False,False,BOTH,"Awey, thou foule daunger and thou fere",Awey thow foule daunger and thow feere
yong,yonge,The Knight's Tale 2386,data/oxford_txts/KnT_oxford.txt,"Of faire yonge fresshe Venus free,°",False,False,BOTH,"Of faire yonge fresshe Venus free,°",Of faire yonge fresshe Venus free
gret,grete,The Summoner's Tale 1813,data/oxford_txts/SumT_oxford.txt,"But of your grete goodness, by your leve",False,False,BOTH,"But of your grete goodness, by your leve",But of youre grete goodnesse by youre leve
loth,loothe,Book of the Duchess 581,data/oxford_txts/BD_oxford.txt,"My lif, my lustes° be me loothe",False,True,BOTH,"My lif, my lustes° be me loothe",My lyf my lustes be me loothe
dep,depe,Troilus and Criseyde; Book I 298,data/oxford_txts/TC1_oxford.txt,Of hir his fixe and depe impressioun:,True,False,BOTH,Of hir his fixe and depe impressioun:,Of hir his fixe and depe impressioun
god,goode,Book of the Duchess 860,data/oxford_txts/BD_oxford.txt,"Debonair, goode, glade, and sadde,°",False,False,BOTH,"Debonair, goode, glade, and sadde,°",Debonaire goode glade and sadde
red,rede,Parliament of Fowls 442,data/oxford_txts/PF_oxford.txt,"Right as the fresshe, rede rose newe",False,False,BOTH,"Right as the fresshe, rede rose newe",Ryght as the freshe rede rose newe
neue,newe,Parliament of Fowls 442,data/oxford_txts/PF_oxford.txt,"Right as the fresshe, rede rose newe",False,True,BOTH,"Right as the fresshe, rede rose newe",Ryght as the freshe rede rose newe
neue,newe,The General Prologue 428,data/oxford_txts/GP_oxford.txt,Hir frendshipe nas nat newe to biginne.,False,False,BOTH,Hir frendshipe nas nat newe to biginne.,Hir frendshipe nas nat newe to bigynne
juste,juste,Troilus and Criseyde; Book II 727,data/oxford_txts/TC2_oxford.txt,"That he may make avaunt, by juste cause;",False,False,BOTH,"That he may make avaunt, by juste cause;",That he may make avaunt by juste cause
smert,smerte,Book of the Duchess 1107,data/oxford_txts/BD_oxford.txt,Were my sorwes never so smerte.°,False,True,BOTH,Were my sorwes never so smerte.°,Were my sorwes never so smerte
muche,muche,The Friar's Tale 1546,data/oxford_txts/FriT_oxford.txt,So muche wo as I have with yow tholed!°,False,False,BOTH,So muche wo as I have with yow tholed!°,So muche wo as I have with yow tholed
lef,leve,The Summoner's Tale 2089,data/oxford_txts/SumT_oxford.txt,"¶“Now Thomas, leve brother, lef° thin ire;°",False,False,BOTH,"¶“Now Thomas, leve brother, lef° thin ire;°",Now Thomas leeve brother lef thyn ire
lef,leve,Troilus and Criseyde; Book II 251,data/oxford_txts/TC2_oxford.txt,"And seide, “Gladly, leve nece dere",False,False,BOTH,"And seide, “Gladly, leve nece dere",And seyde Gladly leve nece dere
chaste,chaste,The Knight's Tale 2304,data/oxford_txts/KnT_oxford.txt,"Chaste goddesse, wel wostow° that I",False,False,BOTH,"Chaste goddesse, wel wostow° that I",Chaste goddesse wel wostow that I
dul,dulle,Book of the Duchess 900,data/oxford_txts/BD_oxford.txt,And eek° my spirits be so dulle,False,True,BOTH,And eek° my spirits be so dulle,And eke my spirites be so dulle
red,rede,House of Fame 1936,data/oxford_txts/HF_oxford.txt,"Was made of twigges, falwe,° rede",False,True,BOTH,"Was made of twigges, falwe,° rede",Was mad of twigges falwe rede
god,goode,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False,BOTH,"¶“And goode faire White she hete,°",And goode faire White she het
fals,false,The Reeve's Tale 4269,data/oxford_txts/RvT_oxford.txt,A! false traitour! false clerk!” quod he,False,False,BOTH,A! false traitour! false clerk!” quod he,A false traitour False clerk quod he
fresh,fresshe,The Merchant's Tale 1882,data/oxford_txts/MerT_oxford.txt,Unto his faire fresshe° lady May.,False,False,BOTH,Unto his faire fresshe° lady May.,Unto his faire fresshe lady May
ded,dede,The Franklin's Tale 1181,data/oxford_txts/FranT_oxford.txt,And he answerde him that they dede° were,False,False,BOTH,And he answerde him that they dede° were,And he answerde hym that they dede were
smal,smale,The Shipman's Tale 105,data/oxford_txts/ShipT_oxford.txt,Were° al forstraught° with houndes grete and smale.,False,True,BOTH,Were° al forstraught° with houndes grete and smale.,Were al forstraught with houndes grete and smale
smert,smerte,Book of the Duchess 507,data/oxford_txts/BD_oxford.txt,Him thought his sorwes were so smerte°,False,True,BOTH,Him thought his sorwes were so smerte°,Hym thoughte hys sorwes were so smerte
wod,wode,Troilus and Criseyde; Book V 1213,data/oxford_txts/TC5_oxford.txt,Which that men clepeth wode Jalousie,False,False,BOTH,Which that men clepeth wode Jalousie,Which that men clepeth woode jalousie
wet,wete,House of Fame 922,data/oxford_txts/HF_oxford.txt,"His winges malt,° and he fel wete",False,True,BOTH,"His winges malt,° and he fel wete",Hys wynges malt and he fel wete
blak,blake,Troilus and Criseyde; Book IV 779,data/oxford_txts/TC4_oxford.txt,"Shul blake been, in tokening, herte swete",False,False,BOTH,"Shul blake been, in tokening, herte swete",Shul blake ben in tokenyng herte swete
ouen,owene,The Merchant's Tale 1490,data/oxford_txts/MerT_oxford.txt,I hold° your owene conseil is the beste.,False,False,BOTH,I hold° your owene conseil is the beste.,I holde youre owene conseil is the beste
bitter,bittre,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False,BOTH,"Yelt bittre fruit, though swete seed be sowe.",Yelt bittre fruyt though swete seed be sowe
god,goode,Sir Thopas 914,data/oxford_txts/Thop_oxford.txt,    Of herbes fine and goode.,False,True,BOTH,    Of herbes fine and goode.,Of herbes fyne and goode
god,goode,Troilus and Criseyde; Book III 631,data/oxford_txts/TC3_oxford.txt,"“But goode nece, if I mighte ever plese",False,False,BOTH,"“But goode nece, if I mighte ever plese",But goode nece if I myghte evere plese
ouen,owne,The Wife of Bath's Prologue 68,data/oxford_txts/WBPro_oxford.txt,He putte it in our owne jugement.,False,False,BOTH,He putte it in our owne jugement.,He putte it in oure owene juggement
loue,lowe,The Wife of Bath's Tale 1201,data/oxford_txts/WBT_oxford.txt,"Povert ful ofte, whan a man is lowe",False,True,BOTH,"Povert ful ofte, whan a man is lowe",Poverte ful ofte whan a man is lowe
god,goode,Troilus and Criseyde; Book V 572,data/oxford_txts/TC5_oxford.txt,"‘Now goode swete, love me wel, I preye.’",False,False,BOTH,"‘Now goode swete, love me wel, I preye.’",Now goode swete love me wel I preye
lef,leve,The Knight's Tale 1184,data/oxford_txts/KnT_oxford.txt,"And soothly,° leve brother, this is al.",False,False,BOTH,"And soothly,° leve brother, this is al.",And soothly leeve brother this is al
fair,faire,Parliament of Fowls 234,data/oxford_txts/PF_oxford.txt,"Faire of hemself,° and somme of hem were gay;°",True,False,BOTH,"Faire of hemself,° and somme of hem were gay;°",Fayre of hemself and some of hem were gay
fals,false,The Knight's Tale 1580,data/oxford_txts/KnT_oxford.txt,"And seide: “Arcite, false traitour wikke,°",False,False,BOTH,"And seide: “Arcite, false traitour wikke,°",And seide Arcite false traytour wikke
fair,faire,The Knight's Tale 1511,data/oxford_txts/KnT_oxford.txt,"Welcome be thou, faire fresshe May",False,False,BOTH,"Welcome be thou, faire fresshe May",Welcome be thou faire fresshe May
fair,faire,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False,BOTH,"¶“And goode faire White she hete,°",And goode faire White she het
long,longe,The Monk's Tale 2110,data/oxford_txts/MkT_oxford.txt,And bar° the heven on his nekke longe.,False,True,BOTH,And bar° the heven on his nekke longe.,And bar the hevene on his nekke longe
red,rede,The Nun's Priest's Tale 2928,data/oxford_txts/NPT_oxford.txt,"Of youre rede colera,° pardee",False,False,BOTH,"Of youre rede colera,° pardee",Of youre rede colera pardee
