headword,word,line_number,filename,context,is_elided,is_final,text_type,oxford_context,riverside_context
simple,simple,The General Prologue 319,data/oxford_txts/GP_oxford.txt,Al was fee simple to him in effect,False,False,BOTH,Al was fee simple to him in effect,Al was fee symple to hym in effect
swete,swete,The Knight's Tale 2254,data/oxford_txts/KnT_oxford.txt,"And if ye wol nat so, my lady swete",False,True,BOTH,"And if ye wol nat so, my lady swete",And if ye wol nat so my lady sweete
treu,trewe,Troilus and Criseyde; Book I 593,data/oxford_txts/TC1_oxford.txt,"I have, and shal, for trewe or fals report",True,False,BOTH,"I have, and shal, for trewe or fals report",I have and shal for trewe or fals report
hot,hote,The Squire's Tale 51,data/oxford_txts/SqT_oxford.txt,"In Aries, the colerik° hote signe.",False,False,BOTH,"In Aries, the colerik° hote signe.",In Aries the colerik hoote signe
wid,wide,The Nun's Priest's Tale 3015,data/oxford_txts/NPT_oxford.txt,"Bihold my blody woundes, depe and wide!",False,True,BOTH,"Bihold my blody woundes, depe and wide!",Bihoold my bloody woundes depe and wyde
softe,softe,Troilus and Criseyde; Book II 1667,data/oxford_txts/TC2_oxford.txt,Eleine in al hir goodly softe wise,False,False,BOTH,Eleine in al hir goodly softe wise,Eleyne in al hire goodly softe wyse
nice,nice,The Nun's Priest's Tale 3315,data/oxford_txts/NPT_oxford.txt,"Upon his leg, whil he was yong and nice",False,True,BOTH,"Upon his leg, whil he was yong and nice",Upon his leg whil he was yong and nyce
kinde,kinde,Troilus and Criseyde; Book IV 1417,data/oxford_txts/TC4_oxford.txt,And that hir herte trewe was and kinde,False,True,BOTH,And that hir herte trewe was and kinde,And that hire herte trewe was and kynde
badde,badde,The Merchant's Tale 1608,data/oxford_txts/MerT_oxford.txt,Him thoughte ech° other mannes wit° so badde,False,True,BOTH,Him thoughte ech° other mannes wit° so badde,Hym thoughte ech oother mannes wit so badde
fair,faire,The Second Nun's Tale 461,data/oxford_txts/SNT_oxford.txt,At which the holy blisful faire maide,False,False,BOTH,At which the holy blisful faire maide,At which the hooly blisful faire mayde
noble,noble,The Knight's Tale 1885,data/oxford_txts/KnT_oxford.txt,That swich a noble theatre° as it was,False,False,BOTH,That swich a noble theatre° as it was,That swich a noble theatre as it was
swete,swete,Troilus and Criseyde; Book III 1173,data/oxford_txts/TC3_oxford.txt,"Have mercy, swete herte min, Criseyde!",False,False,BOTH,"Have mercy, swete herte min, Criseyde!",Have mercy swete herte myn Criseyde
povre,povre,The General Prologue 537,data/oxford_txts/GP_oxford.txt,"For Cristes sake, for every povre wight",False,False,BOTH,"For Cristes sake, for every povre wight",For Cristes sake for every povre wight
large,large,House of Fame 1412,data/oxford_txts/HF_oxford.txt,Of tho that hadde large fame;,False,False,BOTH,Of tho that hadde large fame;,Of thoo that hadde large fame
blind,blinde,The Merchant's Tale 2259,data/oxford_txts/MerT_oxford.txt,Unto this olde blinde worthy knight,False,False,BOTH,Unto this olde blinde worthy knight,Unto this olde blynde worthy knyght
blaunk,blaunche,Troilus and Criseyde; Book I 916,data/oxford_txts/TC1_oxford.txt,"And som, thou seidest, hadde a blaunche fevere",False,False,BOTH,"And som, thou seidest, hadde a blaunche fevere",And som thow seydest hadde a blaunche fevere
swete,swete,Book of the Duchess 117,data/oxford_txts/BD_oxford.txt,"And but° thou wilt° this, ladi swete",False,True,BOTH,"And but° thou wilt° this, ladi swete",And but thow wolt this lady swete
don,donne,Troilus and Criseyde; Book II 908,data/oxford_txts/TC2_oxford.txt,And white thinges wexen dimme and donne,False,True,BOTH,And white thinges wexen dimme and donne,And white thynges wexen dymme and donne
softe,softe,Troilus and Criseyde; Book III 1247,data/oxford_txts/TC3_oxford.txt,"Hir armes smale, hir streighte bak and softe",False,True,BOTH,"Hir armes smale, hir streighte bak and softe",Hire armes smale hire streghte bak and softe
dere,dere,Troilus and Criseyde; Book I 810,data/oxford_txts/TC1_oxford.txt,What! many a man hath love ful dere ybought,False,False,BOTH,What! many a man hath love ful dere ybought,What many a man hath love ful deere ybought
lithe,lithe,House of Fame 118,data/oxford_txts/HF_oxford.txt,To make lithe° of that° was harde.,True,False,BOTH,To make lithe° of that° was harde.,To make lythe of that was hard
clene,clene,The Knight's Tale 2326,data/oxford_txts/KnT_oxford.txt,"Bihold, goddesse of clene° chastitee",False,False,BOTH,"Bihold, goddesse of clene° chastitee",Bihoold goddesse of clene chastitee
yong,yonge,The Manciple's Tale 334,data/oxford_txts/MancT_oxford.txt,Thus lerne children whan that they ben yonge.—,False,True,BOTH,Thus lerne children whan that they ben yonge.—,Thus lerne children whan that they been yonge
ded,dede,Parliament of Fowls 187,data/oxford_txts/PF_oxford.txt,"And colde welle-stremes, nothing dede,°",False,True,BOTH,"And colde welle-stremes, nothing dede,°",And colde wellestremes nothyng dede
wilde,wilde,Sir Thopas 736,data/oxford_txts/Thop_oxford.txt,He coude° hunte at° wilde deer,False,False,BOTH,He coude° hunte at° wilde deer,He koude hunte at wilde deer
tender,tendre,The Clerk's Tale 218,data/oxford_txts/ClT_oxford.txt,But thogh this maide tendre were of age,False,False,BOTH,But thogh this maide tendre were of age,But thogh this mayde tendre were of age
loue,lowe,The Knight's Tale 2299,data/oxford_txts/KnT_oxford.txt,Quene of the regne of Pluto derk and lowe,False,True,BOTH,Quene of the regne of Pluto derk and lowe,Queene of the regne of Pluto derk and lowe
hende,hende,The Wife of Bath's Prologue 628,data/oxford_txts/WBPro_oxford.txt,"This joly clerk Jankin, that was so hende,°",False,True,BOTH,"This joly clerk Jankin, that was so hende,°",This joly clerk Jankyn that was so hende
deinte,deintee,The Pardoner's Tale 520,data/oxford_txts/PardT_oxford.txt,To gete a glotoun deintee° mete° and drinke!,False,False,BOTH,To gete a glotoun deintee° mete° and drinke!,To gete a glotoun deyntee mete and drynke
fre,free,Troilus and Criseyde; Book IV 971,data/oxford_txts/TC4_oxford.txt,But that free chois is yeven us everichoon.,False,False,BOTH,But that free chois is yeven us everichoon.,But that fre chois is yeven us everychon
digne,digne,The Knight's Tale 2216,data/oxford_txts/KnT_oxford.txt,"I mene Venus, honurable and digne.°",False,True,BOTH,"I mene Venus, honurable and digne.°",I mene Venus honurable and digne
treu,trewe,Book of the Duchess 935,data/oxford_txts/BD_oxford.txt,"Was founde as trewe as any bonde,°",True,False,BOTH,"Was founde as trewe as any bonde,°",Was founde as trewe as any bond
queinte,queinte,House of Fame 126,data/oxford_txts/HF_oxford.txt,And queinte° maner of figures,False,False,BOTH,And queinte° maner of figures,And queynte maner of figures
neue,newe,The Franklin's Tale 1015,data/oxford_txts/FranT_oxford.txt,But sodeinly bigonne revel° newe,False,True,BOTH,But sodeinly bigonne revel° newe,But sodeynly bigonne revel newe
wise,wise,The Canon's Yeoman's Tale 751,data/oxford_txts/CYT_oxford.txt,"Oure elvissh° craft, we semen wonder wise",False,True,BOTH,"Oure elvissh° craft, we semen wonder wise",Oure elvysshe craft we semen wonder wise
long,longe,Troilus and Criseyde; Book I 718,data/oxford_txts/TC1_oxford.txt,"As I best can, gon sithen longe while.",False,False,BOTH,"As I best can, gon sithen longe while.",As I best kan gon sithen longe while
pale,pale,Parliament of Fowls 243,data/oxford_txts/PF_oxford.txt,"With face pale, upon an hille of sond;",True,False,BOTH,"With face pale, upon an hille of sond;",With face pale upon an hil of sond
hard,harde,House of Fame 1586,data/oxford_txts/HF_oxford.txt,"This Eolus, with harde grace,°",False,False,BOTH,"This Eolus, with harde grace,°",This Eolus with harde grace
treu,trewe,The Miller's Tale 3781,data/oxford_txts/MilT_oxford.txt,"Thou sholdest have, as I am trewe smith;",False,False,BOTH,"Thou sholdest have, as I am trewe smith;",Thou sholdest have as I am trewe smyth
blithe,blithe,House of Fame 1860,data/oxford_txts/HF_oxford.txt,As wisly° be thou ever blithe.”°,False,True,BOTH,As wisly° be thou ever blithe.”°,As wisly be thou ever blythe
sad,sadde,Book of the Duchess 860,data/oxford_txts/BD_oxford.txt,"Debonair, goode, glade, and sadde,°",False,True,BOTH,"Debonair, goode, glade, and sadde,°",Debonaire goode glade and sadde
wilde,wilde,The Monk's Tale 2257,data/oxford_txts/MkT_oxford.txt,And many a wilde hertes blood she shedde,False,False,BOTH,And many a wilde hertes blood she shedde,And many a wilde hertes blood she shedde
treu,trewe,Troilus and Criseyde; Book V 651,data/oxford_txts/TC5_oxford.txt,"I shal be glad, if al the world be trewe!",False,True,BOTH,"I shal be glad, if al the world be trewe!",I shal be glad if al the world be trewe
wikke,wikke,The Nun's Priest's Tale 3423,data/oxford_txts/NPT_oxford.txt,"But, sire, I dide it in no wikke° entente;",True,False,BOTH,"But, sire, I dide it in no wikke° entente;",But sire I dide it in no wikke entente
swete,swete,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False,BOTH,"Yelt bittre fruit, though swete seed be sowe.",Yelt bittre fruyt though swete seed be sowe
glad,gladde,Troilus and Criseyde; Book II 1351,data/oxford_txts/TC2_oxford.txt,So were his dayes sory outher gladde.,False,True,BOTH,So were his dayes sory outher gladde.,So were his dayes sory outher gladde
god,gode,House of Fame 1608,data/oxford_txts/HF_oxford.txt,"Of gode folk, and gunne crie",False,False,BOTH,"Of gode folk, and gunne crie",Of goode folk and gunne crie
dere,dere,Troilus and Criseyde; Book II 1693,data/oxford_txts/TC2_oxford.txt,"Deiphebus, and my suster leef and dere",False,True,BOTH,"Deiphebus, and my suster leef and dere",Deiphebus and my suster lief and deere
sobre,sobre,Book of the Duchess 880,data/oxford_txts/BD_oxford.txt,She nas to sobre° ne to glad;,False,False,BOTH,She nas to sobre° ne to glad;,She nas to sobre ne to glad
humble,humble,The Squire's Tale 507,data/oxford_txts/SqT_oxford.txt,"It was so wrapped under humble chere,°",False,False,BOTH,"It was so wrapped under humble chere,°",It was so wrapped under humble cheere
treu,trewe,Troilus and Criseyde; Book IV 1528,data/oxford_txts/TC4_oxford.txt,"Answerde, “Ywis, my dere herte trewe",False,True,BOTH,"Answerde, “Ywis, my dere herte trewe",Answerde Ywys my deere herte trewe
dere,dere,The Knight's Tale 2763,data/oxford_txts/KnT_oxford.txt,"And Palamon, that was his cosin dere;",False,True,BOTH,"And Palamon, that was his cosin dere;",And Palamon that was his cosyn deere
treu,trewe,The Clerk's Tale 937,data/oxford_txts/ClT_oxford.txt,"As womman can, ne can ben half so trewe",False,True,BOTH,"As womman can, ne can ben half so trewe",As womman kan ne kan been half so trewe
clene,clene,The Wife of Bath's Tale 944,data/oxford_txts/WBT_oxford.txt,"We wol° been holden° wise, and clene of sinne.°",True,False,BOTH,"We wol° been holden° wise, and clene of sinne.°",We wol been holden wise and clene of synne
huge,huge,Parliament of Fowls 312,data/oxford_txts/PF_oxford.txt,And that so huge a noise gan they mak,True,False,BOTH,And that so huge a noise gan they mak,And that so huge a noyse gan they make
large,large,House of Fame 1450,data/oxford_txts/HF_oxford.txt,That hath a ful large wheel° to turne.,False,False,BOTH,That hath a ful large wheel° to turne.,That hath a ful large whel to turne
bright,brighte,The Knight's Tale 2608,data/oxford_txts/KnT_oxford.txt,Out goon the swerdes as the silver brighte.,False,True,BOTH,Out goon the swerdes as the silver brighte.,Out goon the swerdes as the silver brighte
treu,trewe,The Knight's Tale 959,data/oxford_txts/KnT_oxford.txt,"And swoor his ooth, as he was trewe knight",False,False,BOTH,"And swoor his ooth, as he was trewe knight",And swoor his ooth as he was trewe knyght
dere,dere,Troilus and Criseyde; Book III 127,data/oxford_txts/TC3_oxford.txt,"“What that I mene, O swete herte dere?”",False,True,BOTH,"“What that I mene, O swete herte dere?”",What that I mene O swete herte deere
drie,dreie,Troilus and Criseyde; Book IV 1173,data/oxford_txts/TC4_oxford.txt,He gan tho teris wipen of ful dreie,False,True,BOTH,He gan tho teris wipen of ful dreie,He gan tho teeris wypen of ful dreye
fre,free,Troilus and Criseyde; Book IV 1552,data/oxford_txts/TC4_oxford.txt,"To Troilus, min owene herte free",False,True,BOTH,"To Troilus, min owene herte free",To Troilus myn owene herte fre
stable,stable,The Wife of Bath's Tale 946,data/oxford_txts/WBT_oxford.txt,"For to ben holden stable and eek secree,°",True,False,BOTH,"For to ben holden stable and eek secree,°",For to been holden stable and eek secree
fre,free,The Squire's Tale 489,data/oxford_txts/SqT_oxford.txt,"But for to obeye unto your herte free,°",False,True,BOTH,"But for to obeye unto your herte free,°",But for to obeye unto youre herte free
treu,trewe,The Nun's Priest's Tale 3211,data/oxford_txts/NPT_oxford.txt,"This storie is also° trewe, I undertake,°",True,False,BOTH,"This storie is also° trewe, I undertake,°",This storie is also trewe I undertake
fair,faire,The Wife of Bath's Prologue 606,data/oxford_txts/WBPro_oxford.txt,"And faire and riche, and yong, and wel bigoon;°",True,False,BOTH,"And faire and riche, and yong, and wel bigoon;°",And faire and riche and yong and wel bigon
selde,selde,The Clerk's Tale 146,data/oxford_txts/ClT_oxford.txt,That selde time is founde in mariage;,False,False,BOTH,That selde time is founde in mariage;,That seelde tyme is founde in mariage
softe,softe,The Summoner's Tale 1840,data/oxford_txts/SumT_oxford.txt,"And of your softe breed nat but° a shivere,°",False,False,BOTH,"And of your softe breed nat but° a shivere,°",And of youre softe breed nat but a shyvere
neue,newe,House of Fame 2045,data/oxford_txts/HF_oxford.txt,A newe tiding prevely,False,False,BOTH,A newe tiding prevely,A newe tydynge prively
holwe,holwe,The General Prologue 289,data/oxford_txts/GP_oxford.txt,"But looked holwe, and therto soberly.",True,False,BOTH,"But looked holwe, and therto soberly.",But looked holwe and therto sobrely
wilde,wilde,The Monk's Tale 2291,data/oxford_txts/MkT_oxford.txt,Al were this Odenake wilde or tame,True,False,BOTH,Al were this Odenake wilde or tame,Al were this Odenake wilde or tame
yern,yerne,The Miller's Tale 3257,data/oxford_txts/MilT_oxford.txt,"But of hir song, it was as loude and yerne°",False,True,BOTH,"But of hir song, it was as loude and yerne°",But of hir song it was as loude and yerne
bright,brighte,The Squire's Tale 170,data/oxford_txts/SqT_oxford.txt,"His stede, which that shoon as sonne brighte",False,True,BOTH,"His stede, which that shoon as sonne brighte",His steede which that shoon as sonne brighte
neue,newe,The Clerk's Tale 857,data/oxford_txts/ClT_oxford.txt,Love is noght old as whan that it is newe.,False,True,BOTH,Love is noght old as whan that it is newe.,Love is noght oold as whan that it is newe
dere,dere,The Second Nun's Tale 333,data/oxford_txts/SNT_oxford.txt,"To whom answerde Tiburce, “O suster dere",False,True,BOTH,"To whom answerde Tiburce, “O suster dere",To whom answerde Tiburce O suster deere
grene,grene,Troilus and Criseyde; Book II 60,data/oxford_txts/TC2_oxford.txt,It made his hewe aday ful ofte grene;,False,True,BOTH,It made his hewe aday ful ofte grene;,It made his hewe aday ful ofte greene
blithe,blithe,The General Prologue 846,data/oxford_txts/GP_oxford.txt,Of which ful blithe and glad was every wight;,True,False,BOTH,Of which ful blithe and glad was every wight;,Of which ful blithe and glad was every wyght
pale,pale,Troilus and Criseyde; Book V 536,data/oxford_txts/TC5_oxford.txt,For which with chaunged deedlich pale face,False,False,BOTH,For which with chaunged deedlich pale face,For which with chaunged dedlich pale face
dere,dere,Book of the Duchess 774,data/oxford_txts/BD_oxford.txt,And worship° to my lady dere.,False,True,BOTH,And worship° to my lady dere.,And worship to my lady dere
riche,riche,The Shipman's Tale 2,data/oxford_txts/ShipT_oxford.txt,"That riche was, for which men helde° him wis;",False,False,BOTH,"That riche was, for which men helde° him wis;",That riche was for which men helde hym wys
dere,dere,The Wife of Bath's Tale 1230,data/oxford_txts/WBT_oxford.txt,"“My lady and my love, and wif so dere",False,True,BOTH,"“My lady and my love, and wif so dere",My lady and my love and wyf so deere
treu,trewe,The Merchant's Tale 1298,data/oxford_txts/MerT_oxford.txt,"A trewe servant dooth more diligence,°",False,False,BOTH,"A trewe servant dooth more diligence,°",A trewe servant dooth moore diligence
yong,yonge,The Clerk's Tale 419,data/oxford_txts/ClT_oxford.txt,"That men and wommen, as wel yonge as olde",True,False,BOTH,"That men and wommen, as wel yonge as olde",That men and wommen as wel yonge as olde
neue,newe,The Prioress' Tale 574,data/oxford_txts/PrT_oxford.txt,O cursed folk of Herodes al newe,False,True,BOTH,O cursed folk of Herodes al newe,O cursed folk of Herodes al newe
treu,trewe,The Franklin's Tale 1439,data/oxford_txts/FranT_oxford.txt,How trewe eek was to Alcebiades,True,False,BOTH,How trewe eek was to Alcebiades,How trewe eek was to Alcebiades
fair,faire,House of Fame 518,data/oxford_txts/HF_oxford.txt,"¶Now faire blisfull, O Cipris,°",False,False,BOTH,"¶Now faire blisfull, O Cipris,°",Now faire blisfull O Cipris
pale,pale,Troilus and Criseyde; Book III 95,data/oxford_txts/TC3_oxford.txt,"Now pale, unto Criseyde, his lady dere",True,False,BOTH,"Now pale, unto Criseyde, his lady dere",Now pale unto Criseyde his lady dere
povre,poure,The General Prologue 225,data/oxford_txts/GP_oxford.txt,For unto a poure ordre for to yive,True,False,BOTH,For unto a poure ordre for to yive,For unto a povre ordre for to yive
fair,faire,Troilus and Criseyde; Book III 2,data/oxford_txts/TC3_oxford.txt,Adorneth al the thridde hevene faire!,False,True,BOTH,Adorneth al the thridde hevene faire!,Adorneth al the thridde heven faire
square,square,The Knight's Tale 1076,data/oxford_txts/KnT_oxford.txt,"Of yren greet, and square as any sparre,°",True,False,BOTH,"Of yren greet, and square as any sparre,°",Of iren greet and square as any sparre
treu,trewe,The Friar's Tale 1529,data/oxford_txts/FriT_oxford.txt,For to be trewe brother in this cas;,False,False,BOTH,For to be trewe brother in this cas;,For to be trewe brother in this cas
humble,humble,The Clerk's Tale 186,data/oxford_txts/ClT_oxford.txt,"And they, with humble entente,° buxomly,°",True,False,BOTH,"And they, with humble entente,° buxomly,°",And they with humble entente buxomly
dere,dere,The Wife of Bath's Prologue 522,data/oxford_txts/WBPro_oxford.txt,"Greet prees° at market maketh dere ware,°",False,False,BOTH,"Greet prees° at market maketh dere ware,°",Greet prees at market maketh deere ware
dim,dimme,Troilus and Criseyde; Book II 908,data/oxford_txts/TC2_oxford.txt,And white thinges wexen dimme and donne,True,False,BOTH,And white thinges wexen dimme and donne,And white thynges wexen dymme and donne
ded,dede,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False,BOTH,"Nat fully quike,° ne fully dede they were",Nat fully quyke ne fully dede they were
povre,poure,The Summoner's Tale 2178,data/oxford_txts/SumT_oxford.txt,"That in this world is noon so poure° a page,°",True,False,BOTH,"That in this world is noon so poure° a page,°",That in this world is noon so povre a page
bright,brighte,The Pardoner's Tale 774,data/oxford_txts/PardT_oxford.txt,For that° the florins been so faire and brighte,False,True,BOTH,For that° the florins been so faire and brighte,For that the floryns been so faire and brighte
fin,fine,Troilus and Criseyde; Book V 421,data/oxford_txts/TC5_oxford.txt,“But sin of fine force I moot arise,False,False,BOTH,“But sin of fine force I moot arise,But syn of fyne force I mot arise
heigh,hie,The Reeve's Tale 3975,data/oxford_txts/RvT_oxford.txt,With buttoks brode and brestes rounde and hie,False,True,BOTH,With buttoks brode and brestes rounde and hie,With buttokes brode and brestes rounde and hye
riche,riche,The Squire's Tale 61,data/oxford_txts/SqT_oxford.txt,"And halt° his fest,° so solempne and so riche",False,True,BOTH,"And halt° his fest,° so solempne and so riche",And halt his feeste so solempne and so ryche
treu,trewe,Troilus and Criseyde; Book II 1610,data/oxford_txts/TC2_oxford.txt,"If that I may, and alle folk be trewe.”",False,True,BOTH,"If that I may, and alle folk be trewe.”",If that I may and alle folk be trewe
treu,trewe,The Merchant's Tale 1302,data/oxford_txts/MerT_oxford.txt,Thy verrai° frendes or a trewe knave°,False,False,BOTH,Thy verrai° frendes or a trewe knave°,Thy verray freendes or a trewe knave
clene,clene,The Manciple's Tale 148,data/oxford_txts/MancT_oxford.txt,"A good wif, that is clene of werk° and thoght",True,False,BOTH,"A good wif, that is clene of werk° and thoght",A good wyf that is clene of werk and thoght
badde,badde,The Wife of Bath's Prologue 196,data/oxford_txts/WBPro_oxford.txt,As three of hem were goode and two were badde.,False,True,BOTH,As three of hem were goode and two were badde.,As thre of hem were goode and two were badde
kene,kene,The Franklin's Tale 1112,data/oxford_txts/FranT_oxford.txt,But in his herte ay was the arwe° kene.,False,True,BOTH,But in his herte ay was the arwe° kene.,But in his herte ay was the arwe kene
straunge,straunge,The Reeve's Tale 3980,data/oxford_txts/RvT_oxford.txt,And straunge° he made it of° hir mariage.,False,False,BOTH,And straunge° he made it of° hir mariage.,And straunge he made it of hir mariage
muche,muche,The Summoner's Tale 2011,data/oxford_txts/SumT_oxford.txt,I coude of ire sey so muche sorwe,False,False,BOTH,I coude of ire sey so muche sorwe,I koude of ire seye so muche sorwe
lite,lite,House of Fame 1349,data/oxford_txts/HF_oxford.txt,Of which to lite° al in my pouche is?,True,False,BOTH,Of which to lite° al in my pouche is?,Of which to lite al in my pouche is
kene,kene,The Monk's Tale 2249,data/oxford_txts/MkT_oxford.txt,"So worthy was in armes and so kene,°",False,True,BOTH,"So worthy was in armes and so kene,°",So worthy was in armes and so keene
ofte,ofte,The Physician's Tale 62,data/oxford_txts/PhyT_oxford.txt,"She hath ful ofte time sik hir feined,°",False,False,BOTH,"She hath ful ofte time sik hir feined,°",She hath ful ofte tyme syk hire feyned
fair,faire,The Nun's Priest's Tale 2870,data/oxford_txts/NPT_oxford.txt,Was cleped° faire damisel° Pertelote.,False,False,BOTH,Was cleped° faire damisel° Pertelote.,Was cleped faire damoysele Pertelote
dere,dere,The Clerk's Tale 999,data/oxford_txts/ClT_oxford.txt,"Ay ful of clapping,° dere ynogh a jane;°",False,False,BOTH,"Ay ful of clapping,° dere ynogh a jane;°",Ay ful of clappyng deere ynogh a jane
softe,softe,The Miller's Tale 3760,data/oxford_txts/MilT_oxford.txt,A softe paas he wente over the street,False,False,BOTH,A softe paas he wente over the street,A softe paas he wente over the strete
pure,pure,Book of the Duchess 1212,data/oxford_txts/BD_oxford.txt,Softe° and quaking for pure drede,False,False,BOTH,Softe° and quaking for pure drede,Softe and quakynge for pure drede
povre,pore,The Wife of Bath's Prologue 626,data/oxford_txts/WBPro_oxford.txt,"How pore he was, ne eek of what degree.°",False,False,BOTH,"How pore he was, ne eek of what degree.°",How poore he was ne eek of what degree
queinte,queinte,The Knight's Tale 2333,data/oxford_txts/KnT_oxford.txt,"But sodeinly she saugh a sighte queinte,°",False,True,BOTH,"But sodeinly she saugh a sighte queinte,°",But sodeynly she saugh a sighte queynte
wise,wise,Troilus and Criseyde; Book I 233,data/oxford_txts/TC1_oxford.txt,"Ye wise, proude, and worthy folkes alle",False,False,BOTH,"Ye wise, proude, and worthy folkes alle",Ye wise proude and worthi folkes alle
smal,smale,Sir Thopas 760,data/oxford_txts/Thop_oxford.txt,Ther springen herbes grete and smale,False,True,BOTH,Ther springen herbes grete and smale,Ther spryngen herbes grete and smale
dere,dere,Troilus and Criseyde; Book V 567,data/oxford_txts/TC5_oxford.txt,Me caughte first my righte lady dere.,False,True,BOTH,Me caughte first my righte lady dere.,Me kaughte first my righte lady dere
fain,fawe,The Wife of Bath's Prologue 220,data/oxford_txts/WBPro_oxford.txt,That ech of hem ful blisful was and fawe°,False,True,BOTH,That ech of hem ful blisful was and fawe°,That ech of hem ful blisful was and fawe
god,gode,House of Fame 1832,data/oxford_txts/HF_oxford.txt,As gode folk han in goodnes;,False,False,BOTH,As gode folk han in goodnes;,As goode folk han in godnesse
swete,swete,The Miller's Tale 3767,data/oxford_txts/MilT_oxford.txt,"“What, Absolon! for Cristes swete tree,°",False,False,BOTH,"“What, Absolon! for Cristes swete tree,°",What Absolon for Cristes sweete tree
pale,pale,The Clerk's Tale 340,data/oxford_txts/ClT_oxford.txt,For which she loked with ful pale face.,False,False,BOTH,For which she loked with ful pale face.,For which she looked with ful pale face
grene,grene,Parliament of Fowls 184,data/oxford_txts/PF_oxford.txt,"Upon a river, in a grene mede,°",False,False,BOTH,"Upon a river, in a grene mede,°",Upon a ryver in a grene mede
grene,grene,The Merchant's Tale 2037,data/oxford_txts/MerT_oxford.txt,That stood under a laurer° alwey° grene.,False,True,BOTH,That stood under a laurer° alwey° grene.,That stood under a laurer alwey grene
smert,smerte,House of Fame 374,data/oxford_txts/HF_oxford.txt,And deide through the wounde smerte.°,False,True,BOTH,And deide through the wounde smerte.°,And deyde thorgh the wounde smerte
dere,dere,Troilus and Criseyde; Book II 808,data/oxford_txts/TC2_oxford.txt,"Nothing ne acheveth, be him looth or dere.”",False,True,BOTH,"Nothing ne acheveth, be him looth or dere.”",Nothyng n acheveth be hym looth or deere
wilde,wilde,Sir Thopas 755,data/oxford_txts/Thop_oxford.txt,Therinne° is many a wilde best,False,False,BOTH,Therinne° is many a wilde best,Therinne is many a wilde best
rude,rude,The Manciple's Tale 170,data/oxford_txts/MancT_oxford.txt,"Lever° in a forest, that is rude° and cold",True,False,BOTH,"Lever° in a forest, that is rude° and cold",Levere in a forest that is rude and coold
olde,olde,The Physician's Tale 72,data/oxford_txts/PhyT_oxford.txt,"¶And ye maistresses° in your olde lif,°",False,False,BOTH,"¶And ye maistresses° in your olde lif,°",And ye maistresses in youre olde lyf
clene,clene,The Franklin's Tale 995,data/oxford_txts/FranT_oxford.txt,"I sey, whan ye han maad the coost so clene",False,True,BOTH,"I sey, whan ye han maad the coost so clene",I seye whan ye han maad the coost so clene
smal,smale,Troilus and Criseyde; Book IV 737,data/oxford_txts/TC4_oxford.txt,"She rente, and eek hir fingres longe and smale",False,True,BOTH,"She rente, and eek hir fingres longe and smale",She rente and ek hire fyngeres longe and smale
noble,noble,The Clerk's Tale 945,data/oxford_txts/ClT_oxford.txt,So noble array in al West Lumbardie.,True,False,BOTH,So noble array in al West Lumbardie.,So noble array in al West Lumbardye
maide,maide,The Shipman's Tale 95,data/oxford_txts/ShipT_oxford.txt,A maide° child cam in hir compaignie°,False,False,BOTH,A maide° child cam in hir compaignie°,A mayde child cam in hire compaignye
secre,secree,The Merchant's Tale 1937,data/oxford_txts/MerT_oxford.txt,"In secree wise° his purs, and eek his bille,°",False,False,BOTH,"In secree wise° his purs, and eek his bille,°",In secree wise his purs and eek his bille
ded,dede,Troilus and Criseyde; Book I 1083,data/oxford_txts/TC1_oxford.txt,Dede were his japes and his crueltee,False,False,BOTH,Dede were his japes and his crueltee,Dede were his japes and his cruelte
sote,swote,Troilus and Criseyde; Book I 949,data/oxford_txts/TC1_oxford.txt,The rose waxeth swote and smothe and softe;,True,False,BOTH,The rose waxeth swote and smothe and softe;,The rose waxeth swoote and smothe and softe
trie,trie,Sir Thopas 856,data/oxford_txts/Thop_oxford.txt,    With sugre that is trie.°,False,True,BOTH,    With sugre that is trie.°,With sugre that is trye
neue,newe,The General Prologue 457,data/oxford_txts/GP_oxford.txt,"Ful streite yteid, and shoos ful moiste and newe.",False,True,BOTH,"Ful streite yteid, and shoos ful moiste and newe.",Ful streite yteyd and shoes ful moyste and newe
shene,shene,The Knight's Tale 972,data/oxford_txts/KnT_oxford.txt,"And Emelie hir yonge suster shene,°",False,True,BOTH,"And Emelie hir yonge suster shene,°",And Emelye hir yonge suster sheene
dere,dere,Troilus and Criseyde; Book V 307,data/oxford_txts/TC5_oxford.txt,"My swerd, min helm, and, leve brother dere",False,True,BOTH,"My swerd, min helm, and, leve brother dere",My swerd myn helm and leve brother deere
swete,swete,The Manciple's Tale 300,data/oxford_txts/MancT_oxford.txt,Ne never swete noise shul ye make,False,False,BOTH,Ne never swete noise shul ye make,Ne nevere sweete noyse shul ye make
treu,trewe,The Clerk's Tale 713,data/oxford_txts/ClT_oxford.txt,"The more trewe, if that it were possible",True,False,BOTH,"The more trewe, if that it were possible",The moore trewe if that it were possible
