headword,infinitive,preterite,past_participle,classification,notes
kithen,kithen,kidde(1),kithed(2),weak,classified by morphological evidence
knelen,knelen,kneled(4),,weak,classified by morphological evidence
knitten,knitten,,"knyt(6), knit(5)",weak,classified by morphological evidence
knokken,knokken,knokked(3),,weak,classified by morphological evidence
knouen,knouen,"knew(148), knewe(12)","knowen(20), knowe(5), know(1)",strong,classified by morphological evidence
labouren,labouren,laboured(2),laboured(3),weak,classified by morphological evidence
lakken,lakken,"lakked(15), lakkede(4)",,weak,classified by morphological evidence
lasen,lasen,,laced(2),weak,classified by morphological evidence
lasten,lasten,lasted(2),,weak,classified by morphological evidence
laughen,laughen,lough(15),lawghed(1),strong,known strong verb
leden,leden,"ladde(15), ledde(3), lad(1)","lad(11), led(4)",unclear,mixed or insufficient evidence
leien,leien,"leyde(23), leide(18), leid(2), laye(1), leye(1)","leyd(7), leid(6), layd(1)",unclear,mixed or insufficient evidence
lenen,lenen,lente(2),,weak,classified by morphological evidence
lepen,lepen,"leep(4), lepte(2)",,weak,classified by morphological evidence
lernen,lernen,,lerned(13),weak,classified by morphological evidence
lesen,lesen,,"lorn(12), loren(1)",strong,classified by morphological evidence
leten,leten,"leet(60), let(8), lete(1)","lete(3), leten(1), lat(1)",strong,known strong verb
letten,letten,"letted(4), lette(2)",let(5),weak,classified by morphological evidence
leven,leven,"lefte(19), lafte(6), left(6), laft(1)","left(7), laft(4)",unclear,mixed or insufficient evidence
lien,lien,"lay(6), leigh(1), ley(1), laye(1), lyede(1), lyed(1)","lein(1), leyn(1)",strong,classified by morphological evidence
lighten,lighten,lighte(2),lighted(1),weak,classified by morphological evidence
liken,liken,"liked(10), lyked(3), likede(1)",,unclear,mixed or insufficient evidence
liknen,liknen,,likned(2),weak,classified by morphological evidence
limen,limen,,"ylimed(1), ylymed(1)",weak,classified by morphological evidence
lissen,lissen,,"ylissed(2), lissed(2)",weak,classified by morphological evidence
listen,listen,"liste(15), list(6), leste(3), lyste(2), lyst(1), lest(1)",,weak,classified by morphological evidence
liven,liven,"lyved(6), lived(4), livede(4), lyvede(2), levede(1)","lived(2), lyved(2), ilyved(1)",unclear,mixed or insufficient evidence
loggen,loggen,,"logged(4), ylogged(2)",weak,classified by morphological evidence
loken,loken,"loked(22), looked(20)","loked(4), looked(1)",weak,classified by morphological evidence
longen,longen,longed(2),,weak,classified by morphological evidence
losen,losen,"loste(20), lost(2)","lost(95), ylost(5), loste(1)",unclear,mixed or insufficient evidence
loven,loven,"loved(81), lovede(17), lovedest(2)","loved(24), yloved(1), iloved(1)",weak,classified by morphological evidence
lullen,lullen,lulled(1),,weak,classified by morphological evidence
lusten,lusten,"luste(3), lust(2)",,weak,classified by morphological evidence
maken,maken,"made(279), maked(20), maad(6), maade(1), mad(1)","maad(82), maked(32), mad(22), made(5), maden(1)",unclear,mixed or insufficient evidence
marien,marien,"maried(1), maryed(1)",,weak,classified by morphological evidence
marken,marken,,"marked(2), ymarked(2)",weak,classified by morphological evidence
masken,masken,,ymasked(2),weak,classified by morphological evidence
medlen,medlen,,"ymedled(1), imedled(1)",weak,classified by morphological evidence
melten,melten,malt(4),molte(6),strong,known strong verb
menen,menen,"mente(12), ment(1)",ment(2),weak,classified by morphological evidence
meten,meten,"mette(41), met(6)","met(11), mette(1), ymet(1)",unclear,mixed or insufficient evidence
misaccounten,misaccounten,,misacounted(2),weak,classified by morphological evidence
misbeden,misbeden,,"misboden(1), mysboden(1)",strong,classified by morphological evidence
misforyeven,misforyeven,mysforyaf(1),,unclear,mixed or insufficient evidence
mishappen,mishappen,,myshapped(1),weak,classified by morphological evidence
misseien,misseien,,"missaid(1), myssayd(1), misseid(1), mysseyd(1)",weak,classified by morphological evidence
missen,missen,missed(2),missed(2),weak,classified by morphological evidence
misspeken,misspeken,"misspak(1), mysspak(1)",,unclear,mixed or insufficient evidence
mistrusten,mistrusten,,"mistrusted(1), mystrusted(1)",weak,classified by morphological evidence
mortheren,mortheren,,mordred(14),weak,classified by morphological evidence
moten,moten,"moste(131), most(15), mot(1), mooste(1)",,weak,classified by morphological evidence
mouen,mouen,"mighte(165), myght(24), might(1), myghte(1)",,unclear,mixed or insufficient evidence
musen,musen,,"ymused(1), imused(1)",weak,classified by morphological evidence
neden,neden,"neded(10), nedede(5)",,weak,classified by morphological evidence
nemnen,nemnen,nempned(2),,weak,classified by morphological evidence
nombren,nombren,,"nombred(1), noumbred(1)",weak,classified by morphological evidence
norishen,norishen,,norissed(1),weak,classified by morphological evidence
obeien,obeien,obeyed(6),,weak,classified by morphological evidence
obligen,obligen,,obliged(2),weak,classified by morphological evidence
offenden,offenden,,offended(2),weak,classified by morphological evidence
onen,onen,,oned(2),weak,classified by morphological evidence
openen,openen,opned(2),"opened(4), opned(2)",weak,classified by morphological evidence
oppressen,oppressen,,oppressed(6),weak,classified by morphological evidence
ordeinen,ordeinen,,"ordeyned(2), ordeined(1)",weak,classified by morphological evidence
ouen,ouen,"oughte(41), oghte(33), ought(7), aughte(3), owghte(1), oght(1)",,weak,classified by morphological evidence
overloken,overloken,,overloked(1),weak,classified by morphological evidence
oversheten,oversheten,,"overshette(1), overshote(1)",strong,classified by morphological evidence
overspreden,overspreden,overspradde(2),,weak,classified by morphological evidence
overtaken,overtaken,"overtoke(1), overtok(1)",,unclear,mixed or insufficient evidence
paien,paien,"payde(3), paide(2), payed(1)","payed(4), ypayed(3), paid(2), payd(2), ypaied(1)",weak,classified by morphological evidence
passen,passen,passed(14),passed(31),weak,classified by morphological evidence
peinen,peinen,"peined(4), peyned(4)",,weak,classified by morphological evidence
peinten,peinten,"peinted(1), peyntede(1), peynted(1)","peynted(13), peinted(11)",weak,classified by morphological evidence
percen,percen,"perced(2), percede(1)",perced(2),weak,classified by morphological evidence
perchen,perchen,,perched(2),weak,classified by morphological evidence
performen,performen,parfourned(2),parfourned(8),unclear,mixed or insufficient evidence
picchen,picchen,pighte(2),,weak,classified by morphological evidence
piken,piken,,ypiked(2),weak,classified by morphological evidence
pinchen,pinchen,,"pinched(1), pynched(1)",weak,classified by morphological evidence
pipen,pipen,,piped(1),weak,classified by morphological evidence
pissen,pissen,,pissed(2),weak,classified by morphological evidence
planen,planen,planed(2),,weak,classified by morphological evidence
platen,platen,,plated(2),weak,classified by morphological evidence
plaunten,plaunten,,planted(4),weak,classified by morphological evidence
pleien,pleien,"pleyde(2), pleide(1)","pleyd(4), pleide(1), pleyed(1), played(1), pleid(1)",unclear,mixed or insufficient evidence
pleinen,pleinen,"pleined(2), pleyned(2)","ypleined(1), ypleyned(1)",weak,classified by morphological evidence
pleiten,pleiten,plited(2),,strong,classified by morphological evidence
plesen,plesen,,plesed(2),weak,classified by morphological evidence
plighten,plighten,plighte(2),plight(2),weak,classified by morphological evidence
pointen,pointen,,"pointed(1), poynted(1)",weak,classified by morphological evidence
poken,poken,poked(4),,weak,classified by morphological evidence
portraien,portraien,"purtreied(1), purtreyed(1)",,strong,classified by morphological evidence
pouren,pouren,poured(2),poured(2),weak,classified by morphological evidence
prechen,prechen,,preched(2),weak,classified by morphological evidence
preien,preien,"preyede(10), preyed(10), preyde(9), preide(8), prayed(3), praid(1), prayede(1), praide(1), preiede(1)","preyed(7), preied(1), prayed(1)",unclear,mixed or insufficient evidence
preisen,preisen,,"preysed(2), ypreised(2), preised(1)",weak,classified by morphological evidence
pressen,pressen,pressed(2),,weak,classified by morphological evidence
preven,preven,proved(1),"preved(13), preeved(4), ypreved(2)",unclear,mixed or insufficient evidence
priken,priken,"pryked(1), priked(1)",,unclear,mixed or insufficient evidence
profren,profren,profred(5),profred(1),weak,classified by morphological evidence
pronouncen,pronouncen,,pronounced(2),weak,classified by morphological evidence
proverben,proverben,,proverbed(2),weak,classified by morphological evidence
publishen,publishen,,"publiced(4), publisshed(1), publysshed(1)",weak,classified by morphological evidence
pullen,pullen,pulled(8),ypulled(2),weak,classified by morphological evidence
punishen,punishen,,"ypunisshed(1), ypunysshed(1)",weak,classified by morphological evidence
purchasen,purchasen,purchased(2),,weak,classified by morphological evidence
purgen,purgen,,purged(2),weak,classified by morphological evidence
purveien,purveien,,"purveyed(7), purveied(6), purveyd(1)",weak,classified by morphological evidence
putten,putten,"putte(31), put(2)","put(29), yput(5), pit(1)",weak,classified by morphological evidence
quaken,quaken,quook(10),,strong,known strong verb
quenchen,quenchen,"queinte(1), queynte(1)","queint(5), queynt(5)",weak,classified by morphological evidence
quethen,quethen,quod(1247),,strong,known strong verb
quiken,quiken,"quiked(1), quyked(1)",quyked(1),weak,classified by morphological evidence
quiten,quiten,quitte(2),"quit(4), quyt(2)",weak,classified by morphological evidence
raten,raten,,rated(2),weak,classified by morphological evidence
ravishen,ravishen,"ravisshed(1), ravysshed(1)","ravisshed(3), ravysshed(3)",weak,classified by morphological evidence
recchen,recchen,"roughte(8), roghte(5), rought(1)",,strong,classified by morphological evidence
receiven,receiven,"received(1), receyved(1)","received(5), receyved(3)",weak,classified by morphological evidence
rechasen,rechasen,,rechased(2),weak,classified by morphological evidence
rechen,rechen,raughte(4),,strong,classified by morphological evidence
recoveren,recoveren,,recovered(9),weak,classified by morphological evidence
reden,reden,"redde(11), radde(5)","red(13), rad(10)",unclear,mixed or insufficient evidence
refreshen,refreshen,refresshed(1),refresshed(4),weak,classified by morphological evidence
regnen,regnen,regned(1),,weak,classified by morphological evidence
reinen,reinen,"ron(2), reined(1), reyned(1)",,unclear,mixed or insufficient evidence
reisen,reisen,,"reised(2), reysed(2)",weak,classified by morphological evidence
rejoisen,rejoisen,"rejoised(1), rejoysed(1)",,weak,classified by morphological evidence
rekenen,rekenen,rekned(1),yrekened(3),weak,classified by morphological evidence
relesen,relesen,relessed(2),,weak,classified by morphological evidence
releven,releven,,"releved(1), releeved(1)",weak,classified by morphological evidence
remembren,remembren,remembred(6),,weak,classified by morphological evidence
renden,renden,rente(14),rent(3),weak,classified by morphological evidence
rennen,rennen,ran(24),,strong,known strong verb
repenten,repenten,repented(2),,weak,classified by morphological evidence
repressen,repressen,,repressed(2),weak,classified by morphological evidence
requeren,requeren,required(2),,weak,classified by morphological evidence
resounen,resounen,resouned(2),,weak,classified by morphological evidence
resten,resten,,rested(2),weak,classified by morphological evidence
restoren,restoren,restored(4),,weak,classified by morphological evidence
returnen,returnen,,retourned(1),weak,classified by morphological evidence
reuen,reuen,,rewed(2),weak,classified by morphological evidence
reulen,reulen,,"reuled(3), ruled(2)",weak,classified by morphological evidence
reven,reven,"refte(8), rafte(6), raft(1), reft(1)","reft(3), raft(2)",unclear,mixed or insufficient evidence
riden,riden,rood(36),riden(12),strong,known strong verb
ringen,ringen,rong(10),,strong,classified by morphological evidence
risen,risen,"roos(32), ros(2)","risen(7), rysen(1)",strong,known strong verb
riven,riven,"roof(1), rof(1)",,unclear,mixed or insufficient evidence
rollen,rollen,rolled(2),rolled(2),weak,classified by morphological evidence
romen,romen,romed(7),romed(4),weak,classified by morphological evidence
rosten,rosten,rosted(2),,weak,classified by morphological evidence
rounden,rounden,rounded(2),,weak,classified by morphological evidence
rounen,rounen,"rowned(4), rouned(3)",rouned(1),weak,classified by morphological evidence
rumbelen,rumbelen,rombled(3),,weak,classified by morphological evidence
rusen,rusen,rused(2),,weak,classified by morphological evidence
sakken,sakken,,sakked(2),weak,classified by morphological evidence
saluen,saluen,,salewed(2),weak,classified by morphological evidence
saven,saven,saved(4),saved(11),weak,classified by morphological evidence
scalden,scalden,,scalded(2),weak,classified by morphological evidence
scateren,scateren,,scatered(2),weak,classified by morphological evidence
scornen,scornen,"scorned(5), skorned(1)",,weak,classified by morphological evidence
sechen,sechen,"soughte(4), soghte(1)",soght(2),unclear,mixed or insufficient evidence
seien,seien,"seyde(472), seide(390), seid(47), sayde(8), said(6), saide(3), sayd(2), sayed(1), sayede(1)","seyd(66), seid(57), seide(1), said(1)",unclear,mixed or insufficient evidence
semen,semen,"semed(69), seemed(1)",semed(2),weak,classified by morphological evidence
sen,sen,"saw(50), sawgh(22), say(15), sey(10), seigh(3), sawe(2), saugh(1), saigh(1)","seyn(36), seen(10), sene(4), sein(2), seyen(1)",strong,classified by morphological evidence
senden,senden,"sente(30), sent(2)",sent(38),weak,classified by morphological evidence
serven,serven,"served(5), servede(2)","served(11), yserved(2)",weak,classified by morphological evidence
setlen,setlen,,ysatled(2),weak,classified by morphological evidence
setten,setten,"sette(65), set(7)",set(64),weak,classified by morphological evidence
seuen,seuen,,sowed(1),weak,classified by morphological evidence
shadwen,shadwen,,"shadwed(1), yshadwed(1)",weak,classified by morphological evidence
shaken,shaken,shook(4),,strong,classified by morphological evidence
shamen,shamen,,"shamed(3), yshamed(2)",weak,classified by morphological evidence
shapen,shapen,"shoop(27), shop(5)","shapen(23), shape(6), shapyn(1)",strong,classified by morphological evidence
shaven,shaven,,shave(4),strong,classified by morphological evidence
shenden,shenden,shente(1),shent(4),weak,classified by morphological evidence
sheuen,sheuen,"shewed(26), shewede(5)",shewed(15),weak,classified by morphological evidence
shinen,shinen,"shoon(13), shon(2)",,strong,classified by morphological evidence
shitten,shitten,"shet(1), shette(1)","shet(4), shette(1)",unclear,mixed or insufficient evidence
shouven,shouven,"shof(3), shoof(1)",,unclear,mixed or insufficient evidence
shreden,shreden,shredde(2),,weak,classified by morphological evidence
shrinen,shrinen,,"shrined(1), shryned(1)",weak,classified by morphological evidence
shriven,shriven,,"shriven(1), shryven(1)",strong,classified by morphological evidence
shulen,shulen,"sholde(445), shulde(57), shold(37), shuld(12), shoulde(2)",,weak,classified by morphological evidence
siften,siften,,sifted(2),weak,classified by morphological evidence
sighen,sighen,sighed(2),,weak,classified by morphological evidence
signifien,signifien,signified(2),,weak,classified by morphological evidence
siken,siken,"sighte(10), siked(8), syghte(1)",siked(2),unclear,mixed or insufficient evidence
singen,singen,"song(22), sang(11), soong(3), songe(2)","songen(4), songe(2)",strong,known strong verb
sinken,sinken,,sonken(4),strong,classified by morphological evidence
sitten,sitten,"satte(3), sat(2), sate(2), set(1), sete(1)",seten(4),unclear,mixed or insufficient evidence
skippen,skippen,skipte(2),,weak,classified by morphological evidence
skriken,skriken,shrighte(5),shright(2),weak,classified by morphological evidence
slen,slen,"slow(46), slough(15), slowh(1)","slayn(43), slain(33), yslain(3), yslayn(3), slawen(2), sleyn(2), slaine(1), slayne(1), slawe(1)",strong,classified by morphological evidence
slepen,slepen,"sleep(11), slepte(5), slep(3), slept(1), slepe(1)",,strong,known strong verb
slitten,slitten,slitte(1),,weak,classified by morphological evidence
smilen,smilen,"smyled(1), smiled(1)",,unclear,mixed or insufficient evidence
smiten,smiten,"smoot(24), smot(4)",smyten(1),strong,known strong verb
smithen,smithen,smythed(1),,weak,classified by morphological evidence
sneuen,sneuen,snewed(2),,weak,classified by morphological evidence
somnen,somnen,,somoned(2),weak,classified by morphological evidence
sorten,sorten,sorted(1),,weak,classified by morphological evidence
sorwen,sorwen,,sorwed(2),weak,classified by morphological evidence
souen,souen,,sowe(2),strong,classified by morphological evidence
souken,souken,,souked(2),strong,known strong verb
soulen,soulen,,sowled(2),weak,classified by morphological evidence
sounen,sounen,"sowned(2), souned(2)",,weak,classified by morphological evidence
sparen,sparen,,"spared(2), yspared(2)",weak,classified by morphological evidence
speden,speden,spedde(6),"sped(3), spedde(2)",unclear,mixed or insufficient evidence
speken,speken,"spak(2), spake(2)","spoken(14), spoke(6)",strong,known strong verb
spenden,spenden,,spent(3),weak,classified by morphological evidence
spien,spien,"spyed(1), spied(1)",,unclear,mixed or insufficient evidence
spillen,spillen,,spilt(2),weak,classified by morphological evidence
spotten,spotten,,spotted(2),weak,classified by morphological evidence
spousen,spousen,,spoused(2),weak,classified by morphological evidence
spreden,spreden,spradde(2),sprad(2),unclear,mixed or insufficient evidence
sprengen,sprengen,,"spreind(1), spreynd(1)",weak,classified by morphological evidence
springen,springen,"sprong(2), sprang(1), sproong(1)",spronge(2),strong,classified by morphological evidence
spurnen,spurnen,sporned(2),,weak,classified by morphological evidence
stablishen,stablishen,,stablissed(2),weak,classified by morphological evidence
stalken,stalken,stalked(3),,weak,classified by morphological evidence
stelen,stelen,"stal(5), stale(2), staal(2), staale(1)","stole(6), stoln(4)",strong,known strong verb
stemen,stemen,stemed(2),,weak,classified by morphological evidence
steppen,steppen,,stapen(2),strong,known strong verb
sterten,sterten,"stirte(18), sterte(8), stirt(1), stert(1)","stert(2), stirt(2)",unclear,mixed or insufficient evidence
sterven,sterven,starf(12),,strong,known strong verb
stiken,stiken,"stak(2), stiked(1)","ystiked(3), stiked(1)",weak,classified by morphological evidence
stingen,stingen,,stongen(2),strong,classified by morphological evidence
stinken,stinken,stank(2),,unclear,mixed or insufficient evidence
stinten,stinten,"stynte(5), stinte(3), stente(1)","stint(1), stynt(1), stinted(1), stynted(1)",unclear,mixed or insufficient evidence
stiren,stiren,stired(2),,weak,classified by morphological evidence
stonden,stonden,"stood(100), stod(6), stoode(1), stode(1)",stonden(5),strong,known strong verb
stoppen,stoppen,,stopped(4),weak,classified by morphological evidence
strepen,strepen,,strepen(2),strong,classified by morphological evidence
striven,striven,"stroof(2), strof(2)",,strong,known strong verb
strouten,strouten,strouted(2),,weak,classified by morphological evidence
sufferen,sufferen,suffred(3),"suffred(11), ysuffred(2)",weak,classified by morphological evidence
suffisen,suffisen,,suffised(2),weak,classified by morphological evidence
sugren,sugren,,sucred(2),weak,classified by morphological evidence
supposen,supposen,supposed(2),"supposed(1), supposid(1)",weak,classified by morphological evidence
surmounten,surmounten,,"surmountede(1), surmounted(1)",unclear,mixed or insufficient evidence
swappen,swappen,swapte(4),,weak,classified by morphological evidence
swellen,swellen,swal(2),,strong,known strong verb
swelten,swelten,swelte(4),,strong,known strong verb
swepen,swepen,,ysweped(2),weak,classified by morphological evidence
sweren,sweren,"swore(2), swoor(1), swor(1), swer(1)","sworn(11), ysworn(2), yswore(1)",strong,known strong verb
sweten,sweten,swatte(2),,strong,classified by morphological evidence
swinken,swinken,,swonken(2),strong,classified by morphological evidence
swiven,swiven,"swyved(1), swived(1)","swyved(3), swived(2)",unclear,mixed or insufficient evidence
swounen,swounen,"swowned(8), swouned(2)",swowned(2),weak,classified by morphological evidence
taken,taken,"tok(24), toke(5), tooke(5), took(1), i(1)","taken(18), take(15)",strong,known strong verb
tarien,tarien,tariede(1),taried(6),weak,classified by morphological evidence
tasten,tasten,tasted(2),,weak,classified by morphological evidence
techen,techen,"taughte(2), taught(1)",taught(13),unclear,mixed or insufficient evidence
teien,teien,,"yteid(1), yteyd(1)",weak,classified by morphological evidence
tellen,tellen,"tolde(109), told(7), toolde(1), toold(1)","told(65), toold(21), tald(2), tolde(1)",unclear,mixed or insufficient evidence
tempren,tempren,"tempred(1), temprede(1)",tempred(2),weak,classified by morphological evidence
tempten,tempten,,tempted(2),weak,classified by morphological evidence
thakken,thakken,,thakked(2),weak,classified by morphological evidence
thanken,thanken,"thonked(11), thanked(11)","thanked(18), thonked(4), ythonked(3), ythanked(2)",unclear,mixed or insufficient evidence
thinken,thinken,"thoghte(44), thoght(11), thoughte(1), thought(1)",thought(2),unclear,mixed or insufficient evidence
thirlen,thirlen,,thirled(4),weak,classified by morphological evidence
thirsten,thirsten,thursted(2),,weak,classified by morphological evidence
throuen,throuen,threw(3),throwen(2),strong,classified by morphological evidence
thurven,thurven,dorste(2),,weak,classified by morphological evidence
tiden,tiden,,"tid(7), tyd(1)",weak,classified by morphological evidence
tikelen,tikelen,tikled(1),,weak,classified by morphological evidence
tirven,tirven,,terved(2),weak,classified by morphological evidence
tobresten,tobresten,,tobrosten(2),strong,classified by morphological evidence
todashen,todashen,,todasshed(2),weak,classified by morphological evidence
toheuen,toheuen,,tohewen(2),strong,classified by morphological evidence
torenden,torenden,torente(2),,weak,classified by morphological evidence
touchen,touchen,"touched(2), touchede(2)",,weak,classified by morphological evidence
traishen,traishen,traysed(1),,weak,classified by morphological evidence
translaten,translaten,,translated(2),weak,classified by morphological evidence
transmeuen,transmeuen,,transmewed(1),weak,classified by morphological evidence
treden,treden,trad(1),troden(2),strong,known strong verb
trompen,trompen,tromped(2),,weak,classified by morphological evidence
trouen,trouen,trowed(4),trowed(7),weak,classified by morphological evidence
trussen,trussen,,trussed(2),weak,classified by morphological evidence
trusten,trusten,trusted(4),trusted(2),weak,classified by morphological evidence
tuken,tuken,,tukked(2),weak,classified by morphological evidence
turnen,turnen,"torned(7), turned(4), tornede(2), turnede(1)","turned(22), torned(5), yturned(1), tourned(1)",unclear,mixed or insufficient evidence
twicchen,twicchen,,twight(2),weak,classified by morphological evidence
twinnen,twinnen,,"twinned(2), twynned(2), ytwinned(1), ytwynned(1)",weak,classified by morphological evidence
twisten,twisten,twiste(2),"twist(1), twyst(1)",weak,classified by morphological evidence
unarmen,unarmen,,unarmed(1),weak,classified by morphological evidence
unbirien,unbirien,,"unburied(1), unburyed(1)",weak,classified by morphological evidence
understonden,understonden,"understood(6), understod(1)",understonde(5),strong,known strong verb
undon,undon,undide(2),,strong,classified by morphological evidence
unhorsen,unhorsen,,unhorsed(2),weak,classified by morphological evidence
unknouen,unknouen,,"unknowen(5), unknowe(2)",strong,classified by morphological evidence
usen,usen,used(8),used(7),weak,classified by morphological evidence
vanishen,vanishen,"vanysshed(2), vanisshed(1)","vanisshed(1), vanysshed(1)",weak,classified by morphological evidence
venquishen,venquishen,,venquysshed(1),weak,classified by morphological evidence
vernishen,vernishen,,"vernisshed(1), vernysshed(1)",weak,classified by morphological evidence
visiten,visiten,visited(2),,weak,classified by morphological evidence
vitailen,vitailen,vitailled(2),,weak,classified by morphological evidence
voiden,voiden,,"voided(6), voyded(2), yvoided(1), yvoyded(1)",weak,classified by morphological evidence
waiten,waiten,"waited(4), wayted(2), waitede(1)",,weak,classified by morphological evidence
waken,waken,"wook(8), wok(1)",waked(2),strong,known strong verb
waknen,waknen,,"wakned(1), wakened(1)",weak,classified by morphological evidence
walken,walken,"welk(6), walked(6)",walked(6),strong,known strong verb
warishen,warishen,,"warisshed(6), warished(2)",weak,classified by morphological evidence
warnen,warnen,"warned(3), warnede(1)","warned(7), ywarned(2)",weak,classified by morphological evidence
washen,washen,wessh(2),wasshen(2),strong,classified by morphological evidence
wasten,wasten,,wasted(7),weak,classified by morphological evidence
waxen,waxen,"wex(46), wax(18), weex(5), wexe(1), waxe(1)","woxen(17), waxen(7), wexe(1), woxe(1)",strong,known strong verb
wedden,wedden,"wedded(4), weddede(2)","wedded(45), ywedded(7)",weak,classified by morphological evidence
weien,weien,"weied(1), weyed(1)",,weak,classified by morphological evidence
weilen,weilen,"wayled(2), wailed(1)",,strong,classified by morphological evidence
welcomen,welcomen,welcomed(1),,weak,classified by morphological evidence
welden,welden,"welte(2), weelded(1)",,weak,classified by morphological evidence
wenden,wenden,"wente(147), went(21)",went(4),weak,classified by morphological evidence
wenen,wenen,"wende(43), wend(5)",wend(7),weak,classified by morphological evidence
wepen,wepen,"weep(28), wepte(11), wep(3), wept(2), weepe(1)","wopen(4), wept(4), wepen(2)",strong,known strong verb
weren,weren,"wered(14), werede(3)",wered(5),strong,known strong verb
werken,werken,"wroghte(16), wroughte(2)","wroght(16), wrought(7), wroughte(1)",unclear,mixed or insufficient evidence
wernen,wernen,werned(2),,weak,classified by morphological evidence
werreien,werreien,werreyed(2),"werreied(1), wereyed(1)",weak,classified by morphological evidence
weten,weten,wette(2),,weak,classified by morphological evidence
willen,willen,"wolde(53), wold(2)",,unclear,mixed or insufficient evidence
wilnen,wilnen,wilned(4),,weak,classified by morphological evidence
winnen,winnen,"wan(25), wanne(1)","wonne(11), wonnen(6)",strong,known strong verb
wipen,wipen,"wiped(3), wyped(1)",,unclear,mixed or insufficient evidence
witen,witen,"wiste(116), wist(9), wyste(3), woot(1), wot(1)",wist(28),unclear,mixed or insufficient evidence
wlispen,wlispen,lipsed(2),,weak,classified by morphological evidence
wondren,wondren,wondred(7),wondred(4),weak,classified by morphological evidence
wonen,wonen,woned(3),"wont(85), woned(4)",weak,classified by morphological evidence
wounden,wounden,,"wounded(7), wownded(1)",weak,classified by morphological evidence
wrappen,wrappen,,wrapped(4),weak,classified by morphological evidence
wratthen,wratthen,,wraththed(1),weak,classified by morphological evidence
wreken,wreken,wrak(2),ywroke(2),strong,classified by morphological evidence
wrien,wrien,"wryed(2), wreigh(1)",,strong,classified by morphological evidence
wringen,wringen,wrong(6),,strong,classified by morphological evidence
writen,writen,"wrot(9), wroot(2)","writen(25), ywriten(7), write(4), written(2), iwriten(2), ywrite(2)",strong,known strong verb
yelden,yelden,,"yolden(3), yolde(1)",strong,classified by morphological evidence
yeven,yeven,"yaf(122), gaf(3)","yeven(27), yeve(14), yive(3), yyeven(1)",strong,classified by morphological evidence
yicchen,yicchen,,icched(2),weak,classified by morphological evidence
