headword,word,line_number,filename,context,is_elided,is_final,text_type,oxford_context,riverside_context
heigh,hye,The Clerk's Tale 135,data/oxford_txts/ClT_oxford.txt,"And tak a wif, for hye Goddes sake;",False,False,BOTH,"And tak a wif, for hye Goddes sake;",And taak a wyf for hye Goddes sake
blind,blinde,Troilus and Criseyde; Book I 202,data/oxford_txts/TC1_oxford.txt,O verrey foles! nice and blinde be ye;,False,False,BOTH,O verrey foles! nice and blinde be ye;,O veray fooles nyce and blynde be ye
hot,hote,The Squire's Tale 51,data/oxford_txts/SqT_oxford.txt,"In Aries, the colerik° hote signe.",False,False,BOTH,"In Aries, the colerik° hote signe.",In Aries the colerik hoote signe
muche,moche,Book of the Duchess 1197,data/oxford_txts/BD_oxford.txt,"So moche beaute, trewely",False,False,BOTH,"So moche beaute, trewely",So moche beaute trewely
hard,harde,The Summoner's Tale 2228,data/oxford_txts/SumT_oxford.txt,"Lo, sires,” quod the lord, “with harde grace,°",False,False,BOTH,"Lo, sires,” quod the lord, “with harde grace,°",Lo sires quod the lord with harde grace
long,longe,Parliament of Fowls 661,data/oxford_txts/PF_oxford.txt,A yeer is not so longe to endure,False,False,BOTH,A yeer is not so longe to endure,A yer is nat so longe to endure
ded,dede,The Franklin's Tale 1181,data/oxford_txts/FranT_oxford.txt,And he answerde him that they dede° were,False,False,BOTH,And he answerde him that they dede° were,And he answerde hym that they dede were
lef,leve,Troilus and Criseyde; Book III 330,data/oxford_txts/TC3_oxford.txt,“But now to purpos; leve brother dere,False,False,BOTH,“But now to purpos; leve brother dere,But now to purpos leve brother deere
long,longe,Troilus and Criseyde; Book V 851,data/oxford_txts/TC5_oxford.txt,"And after this, withouten longe lette",False,False,BOTH,"And after this, withouten longe lette",And after this withouten longe lette
wod,wode,Troilus and Criseyde; Book V 1213,data/oxford_txts/TC5_oxford.txt,Which that men clepeth wode Jalousie,False,False,BOTH,Which that men clepeth wode Jalousie,Which that men clepeth woode jalousie
queinte,queinte,House of Fame 126,data/oxford_txts/HF_oxford.txt,And queinte° maner of figures,False,False,BOTH,And queinte° maner of figures,And queynte maner of figures
ouen,owne,The General Prologue 336,data/oxford_txts/GP_oxford.txt,For he was Epicurus owne sone,False,False,BOTH,For he was Epicurus owne sone,For he was Epicurus owene sone
derk,derke,The Franklin's Tale 1074,data/oxford_txts/FranT_oxford.txt,Into hir owne derke regioun,False,False,BOTH,Into hir owne derke regioun,Into hir owene dirke regioun
muche,muche,The Manciple's Tale 325,data/oxford_txts/MancT_oxford.txt,"My son, ful ofte, for° to muche speche",False,False,BOTH,"My son, ful ofte, for° to muche speche",My sone ful ofte for to muche speche
ded,dede,Troilus and Criseyde; Book II 52,data/oxford_txts/TC2_oxford.txt,"Ben quike again, that winter dede made",False,False,BOTH,"Ben quike again, that winter dede made",Ben quike agayn that wynter dede made
wise,wise,Troilus and Criseyde; Book II 317,data/oxford_txts/TC2_oxford.txt,"The goode, wise, worthy, fresshe, and free",False,False,BOTH,"The goode, wise, worthy, fresshe, and free",The goode wise worthi fresshe and free
olde,olde,The Wife of Bath's Prologue 291,data/oxford_txts/WBPro_oxford.txt,Til they be wedded; olde dotard shrewe!,False,False,BOTH,Til they be wedded; olde dotard shrewe!,Til they be wedded olde dotard shrewe
long,longe,Troilus and Criseyde; Book I 718,data/oxford_txts/TC1_oxford.txt,"As I best can, gon sithen longe while.",False,False,BOTH,"As I best can, gon sithen longe while.",As I best kan gon sithen longe while
hard,harde,House of Fame 1586,data/oxford_txts/HF_oxford.txt,"This Eolus, with harde grace,°",False,False,BOTH,"This Eolus, with harde grace,°",This Eolus with harde grace
proud,proude,Troilus and Criseyde; Book I 225,data/oxford_txts/TC1_oxford.txt,So ferde it by this fers and proude knight;,False,False,BOTH,So ferde it by this fers and proude knight;,So ferde it by this fierse and proude knyght
juste,juste,Troilus and Criseyde; Book II 527,data/oxford_txts/TC2_oxford.txt,"Ledest the fin, by juste purveiaunce",False,False,BOTH,"Ledest the fin, by juste purveiaunce",Ledest the fyn by juste purveiaunce
ouen,owne,Troilus and Criseyde; Book I 51,data/oxford_txts/TC1_oxford.txt,As though I were hir owne brother dere.,False,False,BOTH,As though I were hir owne brother dere.,As though I were hire owne brother dere
long,longe,House of Fame 1287,data/oxford_txts/HF_oxford.txt,And eft° ymused longe while,False,False,BOTH,And eft° ymused longe while,And eft imused longe while
long,longe,The Squire's Tale 444,data/oxford_txts/SqT_oxford.txt,A longe while to waiten° hir she stood,False,False,BOTH,A longe while to waiten° hir she stood,A longe whil to wayten hire she stood
god,goode,Troilus and Criseyde; Book II 1203,data/oxford_txts/TC2_oxford.txt,"“Now, goode nece, be it never so lite",False,False,BOTH,"“Now, goode nece, be it never so lite",Now goode nece be it nevere so lite
olde,olde,The Canon's Yeoman's Tale 1067,data/oxford_txts/CYT_oxford.txt,"Stinketh, as witnessen thise olde wise;°",False,False,BOTH,"Stinketh, as witnessen thise olde wise;°",Stynketh as witnessen thise olde wyse
sad,sadde,The Clerk's Tale 1002,data/oxford_txts/ClT_oxford.txt,Thus seiden sadde folk° in that citee,False,False,BOTH,Thus seiden sadde folk° in that citee,Thus seyden sadde folk in that citee
neue,newe,Troilus and Criseyde; Book IV 416,data/oxford_txts/TC4_oxford.txt,And upon newe cas lith newe avis.,False,False,BOTH,And upon newe cas lith newe avis.,And upon newe cas lith newe avys
olde,olde,The Wife of Bath's Prologue 235,data/oxford_txts/WBPro_oxford.txt,"¶“ ‘Sir olde kainard,° is this thin array?",False,False,BOTH,"¶“ ‘Sir olde kainard,° is this thin array?",Sire olde kaynard is this thyn array
lef,leve,The Friar's Tale 1444,data/oxford_txts/FriT_oxford.txt,"But, leve brother, tel me than thy name,’",False,False,BOTH,"But, leve brother, tel me than thy name,’",But leeve brother tel me thanne thy name
fair,faire,The Second Nun's Tale 293,data/oxford_txts/SNT_oxford.txt,Seid this blisful faire maide dere;,False,False,BOTH,Seid this blisful faire maide dere;,Seyde this blisful faire mayde deere
fair,faire,The Knight's Tale 1511,data/oxford_txts/KnT_oxford.txt,"Welcome be thou, faire fresshe May",False,False,BOTH,"Welcome be thou, faire fresshe May",Welcome be thou faire fresshe May
long,longe,Book of the Duchess 1148,data/oxford_txts/BD_oxford.txt,"Noght longe time, leve° hit wel.",False,False,BOTH,"Noght longe time, leve° hit wel.",Noght longe tyme leve hyt wel
gret,grete,The Summoner's Tale 1813,data/oxford_txts/SumT_oxford.txt,"But of your grete goodness, by your leve",False,False,BOTH,"But of your grete goodness, by your leve",But of youre grete goodnesse by youre leve
olde,olde,The Knight's Tale 2828,data/oxford_txts/KnT_oxford.txt,"Of olde folk, and folk of tendre yeres",False,False,BOTH,"Of olde folk, and folk of tendre yeres",Of olde folk and folk of tendre yeeres
bitter,bittre,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False,BOTH,"Yelt bittre fruit, though swete seed be sowe.",Yelt bittre fruyt though swete seed be sowe
ouen,owene,The Pardoner's Tale 834,data/oxford_txts/PardT_oxford.txt,And pleye at dees right at our owene wille.”,False,False,BOTH,And pleye at dees right at our owene wille.”,And pleye at dees right at oure owene wille
ouen,owene,The Clerk's Tale 504,data/oxford_txts/ClT_oxford.txt,Your owene thing;° werketh after your wille.,False,False,BOTH,Your owene thing;° werketh after your wille.,Youre owene thyng werketh after youre wille
wise,wise,Troilus and Criseyde; Book I 976,data/oxford_txts/TC1_oxford.txt,For this have I herd seide of wise ylered,False,False,BOTH,For this have I herd seide of wise ylered,For this have I herd seyd of wyse lered
neue,newe,The Clerk's Tale 841,data/oxford_txts/ClT_oxford.txt,"And of your newe wif, God of his grace",False,False,BOTH,"And of your newe wif, God of his grace",And of youre newe wyf God of his grace
red,rede,The Nun's Priest's Tale 2928,data/oxford_txts/NPT_oxford.txt,"Of youre rede colera,° pardee",False,False,BOTH,"Of youre rede colera,° pardee",Of youre rede colera pardee
fair,faire,Troilus and Criseyde; Book V 1412,data/oxford_txts/TC5_oxford.txt,"And fareth wel, goodly faire fresshe may",False,False,BOTH,"And fareth wel, goodly faire fresshe may",And fareth wel goodly faire fresshe may
god,goode,The Wife of Bath's Prologue 431,data/oxford_txts/WBPro_oxford.txt,"¶“Than wolde I seye, ‘Goode lief,° taak keep°",False,False,BOTH,"¶“Than wolde I seye, ‘Goode lief,° taak keep°",Thanne wolde I seye Goode lief taak keep
fresh,fresshe,The Merchant's Tale 1882,data/oxford_txts/MerT_oxford.txt,Unto his faire fresshe° lady May.,False,False,BOTH,Unto his faire fresshe° lady May.,Unto his faire fresshe lady May
prive,privee,The Physician's Tale 281,data/oxford_txts/PhyT_oxford.txt,"Of° wikked lif, though it so privee° be",False,False,BOTH,"Of° wikked lif, though it so privee° be",Of wikked lyf though it so pryvee be
lef,leve,The Summoner's Tale 2089,data/oxford_txts/SumT_oxford.txt,"¶“Now Thomas, leve brother, lef° thin ire;°",False,False,BOTH,"¶“Now Thomas, leve brother, lef° thin ire;°",Now Thomas leeve brother lef thyn ire
gret,grete,Troilus and Criseyde; Book V 1250,data/oxford_txts/TC5_oxford.txt,"The blisful goddes, through hir grete might",False,False,BOTH,"The blisful goddes, through hir grete might",The blysful goddes thorugh here grete myght
prive,privee,Sir Thopas 801,data/oxford_txts/Thop_oxford.txt,"That he fond, in a privee° woon,°",False,False,BOTH,"That he fond, in a privee° woon,°",That he foond in a pryve woon
bitter,bittre,Troilus and Criseyde; Book IV 1136,data/oxford_txts/TC4_oxford.txt,"As bittre weren, out of teres kinde",False,False,BOTH,"As bittre weren, out of teres kinde",As bittre weren out of teris kynde
lef,leve,The Second Nun's Tale 257,data/oxford_txts/SNT_oxford.txt,"So shaltow seen hem, leve° brother dere",False,False,BOTH,"So shaltow seen hem, leve° brother dere",So shaltow seen hem leeve brother deere
fresh,fresshe,Troilus and Criseyde; Book III 128,data/oxford_txts/TC3_oxford.txt,"Quod Troilus, “O goodly fresshe free!",False,False,BOTH,"Quod Troilus, “O goodly fresshe free!",Quod Troilus O goodly fresshe free
god,goode,The General Prologue 74,data/oxford_txts/GP_oxford.txt,"His hors were goode, but he was nat gay.",False,False,BOTH,"His hors were goode, but he was nat gay.",His hors were goode but he was nat gay
fair,faire,The Knight's Tale 2386,data/oxford_txts/KnT_oxford.txt,"Of faire yonge fresshe Venus free,°",False,False,BOTH,"Of faire yonge fresshe Venus free,°",Of faire yonge fresshe Venus free
fals,false,The Reeve's Tale 4268,data/oxford_txts/RvT_oxford.txt,"¶“Ye, false harlot,”° quod the millere, “hast?",False,False,BOTH,"¶“Ye, false harlot,”° quod the millere, “hast?",Ye false harlot quod the millere hast
fair,faire,The Nun's Priest's Tale 2870,data/oxford_txts/NPT_oxford.txt,Was cleped° faire damisel° Pertelote.,False,False,BOTH,Was cleped° faire damisel° Pertelote.,Was cleped faire damoysele Pertelote
long,longe,The Knight's Tale 1573,data/oxford_txts/KnT_oxford.txt,A longe time; and after he up sterte.,False,False,BOTH,A longe time; and after he up sterte.,A longe tyme and after he up sterte
god,goode,Troilus and Criseyde; Book V 572,data/oxford_txts/TC5_oxford.txt,"‘Now goode swete, love me wel, I preye.’",False,False,BOTH,"‘Now goode swete, love me wel, I preye.’",Now goode swete love me wel I preye
ded,dede,Troilus and Criseyde; Book III 352,data/oxford_txts/TC3_oxford.txt,That han in winter dede been and dreie,False,False,BOTH,That han in winter dede been and dreie,That han in wynter dede ben and dreye
lef,leve,The Friar's Tale 1474,data/oxford_txts/FriT_oxford.txt,"‘Ful many a cause, leve sir somnour,’",False,False,BOTH,"‘Ful many a cause, leve sir somnour,’",Ful many a cause leeve sire somonour
ded,dede,The Knight's Tale 1015,data/oxford_txts/KnT_oxford.txt,"Nat fully quike,° ne fully dede they were",False,False,BOTH,"Nat fully quike,° ne fully dede they were",Nat fully quyke ne fully dede they were
