headword,word,tag,line_number,filename,context,text_type
don,doon,v%inf,The Clerk's Tale 968,data/riverside_cats/ClT_riv.cat,To doon youre lust but I desire also,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 1039,data/riverside_cats/ClT_riv.cat,This tendre mayden as ye han doon mo,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 1072,data/riverside_cats/ClT_riv.cat,And folk that ootherweys han seyd of me,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 1089,data/riverside_cats/ClT_riv.cat,That ye han saved me my children deere,RIVERSIDE
sen,say,v%pt_pl,The Clerk's Tale 1114,data/riverside_cats/ClT_riv.cat,Thise ladyes whan that they hir tyme say,RIVERSIDE
haven,han,v%pr_pl,The Clerk's Tale 1115,data/riverside_cats/ClT_riv.cat,Han taken hire and into chambre gon,RIVERSIDE
seien,seyn,v%inf,The Clerk's Tale 1174,data/riverside_cats/ClT_riv.cat,Seyn yow a song to glade yow I wene,RIVERSIDE
seien,sayn,v%pr_pl,House of Fame 23,data/riverside_cats/HF_riv.cat,Or ellys thus as other sayn,RIVERSIDE
slen,yslayn,v%ppl,House of Fame 159,data/riverside_cats/HF_riv.cat,And wonne and kyng Priam yslayn,RIVERSIDE
gon,goo,v%inf,House of Fame 197,data/riverside_cats/HF_riv.cat,As streight as that they myghte goo,RIVERSIDE
gon,goo,v%inf,House of Fame 236,data/riverside_cats/HF_riv.cat,And bad hym to Cartage goo,RIVERSIDE
don,doo,v%inf,House of Fame 243,data/riverside_cats/HF_riv.cat,Becam hys love and let him doo,RIVERSIDE
don,do,v%inf,House of Fame 261,data/riverside_cats/HF_riv.cat,That any woman myghte do,RIVERSIDE
willen,wol,v%pr_pl,House of Fame 320,data/riverside_cats/HF_riv.cat,O Eneas what wol ye doo,RIVERSIDE
don,doo,v%inf,House of Fame 320,data/riverside_cats/HF_riv.cat,O Eneas what wol ye doo,RIVERSIDE
gon,goo,v%inf,House of Fame 420,data/riverside_cats/HF_riv.cat,With him and gan to shippe goo,RIVERSIDE
shulen,shul,v%pr_pl,House of Fame 512,data/riverside_cats/HF_riv.cat,For now at erste shul ye here,RIVERSIDE
shulen,shal,v%pr_pl,House of Fame 525,data/riverside_cats/HF_riv.cat,Of my brayn now shal men se,RIVERSIDE
seien,seyn,v%inf,House of Fame 563,data/riverside_cats/HF_riv.cat,And with that vois soth for to seyn,RIVERSIDE
don,do,v%inf,House of Fame 664,data/riverside_cats/HF_riv.cat,To do the som disport and game,RIVERSIDE
gon,goo,v%inf,House of Fame 749,data/riverside_cats/HF_riv.cat,Enclyned ys to goo by kynde,RIVERSIDE
gon,goo,v%inf,House of Fame 837,data/riverside_cats/HF_riv.cat,Moveth thidder for to goo,RIVERSIDE
willen,wil,v%pr_pl,House of Fame 886,data/riverside_cats/HF_riv.cat,Now wil we speken al of game,RIVERSIDE
gon,gon,v%inf,House of Fame 951,data/riverside_cats/HF_riv.cat,Of that and let the reynes gon,RIVERSIDE
haven,han,v%inf,House of Fame 958,data/riverside_cats/HF_riv.cat,To lete a fool han governaunce,RIVERSIDE
ben,arn,v%pr_pl,House of Fame 1008,data/riverside_cats/HF_riv.cat,How alle these arn set in hevene,RIVERSIDE
mouen,may,v%pr_pl,House of Fame 1048,data/riverside_cats/HF_riv.cat,As men may casten with a spere,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1054,data/riverside_cats/HF_riv.cat,Now quod I while we han space,RIVERSIDE
gon,gon,v%inf,House of Fame 1090,data/riverside_cats/HF_riv.cat,And gan forth to the paleys gon,RIVERSIDE
seien,seyn,v%pr_pl,House of Fame 1147,data/riverside_cats/HF_riv.cat,But men seyn What may ever laste,RIVERSIDE
gon,goon,v%inf,House of Fame 1165,data/riverside_cats/HF_riv.cat,Thoo gan I up the hil to goon,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1168,data/riverside_cats/HF_riv.cat,Ne han the kunnynge to descrive,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1225,data/riverside_cats/HF_riv.cat,As han thise lytel herdegromes,RIVERSIDE
usen,used,v%pt_pl,House of Fame 1247,data/riverside_cats/HF_riv.cat,And alle that used clarion,RIVERSIDE
don,don,v%pr_pl,House of Fame 1276,data/riverside_cats/HF_riv.cat,That by such art don men han fame,RIVERSIDE
haven,han,v%inf,House of Fame 1276,data/riverside_cats/HF_riv.cat,That by such art don men han fame,RIVERSIDE
finden,fond,v%ppl,House of Fame 1286,data/riverside_cats/HF_riv.cat,And fond me lous and nought yholde,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1338,data/riverside_cats/HF_riv.cat,Of famous folk that han ybeen,RIVERSIDE
haven,han,v%inf,House of Fame 1556,data/riverside_cats/HF_riv.cat,And let our werkes han that name,RIVERSIDE
quethen,quod,v%pt_pl,House of Fame 1562,data/riverside_cats/HF_riv.cat,Allas quod they and welaway,RIVERSIDE
gon,goon,v%inf,House of Fame 1569,data/riverside_cats/HF_riv.cat,And bad that he shulde faste goon,RIVERSIDE
don,do,v%inf,House of Fame 1582,data/riverside_cats/HF_riv.cat,Hem that me liste and do hem shame,RIVERSIDE
gon,goo,v%inf,House of Fame 1598,data/riverside_cats/HF_riv.cat,And let a certeyn wynd to goo,RIVERSIDE
haven,han,v%inf,House of Fame 1610,data/riverside_cats/HF_riv.cat,And lat oure werkes han that name,RIVERSIDE
shulen,shal,v%pr_pl,House of Fame 1615,data/riverside_cats/HF_riv.cat,As thryve I quod she ye shal faylle,RIVERSIDE
shulen,shal,v%pr_pl,House of Fame 1616,data/riverside_cats/HF_riv.cat,Good werkes shal yow noght availle,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1630,data/riverside_cats/HF_riv.cat,Of that they han don wel or fayre,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1632,data/riverside_cats/HF_riv.cat,Han these sory creatures,RIVERSIDE
shulen,shul,v%pr_pl,House of Fame 1634,data/riverside_cats/HF_riv.cat,Shul thus be shamed gilteles,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1661,data/riverside_cats/HF_riv.cat,Folk that han ful trewely,RIVERSIDE
haven,han,v%inf,House of Fame 1667,data/riverside_cats/HF_riv.cat,And yet ye shul han better loos,RIVERSIDE
gon,goon,v%inf,House of Fame 1670,data/riverside_cats/HF_riv.cat,Lat now quod she thy trumpe goon,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1694,data/riverside_cats/HF_riv.cat,We han don wel with al our myght,RIVERSIDE
don,doo,v%inf,House of Fame 1714,data/riverside_cats/HF_riv.cat,And wene ye for to doo good,RIVERSIDE
shulen,shul,v%pr_pl,House of Fame 1717,data/riverside_cats/HF_riv.cat,Nay ye shul lyven everychon,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1732,data/riverside_cats/HF_riv.cat,We han don neither that ne this,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1737,data/riverside_cats/HF_riv.cat,As they that han doon noble gestes,RIVERSIDE
mouen,may,v%pr_pl,House of Fame 1759,data/riverside_cats/HF_riv.cat,Thogh we may not the body have,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1762,data/riverside_cats/HF_riv.cat,Sufficeth that we han the fame,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1775,data/riverside_cats/HF_riv.cat,That ye this nexte folk han doon,RIVERSIDE
don,do,v%inf,House of Fame 1794,data/riverside_cats/HF_riv.cat,Have and do noskynnes labour,RIVERSIDE
haven,han,v%inf,House of Fame 1815,data/riverside_cats/HF_riv.cat,And prayed her to han good fame,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1831,data/riverside_cats/HF_riv.cat,And han delyt in wikkednesse,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1852,data/riverside_cats/HF_riv.cat,Thoughte y as gret a fame han shrewes,RIVERSIDE
haven,han,v%pr_pl,House of Fame 1854,data/riverside_cats/HF_riv.cat,As goode folk han for godnesse,RIVERSIDE
forgon,forgoon,v%inf,House of Fame 1856,data/riverside_cats/HF_riv.cat,That other nyl y noght forgoon,RIVERSIDE
haven,han,v%inf,House of Fame 1872,data/riverside_cats/HF_riv.cat,Artow come hider to han fame,RIVERSIDE
gon,goon,v%inf,House of Fame 1916,data/riverside_cats/HF_riv.cat,Tho gan I forth with hym to goon,RIVERSIDE
mouen,may,v%pr_pl,House of Fame 1948,data/riverside_cats/HF_riv.cat,And on the roof men may yet seen,RIVERSIDE
gon,goo,v%inf,House of Fame 1950,data/riverside_cats/HF_riv.cat,To leten wel the soun out goo,RIVERSIDE
gon,gon,v%inf,House of Fame 1992,data/riverside_cats/HF_riv.cat,And I gan streghte to hym gon,RIVERSIDE
furtheren,further,v%inf,House of Fame 2023,data/riverside_cats/HF_riv.cat,To further the with al my myght,RIVERSIDE
haven,han,v%pr_pl,House of Fame 2056,data/riverside_cats/HF_riv.cat,Ne han the kunnynge to discryve,RIVERSIDE
gon,goo,v%inf,House of Fame 2078,data/riverside_cats/HF_riv.cat,As fyr ys wont to quyke and goo,RIVERSIDE
gon,goon,v%inf,House of Fame 2084,data/riverside_cats/HF_riv.cat,Up to a wyndowe out to goon,RIVERSIDE
gon,goo,v%inf,House of Fame 2094,data/riverside_cats/HF_riv.cat,And neyther of hem moste out goo,RIVERSIDE
gon,go,v%inf,House of Fame 2100,data/riverside_cats/HF_riv.cat,That I shal never fro the go,RIVERSIDE
willen,wil,v%pr_pl,House of Fame 2102,data/riverside_cats/HF_riv.cat,We wil medle us ech with other,RIVERSIDE
gon,goon,v%inf,House of Fame 2117,data/riverside_cats/HF_riv.cat,And let hem goon Ther myghte y seen,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 24,data/riverside_cats/TC3_riv.cat,Algates hem that ye wol sette afyre,RIVERSIDE
don,do,v%pr_pl,Troilus and Criseyde; Book III 26,data/riverside_cats/TC3_riv.cat,Ye do hem corteys be fresshe and benigne,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 36,data/riverside_cats/TC3_riv.cat,Ye folk a lawe han set in universe,RIVERSIDE
don,do,v%pr_pl,Troilus and Criseyde; Book III 44,data/riverside_cats/TC3_riv.cat,Inhielde and do me shewe of thy swetnesse,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book III 70,data/riverside_cats/TC3_riv.cat,To knele and do yow honour in som wyse,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 111,data/riverside_cats/TC3_riv.cat,But syn that ye han herd me somwhat seye,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book III 114,data/riverside_cats/TC3_riv.cat,It myghte han mad an herte of stoon to rewe,RIVERSIDE
don,doth,v%pr_pl,Troilus and Criseyde; Book III 123,data/riverside_cats/TC3_riv.cat,For Goddes love and doth hym nought to deye,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book III 133,data/riverside_cats/TC3_riv.cat,In trouthe alwey to don yow my servise,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book III 136,data/riverside_cats/TC3_riv.cat,And I to han right as yow list comfort,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book III 166,data/riverside_cats/TC3_riv.cat,Ay kepe and if I may don hym gladnesse,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book III 180,data/riverside_cats/TC3_riv.cat,If I be she that may yow do gladnesse,RIVERSIDE
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 181,data/riverside_cats/TC3_riv.cat,For every wo ye shal recovere a blisse,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 191,data/riverside_cats/TC3_riv.cat,Forwhi this folk wol comen up anon,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 192,data/riverside_cats/TC3_riv.cat,That han the lettre red lo I hem here,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 278,data/riverside_cats/TC3_riv.cat,And seyn that I the werste trecherie,RIVERSIDE
sweren,sworn,v%ppl,Troilus and Criseyde; Book III 312,data/riverside_cats/TC3_riv.cat,And I am sworn to holden it secree,RIVERSIDE
clepen,hem,v%inf,Troilus and Criseyde; Book III 317,data/riverside_cats/TC3_riv.cat,Swich manere folk what shal I clepe hem what,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 395,data/riverside_cats/TC3_riv.cat,As I shal seyn me thoughte by thi speche,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book III 413,data/riverside_cats/TC3_riv.cat,To han for thyn and lat me thanne allone,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book III 431,data/riverside_cats/TC3_riv.cat,Ne sholde han wist by word or by manere,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book III 445,data/riverside_cats/TC3_riv.cat,And wold of that hym missed han ben sesed,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book III 449,data/riverside_cats/TC3_riv.cat,But certeyn is to purpos for to go,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 553,data/riverside_cats/TC3_riv.cat,Ye han wel herd the fyn of his entente,RIVERSIDE
comen,com,v%ppl,Troilus and Criseyde; Book III 554,data/riverside_cats/TC3_riv.cat,Whan he was com he gan anon to pleye,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book III 558,data/riverside_cats/TC3_riv.cat,Ne lenger don hym after hire to cape,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book III 562,data/riverside_cats/TC3_riv.cat,And seyde It reyneth lo how sholde I gon,RIVERSIDE
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 564,data/riverside_cats/TC3_riv.cat,This moot be don Ye shal be ther anon,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book III 633,data/riverside_cats/TC3_riv.cat,To don myn herte as now so gret an ese,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book III 648,data/riverside_cats/TC3_riv.cat,I seyde but agame I wolde go,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book III 655,data/riverside_cats/TC3_riv.cat,He wolde han hyed hire to bedde fayn,RIVERSIDE
witen,woot,v%pr_pl,Troilus and Criseyde; Book III 659,data/riverside_cats/TC3_riv.cat,And nece woot ye wher I wol yow leye,RIVERSIDE
shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 660,data/riverside_cats/TC3_riv.cat,For that we shul nat liggen far asonder,RIVERSIDE
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 667,data/riverside_cats/TC3_riv.cat,Shal youre wommen slepen wel and softe,RIVERSIDE
gon,go,v%pr_pl,Troilus and Criseyde; Book III 672,data/riverside_cats/TC3_riv.cat,So go we slepe I trowe it be the beste,RIVERSIDE
mouen,may,v%pr_pl,Troilus and Criseyde; Book III 686,data/riverside_cats/TC3_riv.cat,That whom yow list of hem ye may here calle,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book III 691,data/riverside_cats/TC3_riv.cat,But boden go to bedde with meschaunce,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book III 701,data/riverside_cats/TC3_riv.cat,And shortly to the point right for to gon,RIVERSIDE
shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 771,data/riverside_cats/TC3_riv.cat,Now nece myn ye shul wel understonde,RIVERSIDE
witen,woot,v%pr_pl,Troilus and Criseyde; Book III 779,data/riverside_cats/TC3_riv.cat,Ye woot youreself as wel as any wight,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 786,data/riverside_cats/TC3_riv.cat,This Troilus right platly for to seyn,RIVERSIDE
don,don,v%pr_pl,Troilus and Criseyde; Book III 805,data/riverside_cats/TC3_riv.cat,What harm they don For now lyve I to longe,RIVERSIDE
witen,woot,v%pr_pl,Troilus and Criseyde; Book III 844,data/riverside_cats/TC3_riv.cat,Ye woot ye nece myn quod he what is,RIVERSIDE
mouen,may,v%pr_pl,Troilus and Criseyde; Book III 846,data/riverside_cats/TC3_riv.cat,For ye may quenche al this if that yow leste,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book III 848,data/riverside_cats/TC3_riv.cat,So shal I do tomorwe ywys quod she,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 865,data/riverside_cats/TC3_riv.cat,That dar I seyn now ther is but we two,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 866,data/riverside_cats/TC3_riv.cat,But wel I woot that ye wol nat do so,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book III 866,data/riverside_cats/TC3_riv.cat,But wel I woot that ye wol nat do so,RIVERSIDE
don,don,v%pr_pl,Troilus and Criseyde; Book III 882,data/riverside_cats/TC3_riv.cat,Ye neyther bounte don ne gentilesse,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 883,data/riverside_cats/TC3_riv.cat,Quod tho Criseyde Wol ye don o thyng,RIVERSIDE
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 884,data/riverside_cats/TC3_riv.cat,And ye therwith shal stynte al his disese,RIVERSIDE
witen,woot,v%pr_pl,Troilus and Criseyde; Book III 897,data/riverside_cats/TC3_riv.cat,Woot ye not wel that noble and heigh corage,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book III 927,data/riverside_cats/TC3_riv.cat,And em iwis fayn wolde I don the beste,RIVERSIDE
gon,go,v%pr_pl,Troilus and Criseyde; Book III 929,data/riverside_cats/TC3_riv.cat,But whether that ye dwelle or for hym go,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 932,data/riverside_cats/TC3_riv.cat,Quod Pandarus Yee nece wol ye here,RIVERSIDE
shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 952,data/riverside_cats/TC3_riv.cat,For soone hope I we shul ben alle merye,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 974,data/riverside_cats/TC3_riv.cat,Quod Pandarus Now wol ye wel bigynne,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 1024,data/riverside_cats/TC3_riv.cat,To seyn right thus Ye jalousie is love,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 1081,data/riverside_cats/TC3_riv.cat,What myghte he seyn He felte he nas but deed,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1104,data/riverside_cats/TC3_riv.cat,Yee nece wol ye pullen out the thorn,RIVERSIDE
ginnen,gan,v%pt_pl,Troilus and Criseyde; Book III 1115,data/riverside_cats/TC3_riv.cat,They gan to frote and wete his temples tweyne,RIVERSIDE
don,do,v%pr_pl,Troilus and Criseyde; Book III 1125,data/riverside_cats/TC3_riv.cat,Why do ye with youreselven thus amys,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1127,data/riverside_cats/TC3_riv.cat,What Troilus wol ye do thus for shame,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book III 1127,data/riverside_cats/TC3_riv.cat,What Troilus wol ye do thus for shame,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book III 1160,data/riverside_cats/TC3_riv.cat,She myght on hym han loked at the leste,RIVERSIDE
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1168,data/riverside_cats/TC3_riv.cat,Wol ye the childissh jalous contrefete,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 1178,data/riverside_cats/TC3_riv.cat,That is to seyn that I foryeve al this,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book III 1206,data/riverside_cats/TC3_riv.cat,And seyde O swete as evere mot I gon,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book III 1215,data/riverside_cats/TC3_riv.cat,Ful bittre drynke and for to han gladnesse,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book III 1253,data/riverside_cats/TC3_riv.cat,That what to don for joie unnethe he wiste,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1260,data/riverside_cats/TC3_riv.cat,As I which ye han brought fro cares colde,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 1266,data/riverside_cats/TC3_riv.cat,Yet were al lost that dar I wel seyn certes,RIVERSIDE
mouen,may,v%pr_pl,Troilus and Criseyde; Book III 1282,data/riverside_cats/TC3_riv.cat,Here may men seen that mercy passeth right,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book III 1292,data/riverside_cats/TC3_riv.cat,To do me lyve if that yow liste or sterve,RIVERSIDE
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 1298,data/riverside_cats/TC3_riv.cat,That shal ye fynden in me al my lif,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1312,data/riverside_cats/TC3_riv.cat,But juggeth ye that han ben at the feste,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book III 1425,data/riverside_cats/TC3_riv.cat,For tyme it is to ryse and hennes go,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1451,data/riverside_cats/TC3_riv.cat,That nyght and love han stole and faste iwryen,RIVERSIDE
mouen,may,v%pr_pl,Troilus and Criseyde; Book III 1465,data/riverside_cats/TC3_riv.cat,And seyde O fool wel may men the dispise,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book III 1478,data/riverside_cats/TC3_riv.cat,What shal I don For certes I not how,RIVERSIDE
gon,go,v%pr_pl,Troilus and Criseyde; Book III 1516,data/riverside_cats/TC3_riv.cat,To torne ayeyn soone after that ye go,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1559,data/riverside_cats/TC3_riv.cat,Han litel laiser had to slepe and mete,RIVERSIDE
connen,kan,v%pr_pl,Troilus and Criseyde; Book III 1563,data/riverside_cats/TC3_riv.cat,This mury morwe Nece how kan ye fare,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book III 1580,data/riverside_cats/TC3_riv.cat,But of this thing right to the effect to go,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book III 1622,data/riverside_cats/TC3_riv.cat,That I shal seyn be war of this meschief,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book III 1677,data/riverside_cats/TC3_riv.cat,But pleynly to th effect right for to go,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1705,data/riverside_cats/TC3_riv.cat,Han gon som bipath in dispit of me,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book III 1762,data/riverside_cats/TC3_riv.cat,And if that Love aught lete his bridel go,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book III 1781,data/riverside_cats/TC3_riv.cat,The smale bestes leet he gon biside,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1811,data/riverside_cats/TC3_riv.cat,That ye thus fer han deyned me to gyde,RIVERSIDE
seien,seyn,v%inf,The Physician's Tale 11,data/riverside_cats/PhyT_riv.cat,As though she wolde seyn Lo I Nature,RIVERSIDE
seien,seyn,v%inf,The Physician's Tale 15,data/riverside_cats/PhyT_riv.cat,Or grave or peynte for I dar wel seyn,RIVERSIDE
presumen,presumed,v%pt_pl,The Physician's Tale 18,data/riverside_cats/PhyT_riv.cat,If they presumed me to countrefete,RIVERSIDE
seien,seyn,v%inf,The Physician's Tale 49,data/riverside_cats/PhyT_riv.cat,Though she were wis as Pallas dar I seyn,RIVERSIDE
mouen,may,v%pr_pl,The Physician's Tale 68,data/riverside_cats/PhyT_riv.cat,To soone rype and boold as men may se,RIVERSIDE
haven,han,v%pr_pl,The Physician's Tale 77,data/riverside_cats/PhyT_riv.cat,Outher for ye han kept youre honestee,RIVERSIDE
haven,han,v%pr_pl,The Physician's Tale 78,data/riverside_cats/PhyT_riv.cat,Or elles ye han falle in freletee,RIVERSIDE
haven,han,v%pr_pl,The Physician's Tale 80,data/riverside_cats/PhyT_riv.cat,And han forsaken fully swich meschaunce,RIVERSIDE
seien,seyn,v%inf,The Physician's Tale 90,data/riverside_cats/PhyT_riv.cat,And taketh kep of that that I shal seyn,RIVERSIDE
haven,han,v%pr_pl,The Physician's Tale 94,data/riverside_cats/PhyT_riv.cat,Though ye han children be it oon or mo,RIVERSIDE
don,doon,v%pr_pl,The Physician's Tale 100,data/riverside_cats/PhyT_riv.cat,If that they doon ye shul it deere abeye,RIVERSIDE
shulen,shul,v%pr_pl,The Physician's Tale 152,data/riverside_cats/PhyT_riv.cat,As ye shul heere it after openly,RIVERSIDE
don,do,v%inf,The Physician's Tale 173,data/riverside_cats/PhyT_riv.cat,Lat do hym calle and I wol gladly heere,RIVERSIDE
shulen,shul,v%pr_pl,The Physician's Tale 177,data/riverside_cats/PhyT_riv.cat,The sentence of it was as ye shul heere,RIVERSIDE
haven,han,v%pr_pl,The Physician's Tale 230,data/riverside_cats/PhyT_riv.cat,Han herd nat nedeth for to telle it moore,RIVERSIDE
don,do,v%inf,The Physician's Tale 233,data/riverside_cats/PhyT_riv.cat,Aboute his nekke as she was wont to do,RIVERSIDE
gon,gon,v%pr_pl,The Physician's Tale 267,data/riverside_cats/PhyT_riv.cat,For which unto this Apius they gon,RIVERSIDE
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 773,data/riverside_cats/CYT_riv.cat,For alle oure sleightes we kan nat conclude,RIVERSIDE
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 803,data/riverside_cats/CYT_riv.cat,To brynge aboute oure purpos if we may,RIVERSIDE
haven,han,v%inf,The Canon's Yeoman's Tale 831,data/riverside_cats/CYT_riv.cat,He shal no good han that hym may suffise,RIVERSIDE
seien,seyn,v%inf,The Canon's Yeoman's Tale 851,data/riverside_cats/CYT_riv.cat,This is to seyn they faillen bothe two,RIVERSIDE
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 877,data/riverside_cats/CYT_riv.cat,Yet of that art they kan nat wexen sadde,RIVERSIDE
gon,goon,v%pr_pl,The Canon's Yeoman's Tale 884,data/riverside_cats/CYT_riv.cat,And everemoore where that evere they goon,RIVERSIDE
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 885,data/riverside_cats/CYT_riv.cat,Men may hem knowe by smel of brymstoon,RIVERSIDE
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 891,data/riverside_cats/CYT_riv.cat,If that men liste this folk they knowe may,RIVERSIDE
willen,wol,v%pr_pl,The Canon's Yeoman's Tale 894,data/riverside_cats/CYT_riv.cat,They right anon wol rownen in his ere,RIVERSIDE
seien,seyn,v%inf,The Canon's Yeoman's Tale 895,data/riverside_cats/CYT_riv.cat,And seyn that if that they espied were,RIVERSIDE
seien,seyn,v%inf,The Canon's Yeoman's Tale 902,data/riverside_cats/CYT_riv.cat,Now he is goon I dar seyn boldely,RIVERSIDE
seien,seyn,v%pr_pl,The Canon's Yeoman's Tale 903,data/riverside_cats/CYT_riv.cat,For as men seyn he kan doon craftily,RIVERSIDE
don,doon,v%inf,The Canon's Yeoman's Tale 903,data/riverside_cats/CYT_riv.cat,For as men seyn he kan doon craftily,RIVERSIDE
gon,goon,v%pr_pl,The Canon's Yeoman's Tale 911,data/riverside_cats/CYT_riv.cat,They percen so and thurgh the wal they goon,RIVERSIDE
haven,han,v%pr_pl,The Canon's Yeoman's Tale 943,data/riverside_cats/CYT_riv.cat,Yet is ther heere though that we han nat al,RIVERSIDE
haven,han,v%inf,The Canon's Yeoman's Tale 953,data/riverside_cats/CYT_riv.cat,And but I do sires lat me han the wite,RIVERSIDE
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 970,data/riverside_cats/CYT_riv.cat,That shul ye knowe er that I fro yow wende,RIVERSIDE
gon,goon,v%pr_pl,The Canon's Yeoman's Tale 987,data/riverside_cats/CYT_riv.cat,And yet men ride and goon ful many a mile,RIVERSIDE
