LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book IV 434,"Oon ere it herde, at other out it wente—",on@num_adj ere@n1 hit@pron heren@v%pt_3 at@prep other@pron oute@adv hit@pron wenden@v%pt_3,u Sx u Sx u Su S u Sx
Troilus and Criseyde; Book IV 435,"But at the laste he answerde and seid, “Freend",but@conj at@prep the@def_art laste@adj#n%sup he@pron1%nom answeren@v%pt_3 and@conj seien@v1%pt_3 frend@n,u S u Sx u Sux S u S
Troilus and Criseyde; Book IV 436,"This lechecraft, or heled thus to be",this@gram_adj leche-craft@n or@conj helen@v1%ppl thus@adv to@part ben@v%inf,u SuS u Su S u S
Troilus and Criseyde; Book IV 437,"Were wel sitting, if that I were a feend",ben@v%pt_3 wel@adv sitten@v#adj%prp if@conj that@part ich@pron%nom ben@v%pt_1 a@indef_art fend@n --@dash,ux S uS u S u Sx u S
Troilus and Criseyde; Book IV 438,To traisen hir that trewe is unto me!,to@part traishen@v%inf hire@pron2%fem_obj that@pron treu@adj ben@v%pr_3 unto@prep me@pron2%obj,u Su S u Sx u Su S
Troilus and Criseyde; Book IV 439,"I pray God, lat this consail never ythee;",ich@pron%nom preien@v1%pr_1 god@n1#propn leten@v%pr_3 this@gram_adj counseil@n never@adv ithen@v%inf,u S u S u Su S uS
Troilus and Criseyde; Book IV 440,But do me rather sterve anonright here,but@conj don@v1%imp me@pron2%obj rathere@adv%comp sterven@v%inf anon-rightes@adv her@adv,u S u Su Sx uSu Sx
Troilus and Criseyde; Book IV 441,Er I thus do as thou me woldest lere.,er@conj1 ich@pron%nom thus@adv don@v1%pr_1 as@conj thou@pron%nom me@pron2%obj willen@v%pt_2 leren@v%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 442,"“She that I serve, ywis, what so thou seye",she@pron%nom that@pron ich@pron%nom serven@v1%pr_1 iwis@adv what@pron so@adv thou@pron%nom seien@v1%pr_2,u S u Sx uS u S u S
Troilus and Criseyde; Book IV 443,To whom min herte enhabit is by right,to@prep whom@pron%obj min@pron%gen herte@n enhabiten@v%ppl ben@v%pr_3 bi@prep right@n,u S u Sx uSu S u S
Troilus and Criseyde; Book IV 444,Shal han me holly hires til that I deie.,shulen@v1%pr_3 haven@v%inf me@pron2%obj holli@adv hires@pron%gen til@conj that@part ich@pron%nom dien@v%pr_1,u S x uS uS u S u S
Troilus and Criseyde; Book IV 445,"For, Pandarus, sin I have trouthe hir hight",for@conj pandare@n#propn sin@conj ich@pron%nom haven@v%pr_1 treuth@n hire@pron2%fem_obj hoten@v1%ppl,u SuS u S ux Sx u S
Troilus and Criseyde; Book IV 446,I wol not been untrewe for no wight;,ich@pron%nom willen@v%pr_1 not@adv ben@v%inf untreu@adj for@prep no@gram_adj wight@n,u S u S uSu S u S
Troilus and Criseyde; Book IV 447,But as hir man I wol ay live and sterve,but@conj as@conj hire@pron1%fem_gen man@n ich@pron%nom willen@v%pr_1 ai@adv liven@v1%inf and@conj sterven@v%inf,u S u S u S u Sx u Sx
Troilus and Criseyde; Book IV 448,And never other creature serve.,and@conj never@adv other@gram_adj creature@n serven@v1%inf,u Su Su SuSu Sx
Troilus and Criseyde; Book IV 449,"“And ther thou seyst, thou shalt as faire finde",and@conj ther@adv thou@pron%nom seien@v1%pr_2 thou@pron%nom shulen@v1%pr_2 as@conj faire@adv finden@v%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 450,"As she, lat be, make no comparisoun",as@conj she@pron%nom leten@v%imp ben@v%inf maken@v1%imp no@gram_adj comparisoun@n,u x S u Su S uSuS
Troilus and Criseyde; Book IV 451,To creature yformed here by kinde.,to@prep creature@n formen@v%ppl_abs her@adv bi@prep kinde@n,u SuSx uSu Sx u Sx
Troilus and Criseyde; Book IV 452,"O leve Pandare, in conclusioun",o@interj lef@adj pandare@n#propn in@prep conclusioun@n,u Sx uSu S uSuS
Troilus and Criseyde; Book IV 453,I wol not be of thin opinioun,ich@pron%nom willen@v%pr_1 not@adv ben@v%inf of@prep thin@pron%gen opinioun@n,u S u S u S uSuS
Troilus and Criseyde; Book IV 454,Touching al this; for whiche I thee biseche,touchinge@prep al@gram_adj this@pron for@prep which@pron ich@pron%nom the@pron2%obj bisechen@v%pr_1,uS u S u Sx u S uSx
Troilus and Criseyde; Book IV 455,To hold thy pees; thou sleest me with thy speche.,to@part holden@v1%imp thin@pron%gen pes@n thou@pron%nom slen@v%pr_2 me@pron2%obj with@prep thin@pron%gen speche@n,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 456,“Thow biddest me I sholde love another,thou@pron%nom bidden@v%pr_2 me@pron2%obj ich@pron%nom shulen@v1%pt_1 loven@v1%inf another@pron,u Su x S ux Su SuS
Troilus and Criseyde; Book IV 457,"Al freshly newe, and lat Criseyde go!",al@adv freshli@adv neue@adv and@conj leten@v%imp criseyde@n#propn gon@v%inf,u Su Sx u S uSu S
Troilus and Criseyde; Book IV 458,"It lith not in my power, leve brother.",hit@pron lien@v1%pr_3 not@adv in@prep min@pron%gen pouere@n lef@adj brother@n,u S u S u Su Sx uS
Troilus and Criseyde; Book IV 459,"And though I mighte, I wolde not do so.",and@conj though@conj ich@pron%nom mouen@v3%pt_1 ich@pron%nom willen@v%pt_1 not@adv don@v1%inf so@adv,u S u Sx u Su S u S
Troilus and Criseyde; Book IV 460,"But canstow pleyen raket, to and fro",but@conj connen@v%pr_2_pron pleien@v1%inf raket@n to@adv1 and@conj from@adv,u Su Su Su S u S
Troilus and Criseyde; Book IV 461,"Netle in, dokke out, now this, now that, Pandare?",netle@n in@adv dokke@n oute@adv nou@adv this@pron nou@adv that@pron pandare@n#propn,ux S ux S u S u S uSx
Troilus and Criseyde; Book IV 462,"Now foule falle hir, that for thy wo hath care!",nou@adv foule@adv fallen@v%pr_3 hire@pron2%fem_obj that@pron for@prep thin@pron%gen wo@n haven@v%pr_3 care@n1,u Sx ux S u S u S u Sx
Troilus and Criseyde; Book IV 463,"“Thow farest eek by me, thou Pandarus",thou@pron%nom faren@v%pr_2 ek@adv bi@prep me@pron2%obj thou@pron%nom pandare@n#propn,u Su S u S u SuS
Troilus and Criseyde; Book IV 464,"As he, that whan a wight is wo bigoon",as@conj he@pron1%nom that@pron whan@adv&conj a@indef_art wight@n ben@v%pr_3 wo@adv bigon@v%ppl,u S u S u S u S uS
Troilus and Criseyde; Book IV 465,"He cometh to him a pas, and seith right thus",he@pron1%nom comen@v%pr_3 to@prep him@pron%obj a@indef_art pase@n1 and@conj seien@v1%pr_3 righte@adv thus@adv,u Su x S u S u S u S
Troilus and Criseyde; Book IV 466,"‘Thenk not on smert, and thou shalt fele noon.’",thinken@v2%imp not@adv on@prep smerte@n and@conj thou@pron%nom shulen@v1%pr_2 felen@v1%inf non@pron,u S u S u S u Su S
Troilus and Criseyde; Book IV 467,Thou most me first transmuwen in a stoon,thou@pron%nom moten@v2%pr_2 me@pron2%obj first@adv transmeuen@v%inf in@prep a@indef_art ston@n,u S u S uSu S u S
Troilus and Criseyde; Book IV 468,And reve me my passiounes alle,and@conj reven@v%inf me@pron2%obj min@pron%gen passioun@n%pl al@gram_adj,u Su S u SuSu Sx
Troilus and Criseyde; Book IV 469,Er thou so lightly do my wo to falle.,er@conj1 thou@pron%nom so@adv lightli@adv don@v1%pr_2 min@pron%gen wo@n to@part fallen@v%inf,u S u Su S u S u Sx
Troilus and Criseyde; Book IV 470,“The deeth may wel out of my brest departe,the@def_art deth@n mouen@v3%pr_3 wel@adv oute@adv#prep of@prep min@pron%gen brest@n1 departen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book IV 471,"The lif, so longe may this sorwe mine;",the@def_art lif@n so@adv longe@adv mouen@v3%pr_3 this@gram_adj sorwe@n minen@v%inf,u S u Su S u Su Sx
Troilus and Criseyde; Book IV 472,But fro my soule shal Criseydes darte,but@conj from@prep min@pron%gen soule@n shulen@v1%pr_3 criseyde@n#propn%gen dart@n,u S u Su S uSu Sx
Troilus and Criseyde; Book IV 473,Out never mo; but doun with Proserpine,oute@adv never@adv mo@adv%comp but@conj doun@adv with@prep proserpine@n#propn,u Su S u S u SuSx
Troilus and Criseyde; Book IV 474,"Whan I am deed, I wol go wone in pine;",whan@adv&conj ich@pron%nom ben@v%pr_1 ded@adj ich@pron%nom willen@v%pr_1 gon@v%inf wonen@v1%inf in@prep pine@n1,u S u S u S u Sx u Sx
Troilus and Criseyde; Book IV 475,And ther I wol eternally compleine,and@conj ther@adv ich@pron%nom willen@v%pr_1 eternalli@adv compleinen@v%inf,u S u S uSuS uSx
Troilus and Criseyde; Book IV 476,"My wo, and how that twinned be we tweine.",min@pron%gen wo@n and@conj hou@adv&conj that@part twinnen@v1%ppl ben@v%pr_pl we@pron%pl_nom twein@num_n,u S u S u Su S u Sx
Troilus and Criseyde; Book IV 477,"“Thow hast here maad an argument, for fin",thou@pron%nom haven@v%pr_2 her@adv maken@v1%ppl a@indef_art argument@n for@prep fin@n2,u S ux S u SuS u S
Troilus and Criseyde; Book IV 478,How that it sholde lasse peine be,hou@adv&conj that@part hit@pron shulen@v1%pt_3 lesse@adj%comp peine@n ben@v%inf,u S u Su Su Su S
Troilus and Criseyde; Book IV 479,"Criseyde to forgoon, for she was min",criseyde@n#propn to@part forgon@v%inf for@conj she@pron%nom ben@v%pt_3 min@pron%gen,uSu S uS u S u S
Troilus and Criseyde; Book IV 480,And live in ese and in felicitee.,and@conj liven@v1%pr_3 in@prep ese@n and@conj in@prep felicite@n,u Sx u Sx u S uSuS
Troilus and Criseyde; Book IV 481,"Why gabbestow, that seidest thus to me",whi@adv gabben@v%pr_2_pron that@pron seien@v1%pt_2 thus@adv to@prep me@pron2%obj,u SuS u Su S u S
Troilus and Criseyde; Book IV 482,That ‘Him is wors that is fro wele ythrowe,that@conj him@pron%obj ben@v%pr_3 werse@adj%comp that@pron ben@v%pr_3 from@prep wele@n1 throuen@v1%ppl,u S u S u S u Sx uSx
Troilus and Criseyde; Book IV 483,Than he hadde erst non of that wele yknowe?’,than@conj he@pron1%nom haven@v%pt_3 erest@adv%sup non@pron of@prep that@art&gram_adj wele@n1 iknouen@v%ppl,u S ux S u S u Sx uSx
Troilus and Criseyde; Book IV 484,"“But tel me now, sin that thee thinketh so light",but@conj tellen@v%imp me@pron2%obj nou@adv sin@conj that@part the@pron2%obj thinken@v1%pr_3 so@adv light@adj2,u S x u S u S uS u S
Troilus and Criseyde; Book IV 485,"To chaungen so in love, ay to and fro",to@part chaungen@v%inf so@adv in@prep love@n1 ai@adv to@adv1 and@conj from@adv,u Su S u Sx u S u S
Troilus and Criseyde; Book IV 486,Why hastow not don bisily thy might,whi@adv haven@v%pr_2_pron not@adv don@v1%ppl bisili@adv thin@pron%gen might@n,u Su S u SuS u S
Troilus and Criseyde; Book IV 487,To chaungen hir that doth thee al thy wo?,to@part chaungen@v%inf hire@pron2%fem_obj that@pron don@v1%pr_3 the@pron2%obj al@gram_adj thin@pron%gen wo@n,u Su S u S u S u S
Troilus and Criseyde; Book IV 488,Why niltow lete hir fro thin herte go?,whi@adv willen@v%pr_2_neg_pron leten@v%inf hire@pron2%fem_obj from@prep thin@pron%gen herte@n gon@v%inf,u Su Sx u S u Su S
Troilus and Criseyde; Book IV 489,Why niltow love another lady swete,whi@adv willen@v%pr_2_neg_pron loven@v1%inf another@pron ladie@n swete@adj,u Su Sx uSu Su Sx
Troilus and Criseyde; Book IV 490,That may thin herte setten in quiete?,that@pron mouen@v3%pr_3 thin@pron%gen herte@n setten@v%inf in@prep quiete@n,u S u Su Su S uSx
Troilus and Criseyde; Book IV 491,“If thou hast had in love ay yet mischaunce,if@conj thou@pron%nom haven@v%pr_2 haven@v%ppl in@prep love@n1 ai@adv yet@adv mischaunce@n,u S u S u Sx u S uSx
Troilus and Criseyde; Book IV 492,And canst it not out of thin herte drive,and@conj connen@v%pr_2 hit@pron not@adv oute@adv#prep of@prep thin@pron%gen herte@n driven@v%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 493,"I, that livede in lust and in plesaunce",ich@pron%nom that@pron liven@v1%pt_1 in@prep lust@n and@conj in@prep plesaunce@n1,u S uSx u S u S uSx
Troilus and Criseyde; Book IV 494,With hir as muche as creature on live,with@prep hire@pron2%fem_obj as@conj muche@adv as@conj creature@n on@prep lif@n,u S u Sx u SuSx u Sx
Troilus and Criseyde; Book IV 495,"How sholde I that foryete, and that so blive?",hou@adv&conj shulen@v1%pt_1 ich@pron%nom that@pron foryeten@v%inf and@conj that@pron so@adv blive@adv,u Sx u S uSx u S u Sx
Troilus and Criseyde; Book IV 496,O where hastow ben hid so longe in muwe,o@interj wher@adv&conj haven@v%pr_2_pron ben@v%ppl hiden@v%ppl so@adv longe@adv in@prep meue@n1,u Sx uS u S u Sx u Sx
Troilus and Criseyde; Book IV 497,That canst so wel and formely arguwe?,that@pron connen@v%pr_2 so@adv wel@adv and@conj formalli@adv arguen@v%inf,u S u S u SuS uSx
Troilus and Criseyde; Book IV 498,"“Nay nay God wot, nought worth is al thy reed",nai@interj nai@interj god@n1#propn witen@v1%pr_3 nought@pron worth@adj ben@v%pr_3 al@gram_adj thin@pron%gen red@n1,u S u S u S u S u S
Troilus and Criseyde; Book IV 499,"For which, for what that ever may bifalle",for@prep which@pron for@prep what@pron that@pron ever@adv mouen@v3%pr_3 bifallen@v%inf,u S u S u Su S uSx
Troilus and Criseyde; Book IV 500,"Withouten wordes mo, I wol be deed.",withouten@prep word@n%pl mo@adj%comp ich@pron%nom willen@v%pr_1 ben@v%inf ded@adj,uSu Su S u S u S
Troilus and Criseyde; Book IV 501,"O deeth, that endere art of sorwes alle",o@interj deth@n that@pron ender@n ben@v%pr_2 of@prep sorwe@n%pl al@gram_adj,u S u Sux S u Su Sx
Troilus and Criseyde; Book IV 502,"Com now, sin I so ofte after thee calle",comen@v%imp nou@adv sin@conj ich@pron%nom so@adv ofte@adv after@prep the@pron2%obj callen@v%pr_1,u S u S u Sx uS u Sx
Troilus and Criseyde; Book IV 503,"For sely is that deeth, soth for to seyne",for@conj seli@adj ben@v%pr_3 that@art&gram_adj deth@n soth@n for@prep#adv to@part seien@v1%inf,u Su S u S u S u Sx
Troilus and Criseyde; Book IV 504,"That, ofte ycleped, cometh and endeth peine.",that@pron ofte@adv clepen@v%ppl_abs comen@v%pr_3 and@conj enden@v%pr_3 peine@n,u Sx uSu Su S ux Sx
Troilus and Criseyde; Book IV 505,"“Wel wot I, whil my lif was in quiete",wel@adv witen@v1%pr_1 ich@pron%nom whil@conj min@pron%gen lif@n ben@v%pt_3 in@prep quiete@n,u S u S u S u S uSx
Troilus and Criseyde; Book IV 506,"Er thou me slowe, I wolde have yeven hire;",er@conj1 thou@pron%nom me@pron2%obj slen@v%pt_2 ich@pron%nom willen@v%pt_1 haven@v%inf yeven@v%ppl hire@n,u S x ux S ux Su Su Sx
Troilus and Criseyde; Book IV 507,But now thy cominge is to me so swete,but@conj nou@adv thin@pron%gen cominge@ger ben@v%pr_3 to@prep me@pron2%obj so@adv swete@adj,u S u Sux S u S u Sx
Troilus and Criseyde; Book IV 508,That in this world I nothing so desire.,that@conj in@prep this@gram_adj world@n ich@pron%nom no-thing@pron so@adv desiren@v%pr_1,u S u S u Su S uSx
Troilus and Criseyde; Book IV 509,"O deeth, sin with this sorwe I am afire",o@interj deth@n sin@conj with@prep this@gram_adj sorwe@n ich@pron%nom ben@v%pr_1 afire@adv&adj,u S u S u Sx u S uSx
Troilus and Criseyde; Book IV 510,Thou outher do me anoon in teres drenche,thou@pron%nom other@conj don@v1%pr_2 me@pron2%obj an-on@adv in@prep tere@n%pl drenchen@v%inf,u Su S x uS u Su Sx
Troilus and Criseyde; Book IV 511,Or with thy colde strook min hete quenche!,or@conj with@prep thin@pron%gen cold@adj stroke@n min@pron%gen hete@n1 quenchen@v%pr_2,u S u Su S u Su Sx
Troilus and Criseyde; Book IV 512,“Sin that thou sleest so fele in sondry wise,sin@conj that@part thou@pron%nom slen@v%pr_2 so@adv fele@num_adj in@prep sondri@adj wise@n2,u S u S u Sx u Su Sx
Troilus and Criseyde; Book IV 513,"Ayens hir wil, unpreyed, day and night",ayenes@prep hire@pron1%fem_gen wille@n unpreied@adj dai@n and@conj night@n,uS u S uSu S u S
Troilus and Criseyde; Book IV 514,"Do me, at my requeste, this servise",don@v1%imp me@pron2%obj at@prep min@pron%gen requeste@n this@gram_adj servise@n,u S u S uSu S uSx
Troilus and Criseyde; Book IV 515,"Deliver now the world, so dostow right",deliveren@v%imp nou@adv the@def_art world@n --@dash so@adv don@v1%pr_2_pron right@n --@dash,uSu S u S u Su S
Troilus and Criseyde; Book IV 516,"Of me, that am the wofulleste wight",of@prep me@pron2%obj that@pron ben@v%pr_1 the@def_art woful@adj%sup wight@n,u S u S u SuSu S
Troilus and Criseyde; Book IV 517,That ever was; for time is that I sterve,that@pron ever@adv ben@v%pt_3 for@conj time@n ben@v%pr_3 that@pron ich@pron%nom sterven@v%pr_1,u Su S u Sx u S u Sx
Troilus and Criseyde; Book IV 518,Sin in this world of right nought may I serve.”,sin@conj in@prep this@gram_adj world@n of@prep righte@adv nought@pron mouen@v3%pr_1 ich@pron%nom serven@v1%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 519,This Troilus in teres gan distille,this@gram_adj troilus@n#propn in@prep tere@n%pl ginnen@v%pt_3 distillen@v%inf,u SuS u Su S uSx
Troilus and Criseyde; Book IV 520,As licour out of a lambek ful faste;,as@conj licour@n oute@adv#prep of@prep a@indef_art alambik@n ful@adv faste@adv,u Su S u S uS u Sx
Troilus and Criseyde; Book IV 521,And Pandarus gan holde his tunge stille,and@conj pandare@n#propn ginnen@v%pt_3 holden@v1%inf his@pron1%gen tonge@n2 stille@adj,u SuS u Sx u Su Sx
Troilus and Criseyde; Book IV 522,And to the ground his eyen doun he caste.,and@conj to@prep the@def_art ground@n his@pron1%gen eie@n1%pl doun@adv he@pron1%nom casten@v%pt_3,u S u S u Su S u Sx
Troilus and Criseyde; Book IV 523,"But nathelees, thus thoughte he at the laste",but@conj no-the-lesse@adv thus@adv thinken@v2%pt_3 he@pron1%nom at@prep the@def_art laste@adj#n%sup,u SuS u Sx u S u Sx
Troilus and Criseyde; Book IV 524,"“What, parde, rather than my felaw deie",what@interj parde@interj rathere@adv%comp than@conj min@pron%gen felaue@n dien@v%pr_3,u Su Su S u Su S
Troilus and Criseyde; Book IV 525,Yet shal I somwhat more unto him seye”:,yet@adv shulen@v1%pr_1 ich@pron%nom som-what@pron more@n3 unto@prep him@pron%obj seien@v1%inf,u S u Su Sx uS u S
Troilus and Criseyde; Book IV 526,"And seide, “Freend, sin thou hast swich distresse",and@conj seien@v1%pt_3 frend@n sin@conj thou@pron%nom haven@v%pr_2 swich@gram_adj distresse@n,u Su S u S u S uSx
Troilus and Criseyde; Book IV 527,And sin thee list min arguments to blame,and@conj sin@conj the@pron2%obj listen@v1%pr_3 min@pron%gen argument@n%pl to@part blamen@v%inf,u S u S u SuS u Sx
Troilus and Criseyde; Book IV 528,Why nilt thyselven helpen doon redresse,whi@adv willen@v%pr_2_neg thi-self@pron helpen@v%inf don@v1%inf redresse@n,u S uSu Su S uSx
Troilus and Criseyde; Book IV 529,And with thy manhod letten al this grame?,and@conj with@prep thin@pron%gen manhede@n letten@v%inf al@gram_adj this@gram_adj grame@n,u S u Su Su S u Sx
Troilus and Criseyde; Book IV 530,Go ravisshe hir ne canstow not for shame?,gon@v%imp ravishen@v%imp hire@pron2%fem_obj ne@adv connen@v%pr_2_pron not@adv for@prep shame@n,u Sux S u Su S u Sx
Troilus and Criseyde; Book IV 531,And outher lat hir out of toune fare,and@conj other@conj leten@v%imp hire@pron2%fem_obj oute@adv#prep of@prep toun@n faren@v%inf,u Su S u S u Su Sx
Troilus and Criseyde; Book IV 532,"Or hold hir stille, and leve thy nice fare.",or@conj holden@v1%imp hire@pron2%fem_obj stille@adv and@conj leven@v1%imp thin@pron%gen nice@adj fare@n1,u S u Sx u Sx u Su Sx
Troilus and Criseyde; Book IV 533,"“Artow in Troye, and hast non hardiment",ben@v%pr_2_pron in@prep troie@n1#propn and@conj haven@v%pr_2 non@gram_adj hardiment@n,uS u S u S u SuS
Troilus and Criseyde; Book IV 534,To take a womman which that loveth thee,to@part taken@v%inf a@indef_art womman@n which@pron that@pron loven@v1%pr_3 the@pron2%obj,u Sx u Su S u Su S
Troilus and Criseyde; Book IV 535,And wolde hirselven been of thin assent?,and@conj willen@v%pt_3 hire-self@pron ben@v%inf of@prep thin@pron%gen assent@n,u Sx uSu S u S uS
Troilus and Criseyde; Book IV 536,Now is not this a nice vanitee?,nou@adv ben@v%pr_3 not@adv this@pron a@indef_art nice@adj vanite@n,u S u S u Su SuS
Troilus and Criseyde; Book IV 537,"Ris up anoon, and lat this weping be",risen@v%imp up@adv an-on@adv and@conj leten@v%imp this@gram_adj wepinge@ger ben@v%inf,u S uS u S u Su S
Troilus and Criseyde; Book IV 538,"And kith thou art a man, for in this houre",and@conj kithen@v%imp thou@pron%nom ben@v%pr_2 a@indef_art man@n for@conj in@prep this@gram_adj houre@n,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 539,"I wil be deed, or she shal bleven oure.”",ich@pron%nom willen@v%pr_1 ben@v%inf ded@adj or@conj she@pron%nom shulen@v1%pr_3 bileven@v1%inf oure@pron%pl_gen,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 540,To this answerde him Troilus ful softe,to@prep this@pron answeren@v%pt_3 him@pron%obj troilus@n#propn ful@adv softe@adv,u S uSx u SuS u Sx
Troilus and Criseyde; Book IV 541,"And seide, “Parde, leve brother dere",and@conj seien@v1%pt_3 parde@interj lef@adj brother@n dere@adj1,u Su Su Su Su Sx
Troilus and Criseyde; Book IV 542,Al this have I myself yet thought ful ofte,al@gram_adj this@pron haven@v%pr_1 ich@pron%nom mi-self@pron yet@adv thinken@v2%pt_1 ful@adv ofte@adv,u S ux S uS u S u Sx
Troilus and Criseyde; Book IV 543,And more thing than thou devisest here.,and@conj more@adj%comp thing@n than@conj thou@pron%nom devisen@v%pr_2 her@adv,u Su S u S uSu Sx
Troilus and Criseyde; Book IV 544,"But why this thing is laft, thou shalt wel here;",but@conj whi@adv this@gram_adj thing@n ben@v%pr_3 leven@v1%ppl thou@pron%nom shulen@v1%pr_2 wel@adv heren@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 545,And whan thou me hast yeve an audience,and@conj whan@adv&conj thou@pron%nom me@pron2%obj haven@v%pr_2 yeven@v%ppl a@indef_art audience@n,u S u S u Sx u SuSx
Troilus and Criseyde; Book IV 546,Therafter mayst thou telle al thy sentence.,ther-after@adv mouen@v3%pr_2_pron thin@pron%gen tellen@v%inf al@gram_adj thin@pron%gen sentence@n,uSu S u Sx u S uSx
Troilus and Criseyde; Book IV 547,"“First, sin thou wost this toun hath al this werre",first@adv sin@conj thou@pron%nom witen@v1%pr_2 this@gram_adj toun@n haven@v%pr_3 al@gram_adj this@gram_adj werre@n1,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 548,For ravisshing of wommen so by might,for@prep ravishinge@ger of@prep womman@n%pl so@adv bi@prep might@n,u SuS u Su S u S
Troilus and Criseyde; Book IV 549,It sholde not be suffred me to erre,hit@pron shulen@v1%pt_3 not@adv ben@v%inf sufferen@v%ppl me@pron2%obj to@part erren@v1%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book IV 550,"As it stant now, ne doon so gret unright.",as@conj hit@pron stonden@v1%pr_3 nou@adv ne@conj1 don@v1%inf so@adv gret@adj unright@n,u S u S u S u S uS
Troilus and Criseyde; Book IV 551,I sholde han also blame of every wight,ich@pron%nom shulen@v1%pt_1 haven@v%inf also@adv blame@n of@prep everi@pron_gram_adj wight@n,u Sx u Su Sx u Sxu S
Troilus and Criseyde; Book IV 552,My fadres graunt if that I so withstode,min@pron%gen fader@n%gen graunt@n if@conj that@part ich@pron%nom so@adv withstonden@v%pt_1,u Su S u S u S uSx
Troilus and Criseyde; Book IV 553,Sin she is chaunged for the tounes goode.,sin@conj she@pron%nom ben@v%pr_3 chaungen@v%ppl for@prep the@def_art toun@n%gen god@n2,u S u Su S u Su Sx
Troilus and Criseyde; Book IV 554,"“I have eek thought, so it were hir assent",ich@pron%nom haven@v%pr_1 ek@adv thinken@v2%ppl so@adv hit@pron ben@v%pt_3 hire@pron1%fem_gen assent@n,u Sx u S u S ux S uS
Troilus and Criseyde; Book IV 555,"To aske hir at my fader, of his grace;",to@part asken@v%inf hire@pron2%fem_obj at@prep min@pron%gen fader@n of@prep his@pron1%gen grace@n,u Sx u S u Su S u Sx
Troilus and Criseyde; Book IV 556,"Than thenke I, this were hir accusement",thanne@adv thinken@v2%pr_1 ich@pron%nom this@pron ben@v%pt_3 hire@pron1%fem_gen accusement@n,u Sx u S ux S uSuS
Troilus and Criseyde; Book IV 557,Sin wel I woot I may hir not purchace.,sin@conj wel@adv ich@pron%nom witen@v1%pr_1 ich@pron%nom mouen@v3%pr_1 hire@pron2%fem_obj not@adv purchasen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book IV 558,"For sin my fader, in so heigh a place",for@conj sin@conj min@pron%gen fader@n in@prep so@adv heigh@adj a@indef_art place@n,u S u Su S u S u Sx
Troilus and Criseyde; Book IV 559,"As parlement, hath hir eschaunge enseled",as@conj parlemente@n haven@v%pr_3 hire@pron1%fem_gen eschaunge@n enselen@v%ppl,u SuS u S uSx uSx
Troilus and Criseyde; Book IV 560,He nil for me his lettre be repeled.,he@pron1%nom willen@v%pr_3_neg for@prep me@pron2%obj his@pron1%gen lettre@n ben@v%pr_3 repelen@v%ppl,u S u S u Sx u SuS
Troilus and Criseyde; Book IV 561,“Yet drede I most hir herte to pertourbe,yet@adv dreden@v%pr_1 ich@pron%nom most@adv%sup hire@pron1%fem_gen herte@n to@part perturben@v%inf,u Sx u S u Su S uSx
Troilus and Criseyde; Book IV 562,"With violence, if I do swich a game;",with@prep violence@n if@conj ich@pron%nom don@v1%pr_1 swich@gram_adj a@indef_art game@n,u SuSx u S u S u Sx
Troilus and Criseyde; Book IV 563,For if I wolde it openly distourbe,for@conj if@conj ich@pron%nom willen@v%pt_1 hit@pron openli@adv distourben@v%inf,u S u Sx u SuS uSx
Troilus and Criseyde; Book IV 564,It moste been disclaundre to hir name.,hit@pron moten@v2%pt_3 ben@v%inf disclaundre@n to@prep hire@pron1%fem_gen name@n,u Su S uSu S u Sx
Troilus and Criseyde; Book IV 565,And me were lever deed than hir defame,and@conj me@pron2%obj ben@v%pt_3 lef@adj%comp ded@adj than@conj hire@pron2%fem_obj defamen@v%inf --@dash,u x Su Su S u S uSx
Troilus and Criseyde; Book IV 566,As nolde God but if I sholde have,as@conj willen@v%pt_3_neg god@n1#propn but@conj if@conj ich@pron%nom shulen@v1%pt_1 haven@v%inf,u Su S u S u Su Sx
Troilus and Criseyde; Book IV 567,Hir honour lever than my lif to save!,hire@pron1%fem_gen honour@n lef@adj%comp than@conj min@pron%gen lif@n to@part saven@v%inf,u Su Su S u S u Sx
Troilus and Criseyde; Book IV 568,"Thus am I lost, for ought that I can see;",thus@adv ben@v%pr_1 ich@pron%nom losen@v2%ppl for@prep ought@pron that@pron ich@pron%nom connen@v%pr_1 sen@v1%inf,u S u S u S u S u S
Troilus and Criseyde; Book IV 569,"For certein is, sin that I am hir knight",for@conj certain@adj ben@v%pr_3 sin@conj that@part ich@pron%nom ben@v%pr_1 hire@pron1%fem_gen knight@n,u Su S u S u S u S
