LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book V 270,"Thou, redere, mayst thyself ful wel devine",thou@pron%nom redere@n1 mouen@v3%pr_2 thi-self@pron ful@adv wel@adv divinen@v%inf,u Sux S uS u S uSx
Troilus and Criseyde; Book V 271,That swich a wo my wit can not define.,that@conj swich@gram_adj a@indef_art wo@n min@pron%gen wit@n connen@v%pr_3 not@adv diffinen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book V 272,On idel for to write it sholde I swinke,on@prep idel@n for@prep#adv to@part writen@v%inf hit@pron shulen@v1%pt_1 ich@pron%nom swinken@v%inf,u Su S u Sx u Sx u Sx
Troilus and Criseyde; Book V 273,Whan that my wit is wery it to thinke.,whan@adv&conj that@part min@pron%gen wit@n ben@v%pr_3 weri@adj hit@pron to@part thinken@v2%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book V 274,On heven yet the sterres were sene,on@prep heven@n yet@adv the@def_art sterre@n%pl ben@v%pt_pl sen@v1%ppl,u Su S u Su Su Sx
Troilus and Criseyde; Book V 275,Although ful pale ywaxen was the mone;,al-thogh@conj ful@adv pale@adj iwaxen@v1%ppl ben@v%pt_3 the@def_art mone@n1,uS u Sx uSu S u Sx
Troilus and Criseyde; Book V 276,And whiten gan the orisonte shene,and@conj whiten@v%inf ginnen@v%pt_3 the@def_art orisonte@n shene@adj,u Su S u SuSu Sx
Troilus and Criseyde; Book V 277,"Al estward, as it woned is to done.",al@adv estward@adv as@conj hit@pron wonen@v1%ppl ben@v%pr_3 to@part don@v1%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book V 278,And Phebus with his rosy carte soone,and@conj phebus@n#propn with@prep his@pron1%gen rosi@adj cart@n sone@adv,u Su S u Su Su Sx
Troilus and Criseyde; Book V 279,Gan after that to dresse him up to fare,ginnen@v%pt_3 after@prep that@pron to@part dressen@v%inf him@pron%obj up@adv to@part faren@v%inf,u Su S u Sx u S u Sx
Troilus and Criseyde; Book V 280,Whan Troilus hath sent after Pandare.,whan@adv&conj troilus@n#propn haven@v%pr_3 senden@v2%ppl after@prep pandare@n#propn,u SuS u S uS uSx
Troilus and Criseyde; Book V 281,"This Pandar, that of al the day biforn",this@gram_adj pandare@n#propn that@pron of@prep al@gram_adj the@def_art dai@n biforen@adv,u Su S u S u S uS
Troilus and Criseyde; Book V 282,Ne mighte have comen Troilus to see,ne@adv mouen@v3%pt_3 haven@v%inf comen@v%inf troilus@n#propn to@part sen@v1%inf,u Sx ux Su SuS u S
Troilus and Criseyde; Book V 283,Although he on his heed it hadde ysworn,al-thogh@conj he@pron1%nom on@prep his@pron1%gen hed@n1 hit@pron haven@v%pt_3 sweren@v%ppl --@dash,uS u S u S u Sx uS
Troilus and Criseyde; Book V 284,For with the king Priam alday was he,for@conj with@prep the@def_art king@n priam@n#propn al_dai@adv ben@v%pt_3 he@pron1%nom,u S u S uS uS u S
Troilus and Criseyde; Book V 285,So that it lay not in his libertee,so@adv that@conj hit@pron lien@v1%pt_3 not@adv in@prep his@pron1%gen liberte@n,u S u S u S u SuS
Troilus and Criseyde; Book V 286,"Nowher to gon, but on the morwe he wente",no-wher@adv to@part gon@v%inf --@dash but@conj on@prep the@def_art morwe@n he@pron1%nom wenden@v%pt_3,uS u S u S u Sx u Sx
Troilus and Criseyde; Book V 287,"To Troilus, whan that he for him sente.",to@prep troilus@n#propn whan@adv&conj that@part he@pron1%nom for@prep him@pron%obj senden@v2%pt_3,u SuS u S u S u Sx
Troilus and Criseyde; Book V 288,For in his herte he coude wel devine,for@conj in@prep his@pron1%gen herte@n he@pron1%nom connen@v%pt_3 wel@adv divinen@v%inf,u S u Sx u Su S uSx
Troilus and Criseyde; Book V 289,That Troilus al night for sorwe wook;,that@conj troilus@n#propn al@gram_adj night@n for@prep sorwe@n waken@v%pt_3,u SuS u S u Su S
Troilus and Criseyde; Book V 290,And that he wolde telle him of his pine,and@conj that@conj he@pron1%nom willen@v%pt_3 tellen@v%inf him@pron%obj of@prep his@pron1%gen pine@n1,u S u Su Sx u S u Sx
Troilus and Criseyde; Book V 291,"This knew he wel ynough, withoute book.",this@pron knouen@v%pt_3 he@pron1%nom wel@adv inough@adv withouten@prep bok@n1,u S u S uS uSu S
Troilus and Criseyde; Book V 292,For which to chaumbre streight the wey he took,for@prep which@pron to@prep chaumbre@n streight@adv the@def_art wei@n he@pron1%nom taken@v%pt_3,u S u Su S u S u S
Troilus and Criseyde; Book V 293,And Troilus tho sobreliche he grette,and@conj troilus@n#propn tho@adv sobreli@adv he@pron1%nom greten@v2%pt_3,u SuS u SuSx u Sx
Troilus and Criseyde; Book V 294,And on the bed ful sone he gan him sette.,and@conj on@prep the@def_art bed@n1 ful@adv sone@adv he@pron1%nom ginnen@v%pt_3 him@pron%obj setten@v%inf,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 295,"“My Pandarus,” quod Troilus, “the sorwe",min@pron%gen pandare@n#propn quethen@v%pt_3 troilus@n#propn the@def_art sorwe@n,u SuS u SuS u Sx
Troilus and Criseyde; Book V 296,"Which that I drie, I may not longe endure.",which@pron that@pron ich@pron%nom drien@v2%pr_1 ich@pron%nom mouen@v3%pr_1 not@adv longe@adv enduren@v%inf,u S u S u S u Sx uSx
Troilus and Criseyde; Book V 297,I trowe I shal not liven til tomorwe;,ich@pron%nom trouen@v%pr_1 ich@pron%nom shulen@v1%pr_1 not@adv liven@v1%inf til@prep to-morwe@adv,u Sx u S u Su S uSx
Troilus and Criseyde; Book V 298,"For whiche I wolde alwey, on aventure",for@prep which@pron ich@pron%nom willen@v%pt_1 al-wei@adv on@prep aventure@n,u Sx u Sx uS u SuSx
Troilus and Criseyde; Book V 299,To thee devisen of my sepulture,to@prep the@pron2%obj devisen@v%inf of@prep min@pron%gen sepulture@n,u S uSu S u SuSx
Troilus and Criseyde; Book V 300,"The forme, and of my moeble thou dispone",the@def_art forme@n and@conj of@prep min@pron%gen moeble@n thou@pron%nom disponen@v%pr_2,u Sx u S u Sux S uSx
Troilus and Criseyde; Book V 301,Right as thee semeth best is for to done.,righte@adv as@conj the@pron2%obj semen@v2%pr_3 best@adjas_n%sup ben@v%pr_3 for@prep#adv to@part don@v1%inf,u S u Su S u S u Sx
Troilus and Criseyde; Book V 302,But of the fir and flaumbe funeral,but@conj of@prep the@def_art fir@n and@conj flaume@n funeral@adj,u S u S u Su SuS
Troilus and Criseyde; Book V 303,“In which my body brenne shal to glede,in@prep which@pron min@pron%gen bodi@n brennen@v%inf shulen@v1%pr_3 to@prep glede@n2,u S u Su Su S u Sx
Troilus and Criseyde; Book V 304,And of the feste and pleyes palestral,and@conj of@prep the@def_art feste@n and@conj pleie@n%pl palestral@adj,u S u Sx u Su SuS
Troilus and Criseyde; Book V 305,"At my vigile, I pray thee tak good hede",at@prep min@pron%gen vigil@n ich@pron%nom preien@v1%pr_1 the@pron2%obj taken@v%imp god@adj hed@n2,u S uSx u S u S u Sx
Troilus and Criseyde; Book V 306,That al be wel; and offre Mars my stede,that@conj al@gram_adjas_n ben@v%pr_3 wel@adj and@conj offren@v%imp mars@n#propn min@pron%gen stede@n2,u S u S u Su S u Sx
Troilus and Criseyde; Book V 307,"My swerd, min helm, and, leve brother dere",min@pron%gen sword@n min@pron%gen helm@n and@conj lef@adj brother@n dere@adj1,u S u S u Su Su Sx
Troilus and Criseyde; Book V 308,"My sheld to Pallas yef, that shineth clere.",min@pron%gen sheld@n to@prep pallas@n#propn yeven@v%imp that@pron shinen@v%pr_3 cler@adv,u S u Su S u Su Sx
Troilus and Criseyde; Book V 309,“The poudre in which min herte ybrend shal torne,the@def_art poudre@n1 in@prep which@pron min@pron%gen herte@n brennen@v%ppl_abs shulen@v1%pr_3 turnen@v%inf,u Sx u S u Sx uS u Sx
Troilus and Criseyde; Book V 310,That preye I thee thou take and it conserve,that@pron preien@v1%pr_1 ich@pron%nom the@pron2%obj thou@pron%nom taken@v%pr_2 and@conj hit@pron conserven@v%pr_2,u S u S u Sx u S uSx
Troilus and Criseyde; Book V 311,"In a vessel, that men clepeth an urne",in@prep a@indef_art vessel@n that@pron men@pron_impers clepen@v%pr_3 a@indef_art urne@n,u S uS u S uS u Sx
Troilus and Criseyde; Book V 312,"Of gold, and to my lady that I serve",of@prep gold@n and@conj to@prep min@pron%gen ladie@n that@pron ich@pron%nom serven@v1%pr_1,u S u S u Su S u Sx
Troilus and Criseyde; Book V 313,For love of whom thus pitously I sterve,for@prep love@n1 of@prep whom@pron%obj thus@adv pitousli@adv ich@pron%nom sterven@v%pr_1,u Sx u S u SuS u Sx
Troilus and Criseyde; Book V 314,"So yeve it hir, and do me this plesaunce",so@adv yeven@v%imp hit@pron hire@pron2%fem_obj and@conj don@v1%imp me@pron2%obj this@gram_adj plesaunce@n1,u Sx u S u S u S uSx
Troilus and Criseyde; Book V 315,To preye hir kepe it for a remembraunce.,to@part preien@v1%inf hire@pron2%fem_obj kepen@v%inf hit@pron for@prep a@indef_art remembraunce@n,u S u Sx u S u SuSx
Troilus and Criseyde; Book V 316,"“For wel I fele, by my maladie",for@conj wel@adv ich@pron%nom felen@v1%pr_1 bi@prep min@pron%gen maladie@n,u S u Su S u SuS
Troilus and Criseyde; Book V 317,And by my dremes now and yore ago,and@conj bi@prep min@pron%gen drem@n2%pl nou@adv and@conj yor@adv agon@v%ppl_abs,u S u Su S u Sx uS
Troilus and Criseyde; Book V 318,"Al certeinly, that I mot nedes die.",al@adv certainli@adv that@conj ich@pron%nom moten@v2%pr_1 nedes@adv dien@v%inf,u SuS u S u Su S
Troilus and Criseyde; Book V 319,"The owle eek, which that hight Ascaphilo",the@def_art oule@n ek@adv which@pron that@pron hoten@v1%pt_3 escaphilo@n#propn,u Sx u S u S uSuS
Troilus and Criseyde; Book V 320,Hath after me shright al thise nightes two.,haven@v%pr_3 after@prep me@pron2%obj skriken@v%ppl al@gram_adj these@gram_adj%pl night@n%pl two@num_adj,u Su x S u Su Su S
Troilus and Criseyde; Book V 321,"And, god Mercurie! of me now, woful wrecche",and@conj god@n1 mercurie@n2#propn of@prep me@pron2%obj nou@adv woful@adj wrecche@n,u S uSu S x u Su Sx
Troilus and Criseyde; Book V 322,"The soule gide, and, whan thee list, it fecche!”",the@def_art soule@n giden@v%pr_3 and@conj whan@adv&conj the@pron2%obj listen@v1%pr_3 hit@pron fecchen@v%imp,u Su Sx u S u S u Sx
Troilus and Criseyde; Book V 323,"Pandare answerde, and seide, “Troilus",pandare@n#propn answeren@v%pt_3 and@conj seien@v1%pt_3 troilus@n#propn,uSx uSx u Su SuS
Troilus and Criseyde; Book V 324,"My dere freend, as I have told thee yore",min@pron%gen dere@adj1 frend@n as@conj ich@pron%nom haven@v%pr_1 tellen@v%ppl the@pron2%obj yor@adv,u Sx u S u Su S u Sx
Troilus and Criseyde; Book V 325,That it is folie for to sorwen thus,that@conj hit@pron ben@v%pr_3 folie@n for@prep#adv to@part sorwen@v%inf thus@adv,u S u Su S u Su S
Troilus and Criseyde; Book V 326,"And causeles, for whiche I can nomore.",and@conj causeles@adv for@prep which@pron ich@pron%nom connen@v%pr_1 no_more@n,u SuS u Sx u S uSx
Troilus and Criseyde; Book V 327,But whoso wol not trowen reed ne lore,but@conj who-so@pron%nom willen@v%pr_3 not@adv trouen@v%inf red@n1 ne@conj1 lore@n2,u Su S u Su S u Sx
Troilus and Criseyde; Book V 328,I can not seen in him no remedie,ich@pron%nom connen@v%pr_1 not@adv sen@v1%inf in@prep him@pron%obj no@gram_adj remedie@n,u S u S u S u SuS
Troilus and Criseyde; Book V 329,But lete him worthen with his fantasie.,but@conj leten@v%imp him@pron%obj worthen@v%inf with@prep his@pron1%gen fantasie@n,u Sx u Su S u SuS
Troilus and Criseyde; Book V 330,"“But Troilus, I pray thee tel me now",but@conj troilus@n#propn ich@pron%nom preien@v1%pr_1 the@pron2%obj tellen@v%imp me@pron2%obj nou@adv,u SuS u S u S u S
Troilus and Criseyde; Book V 331,"If that thou trowe, er this, that any wight",if@conj that@part thou@pron%nom trouen@v%pr_2 er@prep this@pron that@conj ani@gram_adj wight@n,u S u Sx u S u Su S
Troilus and Criseyde; Book V 332,Hath loved paramours as wel as thou?,haven@v%pr_3 loven@v1%ppl par_amoure@adv as@conj wel@adv as@conj thou@pron%nom,u Su SuS u S u S
Troilus and Criseyde; Book V 333,"Ye, God wot, and fro many a worthy knight",ye@adv god@n1#propn witen@v1%pr_3 and@conj from@prep mani@gram_adj a@indef_art worthi@adj knight@n,u S u S u Sx u Su S
Troilus and Criseyde; Book V 334,Hath his lady goon a fourtenight,haven@v%pr_3 his@pron1%gen ladie@n gon@v%ppl a@indef_art fourte-night@n,S u Su S u SuS
Troilus and Criseyde; Book V 335,And he not yet made halvendel the fare.,and@conj he@pron1%nom not@adv yet@adv maken@v1%pt_3 halven-dele@n the@def_art fare@n1,u S u S ux SuS u Sx
Troilus and Criseyde; Book V 336,What nede is thee to maken al this care?,what@gram_adj nede@n1 ben@v%pr_3 the@pron2%obj to@part maken@v1%inf al@gram_adj this@gram_adj care@n1,u Sx u S u Su S u Sx
Troilus and Criseyde; Book V 337,“Sin day by day thou mayst thiselven see,sin@conj dai@n bi@prep dai@n thou@pron%nom mouen@v3%pr_2 thi-self@pron sen@v1%inf,u S u S u S uSu S
Troilus and Criseyde; Book V 338,"That from his love, or elles from his wif",that@conj from@prep his@pron1%gen love@n1 or@conj elles@adv from@prep his@pron1%gen wif@n,u S u Sx u Su S u S
Troilus and Criseyde; Book V 339,A man mot twinnen of necessitee,a@indef_art man@n moten@v2%pr_3 twinnen@v1%inf of@prep necessite@n --@dash,u S u Su S uSuS
Troilus and Criseyde; Book V 340,"Ye, though he love hir as his owene lif;",ye@adv though@conj he@pron1%nom loven@v1%pr_3 hire@pron2%fem_obj as@conj his@pron1%gen ouen@adj lif@n --@dash,u S u Sx u S u Sux S
Troilus and Criseyde; Book V 341,Yet nil he with himself thus maken strif.,yet@adv willen@v%pr_3_neg he@pron1%nom with@prep him-self@pron thus@adv maken@v1%inf strife@n,u S u S uS u Su S
Troilus and Criseyde; Book V 342,"For wel thow wost, my leve brother dere",for@conj wel@adv thou@pron%nom witen@v1%pr_2 min@pron%gen lef@adj brother@n dere@adj1,u S u S u Su Su Sx
Troilus and Criseyde; Book V 343,That alwey freendes may nought been yfere.,that@conj al-wei@adv frend@n%pl mouen@v3%pr_pl nought@adv  ifere@adv,u Su Su S u S uSx
Troilus and Criseyde; Book V 344,“How doon this folk that seen hir loves wedded,hou@adv&conj don@v1%pr_pl this@gram_adj folk@n that@pron sen@v1%pr_pl here@pron%pl_gen love@n1%pl wedden@v%ppl_abs,u S u S u S u Su Sx
Troilus and Criseyde; Book V 345,"By freendes might, as it bitit ful ofte",bi@prep frend@n%gen might@n as@conj hit@pron bitiden@v%pr_3 ful@adv ofte@adv,u Su S u S uS u Sx
Troilus and Criseyde; Book V 346,And seen hem in hir spouses bed ybedded?,and@conj sen@v1%pr_pl hem@pron%pl_obj in@prep here@pron%pl_gen spouse@n%gen bed@n1 bedden@v%ppl,u S u S u Su S uSx
Troilus and Criseyde; Book V 347,"God woot, they take it wisly, faire and softe.",god@n1#propn witen@v1%pr_3 thei@pron%pl_nom taken@v%pr_pl hit@pron wiseli@adv faire@adv and@conj softe@adv,u S u Sx u Su Sx u Sx
Troilus and Criseyde; Book V 348,Forwhi good hope halt up hir herte onlofte,for-whi@conj god@adj hope@n1 holden@v1%pr_3 up@adv here@pron%pl_gen herte@n on-lofte@adv,uS u Sx u S u Sx uSx
Troilus and Criseyde; Book V 349,And for they can a time of sorwe endure;,and@conj for@conj thei@pron%pl_nom connen@v%pr_pl a@indef_art time@n of@prep sorwe@n enduren@v%inf,u S u S u Sx u Sx uSx
Troilus and Criseyde; Book V 350,"As time hem hurt, a time doth hem cure.",as@conj time@n hem@pron%pl_obj hurten@v%pt_3 a@indef_art time@n don@v1%pr_3 hem@pron%pl_obj curen@v2%inf,u Sx u S u Su S u Sx
Troilus and Criseyde; Book V 351,"“So sholdestow endure, and late slide",so@adv shulen@v1%pt_2_pron enduren@v%inf and@conj leten@v%inf sliden@v%inf,u SuS uSx u Su Sx
Troilus and Criseyde; Book V 352,"The time, and fonde to ben glad and light.",the@def_art time@n and@conj fonden@v%inf to@part ben@v%inf glad@adj and@conj light@adj2,u Sx u Su S u S u S
Troilus and Criseyde; Book V 353,Ten daies nis so longe not t’abide.,ten@num_adj dai@n%pl ben@v%pr_3_neg so@adv longe@adv not@adv to@part abiden@v%inf,u Su S u Su S  uSx
Troilus and Criseyde; Book V 354,And sin she thee to comen hath bihight,and@conj sin@conj she@pron%nom the@pron2%obj to@part comen@v%inf haven@v%pr_3 bihoten@v%ppl,u S u S u Su S uS
Troilus and Criseyde; Book V 355,She nil hir hestes breken for no wight.,she@pron%nom willen@v%pr_3_neg hire@pron1%fem_gen heste@n1%pl breken@v%inf for@prep no@gram_adj wight@n,u S u Su Su S u S
Troilus and Criseyde; Book V 356,For dred thee not that she nil finden weye,for@conj dreden@v%imp the@pron2%obj not@adv that@conj she@pron%nom willen@v%pr_3_neg finden@v%inf wei@n,u S u S u S u Su S
Troilus and Criseyde; Book V 357,"To come ayein, my lif that dorste I leye.",to@part comen@v%inf ayen@adv min@pron%gen lif@n that@pron durren@v%pt_1 ich@pron%nom leien@v1%inf,u Sx uS u S u Sx u S
Troilus and Criseyde; Book V 358,“Thy swevenes eek and al swich fantasie,thin@pron%gen sweven@n%pl ek@adv and@conj al@gram_adj swich@gram_adj fantasie@n,u Sux S u S u SuS
Troilus and Criseyde; Book V 359,"Drif out, and lat hem faren to mischaunce;",driven@v%imp oute@adv and@conj leten@v%imp hem@pron%pl_obj faren@v%inf to@prep mischaunce@n,u S u S u Su S uSx
Troilus and Criseyde; Book V 360,For they procede of thy malencolie,for@conj thei@pron%pl_nom proceden@v%pr_pl of@prep thin@pron%gen malencolie@n,u S uSx u S uSuS
Troilus and Criseyde; Book V 361,That doth thee fele in sleep al this penaunce.,that@pron don@v1%pr_3 the@pron2%obj felen@v1%inf in@prep slep@n al@gram_adj this@gram_adj penaunce@n,u S u Sx u S u S uSx
Troilus and Criseyde; Book V 362,A straw for alle swevenes signifiaunce!,a@indef_art strau@n for@prep al@gram_adj sweven@n%gen signifiaunce@n,u S u Sx uSx uSuSx
Troilus and Criseyde; Book V 363,"God help me so, I counte hem not a bene",god@n1#propn helpen@v%pr_3 me@pron2%obj so@adv ich@pron%nom counten@v%pr_1 hem@pron%pl_obj not@adv a@indef_art bene@n1,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 364,Ther woot no man aright what dremes mene.,ther@adv witen@v1%pr_3 no@gram_adj man@n a-right@adv what@pron drem@n2%pl menen@v1%pr_pl,u S u S uS u Su Sx
Troilus and Criseyde; Book V 365,“For prestes of the temple tellen this,for@conj prest@n3%pl of@prep the@def_art temple@n1 tellen@v%pr_pl this@pron,u Su S u Su Su S
Troilus and Criseyde; Book V 366,That dremes been the revelaciouns,that@conj drem@n2%pl ben@v%pr_pl the@def_art revelacioun@n%pl,u Su S u SuSuS
Troilus and Criseyde; Book V 367,"Of goddes, and as wel they telle, ywis",of@prep god@n1%pl and@conj as@conj wel@adv thei@pron%pl_nom tellen@v%pr_pl iwis@adv,u Su S u S u Sx uS
Troilus and Criseyde; Book V 368,That they ben infernal illusiouns;,that@conj thei@pron%pl_nom ben@v%pr_pl infernal@adj%pl illusioun@n%pl,u S u SuS uSuS
Troilus and Criseyde; Book V 369,"And leches seyn, that of complexiouns",and@conj leche@n3%pl seien@v1%pr_pl that@conj of@prep complexioun@n%pl,u Su S u S uSuS
Troilus and Criseyde; Book V 370,"Proceden they, or fast, or glotonie.",proceden@v%pr_pl thei@pron%pl_nom or@conj fasten@n or@conj glotonie@n,uSu S u S u SuS
Troilus and Criseyde; Book V 371,Who woot in sooth thus what they signifie?,who@pron%nom witen@v1%pr_3 in@prep soth@n thus@adv what@pron thei@pron%pl_nom signifien@v%pr_pl,u S u S u S u SuS
Troilus and Criseyde; Book V 372,“Eek othere seyn that thorugh impressiouns,ek@adv other@pron seien@v1%pr_pl that@conj thurgh@prep impressioun@n%pl,u Sux S u S uSuS
Troilus and Criseyde; Book V 373,As if a wight hath faste a thing in minde,as@conj if@conj a@indef_art wight@n haven@v%pr_3 faste@adv a@indef_art thing@n in@prep minde@n1,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 374,That therof cometh swiche avisiouns;,that@conj ther-of@adv comen@v%pr_3 swich@gram_adj avisioun@n%pl,u Su Su Sx uSuS
Troilus and Criseyde; Book V 375,"And othere seyn, as they in bokes finde",and@conj other@pron seien@v1%pr_pl as@conj thei@pron%pl_nom in@prep bok@n1%pl finden@v%pr_pl,u Sux S u S u Su Sx
Troilus and Criseyde; Book V 376,"That, after times of the yeer by kinde",that@conj after@prep time@n%pl of@prep the@def_art yer@n bi@prep kinde@n,u Su Su S u S u Sx
Troilus and Criseyde; Book V 377,"Men dreme, and that th’effect goth by the mone;",man@n%pl dremen@v2%pr_pl and@conj that@conj the@def_art effect@n gon@v%pr_3 bi@prep the@def_art mone@n1,u Sx u S  uS u S u Sx
Troilus and Criseyde; Book V 378,"But leve no dreem, for it is nought to done.",but@conj leven@v4%imp no@gram_adj drem@n2 for@conj hit@pron ben@v%pr_3 nought@adv to@part don@v1%inf,u Sx u S u S u S u Sx
Troilus and Criseyde; Book V 379,“Wel worth of dremes ay thise olde wives,wel@adj worthen@v%pr_3 of@prep drem@n2%pl ai@adv these@gram_adj%pl olde@adj wif@n%pl,u S u Su S ux Sx uS
Troilus and Criseyde; Book V 380,And treweliche eek augurie of thise foules;,and@conj treuli@adv ek@adv augurie@n of@prep these@gram_adj%pl foul@n%pl,      
Troilus and Criseyde; Book V 381,For fere of which men wenen lese her lives,for@prep fer@n1 of@prep which@pron man@n%pl wenen@v2%pr_pl lesen@v4%inf here@pron%pl_gen lif@n%pl,u Sx u S u Su Sx u Sx
Troilus and Criseyde; Book V 382,"As ravenes qualm, or shriking of thise oules.",as@conj raven@n%gen qualm@n2 or@conj skrikinge@ger of@prep these@gram_adj%pl oule@n%pl,u Sux S u Su S ux Sx
Troilus and Criseyde; Book V 383,To trowen on it bothe fals and foul is.,to@part trouen@v%inf on@prep hit@pron bothe@num_conj fals@adj and@conj foul@adj ben@v%pr_3,u Su S u Sx u S u S
Troilus and Criseyde; Book V 384,"Allas, allas, so noble a creature",alas@interj alas@interj so@adv noble@adj a@indef_art creature@n,     
Troilus and Criseyde; Book V 385,"As is a man, shal drede swich ordure!",as@conj ben@v%pr_3 a@indef_art man@n shulen@v1%pr_3 dreden@v%inf swich@gram_adj ordure@n,u S u S u Su S uSx
Troilus and Criseyde; Book V 386,“For which with al min herte I thee beseche,for@prep which@pron with@prep al@gram_adj min@pron%gen herte@n ich@pron%nom the@pron2%obj bisechen@v%pr_1,u S u S u Sx u S uSx
Troilus and Criseyde; Book V 387,Unto thyself that al this thou foryive;,unto@prep thi-self@pron that@conj al@gram_adj this@pron thou@pron%nom foryeven@v%pr_2,      
Troilus and Criseyde; Book V 388,And ris up now withoute more speche,and@conj risen@v%imp up@adv nou@adv withouten@prep more@adj%comp speche@n,u S u S uSu Su Sx
Troilus and Criseyde; Book V 389,And lat us caste how forth may best be drive,and@conj leten@v%imp us@pron%pl_obj casten@v%inf hou@adv&conj forth@adv mouen@v3%pr_2 best@adv%sup ben@v%inf driven@v%ppl,u S u Sx u S u S u Sx
Troilus and Criseyde; Book V 390,"This time, and eek how freshly we may live",this@gram_adj time@n and@conj ek@adv hou@adv&conj freshli@adv we@pron%pl_nom mouen@v3%pr_pl liven@v1%inf,u Sx u S u Su S u Sx
Troilus and Criseyde; Book V 391,"Whan that she cometh, the which shal be right sone;",whan@adv&conj that@part she@pron%nom comen@v%pr_3 the@def_art which@pron shulen@v1%pr_3 ben@v%inf righte@adv sone@adv,u S x uS u S u S u Sx
Troilus and Criseyde; Book V 392,"God help me so, the beste is thus to done.",god@n1#propn helpen@v%pr_3 me@pron2%obj so@adv the@def_art best@adjas_n%sup ben@v%pr_3 thus@adv to@part don@v1%inf,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 393,"“Ris, lat us speke of lusty lif in Troye",risen@v%imp leten@v%imp us@pron%pl_obj speken@v%inf of@prep lusti@adj lif@n in@prep troie@n1#propn,        
Troilus and Criseyde; Book V 394,"That we han lad, and forth the time drive;",that@pron we@pron%pl_nom haven@v%pr_pl leden@v1%ppl and@conj forth@adv the@def_art time@n driven@v%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book V 395,And eek of time cominge us rejoye,and@conj ek@adv of@prep time@n comen@v#adj%prp us@pron%pl_obj rejoien@v%imp,      
Troilus and Criseyde; Book V 396,That bringen shal our blisse now so blive;,that@pron bringen@v%inf shulen@v1%pr_3 oure@pron%pl_gen blisse@n nou@adv so@adv blive@adv,u Su S u Su S u Sx
Troilus and Criseyde; Book V 397,And langour of these twyës dayes five,and@conj langour@n of@prep these@gram_adj%pl twies@adv dai@n%pl five@num_adj,S uS u Sx u Su Sx
Troilus and Criseyde; Book V 398,We shal therwith so foryete or oppresse,we@pron%pl_nom shulen@v1%pr_pl ther-with@adv so@adv foryeten@v%inf or@conj oppressen@v%inf,u S uS u Sux S uSx
Troilus and Criseyde; Book V 399,That wel unnethe it doon shal us duresse.,that@conj wel@adv unethe@adv hit@pron don@v1%inf shulen@v1%pr_3 us@pron%pl_obj duresse@n,u S uSx u S u S uSx
Troilus and Criseyde; Book V 400,“This toun is ful of lordes al aboute,this@gram_adj toun@n ben@v%pr_3 ful@adj of@prep lord@n%pl al@adv abouten@adv,u S u S u Su S uSx
Troilus and Criseyde; Book V 401,And trewes lasten al this mene while.,and@conj treue@n1%pl lasten@v1%pr_pl al@gram_adj this@gram_adj mene@adj2 whil@n,u Su Su S u Su Sx
Troilus and Criseyde; Book V 402,Go we pleye us in som lusty route,gon@v%pr_pl we@pron%pl_nom pleien@v1%inf us@pron%pl_obj in@prep som@gram_adj lusti@adj route@n1,S u S u S u Su Sx
Troilus and Criseyde; Book V 403,"To Sarpedon, not hennes but a mile.",to@prep sarpedoun@n#propn not@adv hennes@adv but@conj a@indef_art mile@n1,u SuS u Su S u Sx
Troilus and Criseyde; Book V 404,And thus thou shalt the time wel bigile,and@conj thus@adv thou@pron%nom shulen@v1%pr_2 the@def_art time@n wel@adv bigilen@v%inf,u S u S u Su S uSx
Troilus and Criseyde; Book V 405,And drive it forth unto that blisful morwe,and@conj driven@v%inf hit@pron forth@adv unto@prep that@art&gram_adj blisful@adj morwe@n,u Sx u S uS u Su Sx
Troilus and Criseyde; Book V 406,"That thou hir see, that cause is of thy sorwe.",that@pron thou@pron%nom hire@pron2%fem_obj sen@v1%pr_2 that@pron cause@n ben@v%pr_3 of@prep thin@pron%gen sorwe@n,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 407,"“Now ris, my dere brother Troilus;",nou@adv risen@v%imp min@pron%gen dere@adj1 brother@n troilus@n#propn,u S u Su Su SuS
Troilus and Criseyde; Book V 408,"For certes, it noon honour is to thee",for@conj certes@adv hit@pron non@gram_adj honour@n ben@v%pr_3 to@prep the@pron2%obj,u Su S u Su S u S
Troilus and Criseyde; Book V 409,"To wepe, and in thy bed to jouken thus.",to@part wepen@v%inf and@conj in@prep thin@pron%gen bed@n1 to@part jouken@v%inf thus@adv,u Sx u S u S u Su S
Troilus and Criseyde; Book V 410,"For trewely, of o thing trust to me",for@conj treuli@adv of@prep o@num_adj thing@n trusten@v%imp to@prep me@pron2%obj,u SuS u S u S u S
