OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
So fiers was his corage,"    So fiers was his corage,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 780,,0,0,So fiers was his corage,So fiers was his corage,"    ","    ",so@adv fers@adj ben@v%pt_3 his@pron1%gen corage@n,so@adv fers@adj ben@v%pt_3 his@pron1%gen corage@n,
That doun he leyde him in that plas,That doun he leide him in that plas°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 781,,0,0,That doun he leyde him in that plas,That doun he leide him in that plas,"       ","       ",that@conj doun@adv he@pron1%nom leien@v1%pt_3 him@pron%obj in@prep that@art&gram_adj place@n,that@conj doun@adv he@pron1%nom leien@v1%pt_3 him@pron%obj in@prep that@art&gram_adj place@n,
To make his steede som solas,"To make° his stede som solas,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 782,,0,0,To make his steede som solas,To make his stede som solas,"     ","     ",to@part maken@v1%inf his@pron1%gen stede@n2 som@gram_adj solas@n,to@part maken@v1%inf his@pron1%gen stede@n2 som@gram_adj solas@n,
And yaf hym good forage.,    And yaf him good forage.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 783,,0,0,And yaf hym good forage,And yaf him good forage,"    ","    ",and@conj yeven@v%pt_3 him@pron%obj god@adj forage@n,and@conj yeven@v%pt_3 him@pron%obj god@adj forage@n,
"O Seinte Marie, benedicite!","“O Seint Marie, benedicite!°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 784,,0,0,O Seinte Marie benedicite,O Seint Marie benedicite,"   ","   ",o@interj seinte@adj marie@n1#propn benedicite@interj,o@interj seinte@adj marie@n1#propn benedicite@interj,
What eyleth this love at me,What eileth this love at me°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 785,,0,0,What eyleth this love at me,What eileth this love at me,"     ","     ",what@pron eilen@v%pr_3 this@gram_adj love@n1 at@prep me@pron2%obj,what@pron eilen@v%pr_3 this@gram_adj love@n1 at@prep me@pron2%obj,
To bynde me so soore?,    To binde me so sore?°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 786,,0,0,To bynde me so soore,To binde me so sore,"    ","    ",to@part binden@v%inf me@pron2%obj so@adv sore@adv,to@part binden@v%inf me@pron2%obj so@adv sore@adv,
"Me dremed al this nyght, pardee","Me dremed al this night, pardee",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 787,,0,0,Me dremed al this nyght pardee,Me dremed al this night pardee,"     ","     ",me@pron2%obj dremen@v2%pt_3 al@gram_adj this@gram_adj night@n parde@interj,me@pron2%obj dremen@v2%pt_3 al@gram_adj this@gram_adj night@n parde@interj,
An elf-queene shal my lemman be,An elf-queen shal my lemman° be,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 788,,9,0,An elfqueene shal my lemman be,An elfqueen shal my lemman be,S uSu S u Su S,"     ",a@indef_art elf-queene@n shulen@v1%pr_3 min@pron%gen lemman@n ben@v%inf,a@indef_art elf-queene@n shulen@v1%pr_3 min@pron%gen lemman@n ben@v%inf,
And slepe under my goore.,    And slepe under my gore.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 789,,0,0,And slepe under my goore,And slepe under my gore,"    ","    ",and@conj slepen@v%inf under@prep min@pron%gen gore@n2,and@conj slepen@v%inf under@prep min@pron%gen gore@n2,
"An elf-queene wol I love, ywis","“An elf-queen wol I love, ywis,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 790,,9,0,An elfqueene wol I love ywis,An elfqueen wol I love ywis,S uSu S u Sx uS,"     ",a@indef_art elf-queene@n willen@v%pr_1 ich@pron%nom loven@v1%inf iwis@adv,a@indef_art elf-queene@n willen@v%pr_1 ich@pron%nom loven@v1%inf iwis@adv,
For in this world no womman is,For in this world no womman is,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 791,,0,0,For in this world no womman is,For in this world no womman is,"      ","      ",for@conj in@prep this@gram_adj world@n no@gram_adj womman@n ben@v%pr_3,for@conj in@prep this@gram_adj world@n no@gram_adj womman@n ben@v%pr_3,
Worthy to be my make,    Worthy to be my make°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 792,,0,0,Worthy to be my make,Worthy to be my make,"    ","    ",worthi@adj to@part ben@v%inf min@pron%gen make@n1,worthi@adj to@part ben@v%inf min@pron%gen make@n1,
In towne;,     In toune;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 793,,0,0,In towne,In toune," "," ",in@prep toun@n,in@prep toun@n,
Alle othere wommen I forsake,Alle other wommen I forsake,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 794,,9,9,Alle othere wommen I forsake,Alle other wommen I forsake,Sx uSu Su S uSx,Su Su Su S uSx,al@gram_adj other@gram_adj womman@n%pl ich@pron%nom forsaken@v%pr_1,al@gram_adj other@gram_adj womman@n%pl ich@pron%nom forsaken@v%pr_1,
And to an elf-queene I me take,And to an elf-queene I me take,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 795,,9,9,And to an elfqueene I me take,And to an elfqueene I me take,S u S uSu S u Sx,S u S uSu S u Sx,and@conj to@prep a@indef_art elf-queene@n ich@pron%nom me@pron2%obj taken@v%pr_1,and@conj to@prep a@indef_art elf-queene@n ich@pron%nom me@pron2%obj taken@v%pr_1,
By dale and eek by downe!,    By dale and eek by doune!”°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 796,,0,0,By dale and eek by downe,By dale and eek by doune,"     ","     ",bi@prep dale@n and@conj ek@adv bi@prep doune@n,bi@prep dale@n and@conj ek@adv bi@prep doune@n,
Into his sadel he clamb anon,Into his sadel he clamb° anoon,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 797,,9,9,Into his sadel he clamb anon,Into his sadel he clamb anoon,Su S uS u S uS,Su S uS u S uS,in-to@prep his@pron1%gen sadel@n he@pron1%nom climben@v%pt_3 an-on@adv,in-to@prep his@pron1%gen sadel@n he@pron1%nom climben@v%pt_3 an-on@adv,
And priketh over stile and stoon,And priketh over stile and stoon,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 798,,0,0,And priketh over stile and stoon,And priketh over stile and stoon,"     ","     ",and@conj priken@v%pr_3 over@prep stile@n1 and@conj ston@n,and@conj priken@v%pr_3 over@prep stile@n1 and@conj ston@n,
An elf-queene for t' espye,"    An elf-queen for t’espie,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 799,DIFF,0,0,An elfqueene for t espye,An elfqueen for t espie,"    ","    ",a@indef_art elf-queene@n for@prep#adv to@part aspien@v%inf,a@indef_art elf-queene@n for@prep#adv to@part aspien@v%inf,green
Til he so longe hath riden and goon,Til he so longe hath riden and goon,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 800,,10,10,Til he so longe hath riden and goon,Til he so longe hath riden and goon,u S u Su S uS u S,u S u Su S uS u S,til@conj he@pron1%nom so@adv longe@adv haven@v%pr_3 riden@v%ppl and@conj gon@v%ppl,til@conj he@pron1%nom so@adv longe@adv haven@v%pr_3 riden@v%ppl and@conj gon@v%ppl,
"That he foond, in a pryve woon","That he fond, in a privee° woon,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 801,,0,0,That he foond in a pryve woon,That he fond in a privee woon,"      ","      ",that@conj he@pron1%nom finden@v%pt_3 in@prep a@indef_art prive@adj1 won@n1,that@conj he@pron1%nom finden@v%pt_3 in@prep a@indef_art prive@adj1 won@n1,
The contree of Fairye,    The contree of Fairie,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 802,,0,0,The contree of Fairye,The contree of Fairie,"   ","   ",the@def_art contree@n of@prep fairie@n,the@def_art contree@n of@prep fairie@n,
So wilde;,     So wilde;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 803,,0,0,So wilde,So wilde," "," ",so@adv wilde@adj,so@adv wilde@adj,
For in that contree was ther noon,For in that contree was ther noon,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 804,,0,0,For in that contree was ther noon,For in that contree was ther noon,"      ","      ",for@conj in@prep that@art&gram_adj contree@n ben@v%pt_3 ther@adv non@pron,for@conj in@prep that@art&gram_adj contree@n ben@v%pt_3 ther@adv non@pron,
That to him durste ride or goon,That to him dorste° ride or goon,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 805,,0,0,That to him durste ride or goon,That to him dorste ride or goon,"      ","      ",that@pron to@prep him@pron%obj durren@v%pt_3 riden@v%inf or@conj gon@v%inf,that@pron to@prep him@pron%obj durren@v%pt_3 riden@v%inf or@conj gon@v%inf,
Neither wyf ne childe;,    Neither wif ne childe.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 806,,0,0,Neither wyf ne childe,Neither wif ne childe,"   ","   ",neither@conj wif@n ne@conj1 child@n,neither@conj wif@n ne@conj1 child@n,
Til that ther cam a greet geaunt,Til that ther cam a greet geaunt,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 807,,0,0,Til that ther cam a greet geaunt,Til that ther cam a greet geaunt,"      ","      ",til@conj that@part ther@adv comen@v%pt_3 a@indef_art gret@adj geaunt@n,til@conj that@part ther@adv comen@v%pt_3 a@indef_art gret@adj geaunt@n,
His name was sire Olifaunt,His name was Sire Olifaunt,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 808,,0,0,His name was sire Olifaunt,His name was Sire Olifaunt,"    ","    ",his@pron1%gen name@n ben@v%pt_3 sire@n#adj olifaunt@n2#propn,his@pron1%gen name@n ben@v%pt_3 sire@n#adj olifaunt@n2#propn,
A perilous man of dede.,    A perilous man of dede;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 809,,0,0,A perilous man of dede,A perilous man of dede,"    ","    ",a@indef_art perilous@adj man@n of@prep dede@n,a@indef_art perilous@adj man@n of@prep dede@n,
"He seyde, """"Child, by Termagaunt","He seide, “Child,° by Termagaunt",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 810,,0,0,He seyde Child by Termagaunt,He seide Child by Termagaunt,"    ","    ",he@pron1%nom seien@v1%pt_3 child@n bi@prep termagaunt@n#propn,he@pron1%nom seien@v1%pt_3 child@n bi@prep termagaunt@n#propn,
But if thou prike out of myn haunt,"But if° thou prike out of min haunt,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 811,,0,0,But if thou prike out of myn haunt,But if thou prike out of min haunt,"       ","       ",but@conj if@conj thou@pron%nom priken@v%pr_2 oute@adv#prep of@prep min@pron%gen haunt@n,but@conj if@conj thou@pron%nom priken@v%pr_2 oute@adv#prep of@prep min@pron%gen haunt@n,
Anon I sle thy steede,    Anon°I slee thy stede,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 812,DIFF,0,0,Anon I sle thy steede,Anon I slee thy stede,"    ","    ",an-on@adv ich@pron%nom slen@v%pr_1 thin@pron%gen stede@n2,an-on@adv ich@pron%nom slen@v%pr_1 thin@pron%gen stede@n2,green
With mace.,     With mace.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 813,,0,0,With mace,With mace," "," ",with@prep mace@n,with@prep mace@n,
Heere is the queene of Fayerye,Heere is the queene of Faierie,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 814,,0,9,Heere is the queene of Fayerye,Heere is the queene of Faierie,"     ",Su S u Sx u SuS,her@adv ben@v%pr_3 the@def_art quene@n2 of@prep fairie@n,her@adv ben@v%pr_3 the@def_art quene@n2 of@prep fairie@n,
With harpe and pipe and symphonye,With harpe and pipe and simphonie°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 815,,0,0,With harpe and pipe and symphonye,With harpe and pipe and simphonie,"     ","     ",with@prep harpe@n and@conj pipe@n1 and@conj simphonie@n,with@prep harpe@n and@conj pipe@n1 and@conj simphonie@n,
Dwellynge in this place.,    Dwelling in this place.”,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 816,,0,0,Dwellynge in this place,Dwelling in this place,"   ","   ",dwellen@v%prp in@prep this@gram_adj place@n,dwellen@v%prp in@prep this@gram_adj place@n,
"The child seyde, """"Also moote I thee","The child seide, “Also mote I thee,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 817,,9,9,The child seyde Also moote I thee,The child seide Also mote I thee,S u Su Su Sx u S,S u Su Su Sx u S,the@def_art child@n seien@v1%pt_3 as@conj moten@v2%pr_1 ich@pron%nom then@v%inf,the@def_art child@n seien@v1%pt_3 as@conj moten@v2%pr_1 ich@pron%nom then@v%inf,
Tomorwe wol I meete with thee,Tomorwe wol I meete thee,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 818,DIFF,0,0,Tomorwe wol I meete with thee,Tomorwe wol I meete thee,"     ","    ",to-morwe@adv willen@v%pr_1 ich@pron%nom meten@v4%inf with@prep the@pron2%obj,to-morwe@adv willen@v%pr_1 ich@pron%nom meten@v4%inf the@pron2%obj,green
Whan I have myn armoure;,    Whan I have min armoure;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 819,,0,0,Whan I have myn armoure,Whan I have min armoure,"    ","    ",whan@adv&conj ich@pron%nom haven@v%pr_1 min@pron%gen armure@n,whan@adv&conj ich@pron%nom haven@v%pr_1 min@pron%gen armure@n,
"And yet I hope, par ma fay","And yet I hope, par ma fay,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 820,,0,0,And yet I hope par ma fay,And yet I hope par ma fay,"      ","      ",and@conj yet@adv ich@pron%nom hopen@v1%pr_1 par@prep ma@fr_pron feith@n,and@conj yet@adv ich@pron%nom hopen@v1%pr_1 par@prep ma@fr_pron feith@n,
That thou shalt with this launcegay,That thou shalt with this launcegay°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 821,,0,0,That thou shalt with this launcegay,That thou shalt with this launcegay,"     ","     ",that@conj thou@pron%nom shulen@v1%pr_2 with@prep this@gram_adj launcegai@n,that@conj thou@pron%nom shulen@v1%pr_2 with@prep this@gram_adj launcegai@n,
Abyen it ful sowre.,    Abyen° it ful soure;°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 822,,0,0,Abyen it ful sowre,Abyen it ful soure,"   ","   ",abien@v%inf hit@pron ful@adv soure@adv,abien@v%inf hit@pron ful@adv soure@adv,
Thy mawe,     Thy mawe°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 823,,0,0,Thy mawe,Thy mawe," "," ",thin@pron%gen maue@n,thin@pron%gen maue@n,
"Shal I percen, if I may","Shal I percen, if I may",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 824,,0,0,Shal I percen if I may,Shal I percen if I may,"     ","     ",shulen@v1%pr_1 ich@pron%nom percen@v%inf if@conj ich@pron%nom mouen@v3%pr_1,shulen@v1%pr_1 ich@pron%nom percen@v%inf if@conj ich@pron%nom mouen@v3%pr_1,
Er it be fully pryme of day,"Er it be fully prime of day,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 825,,0,0,Er it be fully pryme of day,Er it be fully prime of day,"      ","      ",er@conj1 hit@pron ben@v%pr_3 fulli@adv prime@n of@prep dai@n,er@conj1 hit@pron ben@v%pr_3 fulli@adv prime@n of@prep dai@n,
For heere thow shalt be slawe.,    For heer thou shalt be slawe.”°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 826,,0,0,For heere thow shalt be slawe,For heer thou shalt be slawe,"     ","     ",for@conj her@adv thou@pron%nom shulen@v1%pr_2 ben@v%inf slen@v%ppl,for@conj her@adv thou@pron%nom shulen@v1%pr_2 ben@v%inf slen@v%ppl,
Sire Thopas drow abak ful faste;,Sir Thopas drow abak° ful faste;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 827,,9,0,Sire Thopas drow abak ful faste,Sir Thopas drow abak ful faste,Su Su S uS u Sx,"     ",sire@n#adj thopas@n#propn drauen@v%pt_3 abak@adv ful@adv faste@adv,sire@n#adj thopas@n#propn drauen@v%pt_3 abak@adv ful@adv faste@adv,
This geant at hym stones caste,This geaunt at him stones caste,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 828,,0,0,This geant at hym stones caste,This geaunt at him stones caste,"     ","     ",this@gram_adj geaunt@n at@prep him@pron%obj ston@n%pl casten@v%pt_3,this@gram_adj geaunt@n at@prep him@pron%obj ston@n%pl casten@v%pt_3,
Out of a fel staf-slynge.,    Out of a fel° staf-slinge;°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 829,,0,0,Out of a fel stafslynge,Out of a fel stafslinge,"    ","    ",oute@adv#prep of@prep a@indef_art fel@adj staf-slinge@n,oute@adv#prep of@prep a@indef_art fel@adj staf-slinge@n,
But faire escapeth child Thopas,But faire° escapeth Child Thopas,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 830,,0,0,But faire escapeth child Thopas,But faire escapeth Child Thopas,"    ","    ",but@conj faire@adv escapen@v%pr_3 child@n thopas@n#propn,but@conj faire@adv escapen@v%pr_3 child@n thopas@n#propn,
And al it was thurgh Goddes gras,"And al it was thurgh Goddes gras,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 831,,0,0,And al it was thurgh Goddes gras,And al it was thurgh Goddes gras,"      ","      ",and@conj al@gram_adj hit@pron ben@v%pt_3 thurgh@prep god@n1#propn%gen grace@n,and@conj al@gram_adj hit@pron ben@v%pt_3 thurgh@prep god@n1#propn%gen grace@n,
And thurgh his fair berynge.,    And thurgh his fair beringe.°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 832,,0,0,And thurgh his fair berynge,And thurgh his fair beringe,"    ","    ",and@conj thurgh@prep his@pron1%gen fair@adj bering@ger,and@conj thurgh@prep his@pron1%gen fair@adj bering@ger,
"Yet listeth, lordes, to my tale","Yet listeth,° lordes, to my tale",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 833,,0,0,Yet listeth lordes to my tale,Yet listeth lordes to my tale,"     ","     ",yet@adv listen@v2%imp lord@n%pl to@prep min@pron%gen tale@n,yet@adv listen@v2%imp lord@n%pl to@prep min@pron%gen tale@n,
Murier than the nightyngale,Merier than the nightingale,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 834,,0,0,Murier than the nightyngale,Merier than the nightingale,"   ","   ",mirie@adj%comp than@conj the@def_art nightin-gale@n,mirie@adj%comp than@conj the@def_art nightin-gale@n,
For now I wol yow rowne,    For now I wol yow roune°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 835,,0,0,For now I wol yow rowne,For now I wol yow roune,"     ","     ",for@conj nou@adv ich@pron%nom willen@v%pr_1 you@pron%pl_obj rounen@v%inf,for@conj nou@adv ich@pron%nom willen@v%pr_1 you@pron%pl_obj rounen@v%inf,
"How sir Thopas, with sydes smale",How Sir Thopas with sides° smale,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 836,,0,0,How sir Thopas with sydes smale,How Sir Thopas with sides smale,"     ","     ",hou@adv&conj sire@n#adj thopas@n#propn with@prep side@n%pl smal@adj,hou@adv&conj sire@n#adj thopas@n#propn with@prep side@n%pl smal@adj,
Prikyng over hill and dale,Priking over hil and dale,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 837,,0,0,Prikyng over hill and dale,Priking over hil and dale,"    ","    ",priken@v%prp_abs over@prep hille@n and@conj dale@n,priken@v%prp_abs over@prep hille@n and@conj dale@n,
Is comen agayn to towne.,    Is come again to toune.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 838,,0,0,Is comen agayn to towne,Is come again to toune,"    ","    ",ben@v%pr_3 comen@v%ppl ayen@adv to@prep toun@n,ben@v%pr_3 comen@v%ppl ayen@adv to@prep toun@n,
His myrie men comanded he,His murie men comanded he,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 839,,0,0,His myrie men comanded he,His murie men comanded he,"    ","    ",his@pron1%gen mirie@adj man@n%pl commaunden@v%pt_3 he@pron1%nom,his@pron1%gen mirie@adj man@n%pl commaunden@v%pt_3 he@pron1%nom,
To make hym bothe game and glee,"To make him° bothe game and glee,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 840,,0,0,To make hym bothe game and glee,To make him bothe game and glee,"      ","      ",to@part maken@v1%inf him@pron%obj bothe@num_conj game@n and@conj gle@n1,to@part maken@v1%inf him@pron%obj bothe@num_conj game@n and@conj gle@n1,
For nedes moste he fighte,    For nedes moste he fighte°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 841,,0,0,For nedes moste he fighte,For nedes moste he fighte,"    ","    ",for@conj nedes@adv moten@v2%pt_3 he@pron1%nom fighten@v%inf,for@conj nedes@adv moten@v2%pt_3 he@pron1%nom fighten@v%inf,
With a geaunt with hevedes three,With a geaunt with heedes three,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 842,DIFF,9,0,With a geaunt with hevedes three,With a geaunt with heedes three,S u Su S uSu S,"     ",with@prep a@indef_art geaunt@n with@prep hed@n1%pl thre@num_adj,with@prep a@indef_art geaunt@n with@prep hed@n1%pl thre@num_adj,green
For paramour and jolitee,For paramour° and jolitee°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 843,,0,0,For paramour and jolitee,For paramour and jolitee,"   ","   ",for@conj paramoure@n and@conj jolite@n,for@conj paramoure@n and@conj jolite@n,
Of oon that shoon ful brighte.,    Of oon that shoon ful brighte.,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 844,,0,0,Of oon that shoon ful brighte,Of oon that shoon ful brighte,"     ","     ",of@prep on@pron that@pron shinen@v%pt_3 ful@adv brighte@adv,of@prep on@pron that@pron shinen@v%pt_3 ful@adv brighte@adv,
"Do come,"""" he seyde, """"my mynstrales","“Do come,”° he seide, “my minstrales",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 845,,0,0,Do come he seyde my mynstrales,Do come he seide my minstrales,"     ","     ",don@v1%imp comen@v%inf he@pron1%nom seien@v1%pt_3 min@pron%gen minstral@n%pl,don@v1%imp comen@v%inf he@pron1%nom seien@v1%pt_3 min@pron%gen minstral@n%pl,
And geestours for to tellen tales,"And gestours,° for to tellen tales",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 846,,9,9,And geestours for to tellen tales,And gestours for to tellen tales,S uS u S uS uS,S uS u S uS uS,and@conj gestour@n%pl for@prep#adv to@part tellen@v%inf tale@n%pl,and@conj gestour@n%pl for@prep#adv to@part tellen@v%inf tale@n%pl,
Anon in myn armynge,    Anon in min arminge;,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 847,,0,0,Anon in myn armynge,Anon in min arminge,"   ","   ",an-on@adv in@prep min@pron%gen arming@ger,an-on@adv in@prep min@pron%gen arming@ger,
Of romances that been roiales,"Of romances that been royales,°",data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 848,,0,9,Of romances that been roiales,Of romances that been royales,"    ",S uSu S u SuS,of@prep romaunce@n%pl that@pron ben@v%pr_pl roial@adj%pl,of@prep romaunce@n%pl that@pron ben@v%pr_pl roial@adj%pl,
Of popes and of cardinales,Of popes and of cardinales,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 849,,9,9,Of popes and of cardinales,Of popes and of cardinales,S uS u S uSuS,S uS u S uSuS,of@prep pope@n%pl and@conj of@prep cardinal@n%pl,of@prep pope@n%pl and@conj of@prep cardinal@n%pl,
And eek of love-likynge.,    And eek of luf-likinge.”°,data/riverside_cats/Thop_riv.cat,data/oxford_txts/Thop_oxford.txt,data/csvs/Thop,Sir Thopas 850,DIFF,0,0,And eek of lovelikynge,And eek of luflikinge,"   ","   ",and@conj ek@adv of@prep love-likinge@n,and@conj ek@adv of@prep love-likinge@n,green
