RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,222,,10,10,And plesaunt was his absolucioun,And plesaunt was his absolucioun,u Su S u SuSuS,u Su S u SuSuS,and@conj plesaunte@adj ben@v%pt_3 his@pron1%gen absolucioun@n,and@conj plesaunte@adj ben@v%pt_3 his@pron1%gen absolucioun@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,223,,10,10,He was an esy man to yeve penaunce,He was an esy man to yeve penaunce,u S u Su S u S uS,u S u Su S u S uS,he@pron1%nom ben@v%pt_3 a@indef_art esi@adj man@n to@part yeven@v%inf penaunce@n,he@pron1%nom ben@v%pt_3 a@indef_art esi@adj man@n to@part yeven@v%inf penaunce@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,224,DIFF,10,10,Ther as he wiste to have a good pitaunce,Ther as he wist to han a good pitaunce,u S u S u S u S uS,u S u S u S u S uS,ther@adv as@conj he@pron1%nom witen@v1%pt_3 to@part haven@v%inf a@indef_art god@adj pitaunce@n,ther@adv as@conj he@pron1%nom witen@v1%ppl to@part haven@v%inf a@indef_art god@adj pitaunce@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,225,,10,10,For unto a povre ordre for to yive,For unto a poure ordre for to yive,u Su S uS u S u S,u Su S uS u S u S,for@conj unto@prep a@indef_art povre@adj ordre@n for@prep#adv to@part yeven@v%inf,for@conj unto@prep a@indef_art povre@adj ordre@n for@prep#adv to@part yeven@v%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,226,,10,10,Is signe that a man is wel yshryve,Is signe that a man is wel yshrive,u Su S u S u S uS,u Su S u S u S uS,ben@v%pr_3 signe@n that@pron a@indef_art man@n ben@v%pr_3 wel@adv ishriven@v%ppl,ben@v%pr_3 signe@n that@pron a@indef_art man@n ben@v%pr_3 wel@adv ishriven@v%ppl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,227,,10,10,For if he yaf he dorste make avaunt,For if he yaf he dorste make avaunt,u S u S u Su S uS,u S u S u Su S uS,for@conj if@conj he@pron1%nom yeven@v%pt_3 he@pron1%nom durren@v%pt_3 maken@v1%inf avaunt@n,for@conj if@conj he@pron1%nom yeven@v%pt_3 he@pron1%nom durren@v%pt_3 maken@v1%inf avaunt@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,228,,10,10,He wiste that a man was repentaunt,He wiste that a man was repentaunt,u Su S u S u SuS,u Su S u S u SuS,he@pron1%nom witen@v1%pt_3 that@conj a@indef_art man@n ben@v%pt_3 repentaunt@adj,he@pron1%nom witen@v1%pt_3 that@conj a@indef_art man@n ben@v%pt_3 repentaunt@adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,229,,11,11,For many a man so hard is of his herte,For many a man so harde is of his herte,u Su S u S u S u S u,u Su S u S u S u S u,for@conj mani@gram_adj a@indef_art man@n so@adv hard@adj ben@v%pr_3 of@prep his@pron1%gen herte@n,for@conj mani@gram_adj a@indef_art man@n so@adv hard@adj ben@v%pr_3 of@prep his@pron1%gen herte@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,230,,10,10,He may nat wepe althogh hym soore smerte,He may nat wepe althogh him sore smerte,u S u Su Su S u S,u S u Su Su S u S,he@pron1%nom mouen@v3%pr_3 not@adv wepen@v%inf al-thogh@conj him@pron%obj sore@adv smerten@v%pr_3,he@pron1%nom mouen@v3%pr_3 not@adv wepen@v%inf al-thogh@conj him@pron%obj sore@adv smerten@v%pr_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,231,,10,10,Therfore in stede of wepynge and preyeres,Therfore in stede of wepinge and preyeres,uS u S u Su S uS,uS u S u Su S uS,ther-fore@adv in@prep stede@n1 of@prep wepinge@ger and@conj preiere@n2%pl,ther-fore@adv in@prep stede@n1 of@prep wepinge@ger and@conj preiere@n2%pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,232,,10,10,Men moote yeve silver to the povre freres,Men moot yeve silver to the povre freres,u S u Su S u S uS,u S u Su S u S uS,man@n%pl moten@v2%pr_pl yeven@v%inf silver@n to@prep the@def_art povre@adj frere@n%pl,man@n%pl moten@v2%pr_pl yeven@v%inf silver@n to@prep the@def_art povre@adj frere@n%pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,233,,11,11,His typet was ay farsed ful of knyves,His tipet was ay farsed ful of knives,u Su S u Su S u Su,u Su S u Su S u Su,his@pron1%gen tippet@n ben@v%pt_3 ai@adv farsen@v%ppl ful@adj of@prep knif@n%pl,his@pron1%gen tippet@n ben@v%pt_3 ai@adv farsen@v%ppl ful@adj of@prep knif@n%pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,234,,10,10,And pynnes for to yeven faire wyves,And pinnes for to yeven faire wives,u Su S u Su S uS,u Su S u Su S uS,and@conj pin@n%pl for@prep#adv to@part yeven@v%inf fair@adj wif@n%pl,and@conj pin@n%pl for@prep#adv to@part yeven@v%inf fair@adj wif@n%pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,235,,10,10,And certeinly he hadde a murye note,And certeinly he hadde a murie note,u SuS u S u Su S,u SuS u S u Su S,and@conj certainli@adv he@pron1%nom haven@v%pt_3 a@indef_art mirie@adj note@n3,and@conj certainli@adv he@pron1%nom haven@v%pt_3 a@indef_art mirie@adj note@n3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,236,,10,10,Wel koude he synge and pleyen on a rote,Wel coude he singe and pleyen on a rote,u Su S u S u S u S,u Su S u S u S u S,wel@adv connen@v%pt_3 he@pron1%nom singen@v%inf and@conj pleien@v1%inf on@prep a@indef_art rote@n1,wel@adv connen@v%pt_3 he@pron1%nom singen@v%inf and@conj pleien@v1%inf on@prep a@indef_art rote@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,237,,11,11,Of yeddynges he baar outrely the pris,Of yeddinges he bar outrely the pris,u SuS u S uSu S u,u SuS u S uSu S u,of@prep yedding@n%pl he@pron1%nom beren@v1%pt_3 outreli@adv the@def_art pris@n1,of@prep yedding@n%pl he@pron1%nom beren@v1%pt_3 outreli@adv the@def_art pris@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,238,,10,10,His nekke whit was as the flourdelys,His nekke whit was as the flourdelis,u Su S u S u SuS,u Su S u S u SuS,his@pron1%gen nekke@n whit@adj ben@v%pt_3 as@conj the@def_art flour-de-lice@n,his@pron1%gen nekke@n whit@adj ben@v%pt_3 as@conj the@def_art flour-de-lice@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,239,,10,10,Therto he strong was as a champioun,Therto he strong was as a champioun,uS u S u S u SuS,uS u S u S u SuS,ther-to@adv he@pron1%nom strong@adj ben@v%pt_3 as@conj a@indef_art champioun@n,ther-to@adv he@pron1%nom strong@adj ben@v%pt_3 as@conj a@indef_art champioun@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,240,,11,11,He knew the tavernes wel in every toun,He knew the tavernes wel in every toun,u S u SuS u S uS u,u S u SuS u S uS u,he@pron1%nom knouen@v%pt_3 the@def_art taverne@n%pl wel@adv in@prep everi@pron_gram_adj toun@n,he@pron1%nom knouen@v%pt_3 the@def_art taverne@n%pl wel@adv in@prep everi@pron_gram_adj toun@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,241,DIFF,11,10,And everich hostiler and tappestere,And every hostiler and tappestere,u SuS uSu S uSu,u Su SuS u SuS,and@conj everi@pron_gram_adj hostiler@n and@conj tappestere@n,and@conj everi@pron_gram_adj hostiler@n and@conj tappestere@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,242,,10,10,Bet than a lazar or a beggestere,Bet than a lazar or a beggestere,u S u Su S u SuS,u S u Su S u SuS,bet@adv%comp than@conj a@indef_art laser@n1 or@conj a@indef_art beggestere@n,bet@adv%comp than@conj a@indef_art laser@n1 or@conj a@indef_art beggestere@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,243,,10,10,For unto swich a worthy man as he,For unto swich a worthy man as he,u Su S u Su S u S,u Su S u Su S u S,for@conj unto@prep swich@gram_adj a@indef_art worthi@adj man@n as@conj he@pron1%nom,for@conj unto@prep swich@gram_adj a@indef_art worthi@adj man@n as@conj he@pron1%nom,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,244,,10,10,Acorded nat as by his facultee,Acorded nat as by his facultee,uSu S u S u SuS,uSu S u S u SuS,accorden@v%pt_3 not@adv as@conj bi@prep his@pron1%gen faculte@n,accorden@v%pt_3 not@adv as@conj bi@prep his@pron1%gen faculte@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,245,DIFF,10,10,To have with sike lazars aqueyntaunce,To han with sike lazars aqueintaunce,u Su S u Su SuS,u S u Su Su SuS,to@part haven@v%inf with@prep sik@adj laser@n1%pl aqueintaunce@n,to@part haven@v%inf with@prep sik@adj laser@n1%pl aqueintaunce@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,246,,10,10,It is nat honest it may nat avaunce,It is nat honeste it may nat avaunce,u S u Su S u S uS,u S u Su S u S uS,hit@pron ben@v%pr_3 not@adv honeste@adj hit@pron mouen@v3%pr_3 not@adv avauncen@v%inf,hit@pron ben@v%pr_3 not@adv honeste@adj hit@pron mouen@v3%pr_3 not@adv avauncen@v%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,247,,10,10,For to deelen with no swich poraille,For to delen with no swich poraille,u S uS u S u SuS,u S uS u S u SuS,for@prep#adv to@part delen@v%inf with@prep no@gram_adj swich@gram_adj poveraile@n,for@prep#adv to@part delen@v%inf with@prep no@gram_adj swich@gram_adj poveraile@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,248,,11,10,But al with riche and selleres of vitaille,But al with riche and sellers of vitaille,u S u S u SuS u Su,u S u S u Su S uS,but@conj al@adv with@prep riche@adj#n and@conj sellere@n%pl of@prep vitaile@n,but@conj al@adv with@prep riche@adj#n and@conj sellere@n%pl of@prep vitaile@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,249,DIFF,11,11,And over al ther as profit sholde arise,And overal ther as profit sholde arise,u Su S u S uS u Su,u SuS u S uS u Su,and@conj over@prep al@gram_adjas_n ther@adv as@conj profite@n1 shulen@v1%pt_3 arisen@v%inf,and@conj over-al@adv ther@adv as@conj profite@n1 shulen@v1%pt_3 arisen@v%inf,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,250,,11,10,Curteis he was and lowely of servyse,Curteis he was and lowly of servise,uS u S u SuS u Su,uS u S u Su S uS,courteis@adj he@pron1%nom ben@v%pt_3 and@conj louli@adj of@prep servise@n,courteis@adj he@pron1%nom ben@v%pt_3 and@conj louli@adj of@prep servise@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,251,DIFF,9,9,Ther nas no man nowher so vertuous,Ther was no man nowher so vertuous,u S u S uS u Su,u S u S uS u Su,ther@adv ben@v%pt_3_neg no@gram_adj man@n no-wher@adv so@adv vertuous@adj,ther@adv ben@v%pt_3 no@gram_adj man@n no-wher@adv so@adv vertuous@adj,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,252,,10,10,He was the beste beggere in his hous,He was the beste beggere in his hous,u S u Su Su S u S,u S u Su Su S u S,he@pron1%nom ben@v%pt_3 the@def_art best@adj%sup beggere@n in@prep his@pron1%gen hous@n,he@pron1%nom ben@v%pt_3 the@def_art best@adj%sup beggere@n in@prep his@pron1%gen hous@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,253,,10,10,And yaf a certeyn ferme for the graunt,And yaf a certeyn ferme for the graunt,u S u Su Su S u S,u S u Su Su S u S,and@conj yeven@v%pt_3 a@indef_art certain@adj ferme@n2 for@prep the@def_art graunt@n,and@conj yeven@v%pt_3 a@indef_art certain@adj ferme@n2 for@prep the@def_art graunt@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,254,,11,11,Noon of his bretheren cam ther in his haunt,Noon of his bretheren cam ther in his haunt,u S u SuS u S u S u,u S u SuS u S u S u,non@pron of@prep his@pron1%gen brother@n%pl comen@v%pt_3 ther@adv in@prep his@pron1%gen haunt@n,non@pron of@prep his@pron1%gen brother@n%pl comen@v%pt_3 ther@adv in@prep his@pron1%gen haunt@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,255,,10,10,For thogh a wydwe hadde noght a sho,For thogh a widwe hadde noght a sho,u S u Su Su S u S,u S u Su Su S u S,for@conj though@conj a@indef_art widwe@n haven@v%pt_3 nought@adv a@indef_art sho@n,for@conj though@conj a@indef_art widwe@n haven@v%pt_3 nought@adv a@indef_art sho@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,256,,9,9,So plesaunt was his In principio,So plesaunt was his In principio,u Su S u S uSu,u Su S u S uSu,so@adv plesaunte@adj ben@v%pt_3 his@pron1%gen in@lat_prep principio@lat_n,so@adv plesaunte@adj ben@v%pt_3 his@pron1%gen in@lat_prep principio@lat_n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,257,,10,10,Yet wolde he have a ferthyng er he wente,Yet wolde he have a ferthing er he wente,u S u S u Su S u S,u S u S u Su S u S,yet@adv willen@v%pt_3 he@pron1%nom haven@v%inf a@indef_art ferthing@n er@conj1 he@pron1%nom wenden@v%pt_3,yet@adv willen@v%pt_3 he@pron1%nom haven@v%inf a@indef_art ferthing@n er@conj1 he@pron1%nom wenden@v%pt_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,258,,10,10,His purchas was wel bettre than his rente,His purchas was wel bettre than his rente,u Su S u Su S u S,u Su S u Su S u S,his@pron1%gen purchase@n ben@v%pt_3 wel@adv bettre@adj%comp than@conj his@pron1%gen rente@n,his@pron1%gen purchase@n ben@v%pt_3 wel@adv bettre@adj%comp than@conj his@pron1%gen rente@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,259,,10,10,And rage he koude as it were right a whelp,And rage he coude as it were right a whelpe,u S u S u S u S u S,u S u S u S u S u S,and@conj ragen@v%inf he@pron1%nom connen@v%pt_3 as@conj hit@pron ben@v%pt_3 righte@adv a@indef_art whelp@n,and@conj ragen@v%inf he@pron1%nom connen@v%pt_3 as@conj hit@pron ben@v%pt_3 righte@adv a@indef_art whelp@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,260,,10,10,In lovedayes ther koude he muchel help,In lovedayes ther coude he muchel helpe,u SuS u S u Su S,u SuS u S u Su S,in@prep love-dai@n%pl ther@adv connen@v%pt_3 he@pron1%nom muchel@adj help@n,in@prep love-dai@n%pl ther@adv connen@v%pt_3 he@pron1%nom muchel@adj help@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,261,,10,10,For ther he was nat lyk a cloysterer,For there he was nat lik a cloisterer,u S u S u S u SuS,u S u S u S u SuS,for@conj ther@adv he@pron1%nom ben@v%pt_3 not@adv like@prep a@indef_art cloistrer@n,for@conj ther@adv he@pron1%nom ben@v%pt_3 not@adv like@prep a@indef_art cloistrer@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,262,DIFF,11,10,With a thredbare cope as is a povre scoler,With thredbar cope as is a poure scoler,u S uS u S u S u Su,u Su S u S u S uS,with@prep a@indef_art thred-bare@adj cope@n as@conj ben@v%pr_3 a@indef_art povre@adj scolere@n,with@prep three-bare@adj cope@n as@conj ben@v%pr_3 a@indef_art povre@adj scolere@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,263,,10,10,But he was lyk a maister or a pope,But he was lik a maister or a pope,u S u S u Su S u S,u S u S u Su S u S,but@conj he@pron1%nom ben@v%pt_3 like@prep a@indef_art maister@n or@conj a@indef_art pope@n,but@conj he@pron1%nom ben@v%pt_3 like@prep a@indef_art maister@n or@conj a@indef_art pope@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,264,,10,10,Of double worstede was his semycope,Of double worsted was his semicope,u Su Su S u SuS,u Su Su S u SuS,of@prep double@adj worsted@n ben@v%pt_3 his@pron1%gen semicope@n,of@prep double@adj worsted@n ben@v%pt_3 his@pron1%gen semicope@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,265,,10,10,That rounded as a belle out of the presse,That rounded as a belle out of the presse,u Su S u S u S u S,u Su S u S u S u S,that@pron rounden@v%pt_3 as@conj a@indef_art belle@n2 oute@adv#prep of@prep the@def_art presse@n,that@pron rounden@v%pt_3 as@conj a@indef_art belle@n2 oute@adv#prep of@prep the@def_art presse@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,266,,10,10,Somwhat he lipsed for his wantownesse,Somwhat he lipsed for his wantownesse,uS u Su S u SuS,uS u Su S u SuS,som-what@adv he@pron1%nom wlispen@v%pt_3 for@prep his@pron1%gen wantouness@n,som-what@adv he@pron1%nom wlispen@v%pt_3 for@prep his@pron1%gen wantouness@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,267,,10,10,To make his Englissh sweete upon his tonge,To make his English swete upon his tonge,u S u Su S uS u S,u S u Su S uS u S,to@part maken@v1%inf his@pron1%gen english@n swete@adj upon@prep his@pron1%gen tonge@n2,to@part maken@v1%inf his@pron1%gen english@n swete@adj upon@prep his@pron1%gen tonge@n2,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,268,,10,10,And in his harpyng whan that he hadde songe,And in his harping whan that he had songe,u S u Su S u S u S,u S u Su S u S u S,and@conj in@prep his@pron1%gen harpinge@ger whan@adv&conj that@part he@pron1%nom haven@v%pt_3 singen@v%ppl,and@conj in@prep his@pron1%gen harpinge@ger whan@adv&conj that@part he@pron1%nom haven@v%pt_3 singen@v%ppl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,269,,9,9,His eyen twynkled in his heed aryght,His eyen twinkled in his heed aright,u S uS u S u Su,u S uS u S u Su,his@pron1%gen eie@n1%pl twinklen@v%pt_pl in@prep his@pron1%gen hed@n1 a-right@adv,his@pron1%gen eie@n1%pl twinklen@v%pt_pl in@prep his@pron1%gen hed@n1 a-right@adv,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,270,,10,10,As doon the sterres in the frosty nyght,As doon the sterres in the frosty night,u S u Su S u Su S,u S u Su S u Su S,as@conj don@v1%pr_pl the@def_art sterre@n%pl in@prep the@def_art frosti@adj night@n,as@conj don@v1%pr_pl the@def_art sterre@n%pl in@prep the@def_art frosti@adj night@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,271,,11,11,This worthy lymytour was cleped Huberd,This worthy limitour was cleped Huberd,u Su SuS u Su Su,u Su SuS u Su Su,this@gram_adj worthi@adj limitour@n ben@v%pt_3 clepen@v%ppl huberd@n#propn,this@gram_adj worthi@adj limitour@n ben@v%pt_3 clepen@v%ppl huberd@n#propn,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,272,,10,10,A MARCHANT was ther with a forked berd,A Marchant was ther with a forked berd,u Su S u S u Su S,u Su S u S u Su S,a@indef_art marchaunt@n ben@v%pt_3 ther@adv with@prep a@indef_art forken@v#adj%ppl berd@n1,a@indef_art marchaunt@n ben@v%pt_3 ther@adv with@prep a@indef_art forken@v#adj%ppl berd@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,273,,10,10,In mottelee and hye on horse he sat,In mottelee and hye on horse he sat,u SuS u S u S u S,u SuS u S u S u S,in@prep motle@n and@conj heighe@adv on@prep hors@n he@pron1%nom sitten@v%pt_3,in@prep motle@n and@conj heighe@adv on@prep hors@n he@pron1%nom sitten@v%pt_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,274,,10,10,Upon his heed a Flaundryssh bever hat,Upon his heed a Flaundrish bever hat,uS u S u Su Su S,uS u S u Su Su S,upon@prep his@pron1%gen hed@n1 a@indef_art flaundrish@adj bever@n1#adj hat@n,upon@prep his@pron1%gen hed@n1 a@indef_art flaundrish@adj bever@n1#adj hat@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,275,,10,10,His bootes clasped faire and fetisly,His bootes clasped faire and fetisly,u Su Su S u SuS,u Su Su S u SuS,his@pron1%gen bote@n2%pl claspen@v%ppl_abs faire@adv and@conj fetisli@adv,his@pron1%gen bote@n2%pl claspen@v%ppl_abs faire@adv and@conj fetisli@adv,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,276,DIFF,10,10,His resons he spak ful solempnely,His resons spak he ful solempnely,u Su S u S uSuS,u Su S u S uSuS,his@pron1%gen resoun@n2%pl he@pron1%nom speken@v%pt_3 ful@adv solempneli@adv,his@pron1%gen resoun@n2%pl speken@v%pt_3 he@pron1%nom ful@adv solempneli@adv,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,277,DIFF,11,10,Sownynge alwey th encrees of his wynnyng,Souninge alway thencrees of his winning,uS uS u Su S u Su,uS uS uS u S uS,sounen@v%prp_abs al-wei@adv the@def_art encres@n of@prep his@pron1%gen winninge@ger1,sounen@v%prp_abs al-wei@adv encres@n of@prep his@pron1%gen winninge@ger1,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,278,,10,10,He wolde the see were kept for any thyng,He wold the see were kept for any thing,u S u S u S u Su S,u S u S u S u Su S,he@pron1%nom willen@v%pt_3 the@def_art se@n1 ben@v%pt_3 kepen@v%ppl for@prep ani@gram_adj thing@n,he@pron1%nom willen@v%pt_3 the@def_art se@n1 ben@v%pt_3 kepen@v%ppl for@prep ani@gram_adj thing@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,279,DIFF,10,10,Bitwixe Middelburgh and Orewelle,Bitwixen Middelburgh and Orewelle,uSu SuS u SuS,uSu SuS u SuS,bitwixe@prep middelburgh@n#propn and@conj orewelle@n#propn,bitwixe@prep middelburgh@n#propn and@conj orewelle@n#propn,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,280,,10,10,Wel koude he in eschaunge sheeldes selle,Wel coude he in eschaunge sheeldes selle,u Su S u Su Su S,u Su S u Su Su S,wel@adv connen@v%pt_3 he@pron1%nom in@prep eschaunge@n sheld@n%pl sellen@v%inf,wel@adv connen@v%pt_3 he@pron1%nom in@prep eschaunge@n sheld@n%pl sellen@v%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,281,,10,10,This worthy man ful wel his wit bisette,This worthy man ful wel his wit bisette,u Su S u S u S uS,u Su S u S u S uS,this@gram_adj worthi@adj man@n ful@adv wel@adv his@pron1%gen wit@n bisetten@v%pt_3,this@gram_adj worthi@adj man@n ful@adv wel@adv his@pron1%gen wit@n bisetten@v%pt_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,282,,10,10,Ther wiste no wight that he was in dette,Ther wiste no wight that he was in dette,u Su S u S u S u S,u Su S u S u S u S,ther@adv witen@v1%pt_3 no@gram_adj wight@n that@conj he@pron1%nom ben@v%pt_3 in@prep dette@n,ther@adv witen@v1%pt_3 no@gram_adj wight@n that@conj he@pron1%nom ben@v%pt_3 in@prep dette@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,283,,11,11,So estatly was he of his governaunce,So estatly was he of his governaunce,u SuS u S u S uSu,u SuS u S u S uSu,so@adv estatli@adj ben@v%pt_3 he@pron1%nom of@prep his@pron1%gen governaunce@n,so@adv estatli@adj ben@v%pt_3 he@pron1%nom of@prep his@pron1%gen governaunce@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,284,,11,11,With his bargaynes and with his chevyssaunce,With his bargaines and with his chevisaunce,u S uSu S u S uSu,u S uSu S u S uSu,with@prep his@pron1%gen bargaine@n%pl and@conj with@prep his@pron1%gen chevisaunce@n,with@prep his@pron1%gen bargaine@n%pl and@conj with@prep his@pron1%gen chevisaunce@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,285,DIFF,10,10,For sothe he was a worthy man with alle,For sothe he was a worthy man withalle,u S u S u Su S u S,u S u S u Su S uS,for@prep soth@n he@pron1%nom ben@v%pt_3 a@indef_art worthi@adj man@n with@prep al@gram_adjas_n,for@prep soth@n he@pron1%nom ben@v%pt_3 a@indef_art worthi@adj man@n with-al@adv,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,286,,10,10,But sooth to seyn I noot how men hym calle,But sooth to seyn I noot how men him calle,u S u S u S u S u S,u S u S u S u S u S,but@conj soth@n to@part seien@v1%inf ich@pron%nom witen@v1%pr_1_neg hou@adv&conj man@n%pl him@pron%obj callen@v%pr_pl,but@conj soth@n to@part seien@v1%inf ich@pron%nom witen@v1%pr_1_neg hou@adv&conj man@n%pl him@pron%obj callen@v%pr_pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,287,,10,10,A CLERK ther was of Oxenford also,A Clerk ther was of Oxenford also,u S u S u SuS uS,u S u S u SuS uS,a@indef_art clerk@n ther@adv ben@v%pt_3 of@prep oxenford@n#propn also@adv,a@indef_art clerk@n ther@adv ben@v%pt_3 of@prep oxenford@n#propn also@adv,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,288,,10,10,That unto logyk hadde longe ygo,That unto logik hadde longe ygo,u Su Su Su S uS,u Su Su Su S uS,that@pron unto@prep logike@n haven@v%pt_3 longe@adv igon@v%ppl,that@pron unto@prep logike@n haven@v%pt_3 longe@adv igon@v%ppl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,289,,10,10,As leene was his hors as is a rake,As lene was his hors as is a rake,u Su S u S u S u S,u Su S u S u S u S,as@conj lene@adj1 ben@v%pt_3 his@pron1%gen hors@n as@conj ben@v%pr_3 a@indef_art rake@n1,as@conj lene@adj1 ben@v%pt_3 his@pron1%gen hors@n as@conj ben@v%pr_3 a@indef_art rake@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,290,,10,10,And he nas nat right fat I undertake,And he nas nat right fat I undertake,u S u S u S u SuS,u S u S u S u SuS,and@conj he@pron1%nom ben@v%pt_3_neg not@adv righte@adv fat@adj ich@pron%nom undertaken@v%pr_1,and@conj he@pron1%nom ben@v%pt_3_neg not@adv righte@adv fat@adj ich@pron%nom undertaken@v%pr_1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,291,,10,10,But looked holwe and therto sobrely,But looked holwe and therto soberly,u Su S u Su SuS,u Su S u Su SuS,but@conj loken@v2%pt_3 holwe@adj and@conj ther-to@adv sobreli@adv,but@conj loken@v2%pt_3 holwe@adj and@conj ther-to@adv sobreli@adv,
